,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0,0020900191,1610612757,Trail Blazers,POR,Portland,240:00,0.692,0.308,0.547,0.189,0.283,0.038,0.17,0.198,0.358,0.621,0.379,1.0,0.0,0.718,0.282
1,0020900192,1610612753,Magic,ORL,Orlando,240:00,0.614,0.386,0.481,0.212,0.26,0.038,0.26,0.077,0.269,0.56,0.44,0.556,0.444,0.559,0.441
0,0020900192,1610612761,Raptors,TOR,Toronto,240:00,0.792,0.208,0.583,0.146,0.188,0.094,0.229,0.083,0.438,0.5,0.5,0.833,0.167,0.559,0.441
1,0020900193,1610612738,Celtics,BOS,Boston,265:00,0.706,0.294,0.467,0.112,0.28,0.047,0.252,0.187,0.355,0.44,0.56,1.0,0.0,0.6,0.4
0,0020900193,1610612752,Knicks,NYK,New York,265:00,0.659,0.341,0.533,0.171,0.286,0.067,0.181,0.171,0.362,0.321,0.679,1.0,0.0,0.5,0.5
0,0020900194,1610612754,Pacers,IND,Indiana,240:00,0.718,0.282,0.614,0.136,0.17,0.102,0.216,0.17,0.477,0.407,0.593,0.8,0.2,0.469,0.531
1,0020900194,1610612766,Bobcats,CHA,Charlotte,240:00,0.878,0.122,0.769,0.327,0.029,0.135,0.202,0.202,0.442,0.525,0.475,1.0,0.0,0.537,0.463
0,0020900195,1610612740,Hornets,NOH,New Orleans,240:00,0.692,0.308,0.475,0.099,0.356,0.109,0.168,0.208,0.376,0.458,0.542,0.917,0.083,0.611,0.389
1,0020900195,1610612748,Heat,MIA,Miami,240:00,0.817,0.183,0.588,0.137,0.206,0.157,0.206,0.137,0.451,0.6,0.4,0.429,0.571,0.568,0.432
0,0020900196,1610612756,Suns,PHX,Phoenix,240:00,0.753,0.247,0.53,0.154,0.282,0.205,0.188,0.188,0.376,0.548,0.452,0.727,0.273,0.595,0.405
1,0020900196,1610612765,Pistons,DET,Detroit,240:00,0.798,0.202,0.681,0.22,0.231,0.187,0.088,0.22,0.462,0.387,0.613,0.857,0.143,0.474,0.526
1,0020900197,1610612747,Lakers,LAL,Los Angeles,240:00,0.859,0.141,0.752,0.158,0.059,0.099,0.188,0.248,0.594,0.579,0.421,1.0,0.0,0.6,0.4
0,0020900197,1610612760,Thunder,OKC,Oklahoma City,240:00,0.733,0.267,0.682,0.165,0.106,0.153,0.212,0.118,0.518,0.586,0.414,1.0,0.0,0.625,0.375
0,0020900198,1610612758,Kings,SAC,Sacramento,240:00,0.807,0.193,0.667,0.095,0.171,0.086,0.162,0.171,0.571,0.4,0.6,0.833,0.167,0.463,0.537
1,0020900198,1610612763,Grizzlies,MEM,Memphis,240:00,0.882,0.118,0.655,0.121,0.078,0.086,0.267,0.129,0.534,0.474,0.526,1.0,0.0,0.512,0.488
1,0020900199,1610612749,Bucks,MIL,Milwaukee,240:00,0.807,0.193,0.694,0.286,0.214,0.133,0.092,0.214,0.408,0.529,0.471,0.857,0.143,0.585,0.415
0,0020900199,1610612759,Spurs,SAS,San Antonio,240:00,0.731,0.269,0.536,0.107,0.268,0.089,0.196,0.152,0.429,0.467,0.533,1.0,0.0,0.6,0.4
1,0020900200,1610612741,Bulls,CHI,Chicago,240:00,0.838,0.163,0.633,0.306,0.184,0.082,0.184,0.153,0.327,0.581,0.419,0.833,0.167,0.622,0.378
0,0020900200,1610612757,Trail Blazers,POR,Portland,240:00,0.795,0.205,0.59,0.18,0.148,0.033,0.262,0.057,0.41,0.556,0.444,0.667,0.333,0.571,0.429
1,0020900201,1610612746,Clippers,LAC,Los Angeles,240:00,0.831,0.169,0.725,0.286,0.066,0.154,0.209,0.242,0.44,0.545,0.455,1.0,0.0,0.571,0.429
0,0020900201,1610612750,Timberwolves,MIN,Minnesota,240:00,0.789,0.211,0.598,0.161,0.241,0.138,0.161,0.184,0.437,0.5,0.5,0.714,0.286,0.545,0.455
1,0020900202,1610612754,Pacers,IND,Indiana,240:00,0.686,0.314,0.482,0.25,0.321,0.125,0.196,0.107,0.232,0.519,0.481,1.0,0.0,0.667,0.333
0,0020900202,1610612761,Raptors,TOR,Toronto,240:00,0.766,0.234,0.553,0.244,0.22,0.106,0.228,0.163,0.309,0.618,0.382,0.778,0.222,0.651,0.349
1,0020900203,1610612755,76ers,PHI,Philadelphia,240:00,0.713,0.287,0.523,0.112,0.28,0.15,0.196,0.187,0.411,0.464,0.536,0.7,0.3,0.526,0.474
0,0020900203,1610612764,Wizards,WAS,Washington,240:00,0.817,0.183,0.704,0.222,0.167,0.139,0.13,0.093,0.481,0.447,0.553,1.0,0.0,0.523,0.477
1,0020900204,1610612742,Mavericks,DAL,Dallas,240:00,0.817,0.183,0.66,0.311,0.117,0.214,0.223,0.214,0.35,0.647,0.353,1.0,0.0,0.684,0.316
0,0020900204,1610612744,Warriors,GSW,Golden State,240:00,0.761,0.239,0.577,0.09,0.27,0.27,0.153,0.18,0.486,0.313,0.688,1.0,0.0,0.476,0.524
1,0020900205,1610612743,Nuggets,DEN,Denver,240:00,0.861,0.139,0.713,0.119,0.059,0.287,0.228,0.198,0.594,0.722,0.278,0.5,0.5,0.711,0.289
0,0020900205,1610612751,Nets,NJN,New Jersey,240:00,0.722,0.278,0.529,0.161,0.172,0.149,0.299,0.253,0.368,0.565,0.435,1.0,0.0,0.643,0.357
1,0020900206,1610612760,Thunder,OKC,Oklahoma City,240:00,0.763,0.237,0.558,0.269,0.231,0.192,0.212,0.24,0.288,0.586,0.414,1.0,0.0,0.676,0.324
0,0020900206,1610612762,Jazz,UTA,Utah,240:00,0.87,0.13,0.745,0.17,0.096,0.128,0.16,0.213,0.574,0.6,0.4,1.0,0.0,0.632,0.368
1,0020900207,1610612747,Lakers,LAL,Los Angeles,240:00,0.756,0.244,0.7,0.26,0.15,0.1,0.15,0.19,0.44,0.6,0.4,0.8,0.2,0.625,0.375
0,0020900207,1610612752,Knicks,NYK,New York,240:00,0.633,0.367,0.533,0.156,0.367,0.111,0.1,0.222,0.378,0.667,0.333,0.818,0.182,0.714,0.286
0,0020900208,1610612761,Raptors,TOR,Toronto,240:00,0.782,0.218,0.642,0.099,0.148,0.123,0.21,0.099,0.543,0.5,0.5,0.5,0.5,0.5,0.5
1,0020900208,1610612766,Bobcats,CHA,Charlotte,240:00,0.806,0.194,0.638,0.0,0.129,0.353,0.233,0.25,0.638,0.541,0.459,0.8,0.2,0.571,0.429
0,0020900209,1610612746,Clippers,LAC,Los Angeles,240:00,0.889,0.111,0.685,0.247,0.164,0.055,0.151,0.082,0.438,0.28,0.72,0.5,0.5,0.31,0.69
1,0020900209,1610612754,Pacers,IND,Indiana,240:00,0.8,0.2,0.605,0.279,0.209,0.07,0.186,0.233,0.326,0.269,0.731,1.0,0.0,0.406,0.594
1,0020900210,1610612738,Celtics,BOS,Boston,240:00,0.654,0.346,0.549,0.177,0.186,0.168,0.265,0.15,0.372,0.516,0.484,1.0,0.0,0.605,0.395
0,0020900210,1610612755,76ers,PHI,Philadelphia,240:00,0.756,0.244,0.473,0.182,0.355,0.209,0.173,0.155,0.291,0.577,0.423,0.846,0.154,0.667,0.333
1,0020900211,1610612748,Heat,MIA,Miami,240:00,0.765,0.235,0.545,0.222,0.182,0.051,0.273,0.182,0.323,0.296,0.704,0.667,0.333,0.364,0.636
0,0020900211,1610612753,Magic,ORL,Orlando,240:00,0.597,0.403,0.367,0.122,0.429,0.163,0.204,0.082,0.245,0.333,0.667,0.929,0.071,0.594,0.406
1,0020900212,1610612739,Cavaliers,CLE,Cleveland,240:00,0.75,0.25,0.51,0.245,0.276,0.092,0.214,0.143,0.265,0.56,0.44,0.667,0.333,0.588,0.412
0,0020900212,1610612765,Pistons,DET,Detroit,240:00,0.823,0.177,0.591,0.295,0.17,0.114,0.239,0.17,0.295,0.269,0.731,1.0,0.0,0.387,0.613
1,0020900213,1610612743,Nuggets,DEN,Denver,240:00,0.775,0.225,0.516,0.242,0.242,0.194,0.242,0.097,0.274,0.719,0.281,0.7,0.3,0.714,0.286
0,0020900213,1610612750,Timberwolves,MIN,Minnesota,240:00,0.808,0.192,0.721,0.27,0.108,0.108,0.171,0.225,0.45,0.425,0.575,0.75,0.25,0.455,0.545
0,0020900214,1610612740,Hornets,NOH,New Orleans,265:00,0.742,0.258,0.549,0.118,0.176,0.225,0.275,0.255,0.431,0.571,0.429,0.667,0.333,0.588,0.412
1,0020900214,1610612749,Bucks,MIL,Milwaukee,265:00,0.74,0.26,0.626,0.242,0.212,0.232,0.162,0.202,0.384,0.645,0.355,1.0,0.0,0.711,0.289
1,0020900215,1610612742,Mavericks,DAL,Dallas,240:00,0.798,0.202,0.708,0.292,0.208,0.154,0.085,0.223,0.415,0.543,0.457,0.889,0.111,0.6,0.4
0,0020900215,1610612745,Rockets,HOU,Houston,240:00,0.759,0.241,0.667,0.162,0.152,0.04,0.182,0.131,0.505,0.515,0.485,1.0,0.0,0.579,0.421
1,0020900216,1610612744,Warriors,GSW,Golden State,240:00,0.872,0.128,0.712,0.288,0.087,0.26,0.202,0.221,0.423,0.324,0.676,1.0,0.0,0.375,0.625
0,0020900216,1610612759,Spurs,SAS,San Antonio,240:00,0.788,0.212,0.661,0.169,0.127,0.229,0.212,0.178,0.492,0.641,0.359,1.0,0.0,0.682,0.318
0,0020900217,1610612756,Suns,PHX,Phoenix,240:00,0.798,0.202,0.683,0.238,0.214,0.151,0.103,0.135,0.444,0.419,0.581,1.0,0.0,0.519,0.481
1,0020900217,1610612763,Grizzlies,MEM,Memphis,240:00,0.915,0.085,0.793,0.198,0.027,0.135,0.18,0.099,0.595,0.318,0.682,1.0,0.0,0.333,0.667
1,0020900218,1610612751,Nets,NJN,New Jersey,240:00,0.926,0.074,0.843,0.217,0.036,0.084,0.12,0.181,0.627,0.429,0.571,1.0,0.0,0.444,0.556
0,0020900218,1610612757,Trail Blazers,POR,Portland,240:00,0.757,0.243,0.559,0.258,0.29,0.054,0.151,0.108,0.301,0.654,0.346,0.889,0.111,0.714,0.286
1,0020900219,1610612752,Knicks,NYK,New York,240:00,0.571,0.429,0.515,0.165,0.309,0.144,0.175,0.165,0.351,0.52,0.48,0.6,0.4,0.543,0.457
0,0020900219,1610612758,Kings,SAC,Sacramento,240:00,0.697,0.303,0.559,0.09,0.324,0.063,0.117,0.171,0.468,0.355,0.645,0.917,0.083,0.512,0.488
1,0020900220,1610612737,Hawks,ATL,Atlanta,240:00,0.776,0.224,0.684,0.158,0.276,0.211,0.039,0.211,0.526,0.423,0.577,1.0,0.0,0.545,0.455
0,0020900220,1610612753,Magic,ORL,Orlando,240:00,0.613,0.388,0.538,0.129,0.323,0.054,0.14,0.075,0.409,0.24,0.76,0.9,0.1,0.429,0.571
1,0020900221,1610612741,Bulls,CHI,Chicago,240:00,0.901,0.099,0.721,0.233,0.105,0.256,0.174,0.233,0.488,0.419,0.581,0.333,0.667,0.412,0.588
0,0020900221,1610612762,Jazz,UTA,Utah,240:00,0.932,0.068,0.819,0.229,0.057,0.105,0.124,0.162,0.59,0.628,0.372,1.0,0.0,0.644,0.356
0,0020900222,1610612739,Cavaliers,CLE,Cleveland,240:00,0.646,0.354,0.69,0.184,0.207,0.126,0.103,0.172,0.506,0.267,0.733,1.0,0.0,0.389,0.611
1,0020900222,1610612766,Bobcats,CHA,Charlotte,240:00,0.811,0.189,0.617,0.17,0.191,0.128,0.191,0.213,0.447,0.483,0.517,0.833,0.167,0.543,0.457
1,0020900223,1610612748,Heat,MIA,Miami,240:00,0.683,0.317,0.667,0.262,0.214,0.107,0.119,0.155,0.405,0.393,0.607,1.0,0.0,0.5,0.5
0,0020900223,1610612764,Wizards,WAS,Washington,240:00,0.837,0.163,0.851,0.404,0.064,0.064,0.085,0.213,0.447,0.525,0.475,1.0,0.0,0.548,0.452
1,0020900224,1610612737,Hawks,ATL,Atlanta,240:00,0.757,0.243,0.58,0.2,0.27,0.06,0.15,0.15,0.38,0.379,0.621,0.667,0.333,0.447,0.553
0,0020900224,1610612755,76ers,PHI,Philadelphia,240:00,0.769,0.231,0.628,0.209,0.279,0.233,0.093,0.14,0.419,0.593,0.407,0.875,0.125,0.657,0.343
1,0020900225,1610612738,Celtics,BOS,Boston,240:00,0.779,0.221,0.707,0.121,0.181,0.19,0.112,0.207,0.586,0.634,0.366,1.0,0.0,0.688,0.313
0,0020900225,1610612761,Raptors,TOR,Toronto,240:00,0.8,0.2,0.621,0.155,0.204,0.214,0.175,0.184,0.466,0.313,0.688,0.714,0.286,0.385,0.615
0,0020900226,1610612746,Clippers,LAC,Los Angeles,240:00,0.841,0.159,0.673,0.231,0.058,0.163,0.269,0.115,0.442,0.686,0.314,1.0,0.0,0.703,0.297
1,0020900226,1610612765,Pistons,DET,Detroit,240:00,0.813,0.187,0.583,0.313,0.25,0.042,0.167,0.167,0.271,0.464,0.536,1.0,0.0,0.583,0.417
1,0020900227,1610612742,Mavericks,DAL,Dallas,240:00,0.772,0.228,0.566,0.301,0.239,0.106,0.195,0.142,0.265,0.406,0.594,0.778,0.222,0.488,0.512
0,0020900227,1610612754,Pacers,IND,Indiana,240:00,0.711,0.289,0.565,0.196,0.228,0.141,0.207,0.174,0.37,0.538,0.462,0.857,0.143,0.606,0.394
1,0020900228,1610612749,Bucks,MIL,Milwaukee,240:00,0.756,0.244,0.511,0.2,0.267,0.067,0.222,0.144,0.311,0.348,0.652,0.875,0.125,0.484,0.516
0,0020900228,1610612760,Thunder,OKC,Oklahoma City,240:00,0.825,0.175,0.593,0.148,0.167,0.176,0.241,0.13,0.444,0.438,0.563,0.833,0.167,0.5,0.5
1,0020900229,1610612745,Rockets,HOU,Houston,240:00,0.804,0.196,0.595,0.048,0.286,0.19,0.119,0.19,0.548,0.44,0.56,0.875,0.125,0.545,0.455
0,0020900229,1610612759,Spurs,SAS,San Antonio,240:00,0.93,0.07,0.652,0.283,0.065,0.13,0.283,0.087,0.37,0.467,0.533,0.0,1.0,0.438,0.563
1,0020900230,1610612743,Nuggets,DEN,Denver,240:00,0.774,0.226,0.547,0.156,0.234,0.102,0.219,0.102,0.391,0.629,0.371,0.8,0.2,0.667,0.333
0,0020900230,1610612752,Knicks,NYK,New York,240:00,0.663,0.337,0.512,0.08,0.312,0.032,0.176,0.144,0.432,0.656,0.344,0.615,0.385,0.644,0.356
1,0020900231,1610612750,Timberwolves,MIN,Minnesota,240:00,0.837,0.163,0.695,0.316,0.063,0.221,0.242,0.242,0.379,0.424,0.576,0.0,1.0,0.4,0.6
0,0020900231,1610612756,Suns,PHX,Phoenix,240:00,0.721,0.279,0.683,0.267,0.25,0.117,0.067,0.133,0.417,0.561,0.439,0.8,0.2,0.608,0.392
0,0020900232,1610612757,Trail Blazers,POR,Portland,240:00,0.704,0.296,0.479,0.125,0.313,0.094,0.208,0.156,0.354,0.478,0.522,0.9,0.1,0.606,0.394
1,0020900232,1610612763,Grizzlies,MEM,Memphis,240:00,0.9,0.1,0.736,0.226,0.113,0.132,0.151,0.151,0.509,0.487,0.513,1.0,0.0,0.535,0.465
1,0020900233,1610612751,Nets,NJN,New Jersey,240:00,0.904,0.096,0.708,0.188,0.063,0.135,0.229,0.198,0.521,0.235,0.765,1.0,0.0,0.278,0.722
0,0020900233,1610612758,Kings,SAC,Sacramento,240:00,0.831,0.169,0.606,0.147,0.165,0.229,0.229,0.165,0.459,0.424,0.576,0.833,0.167,0.487,0.513
0,0020900234,1610612764,Wizards,WAS,Washington,240:00,0.792,0.208,0.684,0.289,0.158,0.118,0.158,0.145,0.395,0.462,0.538,0.5,0.5,0.467,0.533
1,0020900234,1610612766,Bobcats,CHA,Charlotte,240:00,0.868,0.132,0.674,0.217,0.13,0.12,0.196,0.196,0.457,0.548,0.452,1.0,0.0,0.6,0.4
1,0020900235,1610612739,Cavaliers,CLE,Cleveland,240:00,0.833,0.167,0.649,0.162,0.243,0.099,0.108,0.153,0.486,0.694,0.306,0.889,0.111,0.733,0.267
0,0020900235,1610612742,Mavericks,DAL,Dallas,240:00,0.736,0.264,0.547,0.274,0.253,0.116,0.2,0.179,0.274,0.538,0.462,0.75,0.25,0.588,0.412
1,0020900236,1610612749,Bucks,MIL,Milwaukee,240:00,0.789,0.211,0.531,0.245,0.337,0.02,0.133,0.143,0.286,0.462,0.538,0.636,0.364,0.514,0.486
0,0020900236,1610612753,Magic,ORL,Orlando,240:00,0.714,0.286,0.62,0.14,0.24,0.01,0.14,0.05,0.48,0.355,0.645,0.875,0.125,0.462,0.538
1,0020900237,1610612757,Trail Blazers,POR,Portland,240:00,0.76,0.24,0.674,0.283,0.098,0.076,0.228,0.185,0.391,0.516,0.484,1.0,0.0,0.559,0.441
0,0020900237,1610612762,Jazz,UTA,Utah,240:00,0.831,0.169,0.667,0.407,0.194,0.074,0.139,0.222,0.259,0.806,0.194,1.0,0.0,0.837,0.163
1,0020900238,1610612744,Warriors,GSW,Golden State,240:00,0.815,0.185,0.66,0.268,0.124,0.268,0.216,0.062,0.392,0.594,0.406,0.75,0.25,0.611,0.389
0,0020900238,1610612747,Lakers,LAL,Los Angeles,240:00,0.766,0.234,0.615,0.138,0.254,0.2,0.131,0.169,0.477,0.525,0.475,0.818,0.182,0.588,0.412
1,0020900239,1610612737,Hawks,ATL,Atlanta,240:00,0.716,0.284,0.682,0.25,0.239,0.216,0.08,0.261,0.432,0.367,0.633,0.714,0.286,0.432,0.568
0,0020900239,1610612765,Pistons,DET,Detroit,240:00,0.934,0.066,0.83,0.191,0.032,0.149,0.138,0.255,0.638,0.436,0.564,1.0,0.0,0.45,0.55
1,0020900240,1610612746,Clippers,LAC,Los Angeles,240:00,0.859,0.141,0.755,0.204,0.061,0.224,0.184,0.214,0.551,0.432,0.568,1.0,0.0,0.462,0.538
0,0020900240,1610612763,Grizzlies,MEM,Memphis,240:00,0.803,0.197,0.773,0.318,0.102,0.136,0.125,0.216,0.455,0.588,0.412,1.0,0.0,0.622,0.378
1,0020900241,1610612756,Suns,PHX,Phoenix,240:00,0.643,0.357,0.531,0.212,0.345,0.142,0.124,0.115,0.319,0.5,0.5,0.769,0.231,0.581,0.419
0,0020900241,1610612761,Raptors,TOR,Toronto,240:00,0.783,0.217,0.745,0.191,0.032,0.064,0.223,0.223,0.553,0.4,0.6,1.0,0.0,0.417,0.583
1,0020900242,1610612738,Celtics,BOS,Boston,240:00,0.696,0.304,0.674,0.152,0.163,0.109,0.163,0.141,0.522,0.548,0.452,0.8,0.2,0.583,0.417
0,0020900242,1610612748,Heat,MIA,Miami,240:00,0.81,0.19,0.729,0.282,0.071,0.024,0.2,0.165,0.447,0.323,0.677,1.0,0.0,0.364,0.636
1,0020900243,1610612752,Knicks,NYK,New York,240:00,0.723,0.277,0.647,0.294,0.265,0.049,0.088,0.137,0.353,0.394,0.606,0.889,0.111,0.5,0.5
0,0020900243,1610612753,Magic,ORL,Orlando,240:00,0.542,0.458,0.509,0.158,0.342,0.079,0.149,0.061,0.351,0.207,0.793,0.769,0.231,0.381,0.619
1,0020900244,1610612745,Rockets,HOU,Houston,240:00,0.755,0.245,0.62,0.14,0.21,0.04,0.17,0.2,0.48,0.387,0.613,0.714,0.286,0.447,0.553
0,0020900244,1610612760,Thunder,OKC,Oklahoma City,240:00,0.8,0.2,0.769,0.352,0.033,0.143,0.198,0.198,0.418,0.514,0.486,1.0,0.0,0.528,0.472
1,0020900245,1610612755,76ers,PHI,Philadelphia,240:00,0.787,0.213,0.674,0.292,0.169,0.281,0.157,0.191,0.382,0.467,0.533,0.8,0.2,0.514,0.486
0,0020900245,1610612759,Spurs,SAS,San Antonio,240:00,0.763,0.237,0.557,0.227,0.309,0.082,0.134,0.165,0.33,0.481,0.519,0.9,0.1,0.595,0.405
1,0020900246,1610612743,Nuggets,DEN,Denver,240:00,0.714,0.286,0.58,0.18,0.18,0.19,0.24,0.09,0.4,0.586,0.414,1.0,0.0,0.657,0.343
0,0020900246,1610612750,Timberwolves,MIN,Minnesota,240:00,0.81,0.19,0.755,0.34,0.085,0.142,0.16,0.208,0.415,0.525,0.475,1.0,0.0,0.558,0.442
1,0020900247,1610612740,Hornets,NOH,New Orleans,240:00,0.763,0.238,0.667,0.188,0.156,0.135,0.177,0.198,0.479,0.438,0.563,0.8,0.2,0.486,0.514
0,0020900247,1610612758,Kings,SAC,Sacramento,240:00,0.783,0.217,0.625,0.179,0.241,0.071,0.134,0.179,0.446,0.257,0.743,0.889,0.111,0.386,0.614
1,0020900248,1610612747,Lakers,LAL,Los Angeles,240:00,0.688,0.313,0.509,0.189,0.368,0.151,0.123,0.198,0.321,0.593,0.407,0.846,0.154,0.675,0.325
0,0020900248,1610612751,Nets,NJN,New Jersey,240:00,0.848,0.152,0.667,0.161,0.172,0.057,0.161,0.218,0.506,0.552,0.448,0.8,0.2,0.588,0.412
1,0020900249,1610612741,Bulls,CHI,Chicago,240:00,0.9,0.1,0.66,0.206,0.062,0.134,0.278,0.155,0.454,0.344,0.656,1.0,0.0,0.382,0.618
0,0020900249,1610612749,Bucks,MIL,Milwaukee,240:00,0.717,0.283,0.586,0.182,0.303,0.051,0.111,0.162,0.404,0.724,0.276,0.8,0.2,0.744,0.256
1,0020900250,1610612742,Mavericks,DAL,Dallas,240:00,0.759,0.241,0.577,0.288,0.288,0.106,0.135,0.154,0.288,0.733,0.267,0.9,0.1,0.775,0.225
0,0020900250,1610612755,76ers,PHI,Philadelphia,240:00,0.824,0.176,0.647,0.196,0.118,0.265,0.235,0.078,0.451,0.303,0.697,0.75,0.25,0.351,0.649
0,0020900251,1610612762,Jazz,UTA,Utah,240:00,0.818,0.182,0.633,0.167,0.175,0.158,0.192,0.2,0.467,0.579,0.421,0.857,0.143,0.622,0.378
1,0020900251,1610612763,Grizzlies,MEM,Memphis,240:00,0.882,0.118,0.731,0.258,0.065,0.108,0.204,0.129,0.473,0.382,0.618,1.0,0.0,0.417,0.583
1,0020900252,1610612744,Warriors,GSW,Golden State,240:00,0.763,0.238,0.587,0.206,0.19,0.214,0.222,0.206,0.381,0.514,0.486,0.75,0.25,0.556,0.444
0,0020900252,1610612754,Pacers,IND,Indiana,240:00,0.756,0.244,0.654,0.112,0.084,0.271,0.262,0.178,0.542,0.457,0.543,1.0,0.0,0.5,0.5
1,0020900253,1610612738,Celtics,BOS,Boston,240:00,0.742,0.258,0.481,0.13,0.278,0.074,0.241,0.111,0.352,0.538,0.462,1.0,0.0,0.667,0.333
0,0020900253,1610612766,Bobcats,CHA,Charlotte,240:00,0.861,0.139,0.667,0.2,0.067,0.122,0.267,0.211,0.467,0.367,0.633,1.0,0.0,0.406,0.594
1,0020900254,1610612761,Raptors,TOR,Toronto,240:00,0.75,0.25,0.549,0.157,0.235,0.039,0.216,0.157,0.392,0.429,0.571,0.875,0.125,0.528,0.472
0,0020900254,1610612764,Wizards,WAS,Washington,240:00,0.786,0.214,0.642,0.264,0.17,0.123,0.189,0.208,0.377,0.5,0.5,0.5,0.5,0.5,0.5
1,0020900255,1610612752,Knicks,NYK,New York,240:00,0.674,0.326,0.524,0.127,0.333,0.095,0.143,0.198,0.397,0.576,0.424,0.857,0.143,0.66,0.34
0,0020900255,1610612756,Suns,PHX,Phoenix,240:00,0.779,0.221,0.626,0.162,0.121,0.061,0.253,0.101,0.465,0.484,0.516,0.75,0.25,0.514,0.486
1,0020900256,1610612743,Nuggets,DEN,Denver,240:00,0.853,0.147,0.726,0.267,0.067,0.156,0.207,0.148,0.459,0.571,0.429,0.667,0.333,0.577,0.423
0,0020900256,1610612744,Warriors,GSW,Golden State,240:00,0.723,0.277,0.654,0.206,0.168,0.084,0.178,0.206,0.449,0.343,0.657,0.5,0.5,0.366,0.634
1,0020900257,1610612748,Heat,MIA,Miami,240:00,0.773,0.227,0.617,0.28,0.196,0.028,0.187,0.121,0.336,0.545,0.455,0.857,0.143,0.6,0.4
0,0020900257,1610612757,Trail Blazers,POR,Portland,240:00,0.77,0.23,0.52,0.18,0.24,0.11,0.24,0.12,0.34,0.5,0.5,0.875,0.125,0.588,0.412
0,0020900258,1610612740,Hornets,NOH,New Orleans,240:00,0.756,0.244,0.747,0.242,0.121,0.081,0.131,0.192,0.505,0.649,0.351,0.75,0.25,0.659,0.341
1,0020900258,1610612747,Lakers,LAL,Los Angeles,240:00,0.699,0.301,0.582,0.145,0.164,0.055,0.255,0.155,0.436,0.625,0.375,1.0,0.0,0.684,0.316
1,0020900259,1610612737,Hawks,ATL,Atlanta,240:00,0.761,0.239,0.562,0.137,0.226,0.178,0.212,0.082,0.425,0.634,0.366,1.0,0.0,0.712,0.288
0,0020900259,1610612761,Raptors,TOR,Toronto,240:00,0.805,0.195,0.557,0.157,0.261,0.209,0.183,0.07,0.4,0.531,0.469,0.8,0.2,0.595,0.405
1,0020900260,1610612739,Cavaliers,CLE,Cleveland,240:00,0.763,0.237,0.729,0.262,0.168,0.075,0.103,0.178,0.467,0.59,0.41,1.0,0.0,0.644,0.356
0,0020900260,1610612756,Suns,PHX,Phoenix,240:00,0.713,0.288,0.489,0.133,0.333,0.244,0.178,0.078,0.356,0.682,0.318,0.6,0.4,0.656,0.344
1,0020900261,1610612752,Knicks,NYK,New York,240:00,0.714,0.286,0.558,0.231,0.288,0.077,0.154,0.25,0.327,0.241,0.759,0.8,0.2,0.385,0.615
0,0020900261,1610612753,Magic,ORL,Orlando,240:00,0.615,0.385,0.559,0.136,0.254,0.186,0.186,0.195,0.424,0.515,0.485,0.9,0.1,0.605,0.395
1,0020900262,1610612749,Bucks,MIL,Milwaukee,240:00,0.716,0.284,0.647,0.314,0.265,0.098,0.088,0.176,0.333,0.485,0.515,0.778,0.222,0.548,0.452
0,0020900262,1610612764,Wizards,WAS,Washington,240:00,0.857,0.143,0.673,0.308,0.087,0.24,0.24,0.106,0.365,0.543,0.457,0.667,0.333,0.553,0.447
1,0020900263,1610612742,Mavericks,DAL,Dallas,240:00,0.76,0.24,0.615,0.188,0.205,0.222,0.179,0.179,0.427,0.583,0.417,1.0,0.0,0.659,0.341
0,0020900263,1610612751,Nets,NJN,New Jersey,240:00,0.766,0.234,0.554,0.158,0.178,0.139,0.267,0.287,0.396,0.5,0.5,0.667,0.333,0.529,0.471
1,0020900264,1610612741,Bulls,CHI,Chicago,240:00,0.87,0.13,0.63,0.174,0.13,0.152,0.239,0.228,0.457,0.69,0.31,1.0,0.0,0.727,0.273
0,0020900264,1610612765,Pistons,DET,Detroit,240:00,0.795,0.205,0.612,0.188,0.141,0.153,0.247,0.235,0.424,0.5,0.5,1.0,0.0,0.567,0.433
0,0020900265,1610612750,Timberwolves,MIN,Minnesota,240:00,0.865,0.135,0.695,0.253,0.126,0.179,0.179,0.116,0.442,0.515,0.485,1.0,0.0,0.568,0.432
1,0020900265,1610612763,Grizzlies,MEM,Memphis,240:00,0.773,0.227,0.577,0.165,0.186,0.175,0.237,0.206,0.412,0.429,0.571,1.0,0.0,0.529,0.471
0,0020900266,1610612755,76ers,PHI,Philadelphia,240:00,0.689,0.311,0.434,0.094,0.396,0.189,0.17,0.123,0.34,0.261,0.739,0.714,0.286,0.432,0.568
1,0020900266,1610612760,Thunder,OKC,Oklahoma City,240:00,0.718,0.282,0.53,0.12,0.308,0.085,0.162,0.197,0.41,0.419,0.581,1.0,0.0,0.581,0.419
1,0020900267,1610612754,Pacers,IND,Indiana,240:00,0.761,0.239,0.629,0.21,0.2,0.152,0.171,0.124,0.419,0.212,0.788,0.714,0.286,0.3,0.7
