GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0022400061,1610612738,Celtics,BOS,Boston,240.000000:00,0.358,0.642,0.288,0.061,0.659,0.083,0.053,0.144,0.227,0.684,0.316,0.69,0.31,0.688,0.313
0022400061,1610612752,Knicks,NYK,New York,240.000000:00,0.615,0.385,0.587,0.202,0.303,0.037,0.11,0.018,0.385,0.375,0.625,0.727,0.273,0.465,0.535
0022400062,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.684,0.316,0.673,0.018,0.136,0.155,0.191,0.173,0.655,0.486,0.514,0.8,0.2,0.524,0.476
0022400062,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.518,0.482,0.427,0.039,0.379,0.068,0.194,0.058,0.388,0.364,0.636,0.692,0.308,0.486,0.514
0022400063,1610612754,Pacers,IND,Indiana,240.000000:00,0.627,0.373,0.574,0.122,0.235,0.13,0.191,0.104,0.452,0.697,0.303,1.0,0.0,0.762,0.238
0022400063,1610612765,Pistons,DET,Detroit,240.000000:00,0.625,0.375,0.532,0.073,0.248,0.092,0.22,0.128,0.459,0.517,0.483,0.778,0.222,0.579,0.421
0022400064,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.65,0.35,0.5,0.05,0.225,0.125,0.275,0.142,0.45,0.667,0.333,0.556,0.444,0.641,0.359
0022400064,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.527,0.473,0.397,0.052,0.44,0.121,0.164,0.172,0.345,0.435,0.565,0.647,0.353,0.525,0.475
0022400065,1610612748,Heat,MIA,Miami,240.000000:00,0.585,0.415,0.433,0.021,0.34,0.186,0.227,0.196,0.412,0.714,0.286,0.818,0.182,0.75,0.25
0022400065,1610612753,Magic,ORL,Orlando,240.000000:00,0.49,0.51,0.397,0.017,0.466,0.164,0.138,0.112,0.379,0.522,0.478,0.889,0.111,0.683,0.317
0022400066,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.538,0.463,0.435,0.032,0.387,0.065,0.177,0.121,0.403,0.593,0.407,0.688,0.313,0.628,0.372
0022400066,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.684,0.316,0.606,0.092,0.22,0.055,0.174,0.165,0.514,0.394,0.606,0.625,0.375,0.439,0.561
0022400067,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.655,0.345,0.544,0.044,0.309,0.118,0.147,0.221,0.5,0.541,0.459,0.643,0.357,0.569,0.431
0022400067,1610612761,Raptors,TOR,Toronto,240.000000:00,0.64,0.36,0.453,0.094,0.34,0.123,0.208,0.151,0.358,0.625,0.375,0.833,0.167,0.694,0.306
0022400068,1610612745,Rockets,HOU,Houston,240.000000:00,0.583,0.417,0.476,0.038,0.371,0.124,0.152,0.248,0.438,0.44,0.56,0.615,0.385,0.5,0.5
0022400068,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.541,0.459,0.418,0.036,0.409,0.073,0.173,0.073,0.382,0.478,0.522,0.6,0.4,0.526,0.474
0022400069,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.619,0.381,0.504,0.049,0.341,0.236,0.154,0.244,0.455,0.613,0.387,0.714,0.286,0.644,0.356
0022400069,1610612741,Bulls,CHI,Chicago,240.000000:00,0.605,0.395,0.577,0.036,0.27,0.135,0.153,0.072,0.541,0.531,0.469,0.9,0.1,0.619,0.381
0022400070,1610612762,Jazz,UTA,Utah,240.000000:00,0.694,0.306,0.484,0.032,0.242,0.089,0.274,0.105,0.452,0.433,0.567,0.8,0.2,0.525,0.475
0022400070,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.505,0.495,0.413,0.048,0.405,0.127,0.183,0.19,0.365,0.423,0.577,1.0,0.0,0.651,0.349
0022400071,1610612746,Clippers,LAC,LA,265.000000:00,0.685,0.315,0.602,0.053,0.212,0.142,0.186,0.142,0.549,0.588,0.412,0.875,0.125,0.643,0.357
0022400071,1610612756,Suns,PHX,Phoenix,265.000000:00,0.513,0.487,0.397,0.034,0.388,0.129,0.216,0.198,0.362,0.565,0.435,0.8,0.2,0.658,0.342
0022400072,1610612744,Warriors,GSW,Golden State,240.000000:00,0.484,0.516,0.4,0.0,0.429,0.229,0.171,0.157,0.4,0.821,0.179,0.75,0.25,0.792,0.208
0022400072,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.63,0.37,0.538,0.077,0.231,0.048,0.231,0.125,0.462,0.464,0.536,1.0,0.0,0.583,0.417
0022400073,1610612738,Celtics,BOS,Boston,240.000000:00,0.5,0.5,0.41,0.033,0.418,0.18,0.172,0.213,0.377,0.4,0.6,0.647,0.353,0.5,0.5
0022400073,1610612764,Wizards,WAS,Washington,240.000000:00,0.621,0.379,0.667,0.02,0.206,0.265,0.127,0.137,0.647,0.676,0.324,0.571,0.429,0.659,0.341
0022400074,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.569,0.431,0.383,0.067,0.475,0.192,0.142,0.158,0.317,0.522,0.478,0.789,0.211,0.643,0.357
0022400074,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.581,0.419,0.495,0.092,0.33,0.119,0.174,0.083,0.404,0.667,0.333,1.0,0.0,0.769,0.231
0022400075,1610612743,Nuggets,DEN,Denver,240.000000:00,0.612,0.388,0.644,0.046,0.241,0.138,0.115,0.138,0.598,0.786,0.214,1.0,0.0,0.829,0.171
0022400075,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.644,0.356,0.686,0.078,0.235,0.186,0.078,0.108,0.608,0.514,0.486,0.625,0.375,0.535,0.465
0022400076,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.419,0.581,0.359,0.085,0.513,0.034,0.128,0.094,0.274,0.429,0.571,0.75,0.25,0.585,0.415
0022400076,1610612758,Kings,SAC,Sacramento,240.000000:00,0.646,0.354,0.47,0.122,0.287,0.139,0.243,0.209,0.348,0.407,0.593,0.909,0.091,0.553,0.447
0022400077,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.554,0.446,0.416,0.079,0.416,0.05,0.168,0.149,0.337,0.476,0.524,0.857,0.143,0.629,0.371
0022400077,1610612753,Magic,ORL,Orlando,240.000000:00,0.6,0.4,0.414,0.034,0.388,0.086,0.198,0.216,0.379,0.583,0.417,0.933,0.067,0.718,0.282
0022400078,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.618,0.382,0.374,0.093,0.252,0.065,0.374,0.262,0.28,0.6,0.4,0.778,0.222,0.655,0.345
0022400078,1610612761,Raptors,TOR,Toronto,240.000000:00,0.697,0.303,0.504,0.017,0.157,0.157,0.339,0.165,0.487,0.69,0.31,0.833,0.167,0.714,0.286
0022400079,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.531,0.469,0.4,0.064,0.336,0.168,0.264,0.144,0.336,0.56,0.44,0.786,0.214,0.641,0.359
0022400079,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.469,0.531,0.267,0.0,0.525,0.058,0.208,0.158,0.267,0.563,0.438,0.619,0.381,0.595,0.405
0022400080,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.585,0.415,0.513,0.124,0.345,0.133,0.142,0.283,0.389,0.586,0.414,0.846,0.154,0.667,0.333
0022400080,1610612765,Pistons,DET,Detroit,240.000000:00,0.605,0.395,0.495,0.158,0.386,0.139,0.119,0.248,0.337,0.48,0.52,1.0,0.0,0.658,0.342
0022400081,1610612752,Knicks,NYK,New York,240.000000:00,0.679,0.321,0.52,0.081,0.293,0.114,0.187,0.236,0.439,0.313,0.688,0.75,0.25,0.432,0.568
0022400081,1610612754,Pacers,IND,Indiana,240.000000:00,0.639,0.361,0.776,0.061,0.092,0.133,0.133,0.133,0.714,0.658,0.342,1.0,0.0,0.683,0.317
0022400082,1610612745,Rockets,HOU,Houston,240.000000:00,0.561,0.439,0.406,0.031,0.398,0.148,0.195,0.227,0.375,0.385,0.615,0.588,0.412,0.465,0.535
0022400082,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.692,0.308,0.519,0.074,0.278,0.065,0.204,0.12,0.444,0.5,0.5,1.0,0.0,0.632,0.368
0022400083,1610612741,Bulls,CHI,Chicago,240.000000:00,0.51,0.49,0.376,0.165,0.474,0.128,0.15,0.18,0.211,0.48,0.52,0.857,0.143,0.652,0.348
0022400083,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.57,0.43,0.541,0.18,0.32,0.098,0.139,0.115,0.361,0.364,0.636,0.923,0.077,0.522,0.478
0022400084,1610612744,Warriors,GSW,Golden State,240.000000:00,0.528,0.472,0.488,0.063,0.472,0.102,0.039,0.228,0.425,0.516,0.484,0.95,0.05,0.686,0.314
0022400084,1610612762,Jazz,UTA,Utah,240.000000:00,0.543,0.457,0.465,0.07,0.314,0.0,0.221,0.151,0.395,0.5,0.5,0.889,0.111,0.621,0.379
0022400085,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.64,0.36,0.423,0.016,0.341,0.228,0.236,0.211,0.407,0.769,0.231,0.929,0.071,0.825,0.175
0022400085,1610612756,Suns,PHX,Phoenix,240.000000:00,0.549,0.451,0.431,0.034,0.44,0.181,0.129,0.164,0.397,0.76,0.24,0.941,0.059,0.833,0.167
0022400086,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.628,0.372,0.457,0.171,0.343,0.143,0.2,0.2,0.286,0.667,0.333,0.75,0.25,0.694,0.306
0022400086,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.589,0.411,0.466,0.058,0.379,0.117,0.155,0.087,0.408,0.542,0.458,1.0,0.0,0.703,0.297
