GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
22300001,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.667,0.333,0.621,0.086,0.207,0.207,0.172,0.224,0.534,0.556,0.444,0.875,0.125,0.614,0.386
22300001,1610612754,Pacers,IND,Indiana,240.000000:00,0.64,0.36,0.496,0.066,0.372,0.14,0.132,0.124,0.43,0.467,0.533,0.933,0.067,0.622,0.378
22300002,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.524,0.476,0.273,0.018,0.545,0.064,0.182,0.036,0.255,0.533,0.467,0.8,0.2,0.686,0.314
22300002,1610612752,Knicks,NYK,New York,240.000000:00,0.594,0.406,0.533,0.133,0.286,0.143,0.181,0.133,0.4,0.357,0.643,0.8,0.2,0.474,0.526
22300003,1610612748,Heat,MIA,Miami,240.000000:00,0.663,0.338,0.579,0.099,0.322,0.074,0.099,0.14,0.479,0.686,0.314,0.846,0.154,0.729,0.271
22300003,1610612764,Wizards,WAS,Washington,240.000000:00,0.654,0.346,0.579,0.018,0.342,0.193,0.079,0.237,0.561,0.667,0.333,0.846,0.154,0.717,0.283
22300004,1610612741,Bulls,CHI,Chicago,240.000000:00,0.685,0.315,0.598,0.187,0.308,0.075,0.093,0.15,0.411,0.344,0.656,0.909,0.091,0.488,0.512
22300004,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.531,0.469,0.477,0.055,0.495,0.193,0.028,0.165,0.422,0.654,0.346,0.833,0.167,0.727,0.273
22300005,1610612744,Warriors,GSW,Golden State,240.000000:00,0.565,0.435,0.44,0.099,0.383,0.085,0.177,0.213,0.34,0.645,0.355,0.889,0.111,0.735,0.265
22300005,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.651,0.349,0.504,0.058,0.324,0.05,0.173,0.129,0.446,0.343,0.657,0.933,0.067,0.52,0.48
22300006,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.512,0.488,0.421,0.07,0.447,0.079,0.132,0.219,0.351,0.542,0.458,0.824,0.176,0.659,0.341
22300006,1610612743,Nuggets,DEN,Denver,240.000000:00,0.677,0.323,0.576,0.032,0.312,0.168,0.112,0.168,0.544,0.611,0.389,0.846,0.154,0.673,0.327
22300007,1610612757,Trail Blazers,POR,Portland,265.000000:00,0.667,0.333,0.522,0.087,0.235,0.183,0.243,0.243,0.435,0.367,0.633,0.889,0.111,0.487,0.513
22300007,1610612763,Grizzlies,MEM,Memphis,265.000000:00,0.635,0.365,0.655,0.088,0.265,0.23,0.08,0.142,0.566,0.568,0.432,0.8,0.2,0.617,0.383
22300008,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.663,0.337,0.456,0.035,0.237,0.14,0.307,0.237,0.421,0.615,0.385,0.778,0.222,0.657,0.343
22300008,1610612765,Pistons,DET,Detroit,240.000000:00,0.674,0.326,0.604,0.151,0.226,0.151,0.17,0.047,0.453,0.656,0.344,0.875,0.125,0.7,0.3
22300009,1610612764,Wizards,WAS,Washington,240.000000:00,0.568,0.432,0.496,0.034,0.359,0.094,0.145,0.103,0.462,0.517,0.483,0.929,0.071,0.651,0.349
