GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
22100001,1610612749,Bucks,MIL,Milwaukee,240:00,0.571,0.429,0.488,0.157,0.402,0.165,0.11,0.173,0.331,0.323,0.677,0.882,0.118,0.521,0.479
22100001,1610612751,Nets,BKN,Brooklyn,240:00,0.619,0.381,0.385,0.058,0.49,0.144,0.125,0.019,0.327,0.45,0.55,0.588,0.412,0.514,0.486
22100002,1610612744,Warriors,GSW,Golden State,240:00,0.581,0.419,0.446,0.066,0.347,0.083,0.207,0.165,0.38,0.63,0.37,0.929,0.071,0.732,0.268
22100002,1610612747,Lakers,LAL,Los Angeles,240:00,0.558,0.442,0.526,0.228,0.395,0.175,0.079,0.167,0.298,0.367,0.633,0.667,0.333,0.467,0.533
22100003,1610612754,Pacers,IND,Indiana,240:00,0.478,0.522,0.41,0.049,0.418,0.041,0.172,0.066,0.361,0.6,0.4,0.824,0.176,0.69,0.31
22100003,1610612766,Hornets,CHA,Charlotte,240:00,0.71,0.29,0.537,0.098,0.317,0.122,0.146,0.179,0.439,0.545,0.455,0.846,0.154,0.63,0.37
22100004,1610612741,Bulls,CHI,Chicago,240:00,0.733,0.267,0.638,0.149,0.223,0.16,0.138,0.234,0.489,0.4,0.6,0.857,0.143,0.486,0.514
22100004,1610612765,Pistons,DET,Detroit,240:00,0.689,0.311,0.682,0.091,0.205,0.068,0.114,0.17,0.591,0.467,0.533,0.5,0.5,0.472,0.528
22100005,1610612738,Celtics,BOS,Boston,290:00,0.513,0.487,0.403,0.09,0.47,0.142,0.127,0.127,0.313,0.593,0.407,0.857,0.143,0.708,0.292
22100005,1610612752,Knicks,NYK,New York,290:00,0.571,0.429,0.493,0.058,0.37,0.101,0.138,0.123,0.435,0.412,0.588,0.765,0.235,0.529,0.471
22100006,1610612761,Raptors,TOR,Toronto,240:00,0.649,0.351,0.554,0.072,0.253,0.217,0.193,0.205,0.482,0.348,0.652,0.857,0.143,0.467,0.533
22100006,1610612764,Wizards,WAS,Washington,240:00,0.667,0.333,0.633,0.061,0.153,0.082,0.214,0.184,0.571,0.484,0.516,1.0,0.0,0.556,0.444
22100007,1610612739,Cavaliers,CLE,Cleveland,240:00,0.591,0.409,0.545,0.099,0.347,0.19,0.107,0.099,0.446,0.818,0.182,0.786,0.214,0.809,0.191
22100007,1610612763,Grizzlies,MEM,Memphis,240:00,0.67,0.33,0.591,0.061,0.318,0.167,0.091,0.144,0.53,0.462,0.538,0.714,0.286,0.528,0.472
22100008,1610612745,Rockets,HOU,Houston,240:00,0.625,0.375,0.547,0.0,0.311,0.123,0.142,0.198,0.547,0.483,0.517,0.636,0.364,0.525,0.475
22100008,1610612750,Timberwolves,MIN,Minnesota,240:00,0.563,0.437,0.419,0.016,0.387,0.25,0.194,0.306,0.403,0.615,0.385,0.625,0.375,0.619,0.381
22100009,1610612740,Pelicans,NOP,New Orleans,240:00,0.677,0.323,0.536,0.165,0.402,0.258,0.062,0.093,0.371,0.654,0.346,0.846,0.154,0.718,0.282
22100009,1610612755,76ers,PHI,Philadelphia,240:00,0.706,0.294,0.53,0.103,0.333,0.248,0.137,0.154,0.427,0.452,0.548,0.769,0.231,0.545,0.455
