,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0,0020800050,1610612759,Spurs,SAS,San Antonio,240:00,0.722,0.278,0.568,0.222,0.259,0.086,0.173,0.099,0.346,0.217,0.783,1.0,0.0,0.4,0.6
1,0020800051,1610612754,Pacers,IND,Indiana,240:00,0.699,0.301,0.544,0.194,0.262,0.107,0.194,0.214,0.35,0.25,0.75,1.0,0.0,0.432,0.568
0,0020800051,1610612756,Suns,PHX,Phoenix,240:00,0.792,0.208,0.673,0.23,0.133,0.115,0.195,0.186,0.442,0.658,0.342,1.0,0.0,0.698,0.302
0,0020800052,1610612761,Raptors,TOR,Toronto,240:00,0.8,0.2,0.602,0.258,0.194,0.0,0.204,0.065,0.344,0.429,0.571,1.0,0.0,0.529,0.471
1,0020800052,1610612765,Pistons,DET,Detroit,240:00,0.859,0.141,0.72,0.26,0.09,0.11,0.19,0.08,0.46,0.5,0.5,1.0,0.0,0.538,0.462
1,0020800053,1610612748,Heat,MIA,Miami,240:00,0.759,0.241,0.623,0.189,0.17,0.198,0.208,0.302,0.434,0.455,0.545,1.0,0.0,0.538,0.462
0,0020800053,1610612755,76ers,PHI,Philadelphia,240:00,0.792,0.208,0.53,0.096,0.181,0.096,0.289,0.12,0.434,0.364,0.636,0.6,0.4,0.407,0.593
0,0020800054,1610612752,Knicks,NYK,New York,240:00,0.662,0.338,0.515,0.198,0.356,0.079,0.129,0.248,0.317,0.423,0.577,0.833,0.167,0.553,0.447
1,0020800054,1610612766,Bobcats,CHA,Charlotte,240:00,0.881,0.119,0.735,0.286,0.153,0.071,0.112,0.163,0.449,0.333,0.667,0.8,0.2,0.39,0.61
0,0020800055,1610612739,Cavaliers,CLE,Cleveland,240:00,0.817,0.183,0.598,0.187,0.14,0.215,0.262,0.168,0.411,0.406,0.594,0.8,0.2,0.459,0.541
1,0020800055,1610612741,Bulls,CHI,Chicago,240:00,0.734,0.266,0.495,0.237,0.258,0.194,0.247,0.118,0.258,0.609,0.391,0.875,0.125,0.677,0.323
1,0020800056,1610612749,Bucks,MIL,Milwaukee,265:00,0.813,0.187,0.714,0.339,0.134,0.295,0.152,0.313,0.375,0.825,0.175,0.8,0.2,0.822,0.178
0,0020800056,1610612764,Wizards,WAS,Washington,265:00,0.769,0.231,0.615,0.231,0.058,0.154,0.327,0.221,0.385,0.531,0.469,1.0,0.0,0.559,0.441
1,0020800057,1610612750,Timberwolves,MIN,Minnesota,290:00,0.821,0.179,0.624,0.256,0.192,0.032,0.184,0.088,0.368,0.692,0.308,1.0,0.0,0.745,0.255
0,0020800057,1610612759,Spurs,SAS,San Antonio,290:00,0.866,0.134,0.682,0.372,0.14,0.031,0.178,0.085,0.31,0.432,0.568,1.0,0.0,0.5,0.5
1,0020800058,1610612737,Hawks,ATL,Atlanta,240:00,0.62,0.38,0.506,0.253,0.414,0.092,0.08,0.23,0.253,0.364,0.636,0.917,0.083,0.559,0.441
0,0020800058,1610612740,Hornets,NOH,New Orleans,240:00,0.718,0.282,0.582,0.203,0.266,0.114,0.152,0.177,0.38,0.739,0.261,1.0,0.0,0.8,0.2
1,0020800059,1610612738,Celtics,BOS,Boston,240:00,0.795,0.205,0.604,0.146,0.219,0.104,0.177,0.208,0.458,0.655,0.345,0.857,0.143,0.694,0.306
0,0020800059,1610612760,Thunder,OKC,Oklahoma City,240:00,0.845,0.155,0.602,0.217,0.217,0.133,0.181,0.096,0.386,0.44,0.56,0.667,0.333,0.484,0.516
1,0020800060,1610612757,Trail Blazers,POR,Portland,240:00,0.74,0.26,0.458,0.146,0.313,0.094,0.229,0.24,0.313,0.409,0.591,1.0,0.0,0.594,0.406
0,0020800060,1610612762,Jazz,UTA,Utah,240:00,0.851,0.149,0.68,0.252,0.117,0.078,0.204,0.243,0.427,0.571,0.429,1.0,0.0,0.615,0.385
0,0020800061,1610612758,Kings,SAC,Sacramento,240:00,0.865,0.135,0.66,0.22,0.18,0.2,0.16,0.25,0.44,0.576,0.424,0.833,0.167,0.615,0.385
1,0020800061,1610612763,Grizzlies,MEM,Memphis,240:00,0.676,0.324,0.421,0.147,0.347,0.158,0.232,0.211,0.274,0.45,0.55,0.909,0.091,0.613,0.387
1,0020800062,1610612743,Nuggets,DEN,Denver,240:00,0.83,0.17,0.733,0.198,0.059,0.267,0.208,0.208,0.535,0.622,0.378,1.0,0.0,0.641,0.359
0,0020800062,1610612744,Warriors,GSW,Golden State,240:00,0.822,0.178,0.721,0.252,0.054,0.081,0.225,0.216,0.468,0.475,0.525,1.0,0.0,0.5,0.5
1,0020800063,1610612746,Clippers,LAC,Los Angeles,240:00,0.744,0.256,0.614,0.159,0.273,0.159,0.114,0.159,0.455,0.481,0.519,0.875,0.125,0.571,0.429
0,0020800063,1610612747,Lakers,LAL,Los Angeles,240:00,0.741,0.259,0.472,0.113,0.226,0.113,0.302,0.198,0.358,0.24,0.76,1.0,0.0,0.424,0.576
1,0020800064,1610612753,Magic,ORL,Orlando,240:00,0.695,0.305,0.571,0.102,0.276,0.143,0.153,0.173,0.469,0.464,0.536,0.889,0.111,0.568,0.432
0,0020800064,1610612755,76ers,PHI,Philadelphia,240:00,0.821,0.179,0.705,0.182,0.17,0.227,0.125,0.205,0.523,0.452,0.548,0.8,0.2,0.5,0.5
1,0020800065,1610612745,Rockets,HOU,Houston,265:00,0.846,0.154,0.626,0.182,0.182,0.101,0.192,0.111,0.444,0.548,0.452,0.667,0.333,0.568,0.432
0,0020800065,1610612757,Trail Blazers,POR,Portland,265:00,0.798,0.202,0.693,0.356,0.178,0.04,0.129,0.05,0.337,0.6,0.4,0.667,0.333,0.61,0.39
0,0020800066,1610612740,Hornets,NOH,New Orleans,240:00,0.632,0.368,0.472,0.135,0.371,0.079,0.157,0.247,0.337,0.476,0.524,1.0,0.0,0.656,0.344
1,0020800066,1610612766,Bobcats,CHA,Charlotte,240:00,0.731,0.269,0.457,0.239,0.228,0.043,0.315,0.326,0.217,0.381,0.619,1.0,0.0,0.536,0.464
1,0020800067,1610612752,Knicks,NYK,New York,240:00,0.644,0.356,0.579,0.193,0.342,0.149,0.079,0.167,0.386,0.727,0.273,0.923,0.077,0.783,0.217
0,0020800067,1610612764,Wizards,WAS,Washington,240:00,0.82,0.18,0.759,0.204,0.139,0.13,0.102,0.093,0.556,0.561,0.439,0.8,0.2,0.587,0.413
1,0020800068,1610612737,Hawks,ATL,Atlanta,240:00,0.753,0.247,0.582,0.2,0.327,0.164,0.091,0.2,0.382,0.719,0.281,0.917,0.083,0.773,0.227
0,0020800068,1610612761,Raptors,TOR,Toronto,240:00,0.889,0.111,0.674,0.261,0.13,0.033,0.196,0.163,0.413,0.871,0.129,0.75,0.25,0.857,0.143
1,0020800069,1610612738,Celtics,BOS,Boston,240:00,0.785,0.215,0.673,0.079,0.119,0.238,0.208,0.337,0.594,0.706,0.294,1.0,0.0,0.737,0.263
0,0020800069,1610612749,Bucks,MIL,Milwaukee,240:00,0.808,0.192,0.562,0.157,0.202,0.112,0.236,0.169,0.404,0.44,0.56,1.0,0.0,0.548,0.452
1,0020800070,1610612739,Cavaliers,CLE,Cleveland,240:00,0.74,0.26,0.595,0.234,0.189,0.081,0.216,0.234,0.36,0.485,0.515,0.857,0.143,0.55,0.45
0,0020800070,1610612754,Pacers,IND,Indiana,240:00,0.722,0.278,0.617,0.15,0.28,0.178,0.103,0.131,0.467,0.545,0.455,1.0,0.0,0.651,0.349
0,0020800071,1610612751,Nets,NJN,New Jersey,240:00,0.841,0.159,0.621,0.175,0.087,0.146,0.291,0.126,0.447,0.438,0.563,1.0,0.0,0.486,0.514
1,0020800071,1610612765,Pistons,DET,Detroit,240:00,0.667,0.333,0.375,0.104,0.313,0.125,0.313,0.083,0.271,0.667,0.333,1.0,0.0,0.786,0.214
1,0020800072,1610612748,Heat,MIA,Miami,240:00,0.792,0.208,0.586,0.283,0.212,0.141,0.202,0.192,0.303,0.552,0.448,1.0,0.0,0.639,0.361
0,0020800072,1610612759,Spurs,SAS,San Antonio,240:00,0.588,0.412,0.506,0.072,0.398,0.12,0.096,0.048,0.434,0.714,0.286,0.636,0.364,0.688,0.313
1,0020800073,1610612741,Bulls,CHI,Chicago,240:00,0.792,0.208,0.68,0.32,0.18,0.2,0.14,0.19,0.36,0.529,0.471,0.667,0.333,0.55,0.45
0,0020800073,1610612756,Suns,PHX,Phoenix,240:00,0.855,0.145,0.578,0.12,0.145,0.12,0.277,0.193,0.458,0.583,0.417,0.75,0.25,0.607,0.393
1,0020800074,1610612760,Thunder,OKC,Oklahoma City,240:00,0.901,0.099,0.619,0.227,0.155,0.165,0.227,0.155,0.392,0.367,0.633,0.8,0.2,0.429,0.571
0,0020800074,1610612762,Jazz,UTA,Utah,240:00,0.819,0.181,0.577,0.135,0.173,0.163,0.25,0.135,0.442,0.833,0.167,1.0,0.0,0.861,0.139
1,0020800075,1610612750,Timberwolves,MIN,Minnesota,240:00,0.726,0.274,0.514,0.183,0.22,0.092,0.266,0.147,0.33,0.571,0.429,1.0,0.0,0.667,0.333
