date,team,site,o:team,line,total
20231024,Nuggets,home,Lakers,-4.5,229
20231024,Lakers,away,Nuggets,4.5,229
20231024,Warriors,home,Suns,-3,236
20231024,Suns,away,Warriors,3,236
20231025,Bulls,home,Thunder,-2.5,224
20231025,Thunder,away,Bulls,2.5,224
20231025,Clippers,home,Trailblazers,-9.5,225
20231025,Trailblazers,away,Clippers,9.5,225
20231025,Grizzlies,home,Pelicans,-1,224
20231025,Pelicans,away,Grizzlies,1,224
20231025,Heat,home,Pistons,-9.5,218
20231025,Pistons,away,Heat,9.5,218
20231025,Hornets,home,Hawks,4,236
20231025,Hawks,away,Hornets,-4,236
20231025,Jazz,home,Kings,1.5,233.5
20231025,Kings,away,Jazz,-1.5,233.5
20231025,Knicks,home,Celtics,4,223.5
20231025,Celtics,away,Knicks,-4,223.5
20231025,Magic,home,Rockets,-4.5,220
20231025,Rockets,away,Magic,4.5,220
20231025,Nets,home,Cavaliers,2,218
20231025,Cavaliers,away,Nets,-2,218
20231025,Pacers,home,Wizards,-5,235.5
20231025,Wizards,away,Pacers,5,235.5
20231025,Raptors,home,Timberwolves,-1,220.5
20231025,Timberwolves,away,Raptors,1,220.5
20231025,Spurs,home,Mavericks,4.5,231.5
20231025,Mavericks,away,Spurs,-4.5,231.5
20231026,Bucks,home,Seventysixers,-6,228
20231026,Seventysixers,away,Bucks,6,228
20231026,Lakers,home,Suns,-6,227
20231026,Suns,away,Lakers,6,227
20231027,Bulls,home,Raptors,-2.5,216
20231027,Raptors,away,Bulls,2.5,216
20231027,Cavaliers,home,Thunder,-2.5,226.5
20231027,Thunder,away,Cavaliers,2.5,226.5
20231027,Celtics,home,Heat,-8.5,217.5
20231027,Heat,away,Celtics,8.5,217.5
20231027,Grizzlies,home,Nuggets,6,221.5
20231027,Nuggets,away,Grizzlies,-6,221.5
20231027,Hawks,home,Knicks,1.5,229.5
20231027,Knicks,away,Hawks,-1.5,229.5
20231027,Hornets,home,Pistons,-4.5,227
20231027,Pistons,away,Hornets,4.5,227
20231027,Jazz,home,Clippers,4,227.5
20231027,Clippers,away,Jazz,-4,227.5
20231027,Kings,home,Warriors,-3.5,237
20231027,Warriors,away,Kings,3.5,237
20231027,Mavericks,home,Nets,-6,231
20231027,Nets,away,Mavericks,6,231
20231027,Spurs,home,Rockets,-3,224.5
20231027,Rockets,away,Spurs,3,224.5
20231027,Trailblazers,home,Magic,4.5,220.5
20231027,Magic,away,Trailblazers,-4.5,220.5
20231028,Cavaliers,home,Pacers,3.5,220.5
20231028,Pacers,away,Cavaliers,-3.5,220.5
20231028,Pelicans,home,Knicks,-3,223.5
20231028,Knicks,away,Pelicans,3,223.5
20231028,Pistons,home,Bulls,2.5,213.5
20231028,Bulls,away,Pistons,-2.5,213.5
20231028,Raptors,home,Seventysixers,5,214
20231028,Seventysixers,away,Raptors,-5,214
20231028,Suns,home,Jazz,-5.5,223
20231028,Jazz,away,Suns,5.5,223
20231028,Timberwolves,home,Heat,-8,214.5
20231028,Heat,away,Timberwolves,8,214.5
20231028,Wizards,home,Grizzlies,0,229.5
20231028,Grizzlies,away,Wizards,0,229.5
20231029,Bucks,home,Hawks,-6,239.5
20231029,Hawks,away,Bucks,6,239.5
20231029,Clippers,home,Spurs,-9.5,229.5
20231029,Spurs,away,Clippers,9.5,229.5
20231029,Kings,home,Lakers,-2.5,236
20231029,Lakers,away,Kings,2.5,236
20231029,Rockets,home,Warriors,7,222.5
20231029,Warriors,away,Rockets,-7,222.5
20231029,Seventysixers,home,Trailblazers,-10,217
20231029,Trailblazers,away,Seventysixers,10,217
20231029,Thunder,home,Nuggets,3.5,229.5
20231029,Nuggets,away,Thunder,-3.5,229.5
20231030,Bucks,home,Heat,-8,226
20231030,Heat,away,Bucks,8,226
20231030,Grizzlies,home,Mavericks,-1,223
20231030,Mavericks,away,Grizzlies,1,223
20231030,Hawks,home,Timberwolves,2,227.5
20231030,Timberwolves,away,Hawks,-2,227.5
20231030,Hornets,home,Nets,2,227.5
20231030,Nets,away,Hornets,-2,227.5
20231030,Lakers,home,Magic,-4,220
20231030,Magic,away,Lakers,4,220
20231030,Nuggets,home,Jazz,-8.5,226.5
20231030,Jazz,away,Nuggets,8.5,226.5
20231030,Pacers,home,Bulls,-3.5,229
20231030,Bulls,away,Pacers,3.5,229
20231030,Pelicans,home,Warriors,-3,220.5
20231030,Warriors,away,Pelicans,3,220.5
20231030,Raptors,home,Trailblazers,-10,216
20231030,Trailblazers,away,Raptors,10,216
20231030,Thunder,home,Pistons,-6.5,224.5
20231030,Pistons,away,Thunder,6.5,224.5
20231030,Wizards,home,Celtics,10.5,231.5
20231030,Celtics,away,Wizards,-10.5,231.5
20231031,Cavaliers,home,Knicks,2,213.5
20231031,Knicks,away,Cavaliers,-2,213.5
20231031,Clippers,home,Magic,-6.5,220
20231031,Magic,away,Clippers,6.5,220
20231031,Suns,home,Spurs,-7,225.5
20231031,Spurs,away,Suns,7,225.5
20231101,Celtics,home,Pacers,-13.5,233
20231101,Pacers,away,Celtics,13.5,233
20231101,Hawks,home,Wizards,-9.5,240.5
20231101,Wizards,away,Hawks,9.5,240.5
20231101,Heat,home,Nets,-7,222.5
20231101,Nets,away,Heat,7,222.5
20231101,Jazz,home,Grizzlies,-2,225.5
20231101,Grizzlies,away,Jazz,2,225.5
20231101,Knicks,home,Cavaliers,-5.5,210.5
20231101,Cavaliers,away,Knicks,5.5,210.5
20231101,Lakers,home,Clippers,-3,228
20231101,Clippers,away,Lakers,3,228
20231101,Mavericks,home,Bulls,-3.5,220.5
20231101,Bulls,away,Mavericks,3.5,220.5
20231101,Pistons,home,Trailblazers,-3.5,216
20231101,Trailblazers,away,Pistons,3.5,216
20231101,Raptors,home,Bucks,4,223.5
20231101,Bucks,away,Raptors,-4,223.5
20231101,Rockets,home,Hornets,-3.5,222
20231101,Hornets,away,Rockets,3.5,222
20231101,Thunder,home,Pelicans,-3.5,227
20231101,Pelicans,away,Thunder,3.5,227
20231101,Timberwolves,home,Nuggets,2.5,219.5
20231101,Nuggets,away,Timberwolves,-2.5,219.5
20231101,Warriors,home,Kings,-7,227.5
20231101,Kings,away,Warriors,7,227.5
20231102,Jazz,home,Magic,1.5,224
20231102,Magic,away,Jazz,-1.5,224
20231102,Pelicans,home,Pistons,-4.5,215.5
20231102,Pistons,away,Pelicans,4.5,215.5
20231102,Seventysixers,home,Raptors,-7.5,214.5
20231102,Raptors,away,Seventysixers,7.5,214.5
20231102,Suns,home,Spurs,-10.5,229.5
20231102,Spurs,away,Suns,10.5,229.5
20231103,Bucks,home,Knicks,-5.5,224.5
20231103,Knicks,away,Bucks,5.5,224.5
20231103,Bulls,home,Nets,-4,221.5
20231103,Nets,away,Bulls,4,221.5
20231103,Heat,home,Wizards,-9,224.5
20231103,Wizards,away,Heat,9,224.5
20231103,Nuggets,home,Mavericks,-6,229.5
20231103,Mavericks,away,Nuggets,6,229.5
20231103,Pacers,home,Cavaliers,3,230
20231103,Cavaliers,away,Pacers,-3,230
20231103,Thunder,home,Warriors,6,225
20231103,Warriors,away,Thunder,-6,225
20231103,Trailblazers,home,Grizzlies,3.5,220
20231103,Grizzlies,away,Trailblazers,-3.5,220
20231104,Magic,home,Lakers,4,223
20231104,Lakers,away,Magic,-4,223
20231104,Nets,home,Celtics,10,227
20231104,Celtics,away,Nets,-10,227
20231104,Nuggets,home,Bulls,-9,217.5
20231104,Bulls,away,Nuggets,9,217.5
20231104,Pacers,home,Hornets,-5,240.5
20231104,Hornets,away,Pacers,5,240.5
20231104,Pelicans,home,Hawks,-2,237.5
20231104,Hawks,away,Pelicans,2,237.5
20231104,Rockets,home,Kings,2.5,221
20231104,Kings,away,Rockets,-2.5,221
20231104,Seventysixers,home,Suns,-6.5,221
20231104,Suns,away,Seventysixers,6.5,221
20231104,Timberwolves,home,Jazz,-8,225
20231104,Jazz,away,Timberwolves,8,225
20231105,Cavaliers,home,Warriors,-1,222
20231105,Warriors,away,Cavaliers,1,222
20231105,Mavericks,home,Hornets,-11.5,235
20231105,Hornets,away,Mavericks,11.5,235
20231105,Pistons,home,Suns,3.5,217.5
20231105,Suns,away,Pistons,-3.5,217.5
20231105,Spurs,home,Raptors,4,222.5
20231105,Raptors,away,Spurs,-4,222.5
20231105,Trailblazers,home,Grizzlies,3.5,219
20231105,Grizzlies,away,Trailblazers,-3.5,219
20231106,Bulls,home,Jazz,-4.5,222.5
20231106,Jazz,away,Bulls,4.5,222.5
20231106,Heat,home,Lakers,-2,222.5
20231106,Lakers,away,Heat,2,222.5
20231106,Knicks,home,Clippers,-1,223.5
20231106,Clippers,away,Knicks,1,223.5
20231106,Magic,home,Mavericks,1,230.5
20231106,Mavericks,away,Magic,-1,230.5
20231106,Nets,home,Bucks,4.5,233
20231106,Bucks,away,Nets,-4.5,233
20231106,Nuggets,home,Pelicans,-6.5,222
20231106,Pelicans,away,Nuggets,6.5,222
20231106,Pacers,home,Spurs,-8.5,239
20231106,Spurs,away,Pacers,8.5,239
20231106,Pistons,home,Warriors,9,223.5
20231106,Warriors,away,Pistons,-9,223.5
20231106,Rockets,home,Kings,2,217.5
20231106,Kings,away,Rockets,-2,217.5
20231106,Seventysixers,home,Wizards,-11,229
20231106,Wizards,away,Seventysixers,11,229
20231106,Thunder,home,Hawks,-1,243
20231106,Hawks,away,Thunder,1,243
20231106,Timberwolves,home,Celtics,3.5,222
20231106,Celtics,away,Timberwolves,-3.5,222
20231108,Bucks,home,Pistons,-12,227
20231108,Pistons,away,Bucks,12,227
20231108,Bulls,home,Suns,1,218
20231108,Suns,away,Bulls,-1,218
20231108,Grizzlies,home,Heat,1.5,217
20231108,Heat,away,Grizzlies,-1.5,217
20231108,Hornets,home,Wizards,-2,239
20231108,Wizards,away,Hornets,2,239
20231108,Kings,home,Trailblazers,-7.5,221.5
20231108,Trailblazers,away,Kings,7.5,221.5
20231108,Knicks,home,Spurs,-9,225
20231108,Spurs,away,Knicks,9,225
20231108,Mavericks,home,Raptors,-4.5,225.5
20231108,Raptors,away,Mavericks,4.5,225.5
20231108,Nets,home,Clippers,5.5,231.5
20231108,Clippers,away,Nets,-5.5,231.5
20231108,Nuggets,home,Warriors,-4,227
20231108,Warriors,away,Nuggets,4,227
20231108,Pacers,home,Jazz,-6,242
