date,team,site,o:team,line,total
20221018,Celtics,home,Seventysixers,-3,216.5
20221018,Seventysixers,away,Celtics,3,216.5
20221018,Warriors,home,Lakers,-7.5,223.5
20221018,Lakers,away,Warriors,7.5,223.5
20221019,Grizzlies,home,Knicks,-4.5,227
20221019,Knicks,away,Grizzlies,4.5,227
20221019,Hawks,home,Rockets,-10.5,235
20221019,Rockets,away,Hawks,10.5,235
20221019,Heat,home,Bulls,-7.5,216
20221019,Bulls,away,Heat,7.5,216
20221019,Jazz,home,Nuggets,7,225
20221019,Nuggets,away,Jazz,-7,225
20221019,Kings,home,Trailblazers,-3.0,229.5
20221019,Trailblazers,away,Kings,3.0,229.5
20221019,Nets,home,Pelicans,-3,232.5
20221019,Pelicans,away,Nets,3,232.5
20221019,Pacers,home,Wizards,2.5,229
20221019,Wizards,away,Pacers,-2.5,229
20221019,Pistons,home,Magic,-4,216.5
20221019,Magic,away,Pistons,4,216.5
20221019,Raptors,home,Cavaliers,-2.5,216
20221019,Cavaliers,away,Raptors,2.5,216
20221019,Spurs,home,Hornets,1,221.5
20221019,Hornets,away,Spurs,-1,221.5
20221019,Suns,home,Mavericks,-4,218.5
20221019,Mavericks,away,Suns,4,218.5
20221019,Timberwolves,home,Thunder,-11,226
20221019,Thunder,away,Timberwolves,11,226
20221020,Lakers,home,Clippers,5,226.5
20221020,Clippers,away,Lakers,-5,226.5
20221020,Seventysixers,home,Bucks,-4,224.5
20221020,Bucks,away,Seventysixers,4,224.5
20221021,Hawks,home,Magic,-9,225.5
20221021,Magic,away,Hawks,9,225.5
20221021,Heat,home,Celtics,2.5,221
20221021,Celtics,away,Heat,-2.5,221
20221021,Hornets,home,Pelicans,6.5,226
20221021,Pelicans,away,Hornets,-6.5,226
20221021,Knicks,home,Pistons,-7,220.5
20221021,Pistons,away,Knicks,7,220.5
20221021,Nets,home,Raptors,-2.5,226.5
20221021,Raptors,away,Nets,2.5,226.5
20221021,Pacers,home,Spurs,-2,233
20221021,Spurs,away,Pacers,2,233
20221021,Rockets,home,Grizzlies,7,230.5
20221021,Grizzlies,away,Rockets,-7,230.5
20221021,Timberwolves,home,Jazz,-8,227
20221021,Jazz,away,Timberwolves,8,227
20221021,Trailblazers,home,Suns,5,224
20221021,Suns,away,Trailblazers,-5,224
20221021,Warriors,home,Nuggets,-5.5,229.5
20221021,Nuggets,away,Warriors,5.5,229.5
20221021,Wizards,home,Bulls,-2,221
20221021,Bulls,away,Wizards,2,221
20221022,Bucks,home,Rockets,-13.5,227.5
20221022,Rockets,away,Bucks,13.5,227.5
20221022,Bulls,home,Cavaliers,1.5,220.5
20221022,Cavaliers,away,Bulls,-1.5,220.5
20221022,Heat,home,Raptors,-3.5,216.5
20221022,Raptors,away,Heat,3.5,216.5
20221022,Kings,home,Clippers,2.5,225.5
20221022,Clippers,away,Kings,-2.5,225.5
20221022,Magic,home,Celtics,8.5,215.5
20221022,Celtics,away,Magic,-8.5,215.5
20221022,Mavericks,home,Grizzlies,-5.5,220
20221022,Grizzlies,away,Mavericks,5.5,220
20221022,Nuggets,home,Thunder,-9,227
20221022,Thunder,away,Nuggets,9,227
20221022,Pacers,home,Pistons,-1,232
20221022,Pistons,away,Pacers,1,232
20221022,Seventysixers,home,Spurs,-13,225
20221022,Spurs,away,Seventysixers,13,225
20221023,Cavaliers,home,Wizards,-4,216.5
20221023,Wizards,away,Cavaliers,4,216.5
20221023,Clippers,home,Suns,1.5,219.5
20221023,Suns,away,Clippers,-1.5,219.5
20221023,Hawks,home,Hornets,-9.5,227
20221023,Hornets,away,Hawks,9.5,227
20221023,Lakers,home,Trailblazers,-4,226.5
20221023,Trailblazers,away,Lakers,4,226.5
20221023,Pelicans,home,Jazz,-8,231.5
20221023,Jazz,away,Pelicans,8,231.5
20221023,Thunder,home,Timberwolves,10,225
20221023,Timberwolves,away,Thunder,-10,225
20221023,Warriors,home,Kings,-10,232.5
20221023,Kings,away,Warriors,10,232.5
20221024,Bulls,home,Celtics,5.5,226
20221024,Celtics,away,Bulls,-5.5,226
20221024,Grizzlies,home,Nets,-1.5,235.5
20221024,Nets,away,Grizzlies,1.5,235.5
20221024,Heat,home,Raptors,-3.5,214.5
20221024,Raptors,away,Heat,3.5,214.5
20221024,Knicks,home,Magic,-7.5,222.5
20221024,Magic,away,Knicks,7.5,222.5
20221024,Rockets,home,Jazz,2.5,233.5
20221024,Jazz,away,Rockets,-2.5,233.5
20221024,Seventysixers,home,Pacers,-12.5,229
20221024,Pacers,away,Seventysixers,12.5,229
20221024,Timberwolves,home,Spurs,-8.5,234.5
20221024,Spurs,away,Timberwolves,8.5,234.5
20221024,Trailblazers,home,Nuggets,5,227.5
20221024,Nuggets,away,Trailblazers,-5,227.5
20221025,Pelicans,home,Mavericks,5,218.5
20221025,Mavericks,away,Pelicans,-5,218.5
20221025,Suns,home,Warriors,-1.5,227.5
20221025,Warriors,away,Suns,1.5,227.5
20221025,Thunder,home,Clippers,5,217.5
20221025,Clippers,away,Thunder,-5,217.5
20221025,Wizards,home,Pistons,-5.5,221
20221025,Pistons,away,Wizards,5.5,221
20221026,Bucks,home,Nets,-3,230
20221026,Nets,away,Bucks,3,230
20221026,Bulls,home,Pacers,-7,233.5
20221026,Pacers,away,Bulls,7,233.5
20221026,Cavaliers,home,Magic,-9,215.5
20221026,Magic,away,Cavaliers,9,215.5
20221026,Jazz,home,Rockets,-8.5,232.5
20221026,Rockets,away,Jazz,8.5,232.5
20221026,Knicks,home,Hornets,-7.5,224.5
20221026,Hornets,away,Knicks,7.5,224.5
20221026,Nuggets,home,Lakers,-5,230.5
20221026,Lakers,away,Nuggets,5,230.5
20221026,Pistons,home,Hawks,7.5,228.5
20221026,Hawks,away,Pistons,-7.5,228.5
20221026,Raptors,home,Seventysixers,0,211.5
20221026,Seventysixers,away,Raptors,0,211.5
20221026,Timberwolves,home,Spurs,-9.5,235
20221026,Spurs,away,Timberwolves,9.5,235
20221026,Trailblazers,home,Heat,3,220.5
20221026,Heat,away,Trailblazers,-3,220.5
20221027,Kings,home,Grizzlies,3,236
20221027,Grizzlies,away,Kings,-3,236
20221027,Nets,home,Mavericks,2.5,225.5
20221027,Mavericks,away,Nets,-2.5,225.5
20221027,Thunder,home,Clippers,7,218.5
20221027,Clippers,away,Thunder,-7,218.5
20221027,Warriors,home,Heat,-5.5,227
20221027,Heat,away,Warriors,5.5,227
