GAME_ID,GAME_DATE,TEAM_ABBREVIATION,LINE,O/U
21500001,2015-10-27,ATL,-6.5,197.5
21500001,2015-10-27,DET,6.5,197.5
21500002,2015-10-27,CHI,-4.0,197.5
21500002,2015-10-27,CLE,4.0,197.5
21500003,2015-10-27,GSW,-10.0,213.5
21500003,2015-10-27,NOP,10.0,213.5
21500004,2015-10-28,ORL,4.0,203.5
21500004,2015-10-28,WAS,-4.0,203.5
21500005,2015-10-28,BOS,-12.5,198.0
21500005,2015-10-28,PHI,12.5,198.0
21500006,2015-10-28,BKN,4.5,196.5
21500006,2015-10-28,CHI,-4.5,196.5
21500007,2015-10-28,DET,1.0,190.0
21500007,2015-10-28,UTA,-1.0,190.0
21500008,2015-10-28,CHA,6.5,193.5
21500008,2015-10-28,MIA,-6.5,193.5
21500009,2015-10-28,IND,5.5,199.5
21500009,2015-10-28,TOR,-5.5,199.5
21500010,2015-10-28,DEN,10.0,212.0
21500010,2015-10-28,HOU,-10.0,212.0
21500011,2015-10-28,CLE,5.0,187.5
21500011,2015-10-28,MEM,-5.0,187.5
21500012,2015-10-28,MIL,-5.0,194.5
21500012,2015-10-28,NYK,5.0,194.5
21500013,2015-10-28,OKC,-4.5,208.0
21500013,2015-10-28,SAS,4.5,208.0
21500014,2015-10-28,DAL,5.0,204.5
21500014,2015-10-28,PHX,-5.0,204.5
21500015,2015-10-28,NOP,2.5,206.0
21500015,2015-10-28,POR,-2.5,206.0
21500016,2015-10-28,LAC,-5.5,211.5
21500016,2015-10-28,SAC,5.5,211.5
21500017,2015-10-28,LAL,-3.0,202.5
21500017,2015-10-28,MIN,3.0,202.5
21500018,2015-10-29,IND,3.0,190.5
21500018,2015-10-29,MEM,-3.0,190.5
21500019,2015-10-29,ATL,-4.5,199.0
21500019,2015-10-29,NYK,4.5,199.0
21500020,2015-10-29,DAL,11.0,211.5
21500020,2015-10-29,LAC,-11.0,211.5
21500021,2015-10-30,CLE,-5.5,199.5
21500021,2015-10-30,MIA,5.5,199.5
21500022,2015-10-30,OKC,-7.5,207.0
21500022,2015-10-30,ORL,7.5,207.0
21500023,2015-10-30,PHI,7.5,186.5
21500023,2015-10-30,UTA,-7.5,186.5
21500024,2015-10-30,BOS,-2.0,202.5
21500024,2015-10-30,TOR,2.0,202.5
21500025,2015-10-30,CHI,-2.5,202.5
21500025,2015-10-30,DET,2.5,202.5
21500026,2015-10-30,ATL,-4.0,194.0
21500026,2015-10-30,CHA,4.0,194.0
21500027,2015-10-30,MIL,2.0,200.5
21500027,2015-10-30,WAS,-2.0,200.5
21500028,2015-10-30,BKN,14.0,201.5
21500028,2015-10-30,SAS,-14.0,201.5
21500029,2015-10-30,DEN,-3.5,205.0
21500029,2015-10-30,MIN,3.5,205.0
21500030,2015-10-30,GSW,-1.0,215.5
21500030,2015-10-30,HOU,1.0,215.5
21500031,2015-10-30,LAL,7.0,211.0
21500031,2015-10-30,SAC,-7.0,211.0
21500032,2015-10-30,PHX,-4.5,204.0
21500032,2015-10-30,POR,4.5,204.0
21500033,2015-10-31,IND,-3.0,191.0
21500033,2015-10-31,UTA,3.0,191.0
21500034,2015-10-31,NYK,7.0,205.0
21500034,2015-10-31,WAS,-7.0,205.0
21500035,2015-10-31,GSW,-5.5,212.5
21500035,2015-10-31,NOP,5.5,212.5
21500036,2015-10-31,BKN,12.0,192.0
21500036,2015-10-31,MEM,-12.0,192.0
21500037,2015-10-31,PHX,3.0,204.5
21500037,2015-10-31,POR,-3.0,204.5
21500038,2015-10-31,LAC,-10.5,214.5
21500038,2015-10-31,SAC,10.5,214.5
21500039,2015-11-01,ATL,-2.0,194.5
21500039,2015-11-01,CHA,2.0,194.5
21500040,2015-11-01,BOS,5.5,201.5
21500040,2015-11-01,SAS,-5.5,201.5
21500041,2015-11-01,HOU,4.0,206.0
21500041,2015-11-01,MIA,-4.0,206.0
21500042,2015-11-01,MIL,6.5,200.5
21500042,2015-11-01,TOR,-6.5,200.5
21500043,2015-11-01,CHI,-7.5,199.0
21500043,2015-11-01,ORL,7.5,199.0
21500044,2015-11-01,DEN,12.5,212.0
21500044,2015-11-01,OKC,-12.5,212.0
21500045,2015-11-01,DAL,-4.0,213.0
21500045,2015-11-01,LAL,4.0,213.0
21500046,2015-11-02,CLE,-12.5,195.0
21500046,2015-11-02,PHI,12.5,195.0
21500047,2015-11-02,BKN,1.0,196.5
21500047,2015-11-02,MIL,-1.0,196.5
21500048,2015-11-02,NYK,7.5,202.5
21500048,2015-11-02,SAS,-7.5,202.5
21500049,2015-11-02,HOU,3.5,216.0
21500049,2015-11-02,OKC,-3.5,216.0
21500050,2015-11-02,MIN,-4.0,205.5
21500050,2015-11-02,POR,4.0,205.5
21500051,2015-11-02,GSW,-9.0,203.5
21500051,2015-11-02,MEM,9.0,203.5
21500052,2015-11-02,LAC,-9.0,209.5
21500052,2015-11-02,PHX,9.0,209.5
21500053,2015-11-03,CHA,4.0,194.0
21500053,2015-11-03,CHI,-4.0,194.0
21500054,2015-11-03,DET,-4.5,200.5
21500054,2015-11-03,IND,4.5,200.5
21500055,2015-11-03,ATL,3.5,196.0
21500055,2015-11-03,MIA,-3.5,196.0
21500056,2015-11-03,NOP,-4.0,204.5
21500056,2015-11-03,ORL,4.0,204.5
21500057,2015-11-03,DAL,1.5,204.0
21500057,2015-11-03,TOR,-1.5,204.0
21500058,2015-11-03,MEM,-4.5,197.0
21500058,2015-11-03,SAC,4.5,197.0
21500059,2015-11-03,DEN,1.5,205.5
21500059,2015-11-03,LAL,-1.5,205.5
21500060,2015-11-04,BOS,-2.0,203.0
21500060,2015-11-04,IND,2.0,203.0
21500061,2015-11-04,SAS,-3.5,201.5
21500061,2015-11-04,WAS,3.5,201.5
21500062,2015-11-04,ATL,-8.0,196.5
21500062,2015-11-04,BKN,8.0,196.5
21500063,2015-11-04,CLE,-10.0,204.0
21500063,2015-11-04,NYK,10.0,204.0
21500064,2015-11-04,HOU,-8.5,207.5
21500064,2015-11-04,ORL,8.5,207.5
21500065,2015-11-04,MIL,-9.0,195.0
21500065,2015-11-04,PHI,9.0,195.0
21500066,2015-11-04,OKC,-8.0,211.0
21500066,2015-11-04,TOR,8.0,211.0
21500067,2015-11-04,PHX,-9.5,209.0
21500067,2015-11-04,SAC,9.5,209.0
21500068,2015-11-04,POR,6.0,189.5
21500068,2015-11-04,UTA,-6.0,189.5
21500069,2015-11-04,GSW,-7.5,219.0
21500069,2015-11-04,LAC,7.5,219.0
21500070,2015-11-05,CHI,-1.0,211.0
21500070,2015-11-05,OKC,1.0,211.0
21500071,2015-11-05,MIA,-4.0,197.0
21500071,2015-11-05,MIN,4.0,197.0
21500072,2015-11-05,CHA,4.0,200.5
21500072,2015-11-05,DAL,-4.0,200.5
21500073,2015-11-05,DEN,2.0,189.5
21500073,2015-11-05,UTA,-2.0,189.5
21500074,2015-11-05,MEM,-3.5,193.5
21500074,2015-11-05,POR,3.5,193.5
21500075,2015-11-06,ORL,5.5,197.0
21500075,2015-11-06,TOR,-5.5,197.0
21500076,2015-11-06,BOS,-1.0,210.0
21500076,2015-11-06,WAS,1.0,210.0
21500077,2015-11-06,BKN,-3.0,207.5
21500077,2015-11-06,LAL,3.0,207.5
21500078,2015-11-06,CLE,-13.5,196.0
21500078,2015-11-06,PHI,13.5,196.0
21500079,2015-11-06,MIL,1.5,196.5
21500079,2015-11-06,NYK,-1.5,196.5
21500080,2015-11-06,IND,0.0,195.0
21500080,2015-11-06,MIA,0.0,195.0
21500081,2015-11-06,ATL,-3.0,206.0
21500081,2015-11-06,NOP,3.0,206.0
21500082,2015-11-06,DET,4.0,199.0
21500082,2015-11-06,PHX,-4.0,199.0
21500083,2015-11-06,DEN,17.5,212.5
21500083,2015-11-06,GSW,-17.5,212.5
21500084,2015-11-06,HOU,-6.0,215.5
21500084,2015-11-06,SAC,6.0,215.5
21500085,2015-11-07,CHI,-9.0,200.5
21500085,2015-11-07,MIN,9.0,200.5
21500086,2015-11-07,ATL,-5.0,206.0
21500086,2015-11-07,WAS,5.0,206.0
21500087,2015-11-07,ORL,-4.0,192.0
21500087,2015-11-07,PHI,4.0,192.0
21500088,2015-11-07,DAL,-5.0,209.5
21500088,2015-11-07,NOP,5.0,209.5
21500089,2015-11-07,BKN,6.5,192.5
21500089,2015-11-07,MIL,-6.5,192.5
21500090,2015-11-07,CHA,9.5,194.0
21500090,2015-11-07,SAS,-9.5,194.0
21500091,2015-11-07,MEM,2.0,180.0
21500091,2015-11-07,UTA,-2.0,180.0
21500092,2015-11-07,GSW,-13.0,220.5
21500092,2015-11-07,SAC,13.0,220.5
21500093,2015-11-07,HOU,6.5,214.0
21500093,2015-11-07,LAC,-6.5,214.0
21500094,2015-11-08,CLE,-7.0,196.0
21500094,2015-11-08,IND,7.0,196.0
21500095,2015-11-08,LAL,5.0,209.5
21500095,2015-11-08,NYK,-5.0,209.5
21500096,2015-11-08,MIA,-2.5,190.0
21500096,2015-11-08,TOR,2.5,190.0
21500097,2015-11-08,OKC,-8.5,212.5
21500097,2015-11-08,PHX,8.5,212.5
21500098,2015-11-08,DET,2.0,199.5
21500098,2015-11-08,POR,-2.0,199.5
21500099,2015-11-09,IND,-4.5,195.0
21500099,2015-11-09,ORL,4.5,195.0
21500100,2015-11-09,CHI,-10.0,198.0
21500100,2015-11-09,PHI,10.0,198.0
21500101,2015-11-09,ATL,-8.5,205.0
21500101,2015-11-09,MIN,8.5,205.0
21500102,2015-11-09,DEN,1.0,207.0
21500102,2015-11-09,POR,-1.0,207.0
21500103,2015-11-09,SAC,7.5,203.0
21500103,2015-11-09,SAS,-7.5,203.0
21500104,2015-11-09,DET,12.0,208.0
21500104,2015-11-09,GSW,-12.0,208.0
21500105,2015-11-09,LAC,-7.0,200.0
21500105,2015-11-09,MEM,7.0,200.0
21500106,2015-11-10,CLE,-6.0,187.0
21500106,2015-11-10,UTA,6.0,187.0
21500107,2015-11-10,OKC,-6.0,218.0
21500107,2015-11-10,WAS,6.0,218.0
21500108,2015-11-10,LAL,11.5,200.0
21500108,2015-11-10,MIA,-11.5,200.0
21500109,2015-11-10,NYK,7.5,196.5
21500109,2015-11-10,TOR,-7.5,196.5
21500110,2015-11-10,BOS,-1.5,202.0
21500110,2015-11-10,MIL,1.5,202.0
21500111,2015-11-10,CHA,-3.5,200.0
21500111,2015-11-10,MIN,3.5,200.0
