GAME_ID,GAME_DATE,TEAM_ABBREVIATION,LINE,O/U
21400001,2014-10-28,NOP,-10.0,192.0
21400001,2014-10-28,ORL,10.0,192.0
21400002,2014-10-28,DAL,3.5,203.0
21400002,2014-10-28,SAS,-3.5,203.0
21400003,2014-10-28,HOU,-7.0,207.0
21400003,2014-10-28,LAL,7.0,207.0
21400004,2014-10-29,CHA,-8.0,193.0
21400004,2014-10-29,MIL,8.0,193.0
21400005,2014-10-29,IND,-7.0,190.0
21400005,2014-10-29,PHI,7.0,190.0
21400006,2014-10-29,BKN,0.0,193.0
21400006,2014-10-29,BOS,0.0,193.0
21400007,2014-10-29,MIA,-4.5,190.0
21400007,2014-10-29,WAS,4.5,190.0
21400008,2014-10-29,ATL,4.5,200.5
21400008,2014-10-29,TOR,-4.5,200.5
21400009,2014-10-29,MEM,-7.5,197.0
21400009,2014-10-29,MIN,7.5,197.0
21400010,2014-10-29,CHI,-4.5,185.0
21400010,2014-10-29,NYK,4.5,185.0
21400011,2014-10-29,DEN,-7.0,206.0
21400011,2014-10-29,DET,7.0,206.0
21400012,2014-10-29,HOU,-3.5,201.0
21400012,2014-10-29,UTA,3.5,201.0
21400013,2014-10-29,LAL,12.5,208.5
21400013,2014-10-29,PHX,-12.5,208.5
21400014,2014-10-29,GSW,-4.5,206.0
21400014,2014-10-29,SAC,4.5,206.0
21400015,2014-10-29,OKC,9.0,198.5
21400015,2014-10-29,POR,-9.0,198.5
21400016,2014-10-30,ORL,4.5,189.5
21400016,2014-10-30,WAS,-4.5,189.5
21400017,2014-10-30,DET,5.5,205.0
21400017,2014-10-30,MIN,-5.5,205.0
21400018,2014-10-30,CLE,-12.5,202.5
21400018,2014-10-30,NYK,12.5,202.5
21400019,2014-10-30,DAL,-10.5,202.5
21400019,2014-10-30,UTA,10.5,202.5
21400020,2014-10-30,LAC,-12.5,203.0
21400020,2014-10-30,OKC,12.5,203.0
21400021,2014-10-31,IND,6.5,185.5
21400021,2014-10-31,MEM,-6.5,185.5
21400022,2014-10-31,CHI,-3.5,193.0
21400022,2014-10-31,CLE,3.5,193.0
21400023,2014-10-31,MIL,-9.0,203.0
21400023,2014-10-31,PHI,9.0,203.0
21400024,2014-10-31,PHX,1.0,206.0
21400024,2014-10-31,SAS,-1.0,206.0
21400025,2014-10-31,POR,-5.0,199.5
21400025,2014-10-31,SAC,5.0,199.5
21400026,2014-10-31,LAC,-11.5,210.0
21400026,2014-10-31,LAL,11.5,210.0
21400027,2014-11-01,DAL,-1.0,203.5
21400027,2014-11-01,NOP,1.0,203.5
21400028,2014-11-01,CHA,-3.0,186.5
21400028,2014-11-01,MEM,3.0,186.5
21400029,2014-11-01,ORL,6.0,196.0
21400029,2014-11-01,TOR,-6.0,196.0
21400030,2014-11-01,MIA,-9.0,199.5
21400030,2014-11-01,PHI,9.0,199.5
21400031,2014-11-01,MIL,9.5,198.0
21400031,2014-11-01,WAS,-9.5,198.0
21400032,2014-11-01,ATL,-10.0,193.5
21400032,2014-11-01,IND,10.0,193.5
21400033,2014-11-01,BKN,3.0,196.5
21400033,2014-11-01,DET,-3.0,196.5
21400034,2014-11-01,BOS,8.0,207.0
21400034,2014-11-01,HOU,-8.0,207.0
21400035,2014-11-01,CHI,-2.0,191.0
21400035,2014-11-01,MIN,2.0,191.0
21400036,2014-11-01,DEN,-5.0,193.5
21400036,2014-11-01,OKC,5.0,193.5
21400037,2014-11-01,PHX,-2.0,205.0
21400037,2014-11-01,UTA,2.0,205.0
21400038,2014-11-01,GSW,-15.5,209.5
21400038,2014-11-01,LAL,15.5,209.5
21400039,2014-11-02,LAC,-9.5,205.5
21400039,2014-11-02,SAC,9.5,205.5
21400040,2014-11-02,MIA,-3.0,197.5
21400040,2014-11-02,TOR,3.0,197.5
