GAME_ID,GAME_DATE,TEAM_ABBREVIATION,LINE,O/U
21200001,2012-10-30,CLE,-5.5,189.0
21200001,2012-10-30,WAS,5.5,189.0
21200002,2012-10-30,BOS,7.0,186.5
21200002,2012-10-30,MIA,-7.0,186.5
21200003,2012-10-30,DAL,8.5,186.5
21200003,2012-10-30,LAL,-8.5,186.5
21200004,2012-10-31,IND,-2.0,188.0
21200004,2012-10-31,TOR,2.0,188.0
21200005,2012-10-31,DEN,1.0,198.5
21200005,2012-10-31,PHI,-1.0,198.5
21200006,2012-10-31,DET,-1.5,192.5
21200006,2012-10-31,HOU,1.5,192.5
21200007,2012-10-31,CHI,-6.5,189.0
21200007,2012-10-31,SAC,6.5,189.0
21200008,2012-10-31,SAS,-7.0,189.0
21200009,2012-10-31,DAL,8.5,190.0
21200009,2012-10-31,UTA,-8.5,190.0
21200010,2012-10-31,GSW,2.0,200.5
21200010,2012-10-31,PHX,-2.0,200.5
21200011,2012-10-31,LAC,-4.0,188.0
21200011,2012-10-31,MEM,4.0,188.0
21200012,2012-10-31,LAL,-2.5,191.5
21200012,2012-10-31,POR,2.5,191.5
21200013,2012-11-26,BKN,1.0,193.0
21200013,2012-11-26,NYK,-1.0,193.0
21200014,2012-11-01,OKC,2.5,202.0
21200014,2012-11-01,SAS,-2.5,202.0
21200015,2012-11-02,CHA,6.5,183.5
21200015,2012-11-02,IND,-6.5,183.5
21200016,2012-11-02,DEN,-6.0,197.0
21200016,2012-11-02,ORL,6.0,197.0
21200017,2012-11-02,BOS,-7.0,196.0
21200017,2012-11-02,MIL,7.0,196.0
21200018,2012-11-02,ATL,-5.5,203.0
21200018,2012-11-02,HOU,5.5,203.0
21200019,2012-11-02,CHI,-3.0,184.0
21200019,2012-11-02,CLE,3.0,184.0
21200020,2012-11-02,MIA,-6.0,198.0
21200020,2012-11-02,NYK,6.0,198.0
21200021,2012-11-02,UTA,-3.5,189.5
21200022,2012-11-02,OKC,-8.5,203.5
21200022,2012-11-02,POR,8.5,203.5
21200023,2012-11-02,MIN,-3.0,195.0
21200023,2012-11-02,SAC,3.0,195.0
21200024,2012-11-02,DET,4.5,193.5
21200024,2012-11-02,PHX,-4.5,193.5
21200025,2012-11-02,LAC,-1.5,191.0
21200025,2012-11-02,LAL,1.5,191.0
21200026,2012-11-02,GSW,1.0,192.5
21200026,2012-11-02,MEM,-1.0,192.5
21200027,2012-11-03,BOS,-5.5,191.0
21200027,2012-11-03,WAS,5.5,191.0
21200028,2012-11-03,IND,-8.0,190.5
21200028,2012-11-03,SAC,8.0,190.5
21200029,2012-11-03,BKN,-5.5,194.0
21200029,2012-11-03,TOR,5.5,194.0
21200030,2012-11-03,DEN,8.5,201.0
21200030,2012-11-03,MIA,-8.5,201.0
21200031,2012-11-03,CHI,-9.5,184.5
21200032,2012-11-03,HOU,-5.5,204.0
21200032,2012-11-03,POR,5.5,204.0
21200033,2012-11-03,CLE,7.0,196.5
21200033,2012-11-03,MIL,-7.0,196.5
21200034,2012-11-03,CHA,10.0,187.0
21200034,2012-11-03,DAL,-10.0,187.0
21200035,2012-11-03,SAS,-7.5,200.0
21200035,2012-11-03,UTA,7.5,200.0
21200036,2012-11-03,GSW,8.5,196.0
21200036,2012-11-03,LAC,-8.5,196.0
21200037,2012-11-04,NYK,-4.0,187.5
21200037,2012-11-04,PHI,4.0,187.5
21200038,2012-11-04,MIN,3.0,189.0
21200038,2012-11-04,TOR,-3.0,189.0
21200039,2012-11-04,ORL,-1.5,193.0
21200039,2012-11-04,PHX,1.5,193.0
21200040,2012-11-04,ATL,9.5,198.5
21200040,2012-11-04,OKC,-9.5,198.5
21200041,2012-11-04,DET,8.0,190.0
21200041,2012-11-04,LAL,-8.0,190.0
21200042,2012-11-05,NYK,3.0,184.5
21200042,2012-11-05,PHI,-3.0,184.5
21200043,2012-11-05,BKN,-7.5,195.0
21200043,2012-11-05,MIN,7.5,195.0
21200044,2012-11-05,MIA,-13.5,200.0
21200044,2012-11-05,PHX,13.5,200.0
21200045,2012-11-05,MEM,-5.5,195.5
21200045,2012-11-05,UTA,5.5,195.5
21200046,2012-11-05,DAL,-4.5,199.0
21200046,2012-11-05,POR,4.5,199.0
21200047,2012-11-05,IND,8.5,195.5
21200047,2012-11-05,SAS,-8.5,195.5
21200048,2012-11-05,GSW,2.0,200.0
21200048,2012-11-05,SAC,-2.0,200.0
21200049,2012-11-05,CLE,10.5,197.0
21200049,2012-11-05,LAC,-10.5,197.0
21200050,2012-11-06,CHI,-9.0,186.5
21200050,2012-11-06,ORL,9.0,186.5
21200051,2012-11-06,OKC,-9.0,197.5
21200051,2012-11-06,TOR,9.0,197.5
21200052,2012-11-06,DEN,-10.5,199.0
21200052,2012-11-06,DET,10.5,199.0
21200053,2012-11-07,CHA,3.0,194.0
21200053,2012-11-07,PHX,-3.0,194.0
21200054,2012-11-07,BOS,-10.0,187.0
21200054,2012-11-07,WAS,10.0,187.0
21200055,2012-11-07,ATL,-3.5,190.5
21200055,2012-11-07,IND,3.5,190.5
21200056,2012-11-07,BKN,10.5,207.5
21200056,2012-11-07,MIA,-10.5,207.5
21200057,2012-11-07,MEM,-1.0,198.0
21200057,2012-11-07,MIL,1.0,198.0
21200058,2012-11-07,PHI,-1.0,179.5
21200059,2012-11-07,DEN,2.5,205.0
21200059,2012-11-07,HOU,-2.5,205.0
21200060,2012-11-07,MIN,-6.0,194.0
21200060,2012-11-07,ORL,6.0,194.0
21200061,2012-11-07,DAL,-6.0,198.5
21200061,2012-11-07,TOR,6.0,198.5
21200062,2012-11-07,LAL,3.5,196.5
21200062,2012-11-07,UTA,-3.5,196.5
