GAME_ID,GAME_DATE,TEAM_ABBREVIATION,LINE,O/U
21800001,2018-10-16,BOS,-5.0,209.5
21800001,2018-10-16,PHI,5.0,209.5
21800002,2018-10-16,GSW,-11.5,220.5
21800002,2018-10-16,OKC,11.5,220.5
21800003,2018-10-17,CHA,2.5,222.0
21800003,2018-10-17,MIL,-2.5,222.0
21800004,2018-10-17,BKN,5.0,212.0
21800004,2018-10-17,DET,-5.0,212.0
21800005,2018-10-17,IND,-7.5,205.0
21800005,2018-10-17,MEM,7.5,205.0
21800006,2018-10-17,MIA,-2.5,209.0
21800006,2018-10-17,ORL,2.5,209.0
21800007,2018-10-17,ATL,4.0,217.0
21800007,2018-10-17,NYK,-4.0,217.0
21800008,2018-10-17,CLE,12.5,215.5
21800008,2018-10-17,TOR,-12.5,215.5
21800009,2018-10-17,HOU,-7.5,232.0
21800009,2018-10-17,NOP,7.5,232.0
21800010,2018-10-17,MIN,3.0,212.0
21800010,2018-10-17,SAS,-3.0,212.0
21800011,2018-10-17,SAC,8.0,207.0
21800011,2018-10-17,UTA,-8.0,207.0
21800012,2018-10-17,DEN,-2.0,224.0
21800012,2018-10-17,LAC,2.0,224.0
21800013,2018-10-17,DAL,0.0,215.0
21800013,2018-10-17,PHX,0.0,215.0
21800014,2018-10-18,CHI,12.5,220.0
21800014,2018-10-18,PHI,-12.5,220.0
21800015,2018-10-18,MIA,5.5,214.5
21800015,2018-10-18,WAS,-5.5,214.5
21800016,2018-10-18,LAL,3.5,223.0
21800016,2018-10-18,POR,-3.5,223.0
21800017,2018-10-19,CHA,-2.5,215.5
21800017,2018-10-19,ORL,2.5,215.5
21800018,2018-10-19,BKN,-4.0,221.0
21800018,2018-10-19,NYK,4.0,221.0
21800019,2018-10-19,BOS,3.0,209.5
21800019,2018-10-19,TOR,-3.0,209.5
21800020,2018-10-19,ATL,6.5,215.5
21800020,2018-10-19,MEM,-6.5,215.5
21800021,2018-10-19,CLE,8.5,223.5
21800021,2018-10-19,MIN,-8.5,223.5
21800022,2018-10-19,NOP,-11.5,232.0
21800022,2018-10-19,SAC,11.5,232.0
21800023,2018-10-19,IND,4.0,217.0
21800023,2018-10-19,MIL,-4.0,217.0
21800024,2018-10-19,GSW,-3.0,218.0
21800024,2018-10-19,UTA,3.0,218.0
21800025,2018-10-19,LAC,-1.0,214.0
21800025,2018-10-19,OKC,1.0,214.0
21800026,2018-10-20,BKN,8.5,214.0
21800026,2018-10-20,IND,-8.5,214.0
21800027,2018-10-20,TOR,-1.0,219.0
21800027,2018-10-20,WAS,1.0,219.0
21800028,2018-10-20,BOS,-9.0,210.5
21800028,2018-10-20,NYK,9.0,210.5
21800029,2018-10-20,ORL,12.5,217.0
21800029,2018-10-20,PHI,-12.5,217.0
21800030,2018-10-20,CHA,3.5,219.5
21800030,2018-10-20,MIA,-3.5,219.5
21800031,2018-10-20,CHI,3.5,216.5
21800031,2018-10-20,DET,-3.5,216.5
21800032,2018-10-20,DAL,3.0,219.0
21800032,2018-10-20,MIN,-3.0,219.0
21800033,2018-10-20,DEN,-10.0,224.0
21800033,2018-10-20,PHX,10.0,224.0
21800034,2018-10-20,POR,-4.5,213.5
21800034,2018-10-20,SAS,4.5,213.5
21800035,2018-10-20,HOU,-3.5,235.0
21800035,2018-10-20,LAL,3.5,235.0
21800036,2018-10-21,ATL,7.5,233.0
21800036,2018-10-21,CLE,-7.5,233.0
21800037,2018-10-21,OKC,-10.0,223.0
21800037,2018-10-21,SAC,10.0,223.0
21800038,2018-10-21,DEN,3.5,230.0
21800038,2018-10-21,GSW,-3.5,230.0
21800039,2018-10-21,HOU,-2.0,225.0
21800039,2018-10-21,LAC,2.0,225.0
21800040,2018-10-22,BOS,-11.0,210.5
21800040,2018-10-22,ORL,11.0,210.5
21800041,2018-10-22,CHA,9.5,225.0
21800041,2018-10-22,TOR,-9.5,225.0
21800042,2018-10-22,MIL,-11.0,227.5
21800042,2018-10-22,NYK,11.0,227.5
21800043,2018-10-22,IND,2.5,223.5
21800043,2018-10-22,MIN,-2.5,223.5
21800044,2018-10-22,CHI,6.0,228.0
21800044,2018-10-22,DAL,-6.0,228.0
21800045,2018-10-22,MEM,10.0,213.5
21800045,2018-10-22,UTA,-10.0,213.5
21800046,2018-10-22,POR,-4.5,227.5
21800046,2018-10-22,WAS,4.5,227.5
21800047,2018-10-22,GSW,-12.5,227.5
21800047,2018-10-22,PHX,12.5,227.5
21800048,2018-10-22,LAL,0.0,224.5
21800048,2018-10-22,SAS,0.0,224.5
21800049,2018-10-23,DET,0.0,218.0
21800049,2018-10-23,PHI,0.0,218.0
21800050,2018-10-23,LAC,6.5,237.0
21800050,2018-10-23,NOP,-6.5,237.0
21800051,2018-10-23,DEN,-12.0,228.5
21800051,2018-10-23,SAC,12.0,228.5
21800052,2018-10-24,ATL,1.5,233.5
21800052,2018-10-24,DAL,-1.5,233.5
21800053,2018-10-24,BKN,2.5,227.5
21800053,2018-10-24,CLE,-2.5,227.5
21800054,2018-10-24,MIA,-8.0,218.0
21800054,2018-10-24,NYK,8.0,218.0
21800055,2018-10-24,MIN,8.0,226.0
21800055,2018-10-24,TOR,-8.0,226.0
21800056,2018-10-24,CHA,-3.5,230.0
21800056,2018-10-24,CHI,3.5,230.0
21800057,2018-10-24,HOU,-1.0,217.5
21800057,2018-10-24,UTA,1.0,217.5
21800058,2018-10-24,IND,1.5,212.0
21800058,2018-10-24,SAS,-1.5,212.0
21800059,2018-10-24,MIL,-6.0,224.5
21800059,2018-10-24,PHI,6.0,224.5
21800060,2018-10-24,LAL,-5.5,237.0
21800060,2018-10-24,PHX,5.5,237.0
21800061,2018-10-24,MEM,-3.0,219.5
21800061,2018-10-24,SAC,3.0,219.5
21800062,2018-10-24,GSW,-10.0,236.0
21800062,2018-10-24,WAS,10.0,236.0
21800063,2018-10-25,CLE,8.0,217.0
21800063,2018-10-25,DET,-8.0,217.0
21800064,2018-10-25,ORL,3.5,218.0
21800064,2018-10-25,POR,-3.5,218.0
21800065,2018-10-25,BOS,1.5,214.0
21800065,2018-10-25,OKC,-1.5,214.0
21800066,2018-10-25,DEN,-1.5,235.5
21800066,2018-10-25,LAL,1.5,235.5
21800067,2018-10-26,CHA,-10.5,227.0
21800067,2018-10-26,CHI,10.5,227.0
21800068,2018-10-26,GSW,-12.0,228.0
21800068,2018-10-26,NYK,12.0,228.0
21800069,2018-10-26,DAL,11.0,223.5
21800069,2018-10-26,TOR,-11.0,223.5
21800070,2018-10-26,HOU,-3.5,219.0
21800070,2018-10-26,LAC,3.5,219.0
21800071,2018-10-26,MIL,-2.5,233.0
21800071,2018-10-26,MIN,2.5,233.0
21800072,2018-10-26,BKN,9.0,232.5
21800072,2018-10-26,NOP,-9.0,232.5
21800073,2018-10-26,SAC,4.5,235.0
21800073,2018-10-26,WAS,-4.5,235.0
21800074,2018-10-27,BOS,-3.5,209.0
21800074,2018-10-27,DET,3.5,209.0
21800075,2018-10-27,NOP,5.0,226.0
21800075,2018-10-27,UTA,-5.0,226.0
21800076,2018-10-27,ATL,-5.0,231.0
21800076,2018-10-27,CHI,5.0,231.0
21800077,2018-10-27,CLE,7.0,215.0
21800077,2018-10-27,IND,-7.0,215.0
21800078,2018-10-27,CHA,6.0,228.5
21800078,2018-10-27,PHI,-6.0,228.5
21800079,2018-10-27,MIA,-1.5,221.0
21800079,2018-10-27,POR,1.5,221.0
21800080,2018-10-27,MEM,-8.5,207.0
21800080,2018-10-27,PHX,8.5,207.0
21800081,2018-10-27,MIL,-9.5,220.0
21800081,2018-10-27,ORL,9.5,220.0
21800082,2018-10-27,LAL,0.0,230.0
21800082,2018-10-27,SAS,0.0,230.0
21800083,2018-10-28,BKN,10.0,226.5
21800083,2018-10-28,GSW,-10.0,226.5
21800084,2018-10-28,DAL,4.5,213.0
21800084,2018-10-28,UTA,-4.5,213.0
21800085,2018-10-28,OKC,-12.5,219.0
21800085,2018-10-28,PHX,12.5,219.0
21800086,2018-10-28,LAC,-4.0,230.0
21800086,2018-10-28,WAS,4.0,230.0
21800087,2018-10-29,IND,-3.5,215.5
21800087,2018-10-29,POR,3.5,215.5
21800088,2018-10-29,ATL,11.0,229.5
21800088,2018-10-29,PHI,-11.0,229.5
21800089,2018-10-29,MIA,-8.5,227.0
21800089,2018-10-29,SAC,8.5,227.0
21800090,2018-10-29,BKN,2.5,215.5
21800090,2018-10-29,NYK,-2.5,215.5
21800091,2018-10-29,CHI,11.5,231.0
21800091,2018-10-29,GSW,-11.5,231.0
21800092,2018-10-29,MIL,0.0,223.0
21800092,2018-10-29,TOR,0.0,223.0
21800093,2018-10-29,LAL,0.0,239.5
21800093,2018-10-29,MIN,0.0,239.5
21800094,2018-10-29,DAL,6.5,218.0
21800094,2018-10-29,SAS,-6.5,218.0
21800095,2018-10-29,DEN,-7.0,231.0
21800095,2018-10-29,NOP,7.0,231.0
21800096,2018-10-30,CHA,-4.5,221.5
21800096,2018-10-30,MIA,4.5,221.5
21800097,2018-10-30,ATL,5.0,227.0
21800097,2018-10-30,CLE,-5.0,227.0
