GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000122,1610612750,MIN,Minnesota,1629633,Jarrett Culver,Jarrett,F,,19.000000:35,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,7.0,-14.0
0022000122,1610612750,MIN,Minnesota,1627823,Juancho Hernangomez,Juancho,F,,21.000000:41,3.0,8.0,0.375,2.0,5.0,0.4,4.0,4.0,1.0,1.0,5.0,6.0,0.0,1.0,0.0,1.0,1.0,12.0,-13.0
0022000122,1610612750,MIN,Minnesota,202334,Ed Davis,Ed,C,,13.000000:38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0
0022000122,1610612750,MIN,Minnesota,1627736,Malik Beasley,Malik,G,,27.000000:45,3.0,13.0,0.231,3.0,6.0,0.5,3.0,4.0,0.75,0.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0,12.0,-20.0
0022000122,1610612750,MIN,Minnesota,1626156,D'Angelo Russell,D'Angelo,G,,28.000000:09,9.0,16.0,0.563,3.0,7.0,0.429,5.0,6.0,0.833,0.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,26.0,-15.0
0022000122,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,,,31.000000:13,9.0,21.0,0.429,3.0,10.0,0.3,5.0,7.0,0.714,2.0,2.0,4.0,1.0,2.0,0.0,4.0,2.0,26.0,-15.0
0022000122,1610612750,MIN,Minnesota,201937,Ricky Rubio,Ricky,,,28.000000:33,0.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,10.0,5.0,0.0,2.0,2.0,2.0,-4.0
0022000122,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,,,16.000000:01,4.0,7.0,0.571,1.0,3.0,0.333,4.0,7.0,0.571,2.0,3.0,5.0,1.0,0.0,1.0,0.0,4.0,13.0,-2.0
0022000122,1610612750,MIN,Minnesota,1627774,Jake Layman,Jake,,,12.000000:44,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,-10.0
0022000122,1610612750,MIN,Minnesota,1629020,Jarred Vanderbilt,Jarred,,,20.000000:54,4.0,7.0,0.571,0.0,0.0,0.0,2.0,3.0,0.667,3.0,7.0,10.0,1.0,2.0,0.0,0.0,2.0,10.0,-13.0
0022000122,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,,,12.000000:00,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,2.0,3.0,13.0
0022000122,1610612750,MIN,Minnesota,1629669,Jaylen Nowell,Jaylen,,,7.000000:47,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0
0022000122,1610612757,POR,Portland,1627884,Derrick Jones Jr.,Derrick,F,,18.000000:49,3.0,4.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,9.0,16.0
0022000122,1610612757,POR,Portland,203496,Robert Covington,Robert,F,,23.000000:24,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,3.0,3.0,16.0
0022000122,1610612757,POR,Portland,203994,Jusuf Nurkić,Jusuf,C,,23.000000:02,8.0,10.0,0.8,0.0,0.0,0.0,1.0,2.0,0.5,2.0,5.0,7.0,2.0,1.0,0.0,2.0,2.0,17.0,18.0
0022000122,1610612757,POR,Portland,203468,CJ McCollum,CJ,G,,25.000000:32,6.0,14.0,0.429,4.0,9.0,0.444,4.0,4.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,20.0,33.0
0022000122,1610612757,POR,Portland,203081,Damian Lillard,Damian,G,,28.000000:57,13.0,21.0,0.619,7.0,12.0,0.583,6.0,7.0,0.857,0.0,7.0,7.0,7.0,3.0,0.0,1.0,0.0,39.0,12.0
0022000122,1610612757,POR,Portland,2546,Carmelo Anthony,Carmelo,,,21.000000:02,4.0,9.0,0.444,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,9.0,13.0
