GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021100001,1610612738,BOS,Boston,708,Kevin Garnett,Kevin,F,,37.000000:03,6.0,13.0,0.462,0.0,0.0,0.0,3.0,6.0,0.5,1.0,7.0,8.0,3.0,0.0,1.0,3.0,5.0,15.0,-4.0
0021100001,1610612738,BOS,Boston,2562,Sasha Pavlovic,Sasha,F,,15.000000:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,-4.0
0021100001,1610612738,BOS,Boston,979,Jermaine O'Neal,Jermaine,C,,17.000000:11,2.0,5.0,0.4,0.0,0.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,0.0,0.0,2.0,1.0,5.0,6.0,5.0
0021100001,1610612738,BOS,Boston,951,Ray Allen,Ray,G,,37.000000:42,7.0,12.0,0.583,2.0,3.0,0.667,4.0,4.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,20.0,6.0
0021100001,1610612738,BOS,Boston,200765,Rajon Rondo,Rajon,G,,41.000000:16,11.0,19.0,0.579,0.0,1.0,0.0,9.0,12.0,0.75,1.0,4.0,5.0,13.0,5.0,0.0,5.0,2.0,31.0,3.0
0021100001,1610612738,BOS,Boston,2605,Marquis Daniels,Marquis,,,29.000000:48,2.0,8.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,5.0,1.0,1.0,0.0,5.0,4.0,-2.0
0021100001,1610612738,BOS,Boston,101138,Brandon Bass,Brandon,,,27.000000:36,9.0,13.0,0.692,0.0,0.0,0.0,2.0,2.0,1.0,5.0,6.0,11.0,0.0,1.0,0.0,1.0,3.0,20.0,-1.0
0021100001,1610612738,BOS,Boston,2404,Chris Wilcox,Chris,,,14.000000:03,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,-4.0
0021100001,1610612738,BOS,Boston,2039,Keyon Dooling,Keyon,,,11.000000:23,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,-4.0
0021100001,1610612738,BOS,Boston,202340,Avery Bradley,Avery,,,8.000000:49,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0
0021100001,1610612738,BOS,Boston,202734,E'Twaun Moore,E'Twaun,,,0.000000:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0021100001,1610612738,BOS,Boston,202707,JaJuan Johnson,JaJuan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0021100001,1610612738,BOS,Boston,201880,Greg Stiemsma,Greg,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0021100001,1610612752,NYK,New York,2546,Carmelo Anthony,Carmelo,F,,33.000000:35,10.0,17.0,0.588,4.0,7.0,0.571,13.0,15.0,0.867,1.0,7.0,8.0,3.0,2.0,1.0,5.0,4.0,37.0,15.0
0021100001,1610612752,NYK,New York,2405,Amar'e Stoudemire,Amar'e,F,,34.000000:42,8.0,11.0,0.727,2.0,2.0,1.0,3.0,4.0,0.75,0.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,21.0,-3.0
0021100001,1610612752,NYK,New York,2199,Tyson Chandler,Tyson,C,,36.000000:48,1.0,2.0,0.5,0.0,0.0,0.0,5.0,8.0,0.625,2.0,1.0,3.0,2.0,0.0,6.0,0.0,2.0,7.0,-5.0
0021100001,1610612752,NYK,New York,201962,Toney Douglas,Toney,G,,35.000000:04,8.0,19.0,0.421,2.0,6.0,0.333,1.0,2.0,0.5,0.0,2.0,2.0,4.0,3.0,0.0,2.0,4.0,19.0,12.0
0021100001,1610612752,NYK,New York,202361,Landry Fields,Landry,G,,33.000000:52,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,7.0,-11.0
