GAME_ID,GAME_DATE,TEAM_ABBREVIATION,LINE,OU
22100065,2021-10-28,DET,10.0,217.5
22100066,2021-10-28,ATL,-2.0,222.0
22100067,2021-10-28,CHI,-1.5,214.5
22100067,2021-10-28,NYK,1.5,214.5
22100068,2021-10-28,HOU,9.0,222.5
22100068,2021-10-28,UTA,-9.0,222.5
22100069,2021-10-28,DAL,-6.5,221.5
22100069,2021-10-28,SAS,6.5,221.5
22100070,2021-10-28,GSW,-5.5,233.0
22100070,2021-10-28,MEM,5.5,233.0
22100071,2021-10-29,ORL,8.0,210.5
22100071,2021-10-29,TOR,-8.0,210.5
22100072,2021-10-29,BKN,-8.0,223.5
22100072,2021-10-29,IND,8.0,223.5
22100073,2021-10-29,MIA,-6.0,221.5
22100073,2021-10-29,CHA,6.0,221.5
22100074,2021-10-29,NOP,2.0,219.5
22100074,2021-10-29,SAC,-2.0,219.5
22100075,2021-10-29,DAL,1.5,220.5
22100075,2021-10-29,DEN,-1.5,220.5
22100076,2021-10-29,LAC,2.5,224.0
22100076,2021-10-29,POR,-2.5,224.0
22100077,2021-10-29,CLE,8.5,219.5
22100077,2021-10-29,LAL,-8.5,219.5
22100078,2021-10-30,BOS,2.0,223.0
22100079,2021-10-30,ORL,6.0,207.0
22100079,2021-10-30,DET,-6.0,207.0
22100080,2021-10-30,NOP,6.0,215.0
22100080,2021-10-30,NYK,-6.0,215.0
22100081,2021-10-30,TOR,2.5,212.0
22100082,2021-10-30,ATL,3.0,217.0
22100082,2021-10-30,PHI,-3.0,217.0
22100083,2021-10-30,CHI,3.5,217.5
22100083,2021-10-30,UTA,-3.5,217.5
22100084,2021-10-30,MIA,2.0,215.5
22100084,2021-10-30,MEM,-2.0,215.5
22100085,2021-10-30,MIL,-7.0,223.0
22100085,2021-10-30,SAS,7.0,223.0
22100086,2021-10-30,GSW,-12.5,217.0
22100086,2021-10-30,OKC,12.5,217.0
22100087,2021-10-30,DEN,2.0,219.5
22100087,2021-10-30,MIN,-2.0,219.5
22100088,2021-10-30,CLE,10.0,215.0
22100088,2021-10-30,PHX,-10.0,215.0
22100089,2021-10-31,DAL,-4.0,218.0
22100089,2021-10-31,SAC,4.0,218.0
22100090,2021-10-31,POR,-1.0,229.0
22100090,2021-10-31,CHA,1.0,229.0
22100091,2021-10-31,MIL,2.0,224.0
22100092,2021-10-31,DET,12.0,215.0
22100093,2021-10-31,HOU,11.0,222.0
22100093,2021-10-31,LAL,-11.0,222.0
22100094,2021-11-01,CLE,5.0,220.0
22100094,2021-11-01,CHA,-5.0,220.0
22100095,2021-11-01,IND,-2.5,216.0
22100095,2021-11-01,SAS,2.5,216.0
22100096,2021-11-01,PHI,2.0,219.5
22100096,2021-11-01,POR,-2.0,219.5
22100097,2021-11-01,ATL,-5.5,222.5
22100097,2021-11-01,WAS,5.5,222.5
22100098,2021-11-01,BOS,-2.5,215.5
22100098,2021-11-01,CHI,2.5,215.5
22100099,2021-11-01,NYK,-7.5,208.0
22100099,2021-11-01,TOR,7.5,208.0
22100100,2021-11-01,DEN,0.0,213.5
22100100,2021-11-01,MEM,0.0,213.5
22100101,2021-11-01,MIN,-9.0,217.0
22100101,2021-11-01,ORL,9.0,217.0
22100102,2021-11-01,LAC,-12.5,210.0
22100102,2021-11-01,OKC,12.5,210.0
22100103,2021-11-02,MIL,-5.0,214.5
22100103,2021-11-02,DET,5.0,214.5
22100104,2021-11-02,MIA,-2.5,210.0
22100105,2021-11-02,SAC,9.0,220.0
22100106,2021-11-02,NOP,11.5,215.0
22100106,2021-11-02,PHX,-11.5,215.0
22100107,2021-11-02,HOU,10.5,217.0
22100107,2021-11-02,LAL,-10.5,217.0
22100108,2021-11-03,CLE,5.5,217.5
22100109,2021-11-03,NYK,1.0,216.0
22100109,2021-11-03,IND,-1.0,216.0
22100110,2021-11-03,BOS,-7.0,212.0
22100110,2021-11-03,ORL,7.0,212.0
22100111,2021-11-03,CHI,2.5,215.5
22100111,2021-11-03,PHI,-2.5,215.5
22100112,2021-11-03,TOR,3.5,212.5
22100112,2021-11-03,WAS,-3.5,212.5
22100113,2021-11-03,ATL,4.5,221.0
22100113,2021-11-03,BKN,-4.5,221.0
22100114,2021-11-03,MEM,1.0,215.0
22100115,2021-11-03,LAC,-2.5,212.0
22100116,2021-11-03,DAL,-2.0,217.5
22100116,2021-11-03,SAS,2.0,217.5
22100117,2021-11-03,GSW,-6.0,226.5
22100117,2021-11-03,CHA,6.0,226.5
22100118,2021-11-03,NOP,5.0,219.5
22100119,2021-11-04,PHI,-6.0,208.5
22100119,2021-11-04,DET,6.0,208.5
22100120,2021-11-04,UTA,-1.0,220.5
22100121,2021-11-04,BOS,7.0,215.5
22100123,2021-11-04,LAL,-12.5,216.5
22100123,2021-11-04,OKC,12.5,216.5
22100124,2021-11-05,BKN,-10.0,212.0
22100124,2021-11-05,DET,10.0,212.0
22100125,2021-11-05,ORL,3.5,212.0
22100125,2021-11-05,SAS,-3.5,212.0
22100126,2021-11-05,WAS,-1.0,225.5
22100127,2021-11-05,CLE,6.0,212.5
22100127,2021-11-05,TOR,-6.0,212.5
22100128,2021-11-05,MIL,-5.0,217.5
22100128,2021-11-05,NYK,5.0,217.5
22100129,2021-11-05,MIN,3.0,215.5
22100130,2021-11-05,GSW,-9.0,219.5
22100131,2021-11-05,IND,3.5,223.5
22100131,2021-11-05,POR,-3.5,223.5
22100132,2021-11-05,SAC,-1.5,227.0
22100132,2021-11-05,CHA,1.5,227.0
22100133,2021-11-06,HOU,10.5,219.0
22100134,2021-11-06,MIA,-3.5,212.5
22100134,2021-11-06,UTA,3.5,212.5
22100135,2021-11-06,CHI,-3.5,211.5
22100135,2021-11-06,PHI,3.5,211.5
22100136,2021-11-06,DAL,-4.5,215.5
22100138,2021-11-06,LAL,4.5,219.5
22100138,2021-11-06,POR,-4.5,219.5
22100139,2021-11-07,TOR,3.5,208.5
22100140,2021-11-07,CLE,8.0,207.5
22100140,2021-11-07,NYK,-8.0,207.5
22100141,2021-11-07,ORL,12.0,209.5
22100141,2021-11-07,UTA,-12.0,209.5
22100142,2021-11-07,MIL,-1.0,219.5
22100143,2021-11-07,SAC,-1.5,225.5
22100144,2021-11-07,SAS,-4.0,213.5
22100144,2021-11-07,OKC,4.0,213.5
22100145,2021-11-07,GSW,-12.5,220.0
22100145,2021-11-07,HOU,12.5,220.0
22100146,2021-11-07,LAC,-6.0,224.5
22100146,2021-11-07,CHA,6.0,224.5
22100147,2021-11-08,NYK,4.5,210.5
22100147,2021-11-08,PHI,-4.5,210.5
22100148,2021-11-08,CHI,-1.5,215.0
22100148,2021-11-08,BKN,1.5,215.0
22100149,2021-11-08,MIN,6.0,218.5
22100149,2021-11-08,MEM,-6.0,218.5
22100150,2021-11-08,NOP,9.5,210.5
22100151,2021-11-08,DEN,2.5,205.5
22100151,2021-11-08,MIA,-2.5,205.5
22100152,2021-11-08,ATL,3.5,221.5
22100152,2021-11-08,GSW,-3.5,221.5
22100153,2021-11-08,PHX,-2.5,222.5
22100153,2021-11-08,SAC,2.5,222.5
22100154,2021-11-08,LAL,-2.5,224.5
22100155,2021-11-09,MIL,-6.5,222.5
22100155,2021-11-09,PHI,6.5,222.5
22100156,2021-11-09,ATL,8.0,221.5
22100156,2021-11-09,UTA,-8.0,221.5
22100157,2021-11-09,LAC,-3.0,220.0
22100157,2021-11-09,POR,3.0,220.0
22100158,2021-11-10,CLE,4.5,202.5
22100159,2021-11-10,BKN,-11.5,211.5
22100159,2021-11-10,ORL,11.5,211.5
22100160,2021-11-10,BOS,-3.5,206.0
22100160,2021-11-10,TOR,3.5,206.0
22100161,2021-11-10,MIL,3.5,216.5
22100161,2021-11-10,NYK,-3.5,216.5
22100162,2021-11-10,HOU,-2.5,210.5
22100162,2021-11-10,DET,2.5,210.5
22100163,2021-11-10,CHI,-3.5,215.0
22100163,2021-11-10,DAL,3.5,215.0
22100164,2021-11-10,MEM,-4.5,228.5
22100164,2021-11-10,CHA,4.5,228.5
22100165,2021-11-10,NOP,-4.5,208.5
22100165,2021-11-10,OKC,4.5,208.5
22100166,2021-11-10,SAS,-0.5,223.0
22100167,2021-11-10,DEN,3.0,205.5
22100167,2021-11-10,IND,-3.0,205.5
22100168,2021-11-10,PHX,-5.0,225.0
22100168,2021-11-10,POR,5.0,225.0
22100169,2021-11-10,GSW,-7.5,222.5
22100169,2021-11-10,MIN,7.5,222.5
22100170,2021-11-10,LAL,5.0,215.5
22100170,2021-11-10,MIA,-5.0,215.5
22100171,2021-11-11,PHI,-2.0,213.5
22100171,2021-11-11,TOR,2.0,213.5
22100172,2021-11-11,UTA,-9.0,219.0
22100173,2021-11-11,LAC,-2.5,214.5
22100173,2021-11-11,MIA,2.5,214.5
22100174,2021-11-12,NYK,-1.5,223.5
22100174,2021-11-12,CHA,1.5,223.5
22100175,2021-11-12,BOS,2.0,213.5
22100175,2021-11-12,MIL,-2.0,213.5
22100177,2021-11-12,HOU,6.5,223.0
22100177,2021-11-12,POR,-6.5,223.0
22100178,2021-11-12,PHX,1.0,221.5
22100178,2021-11-12,MEM,-1.0,221.5
22100179,2021-11-12,NOP,7.5,211.5
22100180,2021-11-12,OKC,4.0,218.0
22100181,2021-11-12,DAL,-2.5,218.0
22100181,2021-11-12,SAS,2.5,218.0
22100182,2021-11-12,ATL,4.5,215.5
22100182,2021-11-12,DEN,-4.5,215.5
22100183,2021-11-12,CHI,5.5,221.5
22100183,2021-11-12,GSW,-5.5,221.5
22100184,2021-11-12,LAL,-3.0,224.0
22100184,2021-11-12,MIN,3.0,224.0
22100185,2021-11-13,MIA,8.0,213.5
22100185,2021-11-13,UTA,-8.0,213.5
22100186,2021-11-13,IND,-2.5,217.5
22100186,2021-11-13,PHI,2.5,217.5
22100187,2021-11-13,ORL,4.0,203.5
22100187,2021-11-13,WAS,-4.0,203.5
22100188,2021-11-13,NOP,3.0,221.5
22100188,2021-11-13,MEM,-3.0,221.5
22100189,2021-11-13,TOR,-8.5,201.5
22100189,2021-11-13,DET,8.5,201.5
22100190,2021-11-13,BOS,-2.5,202.5
22100190,2021-11-13,CLE,2.5,202.5
22100191,2021-11-13,LAC,-6.5,222.5
22100191,2021-11-13,MIN,6.5,222.5
22100192,2021-11-14,LAL,-2.5,220.0
22100192,2021-11-14,SAS,2.5,220.0
22100193,2021-11-14,ATL,-1.5,219.5
22100193,2021-11-14,MIL,1.5,219.5
22100194,2021-11-14,GSW,-5.0,226.5
22100195,2021-11-14,HOU,8.5,221.5
22100195,2021-11-14,PHX,-8.5,221.5
22100196,2021-11-14,BKN,-9.0,213.5
22100196,2021-11-14,OKC,9.0,213.5
22100197,2021-11-14,DEN,-6.5,213.0
22100197,2021-11-14,POR,6.5,213.0
22100198,2021-11-14,LAC,-3.5,218.0
22100199,2021-11-15,BOS,-3.5,199.0
22100199,2021-11-15,CLE,3.5,199.0
22100200,2021-11-15,DET,4.0,215.0
22100201,2021-11-15,NOP,4.5,208.5
22100201,2021-11-15,WAS,-4.5,208.5
22100202,2021-11-15,ATL,-10.5,215.5
22100203,2021-11-15,NYK,-3.5,214.0
22100203,2021-11-15,IND,3.5,214.0
22100204,2021-11-15,DAL,-5.5,208.5
22100204,2021-11-15,DEN,5.5,208.5
22100205,2021-11-15,HOU,11.5,219.0
22100205,2021-11-15,MEM,-11.5,219.0
22100206,2021-11-15,MIN,5.0,223.0
22100206,2021-11-15,PHX,-5.0,223.0
22100207,2021-11-15,MIA,-9.0,207.5
22100207,2021-11-15,OKC,9.0,207.5
22100208,2021-11-15,POR,-3.5,215.0
22100209,2021-11-15,CHI,-2.0,215.5
22100209,2021-11-15,LAL,2.0,215.5
22100210,2021-11-16,GSW,2.5,223.0
22100210,2021-11-16,BKN,-2.5,223.0
22100211,2021-11-16,PHI,11.5,217.0
22100212,2021-11-16,LAC,-8.0,221.0
22100213,2021-11-17,WAS,1.0,220.5
22100213,2021-11-17,CHA,-1.0,220.5
22100214,2021-11-17,IND,-6.5,206.0
22100214,2021-11-17,DET,6.5,206.0
22100215,2021-11-17,BOS,5.0,216.5
22100216,2021-11-17,CLE,9.5,206.5
22100216,2021-11-17,BKN,-9.5,206.5
22100217,2021-11-17,NOP,6.5,211.5
22100217,2021-11-17,MIA,-6.5,211.5
22100218,2021-11-17,NYK,-11.5,207.0
22100219,2021-11-17,LAL,9.0,222.5
22100220,2021-11-17,MIN,-2.5,227.0
22100221,2021-11-17,HOU,3.0,214.0
22100222,2021-11-17,DAL,8.5,213.0
22100222,2021-11-17,PHX,-8.5,213.0
22100223,2021-11-17,CHI,1.5,219.5
22100224,2021-11-18,CLE,8.5,207.5
22100224,2021-11-18,GSW,-8.5,207.5
22100225,2021-11-18,MIA,-7.0,209.5
22100225,2021-11-18,WAS,7.0,209.5
22100226,2021-11-18,LAC,-1.0,219.5
22100226,2021-11-18,MEM,1.0,219.5
22100228,2021-11-18,PHI,7.5,209.0
22100229,2021-11-18,TOR,9.5,213.5
22100229,2021-11-18,UTA,-9.5,213.5
22100230,2021-11-19,IND,2.5,215.5
22100230,2021-11-19,CHA,-2.5,215.5
22100231,2021-11-19,GSW,-7.5,210.5
22100231,2021-11-19,DET,7.5,210.5
22100232,2021-11-19,BOS,-2.5,214.5
22100233,2021-11-19,BKN,-12.5,209.5
22100233,2021-11-19,ORL,12.5,209.5
22100234,2021-11-19,OKC,13.0,214.5
22100235,2021-11-19,NOP,4.0,215.5
22100236,2021-11-19,DEN,-4.0,211.5
22100237,2021-11-19,DAL,7.5,211.5
22100237,2021-11-19,PHX,-7.5,211.5
22100238,2021-11-19,SAC,-3.5,218.0
22100238,2021-11-19,TOR,3.5,218.0
22100239,2021-11-20,HOU,11.5,213.5
22100240,2021-11-20,NOP,7.5,207.0
22100241,2021-11-20,MIA,-2.5,206.5
22100241,2021-11-20,WAS,2.5,206.5
22100242,2021-11-20,ATL,-7.5,226.0
22100242,2021-11-20,CHA,7.5,226.0
22100243,2021-11-20,BOS,-9.5,205.0
22100243,2021-11-20,OKC,9.5,205.0
22100244,2021-11-20,MIL,-13.0,215.0
22100244,2021-11-20,ORL,13.0,215.0
22100245,2021-11-20,MIN,-2.5,221.0
22100245,2021-11-20,MEM,2.5,221.0
22100246,2021-11-20,PHI,7.5,217.5
22100246,2021-11-20,POR,-7.5,217.5
22100247,2021-11-20,SAC,7.5,221.5
22100247,2021-11-20,UTA,-7.5,221.5
22100248,2021-11-21,DAL,3.5,211.5
22100248,2021-11-21,LAC,-3.5,211.5
22100249,2021-11-21,LAL,-7.5,211.0
22100249,2021-11-21,DET,7.5,211.0
22100250,2021-11-21,CHI,-5.5,213.0
22100250,2021-11-21,NYK,5.5,213.0
22100251,2021-11-21,DEN,8.0,209.5
22100251,2021-11-21,PHX,-8.0,209.5
22100252,2021-11-21,GSW,-8.5,217.5
22100252,2021-11-21,TOR,8.5,217.5
22100253,2021-11-22,CLE,5.5,208.0
22100253,2021-11-22,BKN,-5.5,208.0
22100254,2021-11-22,WAS,-4.5,216.0
22100254,2021-11-22,CHA,4.5,216.0
22100255,2021-11-22,ATL,-13.5,212.5
22100255,2021-11-22,OKC,13.5,212.5
22100256,2021-11-22,HOU,12.0,213.5
22100257,2021-11-22,CHI,-1.5,215.0
22100257,2021-11-22,IND,1.5,215.0
22100258,2021-11-22,MIL,-14.0,218.0
22100258,2021-11-22,ORL,14.0,218.0
22100259,2021-11-22,MIN,-3.0,214.0
22100260,2021-11-22,PHX,-5.5,219.0
22100260,2021-11-22,SAS,5.5,219.0
22100261,2021-11-22,UTA,-11.0,221.5
22100261,2021-11-22,MEM,11.0,221.5
22100262,2021-11-22,PHI,4.0,221.5
22100262,2021-11-22,SAC,-4.0,221.5
22100263,2021-11-23,MIA,-10.5,209.0
22100263,2021-11-23,DET,10.5,209.0
22100264,2021-11-23,LAL,4.5,214.5
22100264,2021-11-23,NYK,-4.5,214.5
22100265,2021-11-23,POR,-7.0,215.0
22100266,2021-11-23,DAL,3.5,210.5
22100266,2021-11-23,LAC,-3.5,210.5
22100267,2021-11-24,CLE,7.0,211.5
22100267,2021-11-24,PHX,-7.0,211.5
22100268,2021-11-24,IND,-6.5,217.0
22100269,2021-11-24,ORL,8.0,219.0
22100270,2021-11-24,BOS,-1.0,217.0
22100270,2021-11-24,BKN,1.0,217.0
22100271,2021-11-24,CHI,-10.0,217.5
22100271,2021-11-24,HOU,10.0,217.5
22100272,2021-11-24,TOR,4.0,218.0
22100272,2021-11-24,MEM,-4.0,218.0
22100273,2021-11-24,DET,15.0,213.0
22100274,2021-11-24,MIA,-0.5,213.0
22100275,2021-11-24,NOP,4.5,210.0
22100275,2021-11-24,WAS,-4.5,210.0
22100276,2021-11-24,UTA,-14.0,208.0
22100277,2021-11-24,ATL,-3.5,223.5
22100278,2021-11-24,GSW,-10.5,217.0
22100278,2021-11-24,PHI,10.5,217.0
22100279,2021-11-24,POR,-2.0,225.0
22100279,2021-11-24,SAC,2.0,225.0
22100280,2021-11-26,LAC,-11.5,205.5
22100281,2021-11-26,MIN,2.0,226.5
22100281,2021-11-26,CHA,-2.0,226.5
22100282,2021-11-26,NYK,4.0,213.5
22100282,2021-11-26,PHX,-4.0,213.5
22100283,2021-11-26,CHI,-9.5,212.0
22100283,2021-11-26,ORL,9.5,212.0
22100284,2021-11-26,TOR,5.0,209.0
22100285,2021-11-26,ATL,1.5,225.0
22100285,2021-11-26,MEM,-1.5,225.0
22100286,2021-11-26,OKC,6.5,207.5
22100286,2021-11-26,WAS,-6.5,207.5
22100287,2021-11-26,BOS,-4.5,214.0
22100287,2021-11-26,SAS,4.5,214.0
22100288,2021-11-26,DEN,4.0,214.0
22100289,2021-11-26,NOP,13.5,218.5
22100289,2021-11-26,UTA,-13.5,218.5
22100290,2021-11-26,POR,6.0,224.5
22100291,2021-11-26,LAL,-8.0,229.0
22100291,2021-11-26,SAC,8.0,229.0
22100293,2021-11-27,ATL,-7.5,216.5
22100293,2021-11-27,NYK,7.5,216.5
22100294,2021-11-27,BKN,-2.0,225.0
22100294,2021-11-27,PHX,2.0,225.0
22100296,2021-11-27,MIA,0.5,210.0
22100297,2021-11-27,HOU,5.0,226.5
22100297,2021-11-27,CHA,-5.0,226.5
22100298,2021-11-27,DAL,-6.5,212.5
22100298,2021-11-27,WAS,6.5,212.5
22100299,2021-11-27,NOP,13.0,213.0
22100299,2021-11-27,UTA,-13.0,213.0
22100300,2021-11-28,GSW,-2.5,215.0
22100300,2021-11-28,LAC,2.5,215.0
22100301,2021-11-28,MIL,-2.0,217.0
22100301,2021-11-28,IND,2.0,217.0
22100302,2021-11-28,BOS,1.5,209.0
22100302,2021-11-28,TOR,-1.5,209.0
22100303,2021-11-28,SAC,3.5,222.5
22100303,2021-11-28,MEM,-3.5,222.5
22100305,2021-11-29,PHI,-14.0,205.0
22100306,2021-11-29,DEN,3.0,207.0
22100306,2021-11-29,MIA,-3.0,207.0
22100307,2021-11-29,CHA,4.5,221.5
22100308,2021-11-29,OKC,2.0,217.5
22100309,2021-11-29,MIN,-3.5,220.0
22100309,2021-11-29,IND,3.5,220.0
22100310,2021-11-29,CLE,6.5,210.5
22100310,2021-11-29,DAL,-6.5,210.5
22100311,2021-11-29,SAS,3.0,215.0
22100312,2021-11-29,POR,7.5,223.0
22100313,2021-11-29,NOP,7.0,210.5
22100313,2021-11-29,LAC,-7.0,210.5
22100314,2021-11-30,BKN,-6.0,216.0
22100314,2021-11-30,NYK,6.0,216.0
22100315,2021-11-30,TOR,-3.0,215.5
22100315,2021-11-30,MEM,3.0,215.5
22100316,2021-11-30,GSW,3.0,221.5
22100317,2021-11-30,POR,-6.5,210.0
22100317,2021-11-30,DET,6.5,210.0
22100318,2021-11-30,LAL,-1.0,224.5
22100318,2021-11-30,SAC,1.0,224.5
22100319,2021-12-01,ATL,2.0,217.5
22100319,2021-12-01,IND,-2.0,217.5
22100320,2021-12-01,DEN,-8.0,208.5
22100320,2021-12-01,ORL,8.0,208.5
22100321,2021-12-01,MIN,3.5,218.0
22100321,2021-12-01,WAS,-3.5,218.0
22100322,2021-12-01,BOS,-3.0,206.5
22100322,2021-12-01,PHI,3.0,206.5
22100323,2021-12-01,CLE,3.0,206.0
22100323,2021-12-01,MIA,-3.0,206.0
22100324,2021-12-01,MIL,-9.0,231.5
22100324,2021-12-01,CHA,9.0,231.5
22100325,2021-12-01,NOP,4.0,216.0
22100325,2021-12-01,DAL,-4.0,216.0
22100326,2021-12-01,HOU,2.5,216.5
22100326,2021-12-01,OKC,-2.5,216.5
22100327,2021-12-01,LAC,-6.0,215.0
22100327,2021-12-01,SAC,6.0,215.0
22100328,2021-12-02,CHI,-2.0,209.5
22100328,2021-12-02,NYK,2.0,209.5
22100330,2021-12-02,OKC,11.0,210.5
22100330,2021-12-02,MEM,-11.0,210.5
22100331,2021-12-02,DET,12.0,207.5
22100332,2021-12-02,POR,-4.5,216.0
22100332,2021-12-02,SAS,4.5,216.0
22100333,2021-12-03,MIA,5.5,206.5
22100334,2021-12-03,CLE,3.0,208.5
22100335,2021-12-03,PHI,2.5,216.0
22100336,2021-12-03,MIN,7.5,222.0
22100336,2021-12-03,BKN,-7.5,222.0
22100337,2021-12-03,HOU,-2.5,217.0
22100337,2021-12-03,ORL,2.5,217.0
22100338,2021-12-03,NOP,6.5,215.5
22100338,2021-12-03,DAL,-6.5,215.5
22100339,2021-12-03,BOS,8.0,210.0
22100339,2021-12-03,UTA,-8.0,210.0
22100340,2021-12-03,GSW,-7.5,215.5
22100340,2021-12-03,PHX,7.5,215.5
22100341,2021-12-03,LAC,0.5,218.5
22100341,2021-12-03,LAL,-0.5,218.5
22100342,2021-12-04,DEN,2.5,209.0
22100342,2021-12-04,NYK,-2.5,209.0
22100343,2021-12-04,BKN,-3.0,222.0
22100344,2021-12-04,MIA,6.5,211.0
22100344,2021-12-04,MIL,-6.5,211.0
22100345,2021-12-04,DAL,1.5,214.5
22100345,2021-12-04,MEM,-1.5,214.5
22100346,2021-12-04,GSW,-9.0,219.5
22100346,2021-12-04,SAS,9.0,219.5
22100347,2021-12-04,BOS,1.0,211.0
22100348,2021-12-04,LAC,-2.0,219.5
22100348,2021-12-04,SAC,2.0,219.5
22100349,2021-12-05,CLE,5.0,212.5
22100350,2021-12-05,ATL,-7.0,220.0
22100350,2021-12-05,CHA,7.0,220.0
22100351,2021-12-05,WAS,1.5,212.0
22100352,2021-12-05,HOU,3.0,221.5
22100353,2021-12-06,PHI,-7.5,214.5
22100353,2021-12-06,CHA,7.5,214.5
22100354,2021-12-06,OKC,3.0,205.5
22100354,2021-12-06,DET,-3.0,205.5
22100355,2021-12-06,WAS,6.0,211.5
