,TEAM_ABBREVIATION,PLAYER_NAME,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,MINUTES,AVG_PTS_PM,AVG_REB_PM,AVG_AST_PM,AVG_STL_PM,AVG_BLK_PM,AVG_TO_PM,AVG_PACE,AVG_FG_PCT,AVG_FT_PCT,AVG_PLUS_MINUS,GAME_COUNT
422,GSW,Brandon Rush,22015,0021500691,2016-01-27,GSW vs. DAL,15.330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,107.844,0.0,0.0,0.0,42
423,IND,Brandon Rush,22010,0021000367,2010-12-15,IND vs. LAL,32.37833333333333,0.0,0.0,0.0,0.0,0.0,0.0,95.031,0.0,0.0,0.0,23
424,UTA,Juancho Hernangomez,22021,22100865,2022-02-14,UTA vs. HOU,5.196666666666667,,,,,,,63.172,0.083,0.075,-0.5,51
425,PHI,Ben Simmons,22017,0021700107,2017-11-01,PHI vs. ATL,34.97380952380952,0.528,0.263,0.222,0.042,0.013,0.089,102.296,0.539,0.528,-2.286,7
426,BKN,Chris Chiozza,22020,0022000779,2021-04-07,BKN vs. NOP,4.83,,,,,,,39.948,0.025,0.0,1.3,41
427,HOU,Greg Smith,22012,0021200823,2013-02-23,HOU @ WAS,10.381666666666666,,,,,,,78.893,0.0,0.0,0.0,52
428,OKC,Hamidou Diallo,22020,0022000170,2021-01-13,OKC vs. LAL,21.03,0.36,0.146,0.053,0.037,0.005,0.029,104.833,0.304,0.417,-1.4,10
429,TOR,Kelly Olynyk,22023,0022301080,2024-03-31,TOR vs. PHI,29.0,0.486,0.198,0.2,0.034,0.026,0.131,99.323,0.577,0.48,-10.6,73
430,TOR,Jonas Valanciunas,22017,0021701187,2018-04-06,TOR vs. IND,20.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,99.277,0.0,0.0,0.0,74
431,CHA,Dwayne Bacon,22018,0021800590,2019-01-06,CHA @ PHX,3.858333333333333,,,,,,,31.082,0.267,0.0,0.8,34
432,CHI,Joakim Noah,22015,0021500231,2015-11-27,CHI @ IND,19.348333333333333,,,,,,,89.259,0.0,0.0,0.0,13
433,GSW,Draymond Green,22018,0021801150,2019-03-31,GSW vs. CHA,33.50000000000001,0.232,0.206,0.182,0.034,0.036,0.075,101.26,0.44,0.4,5.3,60
434,NOP,Zylan Cheatham,22019,0021900578,2020-01-11,NOP @ BOS,6.577777777777778,,,,,,,65.453,0.111,0.0,-7.667,3
435,MEM,Jaren Jackson Jr.,22021,22100315,2021-11-30,MEM @ TOR,26.231666666666666,0.613,0.207,0.026,0.035,0.076,0.04,104.098,0.431,0.765,-0.2,20
436,BOS,Brad Wanamaker,42019,0041900216,2020-09-09,BOS vs. TOR,17.755555555555556,0.311,0.15,0.095,0.031,0.023,0.064,101.014,0.48,0.389,3.667,9
437,CHA,Mason Plumlee,22022,0022200096,2022-10-31,CHA vs. SAC,23.73888888888889,0.313,0.282,0.207,0.013,0.019,0.07,102.623,0.587,0.407,-5.0,6
438,PHI,Marreese Speights,22010,0021000444,2010-12-26,PHI @ DEN,6.001666666666667,,,,,,,56.934,0.0,0.0,0.0,29
439,PHX,Bismack Biyombo,22021,22100664,2022-01-17,PHX @ SAS,11.314285714285715,,,,,,,70.899,0.316,0.296,6.714,7
440,MIA,Terrel Harris,22011,0021100666,2012-03-18,MIA vs. ORL,0.13999999999999999,,,,,,,8.571,0.0,0.0,0.0,25
441,PHI,Lavoy Allen,22012,0021201129,2013-04-05,PHI @ ATL,15.643333333333334,,,,,,,81.672,0.0,0.0,0.0,74
442,DEN,Ty Lawson,22012,0021200977,2013-03-15,DEN vs. MEM,35.08999999999999,0.0,0.0,0.0,0.0,0.0,0.0,99.789,0.0,0.0,0.0,66
443,GSW,Carl Landry,22012,0021200526,2013-01-09,GSW vs. MEM,24.040000000000003,0.0,0.0,0.0,0.0,0.0,0.0,96.288,0.0,0.0,0.0,33
444,DET,Reggie Jackson,22016,0021600748,2017-02-03,DET vs. MIN,28.859999999999996,0.455,0.083,0.122,0.015,0.0,0.084,98.244,0.356,0.542,-5.0,28
445,ORL,Caleb Houstan,22023,0022300130,2023-11-02,ORL @ UTA,2.1833333333333336,,,,,,,50.383,0.225,0.25,2.0,4
446,TOR,Jason Thompson,22015,0021501012,2016-03-17,TOR @ IND,6.873333333333332,,,,,,,60.205,0.0,0.0,0.0,62
447,DAL,J.J. Barea,22017,0021700417,2017-12-14,DAL @ GSW,22.88,0.504,0.142,0.312,0.037,0.0,0.084,98.155,0.42,0.447,5.6,28
448,UTA,Joe Ingles,42020,0042000226,2021-06-18,UTA @ LAC,28.830000000000002,0.259,0.076,0.073,0.016,0.0,0.025,100.849,0.35,0.325,0.5,10
449,MEM,Toney Douglas,22016,0021600914,2017-03-03,MEM @ DAL,18.343333333333334,,,,,,,85.734,0.298,0.275,5.3,18
450,GSW,Jordan Poole,42021,42100163,2022-04-21,GSW @ DEN,31.891666666666666,0.929,0.091,0.169,0.03,0.015,0.08,93.94,0.659,0.938,7.0,2
451,PHI,Josh Richardson,22019,0021901305,2020-08-12,PHI vs. TOR,31.65833333333333,0.424,0.087,0.078,0.025,0.024,0.032,98.106,0.426,0.525,0.5,53
452,IND,Bojan Bogdanovic,22018,0021801152,2019-04-01,IND vs. DET,31.665,0.0,0.0,0.0,0.0,0.0,0.0,98.945,0.0,0.0,0.0,77
453,DEN,Nikola Jokić,22022,0022200579,2023-01-05,DEN vs. LAC,36.315,0.0,0.0,0.0,0.0,0.0,0.0,102.653,0.0,0.0,0.0,34
454,POR,Dalano Banton,22023,0022300900,2024-03-06,POR vs. OKC,16.85833333333333,,,,,,,85.743,0.355,0.455,-2.5,58
455,PHX,Dario Saric,22019,0021900065,2019-10-30,PHX @ GSW,26.970833333333335,0.0,0.0,0.0,0.0,0.0,0.0,103.415,0.0,0.0,0.0,4
456,POR,Carmelo Anthony,22019,0021900549,2020-01-07,POR @ TOR,28.309999999999995,,,,,,,89.648,0.38,0.717,0.6,23
457,GSW,Carl Landry,22012,0021200330,2012-12-14,GSW @ ORL,25.74666666666667,0.0,0.0,0.0,0.0,0.0,0.0,94.65,0.0,0.0,0.0,22
458,GSW,Damion Lee,22020,0022000665,2021-03-23,GSW vs. PHI,16.606666666666666,,,,,,,94.001,0.28,0.3,1.4,43
459,WAS,Deni Avdija,22020,0022000086,2021-01-03,WAS @ BKN,26.172222222222217,0.248,0.161,0.084,0.046,0.006,0.023,107.557,0.473,0.25,9.833,6
460,SAC,John Salmons,22011,0021100178,2012-01-14,SAC @ DAL,30.665,0.0,0.0,0.0,0.0,0.0,0.0,95.551,0.0,0.0,0.0,12
461,PHX,Jason Richardson,22010,0021000127,2010-11-12,PHX vs. SAC,33.42142857142857,0.0,0.0,0.0,0.0,0.0,0.0,99.019,0.0,0.0,0.0,7
462,MIA,Derrick Jones Jr.,22018,0021800741,2019-01-27,MIA @ NYK,18.508333333333333,,,,,,,87.286,0.485,0.447,-0.6,47
463,NYK,Beno Udrih,22013,0021300324,2013-12-11,NYK vs. CHI,12.863333333333333,,,,,,,78.125,0.0,0.0,0.0,20
464,IND,Orlando Johnson,22013,0021300011,2013-10-30,IND @ NOP,15.2,0.0,0.0,0.0,0.0,0.0,0.0,101.05,0.0,0.0,0.0,1
465,NOP,Jaxson Hayes,22022,0022200040,2022-10-23,NOP vs. UTA,0.0,,,,,,,0.0,0.0,0.0,0.0,2
466,IND,Sam Young,22012,0021200467,2013-01-02,IND vs. WAS,13.36,,,,,,,74.196,0.0,0.0,0.0,31
467,BOS,Jayson Tatum,22020,0022000911,2021-04-25,BOS @ CHA,36.72166666666667,0.429,0.146,0.091,0.011,0.002,0.051,98.983,0.247,0.469,2.9,55
468,POR,Victor Claver,22012,0021200860,2013-02-27,POR vs. DEN,17.28666666666667,0.0,0.0,0.0,0.0,0.0,0.0,91.762,0.0,0.0,0.0,42
469,ORL,Hedo Turkoglu,22010,0021000668,2011-01-26,ORL @ IND,33.43666666666666,0.0,0.0,0.0,0.0,0.0,0.0,93.26,0.0,0.0,0.0,45
470,BOS,Jordan Mickey,22016,0021601189,2017-04-08,BOS @ CHA,2.5283333333333333,,,,,,,99.715,0.05,0.05,-0.8,52
471,DET,Christian Wood,22019,0021900604,2020-01-15,DET @ BOS,22.636666666666667,0.498,0.306,0.052,0.017,0.04,0.057,103.115,0.432,0.852,-2.6,39
472,TOR,DeMar DeRozan,22011,0021100743,2012-03-28,TOR vs. DEN,30.15833333333333,,,,,,,74.452,0.0,0.0,0.0,50
473,NYK,Doug McDermott,22017,0021700441,2017-12-18,NYK @ CHA,27.833333333333332,0.357,0.101,0.043,0.008,0.015,0.016,98.102,0.583,0.25,1.3,29
474,WAS,Raul Neto,22021,22100992,2022-03-09,WAS @ LAC,26.353333333333335,0.435,0.1,0.189,0.054,0.0,0.027,97.473,0.508,0.455,-0.8,57
475,HOU,Tarik Black,22014,0021400012,2014-10-29,HOU @ UTA,24.216666666666665,0.0,0.0,0.0,0.0,0.0,0.0,93.16,0.0,0.0,0.0,1
476,HOU,David Nwaba,22021,22101221,2022-04-10,HOU vs. ATL,0.0,,,,,,,0.0,0.0,0.0,0.0,81
477,WAS,Kevin Seraphin,22010,0021000694,2011-01-29,WAS @ MEM,7.008333333333335,,,,,,,78.976,0.0,0.0,0.0,39
478,IND,Ian Mahinmi,22013,0021300777,2014-02-12,IND vs. DAL,15.746666666666666,0.0,0.0,0.0,0.0,0.0,0.0,95.302,0.0,0.0,0.0,51
479,WAS,Jordan Crawford,22011,0021100478,2012-02-20,WAS @ PHX,27.169999999999998,0.0,0.0,0.0,0.0,0.0,0.0,95.111,0.0,0.0,0.0,31
480,LAC,Tobias Harris,22018,0021800723,2019-01-25,LAC @ CHI,35.614999999999995,0.596,0.226,0.104,0.027,0.02,0.039,99.226,0.468,0.829,-2.4,48
481,SAS,Matt Bonner,22011,0021100295,2012-01-29,SAS @ DAL,19.69,0.0,0.0,0.0,0.0,0.0,0.0,91.671,0.0,0.0,0.0,20
482,IND,Jeff Foster,22011,0021100626,2012-03-14,IND vs. PHI,2.9816666666666665,,,,,,,29.062,0.0,0.0,0.0,35
483,MIL,Jevon Carter,22022,0022200815,2023-02-06,MIL @ POR,13.088333333333333,0.373,0.103,0.096,0.035,0.012,0.062,107.249,0.352,0.05,3.4,53
484,POR,Trendon Watford,22022,0022200917,2023-02-26,POR vs. HOU,18.964999999999996,,,,,,,90.484,0.533,0.465,-1.5,51
485,BOS,Isaiah Thomas,22016,0021601076,2017-03-24,BOS vs. PHX,32.03333333333334,0.588,0.046,0.108,0.035,0.003,0.055,98.161,0.314,0.628,6.4,66
486,WAS,Trevor Booker,22013,0021300643,2014-01-24,WAS @ PHX,17.878333333333337,,,,,,,84.417,0.0,0.0,0.0,41
487,BKN,Joe Harris,22020,0022000143,2021-01-10,BKN vs. OKC,28.8,0.206,0.057,0.032,0.01,0.007,0.025,107.637,0.254,0.1,0.1,10
488,BKN,Keith Bogans,22012,0021201114,2013-04-03,BKN @ CLE,21.25166666666667,,,,,,,83.283,0.0,0.0,0.0,72
489,CLE,DeAndre Liggins,22016,0021600018,2016-10-28,CLE @ TOR,12.0,0.333,0.25,0.25,0.0,0.083,0.083,104.0,0.667,0.0,11.0,1
490,NYK,Trey Burke,22017,0021701192,2018-04-07,NYK vs. MIL,29.31166666666666,0.614,0.102,0.214,0.033,0.0,0.058,97.342,0.512,0.532,-2.9,37
491,MIA,Josh Richardson,22017,0021700644,2018-01-15,MIA @ CHI,36.42333333333333,0.427,0.101,0.097,0.035,0.027,0.052,95.732,0.497,0.675,1.0,42
492,CHA,Nicolas Batum,22019,0021900813,2020-02-12,CHA @ MIN,13.383333333333331,,,,,,,47.151,0.163,0.075,-2.7,38
493,CLE,Dwyane Wade,22017,0021700494,2017-12-25,CLE @ GSW,24.023333333333333,0.521,0.127,0.17,0.046,0.035,0.102,98.507,0.489,0.48,5.8,31
494,SAC,Keegan Murray,22023,0022300449,2023-12-31,SAC @ MEM,33.535,0.584,0.14,0.045,0.037,0.011,0.013,100.139,0.493,0.596,2.0,26
495,ATL,Jalen Johnson,22023,0022300716,2024-02-05,ATL vs. LAC,37.46666666666666,0.47,0.225,0.1,0.038,0.019,0.027,103.716,0.469,0.662,-2.9,35
496,DEN,Carmelo Anthony,22010,0021000077,2010-11-05,DEN vs. LAC,38.44583333333334,0.0,0.0,0.0,0.0,0.0,0.0,95.633,0.0,0.0,0.0,4
497,SAC,Kessler Edwards,22023,0022300342,2023-12-16,SAC vs. UTA,4.265,,,,,,,119.254,0.157,0.0,-2.7,23
498,LAL,Derek Fisher,22011,0021100455,2012-02-17,LAL vs. PHX,24.903333333333332,0.0,0.0,0.0,0.0,0.0,0.0,91.761,0.0,0.0,0.0,29
499,UTA,Elijah Millsap,22015,0021500479,2015-12-30,UTA @ MIN,10.540000000000001,,,,,,,88.988,0.0,0.0,0.0,29
500,DET,Brandon Knight,22012,0021200871,2013-03-01,DET @ NOH,20.803333333333335,,,,,,,66.201,0.0,0.0,0.0,60
501,MEM,Wayne Selden,22018,0021800061,2018-10-24,MEM @ SAC,11.794444444444444,0.562,0.09,0.031,0.015,0.0,0.104,105.98,0.651,0.667,-3.667,3
502,PHI,Amir Johnson,22017,0021700770,2018-02-02,PHI vs. MIA,12.684999999999999,,,,,,,93.102,0.498,0.425,-1.2,48
503,CHI,Robin Lopez,22016,0021601021,2017-03-17,CHI @ WAS,26.44166666666667,0.212,0.086,0.037,0.009,0.017,0.025,95.649,0.284,0.0,-2.9,68
504,GSW,Anderson Varejao,22016,0021600661,2017-01-22,GSW @ ORL,1.0866666666666667,,,,,,,20.632,0.05,0.0,-0.1,31
505,DAL,Brandan Wright,22012,0021200423,2012-12-27,DAL @ OKC,16.19333333333333,,,,,,,86.201,0.0,0.0,0.0,28
506,CLE,Alonzo Gee,22012,0021200642,2013-01-26,CLE @ TOR,29.375,0.0,0.0,0.0,0.0,0.0,0.0,96.672,0.0,0.0,0.0,44
507,POR,Damian Lillard,22015,0021500378,2015-12-16,POR @ OKC,35.25666666666666,0.0,0.0,0.0,0.0,0.0,0.0,95.91,0.0,0.0,0.0,26
508,ORL,Doron Lamb,22012,0021201131,2013-04-05,ORL @ CHI,7.931666666666667,0.0,0.0,0.0,0.0,0.0,0.0,107.228,0.0,0.0,0.0,50
509,BKN,Dennis Schröder,22024,0022400199,2024-11-09,BKN @ CLE,34.9962962962963,0.565,0.088,0.191,0.048,0.0,0.079,99.403,0.488,0.533,2.556,9
510,CHA,Spencer Hawes,22016,0021600558,2017-01-07,CHA @ SAS,8.973333333333334,,,,,,,53.982,0.21,0.3,-2.0,37
511,DEN,Peyton Watson,22023,0022300697,2024-02-02,DEN vs. POR,17.996666666666663,0.337,0.163,0.074,0.038,0.069,0.045,95.662,0.39,0.4,1.1,49
512,BOS,Jae Crowder,42015,0041500136,2016-04-28,BOS vs. ATL,33.876666666666665,0.0,0.0,0.0,0.0,0.0,0.0,100.698,0.0,0.0,0.0,5
513,DET,R.J. Hampton,22022,0022200903,2023-02-25,DET vs. TOR,2.4,,,,,,,25.369,0.057,0.075,1.3,44
514,PHX,Ronnie Price,22011,0021100797,2012-04-03,PHX @ SAC,4.7316666666666665,,,,,,,46.288,0.0,0.0,0.0,52
515,CLE,Kevin Pangos,22021,22100404,2021-12-13,CLE vs. MIA,2.0733333333333333,,,,,,,51.04,0.05,0.0,-2.7,25
516,DAL,Trey Burke,22020,0022000485,2021-02-23,DAL vs. BOS,7.460000000000001,0.146,0.02,0.049,0.018,0.0,0.01,102.834,0.129,0.0,-0.5,28
517,GSW,James Michael McAdoo,22015,0021500397,2015-12-18,GSW vs. MIL,3.331666666666667,,,,,,,82.314,0.0,0.0,0.0,24
518,PHI,T.J. McConnell,22017,0021700278,2017-11-25,PHI vs. ORL,26.02666666666667,0.251,0.156,0.221,0.04,0.005,0.095,108.907,0.491,0.325,-0.6,17
519,CHI,Kyle Korver,22010,0021000540,2011-01-08,CHI vs. BOS,18.296666666666663,0.0,0.0,0.0,0.0,0.0,0.0,92.223,0.0,0.0,0.0,35
520,DEN,Evan Fournier,22012,0021200059,2012-11-07,DEN @ HOU,4.270833333333333,,,,,,,49.835,0.0,0.0,0.0,4
521,CLE,Jordan Clarkson,22019,0021900030,2019-10-26,CLE vs. IND,18.316666666666666,0.382,0.109,0.0,0.109,0.0,0.055,104.82,0.167,1.0,-12.0,1
522,MIL,AJ Green,22023,0022300190,2023-11-13,MIL vs. CHI,3.9962962962962965,,,,,,,45.973,0.259,0.111,3.222,9
523,BKN,Cameron Johnson,22023,0022300266,2023-11-30,BKN vs. CHA,29.24666666666667,0.516,0.199,0.105,0.033,0.004,0.05,98.22,0.478,0.675,5.1,10
524,PHX,Ish Wainright,22022,0022200464,2022-12-20,PHX vs. WAS,10.988333333333333,,,,,,,78.935,0.34,0.1,1.2,21
525,POR,Damian Lillard,22016,0021600033,2016-10-29,POR @ DEN,35.8,0.951,0.265,0.126,0.0,0.0,0.112,96.135,0.554,0.857,7.0,2
526,LAL,Patrick Beverley,22022,0022200308,2022-11-28,LAL vs. IND,18.878333333333334,,,,,,,69.512,0.223,0.1,2.0,17
527,IND,Kendall Brown,22022,0022200359,2022-12-05,IND @ GSW,2.891666666666666,,,,,,,81.02,0.333,0.0,1.0,6
528,MIA,Shane Battier,22011,0021100356,2012-02-05,MIA vs. TOR,24.645,0.0,0.0,0.0,0.0,0.0,0.0,92.891,0.0,0.0,0.0,23
529,MIL,D.J. Wilson,22017,0021700848,2018-02-13,MIL vs. ATL,1.0366666666666666,,,,,,,55.362,0.2,0.0,-0.5,43
530,HOU,Jock Landale,22023,0022300942,2024-03-12,HOU @ SAS,8.38,,,,,,,91.705,0.35,0.247,0.9,60
531,NYK,Lou Amundson,22015,0021501042,2016-03-20,NYK vs. SAC,1.2433333333333334,,,,,,,20.222,0.0,0.0,0.0,55
532,MIN,Andrei Kirilenko,22012,0021200863,2013-02-28,MIN @ LAL,12.589999999999998,,,,,,,48.285,0.0,0.0,0.0,54
533,WAS,Trevor Booker,22011,0021100242,2012-01-23,WAS @ PHI,20.9,0.0,0.0,0.0,0.0,0.0,0.0,97.841,0.0,0.0,0.0,16
534,MIN,Corey Brewer,22013,0021300045,2013-11-03,MIN @ NYK,30.30833333333333,0.0,0.0,0.0,0.0,0.0,0.0,101.295,0.0,0.0,0.0,2
535,DET,Taj Gibson,22023,0022301145,2024-04-09,DET @ PHI,3.425,,,,,,,39.514,0.117,0.0,-0.5,29
536,MIA,Goran Dragic,22015,0021500908,2016-03-03,MIA vs. PHX,33.79666666666667,0.0,0.0,0.0,0.0,0.0,0.0,99.459,0.0,0.0,0.0,54
537,UTA,Elijah Hughes,22020,0022001016,2021-05-08,UTA vs. HOU,2.2399999999999998,,,,,,,63.702,0.067,0.0,-0.9,40
538,MIN,Jeff Teague,22018,0021800998,2019-03-10,MIN vs. NYK,27.546666666666663,,,,,,,91.584,0.393,0.679,-2.3,49
539,MIA,Terrel Harris,22011,0021100853,2012-04-10,MIA vs. BOS,7.851666666666667,,,,,,,54.255,0.0,0.0,0.0,33
540,TOR,Jordan Nwora,22023,0022300672,2024-01-30,TOR @ CHI,9.388333333333332,,,,,,,71.587,0.251,0.138,-0.6,45
541,GSW,Andrew Wiggins,22021,22100785,2022-02-03,GSW vs. SAC,32.46333333333333,0.544,0.132,0.096,0.04,0.029,0.026,97.426,0.5,0.35,9.6,48
542,GSW,Jeremy Tyler,22011,0021100886,2012-04-14,GSW @ LAC,17.908333333333328,0.0,0.0,0.0,0.0,0.0,0.0,95.721,0.0,0.0,0.0,53
543,SAC,Rajon Rondo,22015,0021500332,2015-12-10,SAC vs. NYK,35.07666666666667,0.0,0.0,0.0,0.0,0.0,0.0,100.914,0.0,0.0,0.0,23
544,MIA,Markieff Morris,22021,22101005,2022-03-12,MIA vs. MIN,18.74,0.402,0.154,0.075,0.014,0.004,0.065,99.762,0.458,0.3,2.7,10
545,LAL,Christian Wood,22023,0022300443,2023-12-30,LAL @ MIN,8.815,,,,,,,66.022,0.242,0.038,1.3,32
546,CLE,JR Smith,22015,0021500191,2015-11-21,CLE vs. ATL,23.613333333333333,,,,,,,75.229,0.0,0.0,0.0,11
547,UTA,Alec Burks,22014,0021400126,2014-11-14,UTA @ NYK,33.60925925925926,0.0,0.0,0.0,0.0,0.0,0.0,93.117,0.0,0.0,0.0,9
548,LAL,Tyson Chandler,22018,0021800934,2019-03-01,LAL vs. MIL,7.910000000000002,,,,,,,91.194,0.05,0.1,-2.4,59
549,MIN,Adreian Payne,22015,0021500658,2016-01-23,MIN vs. MEM,3.4716666666666662,,,,,,,52.427,0.0,0.0,0.0,44
550,SAC,Davion Mitchell,22021,22100026,2021-10-22,SAC vs. UTA,24.433333333333334,0.082,0.123,0.123,0.0,0.0,0.0,100.22,0.167,0.0,-10.0,1
551,TOR,Malcolm Miller,42018,0041800112,2019-04-16,TOR vs. ORL,0.0,,,,,,,0.0,0.0,0.0,0.0,1
552,PHX,Langston Galloway,22020,0022000703,2021-03-28,PHX @ CHA,9.916666666666668,,,,,,,71.323,0.278,0.1,0.9,44
553,MEM,Vincent Hunter,22017,0021700345,2017-12-04,MEM vs. MIN,0.30185185185185187,,,,,,,13.742,0.111,0.0,0.778,9
554,NYK,Toney Douglas,22011,0021100276,2012-01-27,NYK @ MIA,19.16,0.0,0.0,0.0,0.0,0.0,0.0,98.451,0.0,0.0,0.0,18
555,TOR,Danny Green,22018,0021800684,2019-01-19,TOR vs. MEM,28.813333333333333,0.312,0.136,0.046,0.035,0.038,0.033,103.074,0.4,0.242,2.1,45
556,CHA,Johnny O'Bryant III,22016,0021601005,2017-03-15,CHA @ IND,3.435,,,,,,,41.15,0.178,0.05,-0.6,20
557,DET,Rodney Stuckey,22010,0021000807,2011-02-13,DET vs. POR,15.653333333333332,,,,,,,53.431,0.0,0.0,0.0,51
558,SAC,Keegan Murray,22022,0022200257,2022-11-22,SAC @ MEM,28.84166666666667,0.337,0.118,0.039,0.036,0.023,0.047,103.311,0.385,0.205,4.4,13
559,CLE,James Jones,22015,0021500424,2015-12-23,CLE vs. NYK,9.101666666666665,,,,,,,68.545,0.0,0.0,0.0,25
560,WAS,Cartier Martin,22010,0021001100,2011-03-28,WAS @ UTA,5.735,,,,,,,53.148,0.0,0.0,0.0,67
561,MIN,Daishen Nix,22023,0022300471,2024-01-03,MIN vs. NOP,1.4016666666666668,,,,,,,29.621,0.07,0.0,1.0,19
562,MEM,Dillon Brooks,22021,22100485,2021-12-23,MEM @ GSW,31.485000000000003,0.661,0.11,0.108,0.037,0.0,0.068,99.649,0.45,0.645,7.4,18
563,TOR,Norman Powell,22015,0021500150,2015-11-15,TOR @ SAC,4.726666666666667,,,,,,,62.748,0.0,0.0,0.0,10
564,DEN,Markus Howard,22020,0022000427,2021-02-16,DEN @ BOS,3.165,,,,,,,100.68,0.162,0.0,-1.1,23
565,NYK,Cam Reddish,22022,0022200780,2023-02-02,NYK vs. MIA,0.0,,,,,,,0.0,0.0,0.0,0.0,49
566,UTA,Collin Sexton,22023,0022300825,2024-02-25,UTA vs. SAS,26.435000000000002,0.721,0.079,0.215,0.007,0.019,0.104,102.028,0.448,0.741,-3.6,57
567,UTA,Jonas Jerebko,22017,0021700445,2017-12-18,UTA @ HOU,21.130000000000003,0.394,0.216,0.043,0.033,0.015,0.026,98.644,0.502,0.3,5.7,30
568,BOS,James Young,22014,0021400074,2014-11-07,BOS vs. IND,1.4458333333333333,,,,,,,26.975,0.0,0.0,0.0,4
569,POR,Zach Collins,22019,0021901261,2020-08-04,POR vs. HOU,21.51904761904762,,,,,,,72.331,0.397,0.286,5.571,7
570,MIA,Gerald Green,42015,0041500124,2016-04-25,MIA @ CHA,3.3944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,97.887,0.0,0.0,0.0,3
571,MIN,Nikola Pekovic,22013,0021300653,2014-01-25,MIN @ POR,30.57166666666667,0.0,0.0,0.0,0.0,0.0,0.0,100.213,0.0,0.0,0.0,42
572,LAL,Ivica Zubac,22016,0021601043,2017-03-19,LAL vs. CLE,18.165,,,,,,,93.445,0.436,0.142,-0.9,44
573,LAL,JaVale McGee,22018,0021800574,2019-01-04,LAL vs. NYK,9.186666666666666,,,,,,,42.247,0.267,0.108,1.9,37
574,SAC,Ben McLemore,22016,0021601012,2017-03-15,SAC @ PHX,14.61,,,,,,,70.454,0.249,0.435,-3.0,66
575,LAC,JaMychal Green,22019,0021900016,2019-10-24,LAC @ GSW,19.283333333333335,0.622,0.311,0.0,0.0,0.0,0.052,102.08,0.5,0.0,5.0,1
576,UTA,Rodney Hood,22015,0021500538,2016-01-07,UTA @ HOU,32.101666666666674,0.0,0.0,0.0,0.0,0.0,0.0,91.308,0.0,0.0,0.0,33
577,MEM,Keyon Dooling,42012,0041200312,2013-05-21,MEM @ SAS,6.706666666666668,,,,,,,100.314,0.0,0.0,0.0,12
578,ORL,Elfrid Payton,22016,0021600935,2017-03-06,ORL vs. NYK,26.20166666666667,0.384,0.154,0.139,0.026,0.015,0.08,99.76,0.455,0.367,1.8,63
579,MIA,Amar'e Stoudemire,22015,0021500071,2015-11-05,MIA @ MIN,5.983333333333333,,,,,,,44.125,0.0,0.0,0.0,2
580,MIL,Ersan Ilyasova,22012,0021200136,2012-11-17,MIL vs. NOH,23.861904761904757,0.0,0.0,0.0,0.0,0.0,0.0,99.303,0.0,0.0,0.0,7
581,ATL,Zaza Pachulia,42010,0041000136,2011-04-28,ATL vs. ORL,14.903333333333332,,,,,,,67.16,0.0,0.0,0.0,5
582,IND,Sam Young,42012,0041200213,2013-05-11,IND vs. NYK,2.8208333333333333,,,,,,,48.418,0.0,0.0,0.0,8
583,UTA,Juan Toscano-Anderson,22022,0022201022,2023-03-13,UTA @ MIA,8.966666666666667,,,,,,,83.403,0.16,0.0,-2.2,53
584,DAL,Jonathan Gibson,22016,0021600312,2016-12-05,DAL vs. CHA,17.624074074074073,0.348,0.09,0.098,0.028,0.0,0.125,96.732,0.269,0.273,-3.444,9
585,MIL,Brook Lopez,22023,0022300738,2024-02-08,MIL vs. MIN,34.49833333333334,0.446,0.207,0.071,0.018,0.065,0.037,103.494,0.542,0.58,3.8,48
586,TOR,Christian Koloko,22022,0022200379,2022-12-09,TOR @ ORL,17.494999999999997,0.221,0.218,0.012,0.009,0.071,0.015,99.671,0.468,0.425,0.9,25
587,PHI,Thaddeus Young,22011,0021100229,2012-01-21,PHI @ MIA,27.913333333333334,0.0,0.0,0.0,0.0,0.0,0.0,93.714,0.0,0.0,0.0,15
588,POR,Zach Collins,22020,0022000775,2021-04-06,POR @ LAC,0.0,,,,,,,0.0,0.0,0.0,0.0,32
589,MIA,Justise Winslow,22016,0021600397,2016-12-16,MIA vs. LAC,2.065,,,,,,,9.067,0.02,0.0,0.8,26
590,MIA,Cole Swider,22023,0022300184,2023-11-12,MIA @ SAS,1.0166666666666666,,,,,,,59.015,0.334,0.0,3.5,2
591,MIN,Nemanja Bjelica,22016,0021600101,2016-11-08,MIN @ BKN,15.783333333333331,0.198,0.193,0.047,0.011,0.016,0.098,95.258,0.177,0.3,-3.0,5
592,DET,Alec Burks,22023,0022300732,2024-02-07,DET @ SAC,24.636666666666667,0.579,0.126,0.085,0.035,0.008,0.035,101.103,0.406,0.85,3.1,44
593,TOR,Ed Davis,22011,0021100791,2012-04-03,TOR vs. CHA,20.086666666666666,0.0,0.0,0.0,0.0,0.0,0.0,90.434,0.0,0.0,0.0,53
594,CHA,Matt Carroll,22011,0021100007,2011-12-26,CHA vs. MIL,,,,,,,,,,,,0
595,LAL,Jaxson Hayes,22023,0022301094,2024-04-02,LAL @ TOR,14.176666666666666,,,,,,,94.788,0.754,0.558,-2.3,72
