,TEAM_ABBREVIATION,PLAYER_NAME,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,MINUTES,AVG_PTS_PM,AVG_REB_PM,AVG_AST_PM,AVG_STL_PM,AVG_BLK_PM,AVG_TO_PM,AVG_PACE,AVG_FG_PCT,AVG_FT_PCT,AVG_PLUS_MINUS,GAME_COUNT
75,GSW,Andre Iguodala,22013,0021300884,2014-03-02,GSW @ TOR,34.55333333333333,0.0,0.0,0.0,0.0,0.0,0.0,96.621,0.0,0.0,0.0,57
76,POR,Jake Layman,22017,0021700198,2017-11-13,POR vs. DEN,0.0,,,,,,,0.0,0.0,0.0,0.0,12
77,WAS,Nene,22013,0021301176,2014-04-11,WAS @ ORL,30.920000000000005,0.0,0.0,0.0,0.0,0.0,0.0,94.285,0.0,0.0,0.0,56
78,SAC,Buddy Hield,22017,0021700949,2018-03-04,SAC vs. NYK,26.080000000000005,0.546,0.171,0.07,0.038,0.019,0.064,97.41,0.412,0.45,1.5,61
79,DAL,Antonius Cleveland,22019,0021900572,2020-01-10,DAL vs. LAL,0.0,,,,,,,0.0,0.0,0.0,0.0,1
80,NYK,Josh Hart,22023,0022301019,2024-03-23,NYK vs. BKN,42.42666666666666,0.274,0.29,0.129,0.03,0.012,0.04,93.221,0.368,0.383,2.0,68
81,CLE,Raul Neto,22022,0022201000,2023-03-10,CLE @ MIA,3.3516666666666666,,,,,,,40.683,0.06,0.1,-1.1,67
82,WAS,Russell Westbrook,22020,0022000253,2021-01-24,WAS @ SAS,32.462500000000006,,,,,,,96.104,0.259,0.419,-2.25,8
83,POR,CJ McCollum,42018,0041800312,2019-05-16,POR @ GSW,40.506666666666675,0.592,0.123,0.068,0.014,0.021,0.04,97.117,0.441,0.583,-0.6,13
84,UTA,Donovan Mitchell,22021,22100134,2021-11-06,UTA @ MIA,31.98095238095238,0.769,0.142,0.156,0.047,0.009,0.106,101.583,0.419,0.9,12.286,7
85,HOU,Trevor Ariza,22015,0021500887,2016-02-29,HOU @ MIL,37.221666666666664,0.0,0.0,0.0,0.0,0.0,0.0,99.743,0.0,0.0,0.0,59
86,OKC,Russell Westbrook,22015,0021500740,2016-02-03,OKC vs. ORL,35.513333333333335,0.0,0.0,0.0,0.0,0.0,0.0,99.16,0.0,0.0,0.0,50
87,LAL,Devin Ebanks,42012,0041200153,2013-04-26,LAL vs. SAS,,,,,,,,,,,,0
88,SAC,PJ Dozier,22022,0022201170,2023-04-02,SAC vs. SAS,1.7383333333333333,,,,,,,42.156,0.075,0.0,-0.5,28
89,NOP,Charles Cooke,22017,0021701075,2018-03-22,NOP vs. LAL,0.325,,,,,,,10.338,0.0,0.0,-0.2,30
90,UTA,Gordon Hayward,22016,0021600452,2016-12-23,UTA vs. TOR,31.145,,,,,,,82.148,0.386,0.715,4.5,24
91,LAL,Dwight Howard,22019,0021900833,2020-02-21,LAL vs. MEM,19.22833333333333,0.501,0.434,0.016,0.017,0.033,0.052,101.041,0.758,0.248,3.5,53
92,TOR,Jonas Valanciunas,22016,0021600392,2016-12-16,TOR vs. ATL,25.686666666666667,0.0,0.0,0.0,0.0,0.0,0.0,92.921,0.0,0.0,0.0,25
93,MIL,Johnny O'Bryant III,22014,0021400895,2015-03-03,MIL @ DEN,3.628333333333333,,,,,,,49.251,0.0,0.0,0.0,36
94,MIA,Roger Mason Jr.,22013,0021300051,2013-11-05,MIA @ TOR,14.633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,104.97,0.0,0.0,0.0,1
95,ORL,Caleb Houstan,22022,0022200227,2022-11-18,ORL @ CHI,13.635,,,,,,,79.99,0.27,0.15,3.3,15
96,TOR,Jalen McDaniels,22023,0022300492,2024-01-05,TOR @ SAC,5.615,,,,,,,55.504,0.179,0.25,1.6,34
97,GSW,Andre Iguodala,22014,0021400305,2014-12-08,GSW @ MIN,26.17833333333333,0.0,0.0,0.0,0.0,0.0,0.0,97.51,0.0,0.0,0.0,19
98,MEM,Killian Tillie,22020,0022000793,2021-04-09,MEM @ NYK,5.6033333333333335,,,,,,,59.158,0.033,0.1,-1.3,22
99,SAC,John Salmons,22011,0021100665,2012-03-18,SAC vs. MIN,25.201666666666664,0.0,0.0,0.0,0.0,0.0,0.0,93.734,0.0,0.0,0.0,42
100,GSW,Nemanja Bjelica,22021,22100750,2022-01-29,GSW vs. BKN,16.845000000000002,0.354,0.28,0.176,0.043,0.022,0.087,100.951,0.523,0.45,1.8,49
101,LAC,Mason Plumlee,22022,0022201129,2023-03-27,LAC vs. CHI,19.770000000000003,0.378,0.354,0.069,0.033,0.029,0.054,99.206,0.692,0.473,2.0,72
102,WAS,Justin Robinson,22019,0021900383,2019-12-14,WAS @ MEM,1.3816666666666666,,,,,,,43.84,0.05,0.0,1.4,14
103,SAC,Alec Burks,22018,0021800920,2019-02-27,SAC vs. MIL,20.995,0.267,0.187,0.101,0.031,0.0,0.053,104.174,0.287,0.575,-1.5,58
104,MEM,Yuta Watanabe,22019,0021901262,2020-08-05,MEM @ UTA,5.971666666666666,,,,,,,78.692,0.217,0.05,-1.0,27
105,NYK,Kyle O'Quinn,22016,0021600162,2016-11-16,NYK vs. DET,10.038333333333334,0.448,0.309,0.069,0.024,0.116,0.026,105.895,0.399,0.221,-2.7,10
106,PHX,Jawun Evans,22018,0021800376,2018-12-07,PHX vs. MIA,,,,,,,,,,,,0
107,ATL,Zaza Pachulia,22011,0021100609,2012-03-11,ATL @ SAC,31.310000000000002,0.0,0.0,0.0,0.0,0.0,0.0,90.955,0.0,0.0,0.0,40
108,NYK,Trevor Keels,22022,0022201124,2023-03-27,NYK vs. HOU,0.6472222222222223,,,,,,,44.178,0.083,0.0,-1.167,6
109,UTA,Earl Watson,22012,0021200900,2013-03-06,UTA @ CLE,18.384999999999998,,,,,,,85.018,0.0,0.0,0.0,48
110,TOR,Jeremy Lin,22018,0021801156,2019-04-01,TOR vs. ORL,18.93,0.357,0.154,0.106,0.015,0.021,0.028,107.994,0.367,0.396,-2.8,70
111,MEM,Dillon Brooks,22020,0022000369,2021-02-08,MEM vs. TOR,27.238333333333333,0.351,0.067,0.054,0.026,0.008,0.033,101.11,0.235,0.35,-1.4,18
112,LAL,Steve Blake,22013,0021300565,2014-01-14,LAL vs. CLE,0.0,,,,,,,0.0,0.0,0.0,0.0,37
113,SAS,Boris Diaw,22015,0021500767,2016-02-06,SAS vs. LAL,16.28666666666667,0.0,0.0,0.0,0.0,0.0,0.0,102.344,0.0,0.0,0.0,50
114,IND,Ben Hansbrough,22012,0021201004,2013-03-19,IND vs. ORL,2.1550000000000002,,,,,,,52.485,0.0,0.0,0.0,56
115,CLE,Donald Sloan,22011,0021100671,2012-03-19,CLE @ NJN,4.25,,,,,,,39.961,0.0,0.0,0.0,21
116,NYK,Andrea Bargnani,22014,0021400536,2015-01-08,NYK vs. HOU,4.323333333333333,,,,,,,37.478,0.0,0.0,0.0,5
117,DEN,Wilson Chandler,22017,0021700750,2018-01-30,DEN @ SAS,28.71,0.224,0.165,0.051,0.019,0.041,0.04,96.063,0.368,0.3,-3.9,45
118,SAS,James Anderson,22012,0021200176,2012-11-23,SAS @ IND,0.0,,,,,,,0.0,0.0,0.0,0.0,1
119,MIL,Thanasis Antetokounmpo,22023,0022300552,2024-01-14,MIL vs. SAC,1.3016666666666665,,,,,,,43.575,0.06,0.0,0.9,39
120,LAL,Jose Calderon,22016,0021600549,2017-01-06,LAL vs. MIA,4.245,,,,,,,28.363,0.0,0.0,0.3,27
121,SAS,Gorgui Dieng,22022,0022200077,2022-10-28,SAS vs. CHI,4.683333333333334,,,,,,,64.872,0.183,0.0,4.0,5
122,DET,Tobias Harris,22015,0021500954,2016-03-09,DET @ DAL,33.123333333333335,0.0,0.0,0.0,0.0,0.0,0.0,95.034,0.0,0.0,0.0,58
123,DAL,Davis Bertans,22022,0022200325,2022-12-01,DAL @ DET,6.4375,,,,,,,74.883,0.298,0.125,1.0,8
124,NYK,Emmanuel Mudiay,22018,0021801053,2019-03-18,NYK @ TOR,26.436666666666667,0.46,0.126,0.138,0.021,0.009,0.127,100.213,0.427,0.45,-3.7,52
125,MEM,Tyus Jones,22022,0022200510,2022-12-27,MEM vs. PHX,24.41833333333333,0.467,0.117,0.226,0.048,0.0,0.051,104.592,0.435,0.567,5.6,32
126,OKC,Steven Adams,22019,0021900350,2019-12-09,OKC @ UTA,27.566666666666663,0.462,0.324,0.13,0.021,0.044,0.058,101.116,0.649,0.533,-0.3,19
127,CHI,Taj Gibson,22016,0021600611,2017-01-15,CHI @ MEM,27.17666666666667,0.264,0.197,0.021,0.01,0.024,0.034,96.786,0.33,0.325,-0.4,41
128,DAL,Troy Murphy,22012,0021200204,2012-11-27,DAL @ PHI,20.296666666666667,0.0,0.0,0.0,0.0,0.0,0.0,93.928,0.0,0.0,0.0,12
129,WAS,Deni Avdija,22021,22100044,2021-10-25,WAS @ BKN,18.791666666666664,0.252,0.228,0.054,0.048,0.048,0.054,107.325,0.667,0.25,7.0,2
130,BKN,Chris Chiozza,22020,0022000158,2021-01-12,BKN vs. DEN,7.379166666666667,,,,,,,65.238,0.045,0.125,-2.5,8
131,GSW,Stephen Curry,22014,0021400493,2015-01-02,GSW vs. TOR,34.45166666666667,0.0,0.0,0.0,0.0,0.0,0.0,102.941,0.0,0.0,0.0,30
132,UTA,Ricky Rubio,22017,0021700586,2018-01-07,UTA @ MIA,28.336666666666662,0.345,0.155,0.164,0.058,0.003,0.084,95.417,0.365,0.35,-12.6,39
133,LAL,Robert Sacre,22015,0021500638,2016-01-20,LAL vs. SAC,4.046666666666667,,,,,,,30.46,0.0,0.0,0.0,25
134,LAL,Wayne Ellington,22021,22101093,2022-03-23,LAL vs. PHI,6.311666666666666,,,,,,,39.494,0.24,0.0,2.0,66
135,CHA,Treveon Graham,22017,0021700017,2017-10-20,CHA vs. ATL,17.033333333333335,0.294,0.117,0.176,0.0,0.0,0.0,100.04,0.5,0.0,8.0,1
136,SAS,Boris Diaw,22015,0021500013,2015-10-28,SAS @ OKC,,,,,,,,,,,,0
137,BKN,Day'Ron Sharpe,22022,0022200290,2022-11-27,BKN vs. POR,3.1949999999999994,,,,,,,122.538,0.267,0.2,-0.2,20
138,SAC,Delon Wright,22020,0022000746,2021-04-02,SAC vs. LAL,27.2,0.173,0.08,0.106,0.024,0.004,0.021,98.903,0.192,0.367,-1.3,39
139,TOR,Rondae Hollis-Jefferson,22019,0021900446,2019-12-23,TOR @ IND,14.275,,,,,,,93.772,0.373,0.483,-2.6,27
140,NYK,Mitchell Robinson,42023,0042300111,2024-04-20,NYK vs. PHI,,,,,,,,,,,,0
141,PHX,Drew Eubanks,22023,0022300162,2023-11-08,PHX @ CHI,19.616666666666667,0.365,0.284,0.121,0.023,0.09,0.077,104.577,0.554,0.429,1.0,7
142,NYK,Kevin Knox II,22019,0021900742,2020-02-03,NYK @ CLE,15.034999999999997,0.313,0.16,0.047,0.012,0.017,0.024,99.476,0.337,0.467,-2.1,50
143,HOU,Thabo Sefolosha,22019,0021900752,2020-02-04,HOU vs. CHA,9.961666666666668,,,,,,,80.768,0.257,0.05,3.8,47
144,SAC,Garrett Temple,22017,0021700286,2017-11-25,SAC vs. LAC,25.57833333333333,0.275,0.096,0.063,0.04,0.017,0.034,97.127,0.387,0.25,-5.0,17
145,OKC,Steven Adams,22014,0021400335,2014-12-12,OKC @ MIN,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,95.361,0.0,0.0,0.0,22
146,OKC,Cole Aldrich,22011,0021100512,2012-02-29,OKC @ PHI,5.591666666666667,,,,,,,38.383,0.0,0.0,0.0,34
147,BKN,Mikal Bridges,22023,0022300879,2024-03-04,BKN vs. MEM,33.863333333333344,0.515,0.125,0.104,0.03,0.009,0.042,98.147,0.392,0.475,-5.1,60
148,IND,Thaddeus Young,22016,0021600635,2017-01-18,IND @ SAC,33.04333333333333,0.281,0.156,0.054,0.073,0.01,0.037,99.691,0.434,0.258,1.1,40
149,HOU,Trevor Ariza,42017,0041700223,2018-05-04,HOU @ UTA,34.147619047619045,0.28,0.113,0.028,0.03,0.0,0.004,94.946,0.383,0.393,9.143,7
150,CHI,Coby White,22023,0022300396,2023-12-23,CHI vs. CLE,38.49333333333333,0.634,0.174,0.167,0.015,0.003,0.05,96.525,0.52,0.705,6.8,30
151,POR,Noah Vonleh,22015,0021501018,2016-03-17,POR @ SAS,15.553333333333336,0.0,0.0,0.0,0.0,0.0,0.0,96.98,0.0,0.0,0.0,65
152,CHA,Cory Higgins,22011,0021100759,2012-03-30,CHA vs. DEN,1.4433333333333334,,,,,,,41.807,0.0,0.0,0.0,41
153,IND,T.J. Leaf,22019,0021900402,2019-12-17,IND vs. LAL,0.47833333333333333,,,,,,,23.706,0.0,0.0,0.2,27
154,TOR,Chris Boucher,42019,0041900217,2020-09-11,TOR vs. BOS,4.265,,,,,,,270.149,0.153,0.0,-0.6,10
155,LAC,Reggie Jackson,22019,0021901317,2020-08-14,LAC vs. OKC,22.168333333333333,0.464,0.126,0.117,0.013,0.005,0.075,101.641,0.459,0.525,1.7,33
156,POR,Robin Lopez,42013,0041300174,2014-04-27,POR vs. HOU,29.51111111111111,0.0,0.0,0.0,0.0,0.0,0.0,94.32,0.0,0.0,0.0,3
157,IND,James Posey,22010,0021000949,2011-03-08,IND vs. PHI,1.0833333333333333,,,,,,,21.462,0.0,0.0,0.0,62
158,WAS,Marcin Gortat,22014,0021400489,2015-01-02,WAS @ OKC,27.031666666666666,0.0,0.0,0.0,0.0,0.0,0.0,95.276,0.0,0.0,0.0,31
159,PHI,Joel Embiid,22023,0022300327,2023-12-15,PHI vs. DET,31.18833333333334,,,,,,,91.257,0.49,0.816,14.3,21
160,LAC,Grant Hill,22012,0021201173,2013-04-10,LAC vs. MIN,3.2016666666666667,,,,,,,28.315,0.0,0.0,0.0,41
161,OKC,Nerlens Noel,42019,0041900176,2020-08-31,OKC vs. HOU,13.303333333333333,0.253,0.362,0.025,0.0,0.063,0.0,105.092,0.35,0.233,0.2,5
162,MIN,Martell Webster,22010,0021000593,2011-01-15,MIN vs. ORL,24.869999999999997,0.0,0.0,0.0,0.0,0.0,0.0,95.293,0.0,0.0,0.0,16
163,UTA,Rodney Hood,22017,0021700229,2017-11-18,UTA @ ORL,29.16833333333334,0.583,0.087,0.058,0.021,0.014,0.061,98.123,0.386,0.72,-0.1,14
164,HOU,James Harden,22016,0021600184,2016-11-19,HOU vs. UTA,36.85666666666667,0.572,0.146,0.239,0.017,0.003,0.102,98.372,0.35,0.587,7.8,12
165,BOS,Tacko Fall,22020,0022000427,2021-02-16,BOS vs. DEN,0.7383333333333333,,,,,,,26.297,0.167,0.05,0.8,21
166,PHI,De'Anthony Melton,22022,0022200237,2022-11-19,PHI vs. MIN,23.42333333333333,,,,,,,79.917,0.337,0.2,0.0,15
167,NOP,Emeka Okafor,22017,0021701189,2018-04-06,NOP @ PHX,10.708333333333332,0.229,0.426,0.017,0.049,0.047,0.095,104.193,0.367,0.1,-0.9,27
168,PHI,Dario Saric,22017,0021701183,2018-04-06,PHI vs. CLE,27.181666666666665,0.0,0.0,0.0,0.0,0.0,0.0,104.437,0.0,0.0,0.0,74
169,POR,Josh Hart,22022,0022200441,2022-12-17,POR @ HOU,32.76833333333333,0.272,0.233,0.114,0.041,0.0,0.045,98.036,0.544,0.4,6.3,27
170,OKC,Perry Jones III,22012,0021200682,2013-01-31,OKC vs. MEM,3.9666666666666672,,,,,,,56.89,0.0,0.0,0.0,30
171,HOU,Robert Covington,22013,0021301194,2014-04-12,HOU vs. NOP,1.83,,,,,,,33.303,0.0,0.0,0.0,13
172,HOU,Trevor Ariza,22017,0021700002,2017-10-17,HOU @ GSW,,,,,,,,,,,,0
173,UTA,Earl Watson,22011,0021100289,2012-01-28,UTA vs. SAC,21.106666666666666,0.0,0.0,0.0,0.0,0.0,0.0,93.618,0.0,0.0,0.0,17
174,GSW,Nemanja Nedovic,22013,0021300541,2014-01-10,GSW vs. BOS,0.9816666666666667,,,,,,,39.19,0.0,0.0,0.0,31
175,CHA,Mason Plumlee,22021,22100230,2021-11-19,CHA vs. IND,26.495000000000005,0.229,0.26,0.111,0.034,0.033,0.04,101.006,0.604,0.203,2.6,16
176,MIL,George Hill,22022,0022200483,2022-12-23,MIL @ BKN,14.930000000000001,,,,,,,80.506,0.352,0.2,0.3,31
177,MIN,Ronny Turiaf,22013,0021300584,2014-01-17,MIN @ TOR,14.423809523809526,0.0,0.0,0.0,0.0,0.0,0.0,102.067,0.0,0.0,0.0,7
178,HOU,Francisco Garcia,22013,0021300103,2013-11-11,HOU vs. TOR,22.633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,101.263,0.0,0.0,0.0,7
179,ORL,Jalen Suggs,22022,0022200576,2023-01-05,ORL vs. MEM,29.876666666666665,0.368,0.133,0.196,0.039,0.027,0.107,98.882,0.368,0.542,-2.4,14
180,OKC,Thabo Sefolosha,42013,0041300233,2014-05-09,OKC @ LAC,14.937037037037037,,,,,,,73.128,0.0,0.0,0.0,9
181,PHI,JaKarr Sampson,22015,0021500329,2015-12-10,PHI @ BKN,14.206666666666669,0.0,0.0,0.0,0.0,0.0,0.0,99.469,0.0,0.0,0.0,22
182,LAL,Maxwell Lewis,22023,0022300713,2024-02-05,LAL @ CHA,1.4300000000000002,,,,,,,70.08,0.2,0.0,0.3,38
183,IND,Cassius Stanley,22020,0022000776,2021-04-07,IND vs. MIN,1.28,,,,,,,45.851,0.025,0.0,-1.0,31
184,TOR,Jerryd Bayless,22011,0021100508,2012-02-28,TOR @ HOU,26.123333333333328,0.0,0.0,0.0,0.0,0.0,0.0,89.966,0.0,0.0,0.0,27
185,ATL,Trent Forrest,22023,0022300097,2023-10-29,ATL @ MIL,0.0,,,,,,,0.0,0.0,0.0,0.0,2
186,PHI,Mike Scott,42020,0042000105,2021-06-02,PHI vs. WAS,7.066666666666666,,,,,,,73.538,0.167,0.0,2.75,4
187,BOS,Malcolm Brogdon,22022,0022200392,2022-12-10,BOS @ GSW,23.154999999999998,0.613,0.187,0.173,0.023,0.009,0.074,101.832,0.513,0.683,6.4,21
188,GSW,Stephen Curry,22012,0021200628,2013-01-23,GSW vs. OKC,30.711666666666666,,,,,,,76.601,0.0,0.0,0.0,40
189,LAL,Brandon Ingram,22016,0021600649,2017-01-20,LAL vs. IND,29.673333333333336,0.322,0.11,0.078,0.011,0.018,0.025,99.422,0.383,0.475,-1.6,46
190,DEN,Jamal Murray,22018,0021800895,2019-02-24,DEN vs. LAC,30.264999999999997,0.567,0.081,0.173,0.021,0.009,0.052,100.609,0.426,0.767,4.3,52
191,CHA,Malik Monk,22018,0021800288,2018-11-25,CHA @ ATL,17.12666666666667,,,,,,,93.638,0.236,0.497,0.8,18
192,POR,Meyers Leonard,22018,0021800046,2018-10-22,POR vs. WAS,8.766666666666666,0.263,0.354,0.249,0.062,0.0,0.062,108.765,0.5,0.5,4.0,2
193,BKN,Noah Clowney,22023,0022300720,2024-02-06,BKN vs. DAL,3.7624999999999997,,,,,,,41.681,0.083,0.25,-2.625,8
194,OKC,Deonte Burton,22019,0021900527,2020-01-04,OKC @ CLE,8.011666666666667,,,,,,,90.117,0.188,0.05,-0.3,27
195,NYK,Landry Fields,22010,0021000598,2011-01-17,NYK vs. PHX,32.64333333333333,0.0,0.0,0.0,0.0,0.0,0.0,96.946,0.0,0.0,0.0,39
196,TOR,Chris Boucher,22023,0022301053,2024-03-27,TOR vs. NYK,6.403333333333333,,,,,,,39.389,0.213,0.3,0.2,65
197,MIN,Jaden McDaniels,22022,0022200841,2023-02-10,MIN @ MEM,30.578333333333337,0.339,0.133,0.093,0.014,0.023,0.052,102.17,0.476,0.492,1.5,56
198,DAL,J.J. Barea,22018,0021800566,2019-01-04,DAL @ BOS,20.68,0.519,0.108,0.318,0.031,0.0,0.115,101.907,0.375,0.538,-1.7,35
199,ATL,Frank Kaminsky,22022,0022200661,2023-01-16,ATL vs. MIA,4.54,,,,,,,72.522,0.188,0.05,1.8,43
200,MIN,Jaden McDaniels,22023,0022301014,2024-03-22,MIN vs. CLE,31.656666666666666,0.351,0.161,0.046,0.024,0.014,0.019,93.936,0.434,0.349,-3.9,59
201,NOP,Zion Williamson,22019,0021900883,2020-02-28,NOP vs. CLE,27.330000000000002,,,,,,,96.771,0.51,0.568,6.1,14
202,CHI,Cameron Payne,22017,0021700888,2018-02-24,CHI @ MIN,20.05,0.349,0.1,0.349,0.05,0.05,0.1,98.15,0.333,0.0,17.0,1
203,MIN,J.J. Barea,22012,0021201210,2013-04-15,MIN vs. UTA,21.044999999999998,0.0,0.0,0.0,0.0,0.0,0.0,95.493,0.0,0.0,0.0,80
204,DEN,JJ Hickson,22015,0021500456,2015-12-27,DEN @ OKC,3.6016666666666666,,,,,,,20.131,0.0,0.0,0.0,30
205,LAC,JaMychal Green,22018,0021800919,2019-02-27,LAC @ UTA,15.09333333333333,,,,,,,94.346,0.389,0.267,-1.2,52
206,SAS,Keldon Johnson,22022,0022200269,2022-11-23,SAS vs. NOP,28.416666666666664,,,,,,,88.758,0.363,0.533,-12.2,17
207,CHI,Jimmy Butler,22012,0021200663,2013-01-28,CHI vs. CHA,30.731666666666673,0.0,0.0,0.0,0.0,0.0,0.0,89.437,0.0,0.0,0.0,43
208,BOS,Robert Williams III,22018,0021800707,2019-01-23,BOS vs. CLE,8.591666666666665,,,,,,,81.979,0.567,0.2,-2.7,29
209,ORL,D.J. Augustin,22018,0021800117,2018-11-02,ORL vs. LAC,26.073809523809526,0.333,0.073,0.17,0.017,0.0,0.042,102.267,0.371,0.643,-3.0,7
210,NYK,Toney Douglas,22010,0021000989,2011-03-13,NYK vs. IND,28.52333333333333,0.0,0.0,0.0,0.0,0.0,0.0,96.908,0.0,0.0,0.0,64
211,PHI,Nik Stauskas,22016,0021600898,2017-03-01,PHI @ MIA,28.155,0.303,0.103,0.077,0.012,0.015,0.039,102.81,0.304,0.625,2.4,59
212,BKN,Spencer Dinwiddie,22022,0022200878,2023-02-15,BKN vs. MIA,35.47166666666667,0.643,0.11,0.156,0.025,0.008,0.057,93.902,0.398,0.811,1.7,56
213,GSW,Willie Cauley-Stein,22019,0021900602,2020-01-14,GSW vs. DAL,22.766666666666666,0.302,0.273,0.051,0.029,0.043,0.042,104.612,0.527,0.333,1.9,36
214,MEM,James Ennis III,22016,0021601070,2017-03-23,MEM @ SAS,12.701666666666668,,,,,,,87.878,0.192,0.375,-2.2,71
215,BOS,Mfiondu Kabengele,22022,0022200869,2023-02-14,BOS @ MIL,0.5700000000000001,,,,,,,9.263,0.0,0.0,0.0,20
216,DAL,Nicolo Melli,42020,0042000174,2021-05-30,DAL vs. LAC,5.0,,,,,,,59.683,0.0,0.0,-2.667,3
217,CHI,Zach LaVine,22019,0021900682,2020-01-25,CHI @ CLE,35.56333333333333,0.825,0.158,0.091,0.038,0.017,0.088,99.191,0.486,0.756,-4.0,47
218,MIN,Ricky Rubio,22014,0021401222,2015-04-15,MIN vs. OKC,0.0,,,,,,,0.0,0.0,0.0,0.0,41
219,BOS,Kevin Garnett,22012,0021200225,2012-11-30,BOS vs. POR,28.461666666666666,0.0,0.0,0.0,0.0,0.0,0.0,92.847,0.0,0.0,0.0,15
220,CLE,Lauri Markkanen,22021,22100695,2022-01-22,CLE vs. OKC,32.81166666666667,0.445,0.168,0.054,0.028,0.021,0.016,95.81,0.506,0.467,3.9,37
221,NOP,Dante Cunningham,22016,0021600755,2017-02-04,NOP @ WAS,24.156666666666666,0.172,0.114,0.025,0.003,0.003,0.0,100.372,0.261,0.05,1.6,50
222,MIN,Karl-Anthony Towns,22018,0021801197,2019-04-07,MIN vs. OKC,32.55833333333333,0.67,0.428,0.131,0.018,0.037,0.136,101.895,0.471,0.833,-3.9,76
223,CHA,Stephen Jackson,22010,0021000289,2010-12-04,CHA @ PHI,31.423333333333336,,,,,,,85.67,0.0,0.0,0.0,19
224,BOS,Luke Harangody,22010,0021000400,2010-12-19,BOS vs. IND,2.6966666666666668,,,,,,,67.026,0.0,0.0,0.0,23
225,BOS,Aaron Nesmith,22020,0022000569,2021-03-11,BOS @ BKN,13.498333333333335,,,,,,,69.422,0.15,0.175,2.7,35
226,ATL,Garrison Mathews,22022,0022200974,2023-03-06,ATL @ MIA,1.2850000000000001,,,,,,,32.204,0.1,0.0,-1.4,58
227,OKC,Steven Adams,22013,0021300027,2013-11-01,OKC @ MIN,18.45,0.0,0.0,0.0,0.0,0.0,0.0,91.05,0.0,0.0,0.0,1
228,POR,Robin Lopez,22014,0021400812,2015-02-20,POR @ UTA,28.126666666666665,0.0,0.0,0.0,0.0,0.0,0.0,93.863,0.0,0.0,0.0,30
229,BOS,Svi Mykhailiuk,42023,0042300304,2024-05-27,BOS @ IND,1.7133333333333334,,,,,,,35.247,0.1,0.0,0.1,13
230,DET,Jalen Duren,22023,0022300675,2024-01-31,DET @ CLE,29.433333333333326,0.539,0.437,0.097,0.01,0.013,0.056,101.914,0.651,0.41,-5.5,36
231,DEN,Nate Robinson,22013,0021300812,2014-02-20,DEN @ MIL,3.0666666666666664,,,,,,,21.441,0.0,0.0,0.0,52
232,UTA,Earl Watson,22010,0021000324,2010-12-08,UTA vs. MIA,18.256666666666668,0.0,0.0,0.0,0.0,0.0,0.0,88.776,0.0,0.0,0.0,22
233,CHI,Onuralp Bitim,22023,0022300971,2024-03-16,CHI vs. WAS,14.52,,,,,,,87.609,0.42,0.15,-2.1,21
234,DET,Khyri Thomas,22018,0021800392,2018-12-10,DET @ PHI,1.975,,,,,,,31.622,0.133,0.0,-0.9,14
235,BOS,Malik Fitts,22021,22100960,2022-03-06,BOS vs. BKN,2.6533333333333333,,,,,,,30.502,0.025,0.0,-2.9,21
236,ORL,Larry Hughes,22011,0021100294,2012-01-29,ORL vs. IND,4.459999999999999,,,,,,,27.315,0.0,0.0,0.0,19
237,BOS,Luke Kornet,22023,0022300816,2024-02-24,BOS @ NYK,15.150000000000002,0.318,0.27,0.055,0.019,0.052,0.024,98.943,0.547,0.35,3.3,49
238,MIN,Rudy Gobert,22023,0022300058,2023-11-28,MIN vs. OKC,31.395,0.392,0.333,0.045,0.016,0.071,0.064,98.115,0.632,0.607,3.7,16
239,MIA,Chris Bosh,42010,0041000112,2011-04-18,MIA vs. PHI,39.61666666666667,0.0,0.0,0.0,0.0,0.0,0.0,86.63,0.0,0.0,0.0,1
240,BOS,Ray Allen,22010,0021000023,2010-10-29,BOS vs. NYK,37.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0,92.955,0.0,0.0,0.0,2
241,CHI,Luol Deng,22010,0021000345,2010-12-11,CHI vs. MIN,39.81,0.0,0.0,0.0,0.0,0.0,0.0,93.761,0.0,0.0,0.0,21
242,DAL,Maxi Kleber,42019,0041900155,2020-08-25,DAL @ LAC,34.84166666666667,0.135,0.209,0.044,0.007,0.021,0.029,104.17,0.263,0.375,-6.0,4
243,MIL,Sam Merrill,22020,0022000754,2021-04-03,MIL @ SAC,6.7316666666666665,,,,,,,64.733,0.238,0.0,-1.8,36
244,NYK,Tyson Chandler,22012,0021200630,2013-01-24,NYK @ BOS,34.825,0.0,0.0,0.0,0.0,0.0,0.0,91.357,0.0,0.0,0.0,39
245,MIN,Gorgui Dieng,22019,0021900326,2019-12-06,MIN @ OKC,11.52,,,,,,,92.407,0.308,0.2,-1.4,20
246,MIN,D'Angelo Russell,22021,22100008,2021-10-20,MIN vs. HOU,,,,,,,,,,,,0
247,SAS,Kawhi Leonard,22016,0021600482,2016-12-28,SAS vs. PHX,32.901666666666664,0.758,0.179,0.112,0.059,0.019,0.065,96.08,0.52,0.963,9.5,31
