,GAME_ID,GAME_DATE,MATCHUP,HOME_EFG_PCT,HOME_FTA_RATE,HOME_TM_TOV_PCT,HOME_OREB_PCT,HOME_OPP_EFG_PCT,HOME_OPP_FTA_RATE,HOME_OPP_TOV_PCT,HOME_OPP_OREB_PCT,HOME_GAME_COUNT,AWAY_EFG_PCT,AWAY_FTA_RATE,AWAY_TM_TOV_PCT,AWAY_OREB_PCT,AWAY_OPP_EFG_PCT,AWAY_OPP_FTA_RATE,AWAY_OPP_TOV_PCT,AWAY_OPP_OREB_PCT,AWAY_GAME_COUNT,PLUS_MINUS,TOTAL_POINTS,HOME_SPREAD,OVER_UNDER
678,21600250,2016-11-27,NOP @ DAL,0.481,0.26,0.138,0.239,0.422,0.234,0.148,0.271,15,0.422,0.234,0.148,0.208,0.481,0.26,0.138,0.261,17,10.0,172,4.5,197.0
679,22200450,2022-12-18,CHA @ DEN,0.516,0.362,0.13,0.268,0.49,0.24,0.105,0.218,28,0.49,0.24,0.105,0.218,0.516,0.362,0.13,0.339,29,4.0,234,-9.5,236.0
680,22100251,2021-11-21,DEN @ PHX,0.592,0.299,0.128,0.233,0.428,0.311,0.1,0.267,15,0.428,0.311,0.1,0.2,0.592,0.299,0.128,0.256,16,29.0,223,-8.0,209.5
681,21200266,2012-12-05,TOR @ SAC,0.5,0.415,0.155,0.208,0.442,0.326,0.111,0.264,16,0.442,0.326,0.111,0.189,0.5,0.415,0.155,0.354,18,7.0,207,-2.5,197.0
682,22301173,2024-04-12,CHA @ BOS,0.587,0.125,0.06,0.314,0.52,0.289,0.197,0.128,80,0.52,0.289,0.197,0.085,0.587,0.125,0.06,0.353,80,33.0,229,-7.5,217.5
683,21500406,2015-12-20,MIL @ PHX,0.5,0.324,0.211,0.143,0.551,0.304,0.144,0.222,28,0.551,0.304,0.144,0.133,0.5,0.324,0.211,0.19,28,-6.0,196,-6.5,203.5
684,21300792,2014-02-18,ATL @ IND,0.551,0.329,0.142,0.14,0.558,0.247,0.231,0.318,52,0.558,0.247,0.231,0.273,0.551,0.329,0.142,0.233,51,10.0,206,-10.0,195.0
685,21200298,2012-12-10,DET @ PHI,0.561,0.28,0.132,0.31,0.426,0.407,0.138,0.37,20,0.426,0.407,0.138,0.259,0.561,0.28,0.132,0.357,22,7.0,201,-6.0,186.5
686,22201097,2023-03-24,IND @ BOS,0.57,0.204,0.14,0.173,0.488,0.262,0.162,0.163,73,0.488,0.262,0.162,0.122,0.57,0.204,0.14,0.231,73,25.0,215,-11.0,236.5
687,21701203,2018-04-08,GSW @ PHX,0.478,0.174,0.141,0.145,0.594,0.167,0.107,0.152,80,0.594,0.167,0.107,0.109,0.478,0.174,0.141,0.236,80,-17.0,217,13.5,217.0
688,22300687,2024-02-01,CLE @ MEM,0.478,0.189,0.126,0.13,0.558,0.209,0.143,0.229,47,0.558,0.209,0.143,0.208,0.478,0.189,0.126,0.241,45,-7.0,209,8.5,214.0
689,21900502,2019-12-31,GSW @ SAS,0.542,0.177,0.097,0.189,0.521,0.188,0.087,0.214,31,0.521,0.188,0.087,0.161,0.542,0.177,0.097,0.283,34,4.0,230,-9.5,220.0
690,21800652,2019-01-15,MIN @ PHI,0.712,0.228,0.139,0.205,0.433,0.389,0.102,0.207,44,0.433,0.389,0.102,0.155,0.712,0.228,0.139,0.308,43,42.0,256,-6.5,234.0
691,21400439,2014-12-26,LAL @ DAL,0.536,0.289,0.129,0.122,0.419,0.202,0.16,0.415,30,0.419,0.202,0.16,0.369,0.536,0.289,0.129,0.204,29,4.0,200,-13.0,214.5
692,22300514,2024-01-09,POR @ NYK,0.517,0.258,0.151,0.283,0.419,0.209,0.155,0.25,36,0.419,0.209,0.155,0.214,0.517,0.258,0.151,0.377,35,28.0,196,-13.0,229.0
693,41400404,2015-06-11,GSW @ CLE,0.352,0.318,0.096,0.258,0.545,0.351,0.078,0.182,17,0.545,0.351,0.078,0.136,0.352,0.318,0.096,0.355,18,-21.0,185,3.5,194.0
694,21400107,2014-11-11,CHA @ POR,0.473,0.172,0.124,0.278,0.513,0.36,0.138,0.171,7,0.513,0.36,0.138,0.146,0.473,0.172,0.124,0.352,7,2.0,202,-6.0,194.0
695,22000470,2021-02-21,DEN @ ATL,0.593,0.407,0.114,0.238,0.607,0.19,0.129,0.146,29,0.607,0.19,0.129,0.073,0.593,0.407,0.114,0.238,29,8.0,238,2.5,232.5
696,21800664,2019-01-16,UTA @ LAC,0.51,0.143,0.114,0.2,0.576,0.43,0.121,0.295,43,0.576,0.43,0.121,0.182,0.51,0.143,0.114,0.218,45,-20.0,238,-1.0,224.5
697,22100044,2021-10-25,WAS @ BKN,0.479,0.181,0.087,0.13,0.395,0.211,0.113,0.238,3,0.395,0.211,0.113,0.159,0.479,0.181,0.087,0.148,2,14.0,194,-7.0,228.5
698,21800385,2018-12-08,MIN @ POR,0.53,0.361,0.196,0.292,0.478,0.242,0.117,0.245,25,0.478,0.242,0.117,0.189,0.53,0.361,0.196,0.354,25,8.0,218,-3.5,218.5
699,22100426,2021-12-15,MEM @ POR,0.47,0.341,0.144,0.096,0.543,0.366,0.16,0.271,28,0.543,0.366,0.16,0.229,0.47,0.341,0.144,0.173,28,-10.0,216,2.5,218.5
700,21800464,2018-12-19,GSW @ UTA,0.484,0.237,0.147,0.172,0.453,0.189,0.114,0.211,31,0.453,0.189,0.114,0.175,0.484,0.237,0.147,0.293,31,5.0,211,2.0,218.0
701,22300435,2023-12-29,OKC @ DEN,0.482,0.176,0.164,0.096,0.571,0.176,0.12,0.283,33,0.571,0.176,0.12,0.217,0.482,0.176,0.164,0.192,29,-26.0,212,-1.5,237.5
702,21600080,2016-11-05,CLE @ PHI,0.54,0.138,0.163,0.102,0.484,0.198,0.154,0.218,4,0.484,0.198,0.154,0.2,0.54,0.138,0.163,0.204,5,-1.0,203,12.0,205.5
703,21800672,2019-01-18,MIA @ DET,0.506,0.22,0.128,0.163,0.571,0.247,0.195,0.239,43,0.571,0.247,0.195,0.152,0.506,0.22,0.128,0.184,42,5.0,191,-2.5,206.5
704,21700931,2018-03-02,DEN @ MEM,0.495,0.165,0.199,0.327,0.589,0.356,0.234,0.303,60,0.589,0.356,0.234,0.182,0.495,0.165,0.199,0.385,61,-6.0,210,7.5,213.5
705,22100266,2021-11-23,DAL @ LAC,0.471,0.341,0.181,0.226,0.506,0.303,0.144,0.314,17,0.506,0.303,0.144,0.235,0.471,0.341,0.181,0.34,16,-8.0,216,-3.5,210.5
706,21200605,2013-01-21,IND @ MEM,0.446,0.084,0.172,0.292,0.551,0.159,0.236,0.306,39,0.551,0.159,0.236,0.25,0.446,0.084,0.172,0.396,41,-1.0,163,-6.0,171.0
707,22000349,2021-02-05,DET @ PHX,0.565,0.188,0.211,0.222,0.412,0.308,0.131,0.339,20,0.412,0.308,0.131,0.274,0.565,0.188,0.211,0.356,21,17.0,201,-8.0,212.0
708,21701063,2018-03-20,DET @ PHX,0.417,0.222,0.18,0.203,0.521,0.165,0.08,0.255,71,0.521,0.165,0.08,0.218,0.417,0.222,0.18,0.322,70,-27.0,203,7.5,215.5
709,22001064,2021-05-15,CHA @ NYK,0.602,0.17,0.102,0.156,0.446,0.235,0.076,0.343,70,0.446,0.235,0.076,0.224,0.602,0.17,0.102,0.178,70,9.0,227,-5.5,213.5
710,21700926,2018-03-02,DET @ ORL,0.587,0.221,0.163,0.159,0.5,0.261,0.135,0.268,61,0.5,0.261,0.135,0.232,0.587,0.221,0.163,0.205,61,9.0,221,2.5,213.5
711,22200781,2023-02-02,CHA @ CHI,0.589,0.329,0.145,0.19,0.457,0.161,0.152,0.364,50,0.457,0.161,0.152,0.291,0.589,0.329,0.145,0.238,52,16.0,212,-6.5,237.5
712,21300457,2013-12-30,MIA @ DEN,0.519,0.136,0.162,0.186,0.59,0.418,0.149,0.231,29,0.59,0.418,0.149,0.128,0.519,0.136,0.162,0.349,30,-3.0,191,4.0,200.5
713,42300133,2024-04-25,CLE @ ORL,0.582,0.174,0.096,0.304,0.439,0.159,0.145,0.25,2,0.439,0.159,0.145,0.096,0.582,0.174,0.096,0.391,2,38.0,204,-3.0,203.5
714,22000808,2021-04-11,MIL @ ORL,0.419,0.221,0.138,0.125,0.59,0.16,0.119,0.306,52,0.59,0.16,0.119,0.245,0.419,0.221,0.138,0.196,52,-37.0,211,9.0,224.5
715,21800183,2018-11-10,LAL @ SAC,0.38,0.217,0.178,0.206,0.475,0.172,0.152,0.349,12,0.475,0.172,0.152,0.27,0.38,0.217,0.178,0.286,11,-15.0,187,6.0,237.5
716,21400150,2014-11-17,ORL @ DET,0.469,0.3,0.148,0.189,0.601,0.19,0.131,0.205,10,0.601,0.19,0.131,0.154,0.469,0.3,0.148,0.264,11,-14.0,200,-4.0,190.5
717,21700250,2017-11-20,ATL @ SAS,0.506,0.067,0.188,0.286,0.482,0.094,0.159,0.212,16,0.482,0.094,0.159,0.173,0.506,0.067,0.188,0.347,16,11.0,181,-9.5,201.5
718,21400986,2015-03-15,MIN @ SAS,0.655,0.179,0.142,0.162,0.483,0.209,0.162,0.275,64,0.483,0.209,0.162,0.216,0.655,0.179,0.142,0.216,64,26.0,220,-13.5,207.5
719,21300917,2014-03-07,MEM @ CHI,0.427,0.187,0.157,0.136,0.481,0.231,0.148,0.283,61,0.481,0.231,0.148,0.239,0.427,0.187,0.157,0.227,60,-8.0,162,-1.0,178.5
720,22200231,2022-11-18,BOS @ NOP,0.569,0.149,0.132,0.156,0.6,0.2,0.173,0.289,15,0.6,0.2,0.173,0.244,0.569,0.149,0.132,0.178,15,-8.0,226,2.5,230.0
721,41900311,2020-09-18,DEN @ LAL,0.596,0.446,0.118,0.227,0.548,0.337,0.156,0.341,10,0.548,0.337,0.156,0.205,0.596,0.446,0.118,0.318,14,12.0,240,-7.0,210.5
722,22101152,2022-04-01,DAL @ WAS,0.639,0.244,0.089,0.19,0.506,0.333,0.133,0.174,76,0.506,0.333,0.133,0.109,0.639,0.244,0.089,0.238,77,32.0,238,8.0,217.5
723,21700393,2017-12-11,MIA @ MEM,0.444,0.375,0.161,0.12,0.667,0.364,0.158,0.156,26,0.667,0.364,0.158,0.063,0.444,0.375,0.161,0.3,25,-25.0,189,-1.0,194.0
724,21900470,2019-12-27,IND @ MIA,0.539,0.213,0.135,0.28,0.567,0.133,0.041,0.085,30,0.567,0.133,0.041,0.043,0.539,0.213,0.135,0.32,31,1.0,225,-4.0,211.5
725,21200195,2012-11-25,BOS @ ORL,0.517,0.211,0.177,0.2,0.481,0.181,0.135,0.407,12,0.481,0.181,0.135,0.288,0.517,0.211,0.177,0.26,13,-6.0,226,5.0,192.5
726,21700278,2017-11-25,ORL @ PHI,0.589,0.211,0.106,0.229,0.523,0.36,0.097,0.173,17,0.523,0.36,0.097,0.135,0.589,0.211,0.106,0.25,19,19.0,241,-6.0,221.0
727,21500377,2015-12-16,MEM @ CHI,0.494,0.221,0.149,0.18,0.454,0.368,0.169,0.245,22,0.454,0.368,0.169,0.102,0.494,0.221,0.149,0.28,26,13.0,183,-4.0,194.5
728,21600661,2017-01-22,GSW @ ORL,0.474,0.167,0.116,0.2,0.579,0.213,0.184,0.354,45,0.579,0.213,0.184,0.271,0.474,0.167,0.116,0.233,43,-20.0,216,14.0,224.5
729,21300759,2014-02-09,NOP @ BKN,0.576,0.439,0.235,0.189,0.398,0.325,0.169,0.345,48,0.398,0.325,0.169,0.276,0.576,0.439,0.235,0.297,49,12.0,174,-5.0,194.0
730,22000254,2021-01-24,ATL @ MIL,0.604,0.297,0.164,0.364,0.59,0.265,0.093,0.163,15,0.59,0.265,0.093,0.116,0.604,0.297,0.164,0.477,15,14.0,244,-12.0,225.5
731,21400242,2014-11-30,CHI @ BKN,0.384,0.279,0.1,0.127,0.543,0.493,0.206,0.211,14,0.543,0.493,0.206,0.184,0.384,0.279,0.1,0.164,16,-18.0,186,3.0,193.5
732,21200911,2013-03-06,MIL @ LAC,0.609,0.161,0.116,0.22,0.563,0.19,0.148,0.163,62,0.563,0.19,0.148,0.116,0.609,0.161,0.116,0.268,58,16.0,218,-9.5,204.0
733,21200309,2012-12-12,BKN @ TOR,0.52,0.227,0.156,0.171,0.531,0.547,0.201,0.316,22,0.531,0.547,0.201,0.211,0.52,0.227,0.156,0.22,20,-6.0,182,6.5,185.5
734,21701052,2018-03-19,CHA @ PHI,0.548,0.086,0.168,0.327,0.417,0.357,0.09,0.185,68,0.417,0.357,0.09,0.111,0.548,0.086,0.168,0.327,70,14.0,202,-8.5,220.5
735,22201042,2023-03-16,DEN @ DET,0.529,0.212,0.175,0.26,0.573,0.281,0.103,0.378,70,0.573,0.281,0.103,0.289,0.529,0.212,0.175,0.32,69,-19.0,219,14.5,228.5
736,21801089,2019-03-23,MIA @ WAS,0.474,0.24,0.124,0.362,0.568,0.216,0.125,0.298,73,0.568,0.216,0.125,0.255,0.474,0.24,0.124,0.448,72,-5.0,221,-1.0,220.5
737,21400984,2015-03-15,DEN @ NOP,0.495,0.212,0.169,0.263,0.49,0.192,0.098,0.267,65,0.49,0.192,0.098,0.2,0.495,0.212,0.169,0.298,66,-7.0,229,-7.5,208.0
738,21600922,2017-03-04,LAC @ CHI,0.458,0.241,0.196,0.292,0.518,0.188,0.147,0.289,61,0.518,0.188,0.147,0.244,0.458,0.241,0.196,0.375,61,-10.0,192,2.5,209.5
739,22000448,2021-05-11,DEN @ CHA,0.522,0.22,0.167,0.306,0.572,0.313,0.168,0.227,68,0.572,0.313,0.168,0.227,0.522,0.22,0.167,0.347,68,-5.0,229,6.0,223.0
