,TEAM_ABBREVIATION,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,PLUS_MINUS,PTS,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,rolling_10_avg_EFG_PCT,rolling_10_avg_FTA_RATE,rolling_10_avg_TM_TOV_PCT,rolling_10_avg_OREB_PCT,rolling_10_avg_OPP_EFG_PCT,rolling_10_avg_OPP_FTA_RATE,rolling_10_avg_OPP_TOV_PCT,rolling_10_avg_OPP_OREB_PCT,game_count
227,NOP,22022,0022200269,2022-11-23,NOP @ SAS,19.0,129,0.659,0.366,19.6,0.268,0.541,0.329,0.183,0.26,0.5516,0.2679,13.789999999999997,0.2878,0.5403,0.2523,0.16519999999999999,0.2474,17
228,CHI,22020,0022001051,2021-05-13,CHI vs. TOR,12.0,114,0.645,0.12,19.0,0.289,0.511,0.2,0.108,0.182,0.5317999999999999,0.18309999999999998,13.720000000000002,0.25129999999999997,0.53,0.2686,0.1212,0.2162,69
229,ATL,22011,0021100636,2012-03-14,ATL @ LAC,-14.0,82,0.485,0.294,19.3,0.268,0.614,0.243,0.145,0.222,0.48230000000000006,0.2365,17.71,0.3008,0.4790000000000001,0.3001,0.1694,0.2993,42
230,NOP,22015,0021500941,2016-03-07,NOP vs. SAC,3.0,115,0.516,0.277,15.3,0.226,0.536,0.325,0.213,0.209,0.4899,0.2622,13.410000000000002,0.21269999999999997,0.5316,0.31920000000000004,0.15299999999999997,0.24980000000000002,61
231,DEN,22021,22100864,2022-02-14,DEN vs. ORL,10.0,121,0.568,0.261,21.3,0.319,0.5,0.253,0.143,0.212,0.5791,0.2445,15.039999999999997,0.2746,0.5282,0.26539999999999997,0.1116,0.2533,56
232,CHA,22021,22100041,2021-10-25,CHA vs. BOS,-11.0,129,0.539,0.272,12.4,0.274,0.589,0.248,0.106,0.245,0.5336666666666666,0.21366666666666667,12.133333333333333,0.299,0.5383333333333332,0.21433333333333335,0.16866666666666666,0.21366666666666667,3
233,BKN,22022,0022201031,2023-03-14,BKN @ OKC,-14.0,107,0.5,0.415,16.3,0.26,0.51,0.232,0.104,0.321,0.5225000000000001,0.2774,12.37,0.2032,0.5558,0.23779999999999996,0.1466,0.3034,68
234,NYK,22011,0021100915,2012-04-17,NYK vs. BOS,8.0,118,0.696,0.23,18.4,0.364,0.629,0.515,0.128,0.206,0.5084,0.28179999999999994,16.15,0.2976,0.46900000000000003,0.3033,0.17619999999999997,0.3261,60
235,DAL,22022,0022201040,2023-03-15,DAL @ SAS,9.0,137,0.61,0.43,17.3,0.289,0.528,0.243,0.089,0.317,0.5738,0.2782,11.53,0.1974,0.5726,0.2898,0.12940000000000002,0.23589999999999994,69
236,UTA,42019,0041900164,2020-08-23,UTA vs. DEN,2.0,129,0.671,0.493,10.6,0.25,0.575,0.13,0.063,0.385,0.6026666666666667,0.24733333333333332,11.933333333333332,0.3343333333333333,0.5373333333333333,0.19933333333333333,0.142,0.3013333333333333,3
237,MIA,22011,0021100906,2012-04-16,MIA @ NJN,3.0,101,0.549,0.38,15.2,0.229,0.53,0.195,0.156,0.318,0.4766,0.2797,14.470000000000002,0.33420000000000005,0.5056,0.26890000000000003,0.18249999999999997,0.2992,59
238,LAC,22014,0021400193,2014-11-23,LAC @ MEM,-16.0,91,0.461,0.364,10.6,0.125,0.535,0.271,0.17,0.413,0.5438,0.33130000000000004,13.539999999999997,0.2153,0.5138,0.3263000000000001,0.1505,0.268,11
239,CHI,22021,22100710,2022-03-03,CHI @ ATL,-6.0,124,0.67,0.08,14.4,0.27,0.631,0.333,0.064,0.22,0.5597000000000001,0.2579,12.209999999999997,0.24430000000000002,0.5336,0.2565,0.1041,0.2475,62
240,MEM,42014,0041400225,2015-05-13,MEM @ GSW,-20.0,78,0.422,0.12,18.0,0.333,0.556,0.123,0.192,0.318,0.46199999999999997,0.2827777777777778,12.022222222222222,0.26422222222222225,0.4861111111111111,0.2734444444444445,0.15433333333333332,0.25866666666666666,9
241,MIN,22020,0022000709,2021-03-29,MIN @ BKN,-5.0,107,0.456,0.165,14.4,0.333,0.529,0.294,0.152,0.217,0.5382999999999999,0.29700000000000004,13.1,0.2584,0.572,0.21839999999999998,0.1459,0.2938,46
242,MIA,42013,0041300403,2014-06-10,MIA vs. SAS,-19.0,92,0.597,0.387,23.5,0.229,0.664,0.5,0.151,0.267,0.5685,0.2921,14.819999999999999,0.23020000000000002,0.5348,0.31049999999999994,0.157,0.2931,17
243,ORL,22011,0021100103,2012-01-06,ORL vs. CHI,-14.0,83,0.447,0.28,20.7,0.191,0.488,0.198,0.131,0.38,0.5147142857142857,0.2832857142857143,15.77142857142857,0.2824285714285714,0.4587142857142857,0.3192857142857143,0.146,0.29328571428571426,7
244,HOU,22022,0022201051,2023-03-17,HOU vs. NOP,2.0,114,0.551,0.273,13.7,0.375,0.549,0.305,0.096,0.196,0.5401,0.24980000000000002,14.89,0.34900000000000003,0.5684,0.2793,0.12419999999999998,0.2452,69
245,DET,22011,0021100311,2012-01-31,DET @ NYK,-27.0,86,0.472,0.352,23.9,0.31,0.664,0.357,0.163,0.167,0.44650000000000006,0.2956,17.8,0.3034,0.5399,0.29630000000000006,0.16159999999999997,0.2699,22
246,PHX,22012,0021200546,2013-01-12,PHX @ CHI,16.0,97,0.534,0.342,20.0,0.333,0.375,0.239,0.122,0.333,0.46370000000000006,0.2169,15.65,0.3021,0.5023000000000001,0.24220000000000003,0.1376,0.3136,38
247,CLE,22023,0022300996,2024-03-20,CLE vs. MIA,-3.0,104,0.567,0.293,13.3,0.238,0.536,0.229,0.087,0.2,0.5421999999999999,0.2291,13.59,0.2451,0.5337,0.21340000000000003,0.12380000000000002,0.2728,68
248,WAS,22015,0021500820,2016-02-20,WAS @ MIA,-20.0,94,0.419,0.212,6.1,0.185,0.5,0.292,0.082,0.364,0.526,0.28820000000000007,12.749999999999996,0.19669999999999999,0.5292,0.3040999999999999,0.1623,0.2657,53
249,IND,22023,0022300755,2024-02-10,IND @ NYK,14.0,125,0.695,0.232,16.3,0.216,0.536,0.274,0.092,0.156,0.5748,0.2036,13.1,0.2859999999999999,0.5646999999999999,0.27349999999999997,0.134,0.3108,53
250,SAC,22010,0021000045,2010-11-01,SAC vs. TOR,3.0,111,0.506,0.307,11.8,0.388,0.512,0.341,0.157,0.429,0.5019999999999999,0.38166666666666665,13.666666666666666,0.3113333333333333,0.5383333333333332,0.4696666666666667,0.17400000000000002,0.3113333333333333,3
251,BOS,22020,0022000911,2021-04-25,BOS @ CHA,-21.0,104,0.466,0.295,13.3,0.286,0.618,0.118,0.111,0.255,0.5493,0.2455,17.28,0.27549999999999997,0.5165,0.24130000000000001,0.12999999999999998,0.2436000000000001,60
252,PHI,22010,0021000555,2011-01-11,PHI vs. IND,-8.0,103,0.517,0.198,13.8,0.356,0.556,0.122,0.136,0.364,0.48500000000000004,0.33370000000000005,14.069999999999999,0.2771,0.5216999999999999,0.27820000000000006,0.1354,0.25,37
253,MIN,22010,0021001028,2011-03-18,MIN @ LAL,-8.0,98,0.483,0.205,17.9,0.365,0.524,0.274,0.168,0.348,0.48630000000000007,0.3157,17.1,0.333,0.48979999999999996,0.31510000000000005,0.1451,0.3063,69
254,OKC,22021,22101113,2022-03-26,OKC @ DEN,-6.0,107,0.548,0.19,16.7,0.178,0.529,0.282,0.149,0.25,0.5336000000000001,0.25880000000000003,13.86,0.2473,0.5653,0.23060000000000005,0.11410000000000002,0.28450000000000003,73
255,MIN,22020,0022000741,2021-04-02,MIN @ MEM,-12.0,108,0.518,0.271,11.1,0.167,0.542,0.263,0.115,0.375,0.5126000000000001,0.28250000000000003,12.88,0.2533,0.5776,0.21080000000000002,0.154,0.2725,48
256,HOU,22019,0021900738,2020-02-02,HOU vs. NOP,8.0,117,0.467,0.21,7.5,0.231,0.5,0.213,0.209,0.377,0.5275,0.29789999999999994,14.030000000000001,0.26580000000000004,0.542,0.2632,0.13799999999999998,0.28650000000000003,48
257,DAL,22012,0021200135,2012-11-17,DAL @ CLE,8.0,103,0.581,0.27,23.7,0.216,0.417,0.208,0.107,0.41,0.5054000000000001,0.29990000000000006,15.15,0.25529999999999997,0.4769,0.34640000000000004,0.14040000000000002,0.324,10
258,CHA,22020,0022000459,2021-02-20,CHA vs. GSW,2.0,102,0.627,0.12,25.5,0.158,0.512,0.2,0.144,0.196,0.5624,0.19039999999999999,14.429999999999998,0.28759999999999997,0.5624,0.23559999999999998,0.1405,0.2648,28
259,PHI,22015,0021500554,2016-01-09,PHI vs. TOR,-13.0,95,0.556,0.175,14.3,0.267,0.58,0.36,0.138,0.289,0.48410000000000003,0.30579999999999996,19.32,0.3062,0.5261,0.31700000000000006,0.15489999999999998,0.271,38
260,HOU,22012,0021201088,2013-03-30,HOU vs. LAC,17.0,98,0.494,0.338,22.9,0.347,0.442,0.179,0.198,0.188,0.5001,0.335,18.309999999999995,0.31389999999999996,0.481,0.24910000000000002,0.1569,0.298,72
261,CHA,22020,0022000164,2021-01-13,CHA vs. DAL,-11.0,93,0.43,0.14,14.4,0.379,0.495,0.167,0.1,0.295,0.5197999999999999,0.28359999999999996,14.95,0.2665,0.5201,0.265,0.1594,0.28700000000000003,11
262,CLE,22021,22100657,2022-01-17,CLE vs. BKN,7.0,114,0.586,0.259,16.3,0.3,0.566,0.217,0.144,0.214,0.5332999999999999,0.26339999999999997,13.09,0.27649999999999997,0.5126999999999999,0.19050000000000003,0.11439999999999999,0.2894,44
263,ATL,22017,0021700042,2017-10-23,ATL @ MIA,-11.0,93,0.52,0.237,20.6,0.209,0.541,0.212,0.186,0.28,0.45100000000000007,0.22999999999999998,13.566666666666668,0.29,0.523,0.328,0.17266666666666666,0.29233333333333333,3
264,DET,22017,0021700977,2018-03-09,DET vs. CHI,16.0,99,0.525,0.222,16.8,0.267,0.403,0.108,0.138,0.311,0.48129999999999995,0.242,14.639999999999997,0.2892,0.5363,0.24810000000000004,0.1385,0.2534,65
265,NOP,22023,0022300951,2024-03-13,NOP vs. CLE,-21.0,95,0.463,0.325,12.2,0.149,0.62,0.033,0.123,0.2,0.5771,0.23440000000000003,13.440000000000003,0.2732,0.5073000000000001,0.2245,0.1418,0.3,64
266,NJN,22010,0021000914,2011-03-04,NJN vs. TOR,13.0,116,0.599,0.309,12.6,0.2,0.494,0.282,0.063,0.196,0.4539000000000001,0.2693,14.419999999999998,0.3001,0.5043,0.33290000000000003,0.13520000000000004,0.3004,60
267,TOR,22014,0021400304,2014-12-08,TOR vs. DEN,5.0,112,0.562,0.358,15.5,0.244,0.462,0.144,0.141,0.381,0.5273000000000001,0.30029999999999996,11.889999999999999,0.3266,0.5115,0.3064,0.14129999999999998,0.30629999999999996,20
268,DAL,22011,0021100460,2012-02-19,DAL @ NYK,-7.0,97,0.519,0.21,20.4,0.383,0.535,0.209,0.192,0.429,0.49349999999999994,0.24979999999999997,16.450000000000003,0.26569999999999994,0.4476,0.2913,0.15930000000000002,0.30079999999999996,31
269,POR,42013,0041300174,2014-04-27,POR vs. HOU,3.0,123,0.555,0.33,10.6,0.294,0.554,0.452,0.156,0.306,0.5046666666666667,0.3446666666666667,12.133333333333333,0.30633333333333335,0.4613333333333333,0.308,0.11566666666666665,0.41766666666666663,3
270,BKN,22022,0022200965,2023-03-05,BKN vs. CHA,16.0,102,0.457,0.239,7.9,0.175,0.42,0.17,0.1,0.107,0.5272,0.2856,12.639999999999999,0.2164,0.5676,0.28219999999999995,0.1308,0.2857,63
271,TOR,42018,0041800401,2019-05-30,TOR vs. GSW,9.0,118,0.591,0.416,10.3,0.179,0.513,0.397,0.171,0.311,0.5025000000000001,0.30500000000000005,12.15,0.2435,0.49079999999999996,0.3258,0.1419,0.2744,18
272,NOP,22021,22100794,2022-02-04,NOP @ DEN,8.0,113,0.613,0.307,15.8,0.273,0.571,0.218,0.16,0.186,0.49119999999999997,0.2811,12.419999999999998,0.278,0.5314,0.2598,0.15419999999999998,0.25780000000000003,51
273,CHA,22017,0021700824,2018-02-09,CHA @ UTA,-12.0,94,0.465,0.224,7.4,0.115,0.548,0.202,0.142,0.273,0.5124000000000001,0.3075,12.53,0.2902,0.5604,0.22039999999999998,0.14079999999999998,0.2082,54
274,CHI,22023,0022300898,2024-03-06,CHI @ UTA,2.0,119,0.594,0.167,9.5,0.244,0.536,0.167,0.101,0.377,0.5218,0.2307,11.56,0.3047,0.557,0.24700000000000003,0.1357,0.2813,61
275,IND,22013,0021300437,2013-12-28,IND vs. BKN,14.0,105,0.592,0.352,18.5,0.242,0.519,0.208,0.141,0.14,0.5212,0.30050000000000004,15.219999999999999,0.2525,0.4779999999999999,0.23900000000000002,0.14309999999999998,0.2544,28
276,MEM,22021,22101063,2022-03-20,MEM @ HOU,24.0,122,0.563,0.177,13.1,0.212,0.488,0.279,0.157,0.13,0.5284000000000001,0.23450000000000001,11.74,0.3418999999999999,0.5144,0.2741,0.1268,0.2831,71
277,MIN,22018,0021800234,2018-11-18,MIN vs. MEM,-13.0,87,0.463,0.2,20.6,0.3,0.5,0.305,0.126,0.216,0.5094999999999998,0.25070000000000003,13.709999999999999,0.28200000000000003,0.5201,0.24199999999999994,0.14850000000000002,0.32960000000000006,16
278,DAL,22017,0021700327,2017-12-02,DAL vs. LAC,26.0,108,0.557,0.329,18.9,0.383,0.384,0.267,0.114,0.317,0.5053,0.2077,13.540000000000001,0.1997,0.5138999999999999,0.3105,0.1449,0.19929999999999998,22
279,IND,22014,0021400962,2015-03-12,IND vs. MIL,6.0,109,0.551,0.354,18.5,0.136,0.407,0.396,0.137,0.254,0.508,0.27949999999999997,13.849999999999998,0.2684,0.42580000000000007,0.25980000000000003,0.148,0.3209,63
280,OKC,22018,0021800163,2018-11-08,OKC vs. HOU,18.0,98,0.5,0.296,16.5,0.375,0.445,0.122,0.186,0.278,0.4958,0.32020000000000004,13.430000000000001,0.29300000000000004,0.5034,0.31690000000000007,0.17959999999999998,0.2827,10
281,ORL,22022,0022201118,2023-03-26,ORL vs. BKN,13.0,119,0.571,0.329,11.0,0.262,0.451,0.308,0.145,0.333,0.5424,0.2593,13.5,0.2822,0.57,0.29240000000000005,0.14909999999999998,0.2394,74
282,CHI,22021,22100430,2022-02-03,CHI @ TOR,-7.0,120,0.544,0.267,15.5,0.265,0.487,0.168,0.108,0.379,0.546,0.2467,12.41,0.24919999999999995,0.5567,0.2435,0.1179,0.23489999999999994,50
283,CLE,22015,0021500291,2015-12-05,CLE @ MIA,-15.0,84,0.4,0.282,16.3,0.328,0.596,0.426,0.179,0.222,0.5191,0.2712,15.959999999999997,0.2952,0.4965,0.29359999999999997,0.1265,0.22999999999999998,19
284,DET,22013,0021301104,2014-03-31,DET vs. MIL,5.0,116,0.521,0.216,11.5,0.352,0.472,0.409,0.132,0.389,0.4854,0.2499,15.0,0.30110000000000003,0.513,0.2983,0.12360000000000002,0.2893,73
285,MIN,22021,22100227,2021-11-18,MIN vs. SAS,25.0,115,0.599,0.174,13.8,0.277,0.452,0.226,0.129,0.231,0.4864,0.1817,17.049999999999997,0.31570000000000004,0.5152,0.28480000000000005,0.1699,0.3408,14
286,POR,22015,0021500098,2015-11-08,POR vs. DET,-17.0,103,0.599,0.237,23.5,0.189,0.547,0.229,0.093,0.358,0.5318333333333334,0.2675,16.0,0.28099999999999997,0.4628333333333334,0.336,0.12716666666666665,0.2775,6
287,NYK,22013,0021301197,2014-04-13,NYK vs. CHI,11.0,100,0.512,0.259,10.0,0.239,0.432,0.432,0.174,0.326,0.5336,0.25739999999999996,14.6,0.2622,0.54,0.3172,0.1605,0.2959,79
288,POR,22010,0021000807,2011-02-13,POR @ DET,5.0,105,0.594,0.469,15.9,0.133,0.559,0.441,0.2,0.382,0.504,0.28099999999999997,15.020000000000001,0.3007,0.5165,0.30890000000000006,0.1698,0.3514,53
289,MIA,22023,0022301176,2024-04-12,MIA vs. TOR,22.0,125,0.622,0.267,7.1,0.205,0.545,0.286,0.176,0.195,0.5567,0.24420000000000003,13.38,0.2518,0.518,0.19519999999999998,0.1322,0.23920000000000002,80
290,BOS,42021,42100406,2022-06-16,BOS vs. GSW,-13.0,90,0.494,0.15,24.7,0.348,0.516,0.087,0.174,0.407,0.5180999999999999,0.3261,16.71,0.2752,0.49960000000000004,0.1981,0.12869999999999998,0.2638,23
291,DET,22018,0021800680,2019-01-19,DET vs. SAC,-2.0,101,0.5,0.305,17.9,0.34,0.506,0.202,0.131,0.314,0.5123000000000001,0.23220000000000005,14.279999999999998,0.2532,0.5580999999999999,0.3073,0.1489,0.2399,44
292,LAL,22010,0021000333,2010-12-10,LAL @ CHI,-4.0,84,0.455,0.231,19.8,0.261,0.463,0.213,0.215,0.319,0.4974,0.30829999999999996,14.35,0.30389999999999995,0.47800000000000004,0.26080000000000003,0.15599999999999997,0.3168,22
293,SAS,22010,0021000932,2011-03-06,SAS vs. LAL,-16.0,83,0.401,0.221,12.8,0.31,0.511,0.111,0.09,0.34,0.5338,0.30519999999999997,14.98,0.25989999999999996,0.4608,0.2487,0.12369999999999999,0.2965000000000001,62
294,CHA,22013,0021300202,2013-11-25,CHA vs. BOS,-10.0,86,0.466,0.27,19.1,0.293,0.494,0.263,0.133,0.304,0.4455,0.33470000000000005,14.75,0.30710000000000004,0.4819,0.29660000000000003,0.16570000000000001,0.2763,14
295,PHX,22010,0021000642,2011-01-22,PHX @ DET,-1.0,74,0.453,0.122,18.3,0.261,0.377,0.21,0.107,0.321,0.5134000000000001,0.3176,14.439999999999998,0.24830000000000002,0.5064,0.2935,0.14440000000000003,0.3043,41
296,BOS,22011,0021100813,2012-04-05,BOS @ CHI,-7.0,86,0.461,0.234,15.7,0.244,0.444,0.325,0.134,0.354,0.4928,0.2481,14.2,0.1803,0.4231,0.2696,0.1632,0.3146,53
297,OKC,22018,0021801146,2019-03-31,OKC vs. DAL,-3.0,103,0.444,0.224,8.1,0.317,0.517,0.264,0.13,0.275,0.4939,0.2354,13.99,0.28070000000000006,0.5351,0.22880000000000003,0.1512,0.25389999999999996,76
298,BOS,22015,0021500668,2016-01-25,BOS @ WAS,25.0,116,0.539,0.256,10.7,0.17,0.473,0.4,0.194,0.196,0.4936999999999999,0.25880000000000003,13.64,0.29660000000000003,0.4814,0.29460000000000003,0.16110000000000002,0.31220000000000003,45
299,SAS,22012,0021200078,2012-11-09,SAS @ SAC,11.0,97,0.521,0.361,21.1,0.275,0.368,0.286,0.112,0.328,0.5172000000000001,0.26339999999999997,16.04,0.23480000000000004,0.47619999999999996,0.2518,0.18,0.2912,5
300,BOS,22016,0021600015,2016-10-27,BOS @ CHI,-6.0,99,0.553,0.316,12.2,0.07,0.451,0.326,0.121,0.373,0.601,0.202,18.3,0.279,0.521,0.206,0.15,0.345,1
301,PHX,22020,0022000433,2021-02-16,PHX vs. BKN,-4.0,124,0.636,0.136,6.3,0.125,0.695,0.183,0.106,0.114,0.5579000000000001,0.2239,13.820000000000002,0.2707,0.5087999999999999,0.25539999999999996,0.11370000000000002,0.26589999999999997,26
302,CHI,22013,0021300834,2014-02-23,CHI @ MIA,-14.0,79,0.395,0.21,21.8,0.423,0.472,0.159,0.092,0.296,0.4774000000000001,0.3106,17.03,0.32560000000000006,0.4806,0.25820000000000004,0.1637,0.26870000000000005,54
303,SAS,22021,22100166,2021-11-10,SAS vs. SAC,19.0,136,0.63,0.337,7.8,0.306,0.571,0.176,0.147,0.267,0.5129,0.17130000000000004,13.329999999999998,0.24930000000000002,0.522,0.19300000000000003,0.16529999999999997,0.2713,10
304,MEM,22023,0022300078,2023-10-27,MEM vs. DEN,-4.0,104,0.5,0.286,20.4,0.306,0.545,0.205,0.174,0.275,0.484,0.22,12.5,0.232,0.553,0.259,0.201,0.283,1
305,CLE,22017,0021700344,2017-12-04,CLE @ CHI,22.0,113,0.599,0.21,8.9,0.175,0.47,0.22,0.121,0.212,0.5690999999999999,0.2672,14.05,0.22690000000000002,0.5131,0.2283,0.1476,0.2638,23
306,OKC,22023,0022300682,2024-01-31,OKC vs. DEN,5.0,105,0.489,0.287,13.4,0.308,0.478,0.172,0.102,0.271,0.5447000000000001,0.2386,12.01,0.2539,0.5446000000000001,0.26420000000000005,0.15830000000000002,0.29910000000000003,47
307,PHI,22018,0021801027,2019-03-15,PHI vs. SAC,9.0,123,0.544,0.297,10.8,0.283,0.505,0.255,0.087,0.278,0.5011,0.27780000000000005,15.530000000000001,0.2932,0.4984,0.2514,0.11949999999999998,0.2539,68
308,IND,22016,0021600005,2016-10-26,IND vs. DAL,9.0,130,0.559,0.366,13.8,0.216,0.519,0.173,0.128,0.246,,,,,,,,,0
309,BOS,22022,0022200135,2022-11-05,BOS @ NYK,10.4,133,0.688,0.136,13.3,0.22,0.572,0.178,0.141,0.311,0.56125,0.29700000000000004,13.675,0.23675000000000002,0.533125,0.27287500000000003,0.121375,0.260875,8
310,UTA,42018,0041800174,2019-04-22,UTA vs. HOU,16.0,107,0.494,0.302,16.0,0.412,0.462,0.304,0.166,0.264,0.45599999999999996,0.34299999999999997,14.966666666666667,0.2456666666666667,0.5453333333333333,0.2986666666666667,0.13766666666666666,0.27166666666666667,3
311,MIN,22022,0022200676,2023-01-18,MIN @ DEN,-4.0,118,0.593,0.346,19.0,0.326,0.576,0.376,0.149,0.386,0.5644,0.2927,14.36,0.27499999999999997,0.5488999999999999,0.3154,0.1669,0.329,45
312,SAS,22016,0021600412,2016-12-18,SAS vs. NOP,13.0,113,0.552,0.256,14.6,0.304,0.517,0.157,0.121,0.26,0.5363,0.2657,15.279999999999998,0.23620000000000002,0.4852,0.24640000000000004,0.1559,0.2566,26
313,ORL,22012,0021200740,2013-02-08,ORL @ CLE,-11.0,108,0.57,0.151,19.8,0.31,0.531,0.513,0.062,0.279,0.4607000000000001,0.1685,15.76,0.274,0.5347999999999999,0.185,0.1347,0.2752,49
314,MEM,22014,0021400588,2015-01-16,MEM @ ORL,10.0,106,0.477,0.333,11.2,0.26,0.513,0.253,0.153,0.152,0.4993,0.2782,15.239999999999998,0.26660000000000006,0.5243,0.2646,0.1663,0.25370000000000004,38
315,MIN,22013,0021301065,2014-03-26,MIN vs. ATL,24.0,107,0.552,0.186,18.3,0.205,0.421,0.195,0.238,0.255,0.48299999999999993,0.31670000000000004,11.450000000000001,0.2705,0.5617000000000001,0.2701,0.1555,0.32249999999999995,69
316,TOR,22010,0021001041,2011-03-20,TOR @ OKC,2.0,95,0.469,0.296,12.0,0.224,0.433,0.467,0.119,0.245,0.5057,0.3056,15.459999999999999,0.302,0.5235,0.30339999999999995,0.1376,0.33069999999999994,68
317,CLE,22023,0022301158,2024-04-10,CLE vs. MEM,12.0,110,0.543,0.354,16.5,0.292,0.476,0.226,0.163,0.275,0.5521,0.21600000000000003,15.35,0.25229999999999997,0.5963999999999999,0.2202,0.1527,0.30450000000000005,79
318,LAL,22015,0021501153,2016-04-03,LAL vs. BOS,-7.0,100,0.444,0.322,10.9,0.207,0.495,0.242,0.116,0.269,0.45070000000000005,0.27579999999999993,13.709999999999999,0.2752,0.5335,0.29810000000000003,0.1347,0.2732,75
319,LAC,22021,22100266,2021-11-23,LAC vs. DAL,-8.0,104,0.471,0.341,18.8,0.34,0.506,0.303,0.144,0.314,0.5261000000000001,0.20129999999999998,15.25,0.2537,0.4904,0.13300000000000003,0.1346,0.25070000000000003,17
320,CLE,22022,0022201015,2023-03-12,CLE @ CHA,6.0,114,0.511,0.391,10.1,0.265,0.575,0.275,0.187,0.262,0.5590999999999999,0.25129999999999997,12.31,0.25980000000000003,0.5509000000000001,0.2883,0.16599999999999998,0.3141,69
321,PHI,22017,0021700027,2017-10-21,PHI @ TOR,-34.0,94,0.439,0.439,18.3,0.228,0.545,0.416,0.118,0.24,0.489,0.189,16.65,0.28700000000000003,0.47,0.3865,0.1385,0.3305,2
322,TOR,22022,0022200366,2022-12-07,TOR vs. LAL,13.0,126,0.5,0.226,10.2,0.371,0.466,0.402,0.14,0.235,0.5098,0.2758,14.550000000000002,0.3214,0.5652999999999999,0.2967,0.16840000000000002,0.25050000000000006,24
323,NYK,22016,0021600688,2017-01-25,NYK @ DAL,-8.0,95,0.462,0.13,19.1,0.407,0.506,0.289,0.075,0.174,0.5164,0.2375,15.389999999999997,0.3088,0.5007,0.2618,0.12149999999999998,0.31439999999999996,46
324,IND,22011,0021100173,2012-01-14,IND vs. BOS,14.0,97,0.399,0.245,15.6,0.441,0.416,0.217,0.192,0.308,0.4583000000000001,0.34690000000000004,17.06,0.2944,0.4622,0.2938,0.1673,0.3021,11
325,WAS,22022,0022200872,2023-02-14,WAS @ POR,25.0,126,0.677,0.278,16.5,0.235,0.488,0.279,0.124,0.236,0.5781999999999999,0.3008,14.680000000000001,0.29440000000000005,0.5477000000000001,0.2359,0.1132,0.288,56
326,POR,22017,0021700752,2018-01-30,POR @ LAC,8.0,104,0.434,0.224,12.9,0.333,0.447,0.306,0.129,0.208,0.5551000000000001,0.231,13.719999999999999,0.2777,0.5147999999999999,0.2831,0.11599999999999999,0.2745000000000001,49
327,WAS,22022,0022201130,2023-03-28,WAS vs. BOS,19.0,130,0.611,0.131,10.9,0.319,0.543,0.118,0.117,0.229,0.5519,0.25029999999999997,13.74,0.2511,0.569,0.23129999999999998,0.1101,0.2697,75
328,HOU,42018,0041800223,2019-05-04,HOU vs. GSW,5.0,126,0.581,0.28,15.4,0.412,0.516,0.305,0.074,0.268,0.5307142857142858,0.3127142857142857,16.057142857142857,0.24914285714285714,0.4795714285714286,0.30814285714285716,0.15442857142857142,0.31185714285714283,7
329,DAL,22014,0021400486,2015-01-02,DAL @ BOS,18.0,119,0.536,0.177,12.4,0.373,0.494,0.213,0.137,0.291,0.5286,0.28270000000000006,13.549999999999997,0.2467,0.49050000000000005,0.2731,0.158,0.30280000000000007,33
330,ORL,22011,0021100971,2012-04-25,ORL vs. CHA,7.0,102,0.488,0.341,14.1,0.327,0.479,0.457,0.143,0.195,0.48949999999999994,0.2263,13.95,0.3136,0.5253,0.2557,0.1394,0.2529,64
331,DEN,22022,0022200926,2023-02-28,DEN @ HOU,21.0,133,0.663,0.174,11.0,0.262,0.541,0.103,0.125,0.294,0.575,0.2473,14.790000000000001,0.2693,0.5371,0.24770000000000003,0.12149999999999998,0.24059999999999998,62
332,BOS,22023,0022300319,2023-12-14,BOS vs. CLE,9.0,116,0.582,0.235,13.4,0.295,0.548,0.205,0.164,0.273,0.5614000000000001,0.278,15.209999999999999,0.2855,0.5334,0.1984,0.1217,0.28409999999999996,22
333,IND,22017,0021700703,2018-01-24,IND vs. PHX,15.0,116,0.619,0.313,12.0,0.128,0.47,0.345,0.156,0.269,0.5291,0.1995,12.459999999999999,0.24620000000000003,0.5179,0.24539999999999998,0.1552,0.2502,47
334,MIN,22010,0021000900,2011-03-01,MIN vs. LAL,-11.0,79,0.423,0.205,14.6,0.25,0.406,0.338,0.178,0.423,0.44750000000000006,0.2995,18.0,0.3817,0.4936999999999999,0.3086,0.122,0.27569999999999995,60
335,UTA,42017,0041700171,2018-04-15,UTA @ OKC,-8.0,108,0.534,0.23,13.6,0.208,0.565,0.271,0.165,0.267,,,,,,,,,0
336,DEN,22018,0021800655,2019-01-15,DEN vs. GSW,-31.0,111,0.533,0.174,8.2,0.196,0.711,0.105,0.103,0.317,0.5431999999999999,0.23659999999999998,14.429999999999998,0.35059999999999997,0.5321,0.26260000000000006,0.1099,0.24689999999999998,42
337,MIA,22014,0021400349,2014-12-14,MIA vs. CHI,-18.0,75,0.375,0.225,16.5,0.315,0.528,0.296,0.217,0.308,0.514,0.32880000000000004,14.929999999999998,0.215,0.5628,0.263,0.17009999999999997,0.32030000000000003,23
