,TEAM_ABBREVIATION,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,PLUS_MINUS,PTS,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,rolling_10_avg_EFG_PCT,rolling_10_avg_FTA_RATE,rolling_10_avg_TM_TOV_PCT,rolling_10_avg_OREB_PCT,rolling_10_avg_OPP_EFG_PCT,rolling_10_avg_OPP_FTA_RATE,rolling_10_avg_OPP_TOV_PCT,rolling_10_avg_OPP_OREB_PCT,game_count
0,CHI,22018,0021800076,2018-10-27,CHI @ ATL,12.0,97,0.506,0.193,21.3,0.208,0.393,0.274,0.209,0.19,0.5408,0.279,14.059999999999999,0.23620000000000002,0.5366000000000001,0.258,0.11400000000000002,0.3236,5
1,BKN,22018,0021801041,2019-03-16,BKN @ UTA,-16.0,98,0.411,0.232,6.7,0.175,0.5,0.341,0.143,0.345,0.5316,0.30569999999999997,14.61,0.23009999999999997,0.4704,0.2476,0.12920000000000004,0.2928,70
2,HOU,22010,0021000698,2011-01-29,HOU @ SAS,-13.0,95,0.494,0.186,18.9,0.438,0.568,0.365,0.143,0.297,0.49479999999999985,0.274,12.02,0.2904,0.5154000000000001,0.253,0.13299999999999998,0.29019999999999996,48
3,WAS,22018,0021801211,2019-04-09,WAS vs. BOS,-6.0,110,0.495,0.186,14.3,0.316,0.53,0.232,0.059,0.22,0.5059,0.2665,12.14,0.29270000000000007,0.5722,0.21280000000000002,0.13779999999999998,0.26620000000000005,81
4,CHI,22021,22100499,2021-12-26,CHI vs. IND,8.0,113,0.638,0.289,15.0,0.139,0.479,0.223,0.092,0.281,0.5524,0.25250000000000006,13.85,0.274,0.5435,0.23089999999999997,0.1296,0.2717,29
5,CHI,22018,0021800507,2018-12-26,CHI vs. MIN,-25.0,94,0.442,0.168,10.2,0.217,0.554,0.204,0.118,0.327,0.5045999999999999,0.20660000000000003,17.38,0.23619999999999997,0.5087999999999999,0.2693,0.15139999999999998,0.29400000000000004,34
6,DAL,22017,0021700032,2017-10-21,DAL @ HOU,-16.0,91,0.446,0.25,14.1,0.158,0.543,0.268,0.152,0.178,0.514,0.262,14.5,0.1835,0.521,0.1545,0.14750000000000002,0.34550000000000003,2
7,WAS,22011,0021100478,2012-02-20,WAS @ PHX,-16.0,88,0.458,0.226,17.5,0.231,0.513,0.367,0.143,0.261,0.4783000000000001,0.29619999999999996,16.2,0.3193,0.5005,0.32120000000000004,0.1557,0.37039999999999995,31
8,DEN,22017,0021700094,2017-10-30,DEN @ NYK,-6.0,110,0.518,0.365,13.0,0.273,0.579,0.28,0.221,0.429,0.5078333333333334,0.21933333333333335,15.583333333333334,0.29000000000000004,0.49666666666666665,0.24383333333333332,0.144,0.251,6
9,TOR,42016,0041600211,2017-05-01,TOR @ CLE,-11.0,105,0.494,0.225,12.0,0.2,0.541,0.341,0.117,0.208,0.4951666666666666,0.34933333333333333,15.866666666666665,0.24,0.5068333333333334,0.27233333333333337,0.143,0.23500000000000001,6
10,MIL,22017,0021701002,2018-03-12,MIL @ MEM,18.0,121,0.654,0.272,19.8,0.351,0.522,0.213,0.093,0.231,0.5190000000000001,0.31900000000000006,16.03,0.2711,0.5459999999999999,0.2557,0.1524,0.2875,66
11,IND,22017,0021700106,2017-11-01,IND @ CLE,26.0,124,0.633,0.144,13.6,0.233,0.541,0.233,0.156,0.2,0.5245714285714286,0.2897142857142857,15.228571428571428,0.2942857142857143,0.5192857142857144,0.2267142857142857,0.15,0.29571428571428576,7
12,DET,22016,0021600342,2016-12-09,DET @ MIN,27.0,117,0.583,0.274,7.8,0.279,0.494,0.256,0.131,0.227,0.5209999999999999,0.1846,12.66,0.2673,0.4780000000000001,0.3065,0.11979999999999998,0.21480000000000002,24
13,TOR,22020,0022000027,2020-12-26,TOR @ SAS,-5.0,114,0.536,0.156,11.5,0.245,0.54,0.16,0.147,0.345,0.506,0.135,20.0,0.275,0.644,0.25,0.25,0.302,1
14,TOR,22022,0022200199,2022-11-14,TOR @ DET,4.0,115,0.537,0.341,17.2,0.31,0.519,0.558,0.183,0.375,0.5126999999999999,0.26830000000000004,12.939999999999998,0.3353,0.5670999999999999,0.24020000000000002,0.18039999999999998,0.2920999999999999,14
15,IND,22021,22100003,2021-10-20,IND @ CHA,-1.0,122,0.561,0.267,15.9,0.255,0.491,0.252,0.07,0.333,,,,,,,,,0
16,PHI,22021,22100901,2022-02-25,PHI @ MIN,31.0,133,0.628,0.439,11.8,0.205,0.471,0.291,0.154,0.231,0.5234,0.2786,13.11,0.23279999999999998,0.5205,0.24659999999999999,0.11699999999999999,0.2732,58
17,HOU,22012,0021200973,2013-03-15,HOU vs. MIN,8.0,108,0.561,0.419,19.1,0.31,0.519,0.247,0.139,0.222,0.5690000000000001,0.3204,17.3,0.3,0.5298999999999999,0.23970000000000002,0.16970000000000002,0.2933,65
18,CLE,22022,0022200452,2022-12-19,CLE vs. UTA,23.0,122,0.721,0.371,22.8,0.214,0.441,0.247,0.137,0.311,0.5427,0.2334,14.570000000000002,0.27799999999999997,0.5154000000000001,0.2592,0.154,0.25250000000000006,31
19,MIA,22020,0022000907,2021-04-24,MIA vs. CHI,5.0,106,0.538,0.3,13.5,0.208,0.563,0.165,0.186,0.195,0.5540999999999999,0.2569,14.2,0.2383,0.5628,0.24430000000000002,0.15799999999999997,0.28340000000000004,60
20,CLE,22014,0021400479,2014-12-31,CLE vs. MIL,-16.0,80,0.388,0.188,14.1,0.259,0.506,0.111,0.109,0.288,0.5134,0.2837,14.569999999999999,0.2719,0.5515000000000001,0.21480000000000002,0.1362,0.26549999999999996,31
21,PHX,22016,0021601067,2017-03-23,PHX @ BKN,-28.0,98,0.403,0.366,17.9,0.277,0.495,0.442,0.15,0.357,0.4746,0.2864,13.969999999999999,0.2609,0.49329999999999996,0.3699,0.1316,0.28200000000000003,71
22,DAL,22019,0021900180,2019-11-16,DAL vs. TOR,8.0,110,0.472,0.375,12.6,0.302,0.511,0.169,0.145,0.167,0.5252,0.2801,13.139999999999997,0.2933,0.5362,0.22959999999999997,0.1278,0.27569999999999995,11
23,HOU,22018,0021800774,2019-02-01,HOU @ DEN,-14.0,122,0.624,0.247,11.0,0.317,0.707,0.28,0.089,0.387,0.5201,0.32080000000000003,12.03,0.2541,0.5412,0.2844,0.15619999999999998,0.3109,50
24,DAL,22017,0021700603,2018-01-10,DAL @ CHA,4.0,115,0.56,0.337,8.0,0.089,0.571,0.357,0.106,0.191,0.5665000000000001,0.20140000000000002,10.920000000000002,0.21359999999999996,0.5661,0.2622,0.1397,0.2487,42
25,TOR,22023,0022300069,2023-10-25,TOR vs. MIN,3.0,97,0.478,0.178,13.9,0.207,0.38,0.22,0.13,0.368,,,,,,,,,0
26,MEM,22014,0021400222,2014-11-26,MEM @ LAL,6.0,99,0.481,0.313,15.1,0.283,0.457,0.296,0.131,0.26,0.5032,0.3003,13.440000000000001,0.3068,0.5005,0.24409999999999998,0.1558,0.27559999999999996,14
27,CHA,22011,0021100632,2012-03-14,CHA @ HOU,-20.0,87,0.432,0.235,14.3,0.143,0.571,0.202,0.181,0.325,0.4279,0.2947000000000001,15.12,0.3036,0.4969,0.3318,0.1611,0.3556,40
28,DET,22011,0021100161,2012-01-13,DET @ CHA,17.0,98,0.53,0.195,14.9,0.391,0.453,0.216,0.149,0.209,0.4537999999999999,0.2481,19.52,0.3175,0.5302,0.29510000000000003,0.1578,0.3001,11
29,SAS,22022,0022200555,2023-01-02,SAS @ BKN,-36.0,103,0.474,0.186,17.0,0.317,0.683,0.161,0.123,0.216,0.5510999999999999,0.2743,14.489999999999998,0.3463,0.5738000000000001,0.28609999999999997,0.13369999999999999,0.31939999999999996,36
30,CLE,22010,0021000741,2011-02-04,CLE @ MEM,-7.0,105,0.513,0.325,18.8,0.349,0.531,0.375,0.173,0.359,0.4526,0.3513,15.939999999999998,0.2696,0.5276,0.31089999999999995,0.14509999999999998,0.3132,49
31,LAL,22021,22100341,2021-12-03,LAL vs. LAC,-4.0,115,0.567,0.233,12.9,0.367,0.605,0.296,0.105,0.262,0.5301,0.2719,13.660000000000002,0.23979999999999996,0.5273,0.2435,0.1433,0.26180000000000003,23
32,UTA,22014,0021400933,2015-03-08,UTA @ BKN,7.0,95,0.542,0.292,20.5,0.4,0.553,0.145,0.159,0.214,0.48040000000000005,0.3122,18.57,0.34040000000000004,0.4295,0.2606,0.1464,0.28090000000000004,61
33,IND,22018,0021800299,2018-11-26,IND @ UTA,33.0,121,0.637,0.202,16.0,0.216,0.469,0.21,0.195,0.229,0.516,0.2474,15.040000000000001,0.2548,0.5420999999999999,0.2559,0.17029999999999998,0.213,19
34,PHI,22013,0021301008,2014-03-19,PHI vs. CHI,-8.0,94,0.525,0.235,15.1,0.235,0.482,0.325,0.165,0.367,0.45,0.27590000000000003,17.669999999999998,0.28709999999999997,0.5371,0.40759999999999996,0.1764,0.29500000000000004,67
35,MIL,22016,0021600031,2016-10-29,MIL vs. BKN,2.0,110,0.511,0.273,13.7,0.265,0.506,0.333,0.174,0.245,0.44,0.217,8.5,0.25,0.489,0.27,0.101,0.288,1
36,MIL,22014,0021400105,2014-11-11,MIL vs. OKC,7.0,85,0.426,0.296,17.6,0.358,0.368,0.218,0.163,0.35,0.47585714285714287,0.22457142857142856,18.357142857142858,0.30657142857142855,0.4695714285714286,0.34614285714285714,0.1712857142857143,0.33514285714285713,7
37,HOU,22010,0021000480,2010-12-31,HOU vs. TOR,9.0,114,0.511,0.308,12.9,0.314,0.438,0.281,0.136,0.345,0.5143,0.30400000000000005,15.679999999999998,0.34069999999999995,0.4957,0.32780000000000004,0.15360000000000001,0.29710000000000003,31
38,IND,22022,0022200538,2022-12-31,IND vs. LAC,1.0,131,0.602,0.33,11.8,0.273,0.638,0.363,0.159,0.211,0.5700999999999999,0.2358,14.540000000000001,0.22859999999999997,0.5234000000000001,0.2852,0.14300000000000002,0.3438,36
39,NOP,22017,0021701226,2018-04-11,NOP vs. SAS,24.0,122,0.619,0.216,18.1,0.282,0.446,0.207,0.161,0.246,0.5333,0.2041,13.89,0.23489999999999997,0.5045,0.1881,0.1493,0.28700000000000003,81
40,DET,22023,0022300512,2024-01-09,DET vs. SAC,-21.0,110,0.553,0.247,20.4,0.286,0.644,0.149,0.166,0.333,0.5532999999999999,0.28809999999999997,14.55,0.31529999999999997,0.5843999999999999,0.33269999999999994,0.12029999999999999,0.2835,36
41,ATL,22018,0021800848,2019-02-12,ATL vs. LAL,4.0,117,0.522,0.283,18.9,0.278,0.505,0.263,0.15,0.224,0.5591999999999999,0.2795,16.119999999999997,0.3038,0.562,0.2973,0.12530000000000002,0.29930000000000007,56
42,LAC,22011,0021100238,2012-01-22,LAC vs. TOR,12.0,103,0.542,0.556,22.7,0.391,0.407,0.383,0.182,0.309,0.49219999999999986,0.3376,15.25,0.3059,0.4741999999999999,0.33730000000000004,0.14900000000000002,0.29209999999999997,13
43,MIN,22023,0022301031,2024-03-24,MIN vs. GSW,4.0,114,0.601,0.214,15.8,0.191,0.529,0.306,0.127,0.224,0.5317000000000001,0.21460000000000004,11.55,0.2951,0.5327,0.2632,0.15589999999999998,0.27599999999999997,70
44,MIA,22017,0021701221,2018-04-11,MIA vs. TOR,7.0,116,0.486,0.189,8.7,0.349,0.505,0.228,0.132,0.241,0.5146,0.2133,14.15,0.2272,0.4812,0.2646,0.1458,0.2898,81
45,HOU,22022,0022200696,2023-01-21,HOU @ MIN,-9.0,104,0.538,0.418,22.5,0.36,0.56,0.289,0.117,0.106,0.516,0.26680000000000004,15.929999999999998,0.30910000000000004,0.5642,0.312,0.1109,0.2797,45
46,SAS,22023,0022300223,2023-11-20,SAS vs. LAC,-25.0,99,0.489,0.156,16.2,0.241,0.537,0.263,0.068,0.294,0.5321,0.19469999999999998,14.26,0.26220000000000004,0.5878,0.28090000000000004,0.1293,0.2683,13
47,NYK,22017,0021700519,2017-12-28,NYK @ SAS,-12.0,107,0.483,0.244,10.5,0.294,0.569,0.488,0.094,0.283,0.5011000000000001,0.23220000000000002,14.919999999999998,0.3046,0.5022,0.25680000000000003,0.15099999999999997,0.29590000000000005,34
48,CHA,22016,0021600123,2016-11-11,CHA vs. TOR,-2.0,111,0.5,0.258,12.4,0.31,0.511,0.244,0.052,0.188,0.4991428571428571,0.3274285714285714,11.528571428571428,0.23014285714285718,0.4815714285714286,0.20785714285714288,0.15142857142857144,0.2714285714285714,7
49,OKC,22021,22100574,2022-01-05,OKC @ MIN,-8.0,90,0.417,0.2,18.6,0.322,0.467,0.222,0.16,0.333,0.487,0.21799999999999997,11.719999999999999,0.24459999999999998,0.503,0.2509,0.124,0.24359999999999998,36
50,MIN,22015,0021500340,2015-12-11,MIN @ DEN,-3.0,108,0.477,0.333,9.7,0.157,0.506,0.384,0.115,0.25,0.479,0.34480000000000005,16.13,0.2899999999999999,0.4953999999999999,0.2977,0.14040000000000002,0.2754,21
51,CLE,22011,0021100369,2012-02-07,CLE @ MIA,-16.0,91,0.433,0.366,17.3,0.304,0.5,0.31,0.163,0.362,0.4664999999999999,0.2813,18.35,0.33440000000000003,0.5255,0.2912,0.1639,0.28820000000000007,22
52,WAS,22021,22101152,2022-04-01,WAS vs. DAL,32.0,135,0.639,0.244,9.2,0.238,0.506,0.333,0.133,0.174,0.5362,0.26599999999999996,12.260000000000002,0.21739999999999998,0.5394,0.2393,0.12420000000000002,0.2486,76
53,LAC,22022,0022201156,2023-03-31,LAC @ MEM,-14.0,94,0.439,0.2,17.3,0.228,0.495,0.177,0.141,0.25,0.5987000000000001,0.28230000000000005,14.51,0.2635,0.5338,0.2121,0.1404,0.3134,77
54,DEN,22023,0022300478,2024-01-04,DEN @ GSW,3.0,130,0.618,0.341,9.6,0.316,0.628,0.178,0.102,0.31,0.5652,0.21659999999999996,11.459999999999999,0.28750000000000003,0.5116,0.2379,0.12840000000000001,0.28450000000000003,35
55,LAL,22015,0021500188,2015-11-20,LAL vs. TOR,-11.0,91,0.506,0.221,16.3,0.262,0.532,0.308,0.145,0.289,0.47220000000000006,0.32010000000000005,15.690000000000001,0.23199999999999998,0.4807,0.26260000000000006,0.1226,0.30670000000000003,11
56,WAS,22011,0021100057,2012-01-01,WAS vs. BOS,-8.0,86,0.423,0.295,15.1,0.255,0.534,0.311,0.174,0.22,0.4163333333333334,0.323,15.899999999999999,0.2436666666666667,0.502,0.3473333333333333,0.18133333333333332,0.322,3
57,CHI,22016,0021601009,2017-03-15,CHI vs. MEM,-7.0,91,0.434,0.165,6.9,0.322,0.488,0.212,0.122,0.38,0.48970000000000014,0.1942,14.309999999999999,0.2563,0.5237,0.21680000000000002,0.13570000000000002,0.2531,67
58,CHA,22019,0021900216,2019-11-22,CHA @ WAS,-7.0,118,0.591,0.086,15.1,0.2,0.604,0.22,0.105,0.149,0.4989,0.2872,15.309999999999999,0.2632,0.5608,0.1995,0.1761,0.2892,15
59,CHA,22011,0021100352,2012-02-04,CHA @ PHX,-6.0,89,0.5,0.253,16.9,0.234,0.459,0.282,0.088,0.315,0.4263,0.2646,16.85,0.2653,0.532,0.25379999999999997,0.16249999999999998,0.3035,23
60,MIA,22016,0021600243,2016-11-26,MIA vs. MEM,-3.0,107,0.562,0.296,11.0,0.182,0.568,0.452,0.066,0.154,0.4595999999999999,0.25260000000000005,14.190000000000001,0.29900000000000004,0.47779999999999995,0.24720000000000003,0.1555,0.30419999999999997,15
61,MIN,42023,0042300311,2024-05-22,MIN vs. DAL,-3.0,105,0.528,0.202,10.5,0.25,0.529,0.195,0.135,0.295,0.5469,0.2747,13.150000000000002,0.29499999999999993,0.5307999999999999,0.26789999999999997,0.1321,0.21170000000000005,12
62,PHX,22021,22100772,2022-02-01,PHX vs. BKN,10.0,121,0.625,0.408,16.3,0.222,0.593,0.259,0.125,0.214,0.5555,0.2596,11.989999999999998,0.3053,0.509,0.26389999999999997,0.13620000000000002,0.2738,49
63,ATL,22023,0022301130,2024-04-06,ATL @ DEN,-32.0,110,0.494,0.333,15.2,0.222,0.733,0.182,0.16,0.222,0.5695,0.1984,13.41,0.2883,0.5585,0.2403,0.12450000000000001,0.24700000000000003,77
64,NYK,22015,0021500375,2015-12-16,NYK vs. MIN,5.0,107,0.482,0.353,15.5,0.28,0.436,0.139,0.081,0.339,0.48810000000000003,0.27169999999999994,15.219999999999999,0.24629999999999996,0.48040000000000005,0.2863,0.11670000000000003,0.27490000000000003,25
65,CHI,22022,0022201037,2023-03-15,CHI vs. SAC,-3.0,114,0.474,0.258,14.4,0.323,0.603,0.372,0.189,0.196,0.5697,0.27,13.030000000000001,0.2615,0.5418,0.24100000000000002,0.13740000000000002,0.2722,67
66,MIL,22015,0021501204,2016-04-11,MIL @ ORL,-9.0,98,0.545,0.244,24.2,0.366,0.53,0.333,0.106,0.313,0.5073000000000001,0.24939999999999998,15.209999999999999,0.2774,0.5498000000000001,0.2503,0.15230000000000002,0.27619999999999995,80
67,CHI,22012,0021200687,2013-02-01,CHI @ BKN,-4.0,89,0.442,0.282,15.9,0.333,0.553,0.267,0.198,0.375,0.47119999999999995,0.28440000000000004,15.569999999999999,0.3287,0.4183,0.27490000000000003,0.14370000000000002,0.32009999999999994,45
68,GSW,22010,0021001200,2011-04-10,GSW vs. SAC,-1.0,103,0.446,0.178,10.0,0.367,0.488,0.366,0.223,0.438,0.5071,0.23320000000000002,13.65,0.2713,0.49779999999999996,0.2972,0.13830000000000003,0.2938,79
69,POR,22023,0022300741,2024-02-08,POR vs. DET,-6.0,122,0.522,0.371,16.0,0.347,0.57,0.333,0.158,0.404,0.535,0.27,13.460000000000003,0.29490000000000005,0.5465,0.25739999999999996,0.1202,0.316,50
70,DET,22015,0021500619,2016-01-18,DET vs. CHI,-10.0,101,0.468,0.211,11.7,0.414,0.577,0.238,0.103,0.209,0.4986,0.26359999999999995,14.190000000000001,0.3320000000000001,0.48739999999999994,0.2554,0.1387,0.24469999999999997,40
71,BKN,22020,0022000732,2021-04-01,BKN vs. CHA,22.0,111,0.593,0.044,15.6,0.313,0.424,0.221,0.126,0.207,0.5334000000000001,0.28959999999999997,11.91,0.2752,0.536,0.28219999999999995,0.1338,0.2682,48
72,MIL,22011,0021100880,2012-04-13,MIL @ DET,16.0,113,0.546,0.253,11.6,0.182,0.494,0.308,0.155,0.227,0.5122000000000001,0.2303,15.420000000000002,0.3136,0.475,0.28250000000000003,0.1817,0.3252,58
73,DEN,22021,22101035,2022-03-16,DEN @ WAS,18.0,127,0.594,0.233,10.0,0.205,0.5,0.356,0.112,0.3,0.5626,0.341,14.430000000000001,0.24910000000000004,0.5258,0.27759999999999996,0.1274,0.2454,69
74,SAS,22013,0021300635,2014-01-24,SAS @ ATL,26.0,105,0.554,0.202,22.2,0.378,0.395,0.355,0.202,0.216,0.5801999999999999,0.27520000000000006,15.930000000000001,0.22400000000000003,0.49210000000000004,0.19880000000000003,0.11879999999999998,0.27280000000000004,42
75,BKN,22017,0021700999,2018-03-11,BKN vs. PHI,-23.0,97,0.447,0.282,18.2,0.296,0.574,0.189,0.099,0.32,0.5191999999999999,0.21960000000000002,14.23,0.25949999999999995,0.5378000000000001,0.2566,0.12869999999999998,0.27249999999999996,66
76,OKC,22013,0021300970,2014-03-13,OKC vs. LAL,29.0,131,0.579,0.337,17.1,0.37,0.463,0.266,0.131,0.25,0.5241999999999999,0.33429999999999993,16.06,0.26450000000000007,0.5362,0.3708000000000001,0.16419999999999998,0.24020000000000002,64
77,UTA,22012,0021200321,2012-12-12,UTA vs. SAS,3.0,99,0.536,0.179,14.9,0.149,0.471,0.207,0.137,0.308,0.5194,0.33280000000000004,15.63,0.355,0.5298,0.31920000000000004,0.1718,0.3586,22
78,SAC,22017,0021701113,2018-03-27,SAC vs. DAL,-6.0,97,0.441,0.204,10.2,0.263,0.538,0.313,0.13,0.191,0.49849999999999994,0.17770000000000002,12.620000000000001,0.263,0.5453,0.2439,0.1358,0.2163,74
79,CLE,22010,0021001218,2011-04-13,CLE vs. WAS,7.0,100,0.452,0.349,14.0,0.36,0.456,0.167,0.167,0.415,0.5143,0.33730000000000004,13.95,0.2645,0.5152,0.3144,0.12730000000000002,0.2720000000000001,81
80,PHI,22010,0021000138,2010-11-13,PHI @ SAS,-23.0,93,0.439,0.293,15.0,0.188,0.529,0.365,0.136,0.289,0.5045555555555556,0.30533333333333335,16.07777777777778,0.26844444444444443,0.48755555555555563,0.4267777777777778,0.16688888888888886,0.30966666666666665,9
81,LAL,22010,0021000402,2010-12-19,LAL @ TOR,10.0,120,0.563,0.494,16.8,0.39,0.511,0.287,0.147,0.25,0.4908,0.3262,14.739999999999998,0.30860000000000004,0.47820000000000007,0.2291,0.1526,0.29569999999999996,27
82,GSW,22020,0022000636,2021-03-19,GSW @ MEM,13.0,116,0.566,0.198,12.4,0.224,0.512,0.25,0.2,0.224,0.5344,0.2452,15.809999999999999,0.1928,0.5341,0.3301,0.15279999999999996,0.28979999999999995,41
83,CHI,22011,0021100907,2012-04-16,CHI vs. WAS,-3.0,84,0.405,0.262,18.5,0.37,0.404,0.213,0.151,0.375,0.47220000000000006,0.2371,17.02,0.37500000000000006,0.4619,0.2011,0.1394,0.29700000000000004,60
84,DEN,22021,22100804,2022-02-06,DEN vs. BKN,20.0,124,0.574,0.223,11.1,0.34,0.506,0.253,0.101,0.167,0.5722,0.2555,14.9,0.27060000000000006,0.5572999999999999,0.27849999999999997,0.133,0.263,52
85,TOR,22022,0022200114,2022-11-02,TOR @ SAS,43.0,143,0.604,0.151,9.9,0.306,0.468,0.149,0.209,0.263,0.5265714285714286,0.28885714285714287,11.757142857142856,0.2834285714285714,0.5491428571428572,0.2878571428571428,0.15142857142857144,0.22185714285714284,7
86,ORL,22015,0021500949,2016-03-08,ORL @ LAL,-9.0,98,0.52,0.355,11.7,0.143,0.549,0.284,0.156,0.295,0.4828000000000001,0.27059999999999995,12.91,0.253,0.5521,0.3235,0.1666,0.2182,62
87,CLE,42015,0041500202,2016-05-04,CLE vs. ATL,25.0,123,0.615,0.264,10.6,0.32,0.5,0.423,0.174,0.22,0.5458000000000001,0.21059999999999998,9.540000000000001,0.28840000000000005,0.519,0.2806,0.1204,0.257,5
88,POR,22014,0021400729,2015-02-03,POR vs. UTA,1.0,103,0.52,0.447,15.2,0.348,0.494,0.306,0.108,0.308,0.4748,0.2262,13.23,0.2351,0.51,0.22610000000000002,0.14420000000000002,0.27540000000000003,48
89,BOS,22013,0021300314,2013-12-10,BOS @ BKN,-8.0,96,0.506,0.263,12.1,0.234,0.579,0.4,0.168,0.235,0.5236000000000001,0.2574,16.920000000000005,0.27430000000000004,0.46849999999999997,0.28359999999999996,0.14739999999999998,0.2794,22
90,DET,22015,0021500234,2015-11-27,DET @ OKC,-16.0,87,0.394,0.222,8.5,0.226,0.513,0.329,0.195,0.4,0.47239999999999993,0.23780000000000007,14.280000000000001,0.2981,0.5203,0.2792,0.1629,0.229,15
91,CHI,22021,22101056,2022-03-18,CHI @ PHX,-27.0,102,0.453,0.365,11.1,0.278,0.625,0.31,0.132,0.316,0.5295000000000001,0.2387,12.66,0.2426,0.5427000000000001,0.3043,0.12840000000000001,0.2731,69
92,DAL,22023,0022300168,2023-11-08,DAL vs. TOR,-11.0,116,0.577,0.369,15.1,0.224,0.551,0.273,0.111,0.345,0.5785714285714285,0.29471428571428576,13.1,0.25085714285714283,0.557,0.18928571428571428,0.15128571428571427,0.3084285714285714,7
93,MEM,22015,0021501227,2016-04-13,MEM @ GSW,-21.0,104,0.469,0.163,13.0,0.224,0.644,0.184,0.172,0.326,0.47350000000000003,0.242,14.27,0.3468,0.5568,0.3327,0.16800000000000007,0.301,81
94,NOP,22022,0022201135,2023-03-28,NOP @ GSW,-11.0,109,0.533,0.156,19.0,0.313,0.634,0.268,0.191,0.279,0.5705999999999999,0.23089999999999997,14.39,0.27679999999999993,0.5183,0.2815,0.1477,0.2333,75
95,MIA,22019,0021900775,2020-02-07,MIA @ SAC,-8.0,97,0.519,0.325,21.1,0.326,0.604,0.146,0.147,0.182,0.5509,0.29880000000000007,11.620000000000001,0.2372,0.5216999999999999,0.2306,0.11479999999999999,0.2516999999999999,50
96,BOS,22012,0021200173,2012-11-23,BOS vs. OKC,8.0,108,0.544,0.3,16.5,0.186,0.506,0.304,0.172,0.273,0.5114000000000001,0.3128,13.870000000000001,0.1929,0.4969,0.30069999999999997,0.15730000000000002,0.30279999999999996,12
97,DAL,22017,0021700283,2017-11-25,DAL vs. OKC,16.0,97,0.593,0.147,18.7,0.22,0.444,0.163,0.179,0.25,0.48649999999999993,0.20879999999999996,13.62,0.2131,0.5126999999999999,0.33799999999999997,0.15050000000000002,0.20629999999999998,19
98,PHX,22014,0021401145,2015-04-04,PHX vs. UTA,2.0,87,0.471,0.42,17.6,0.182,0.439,0.324,0.201,0.319,0.47639999999999993,0.24970000000000003,15.530000000000001,0.27980000000000005,0.49420000000000003,0.213,0.14350000000000002,0.24100000000000002,76
99,NOP,22018,0021800595,2019-01-07,NOP vs. MEM,19.0,114,0.595,0.367,14.6,0.195,0.513,0.231,0.184,0.2,0.5383,0.25240000000000007,12.959999999999999,0.29710000000000003,0.5293,0.3124,0.12960000000000002,0.2923,40
100,UTA,22017,0021701102,2018-03-25,UTA @ GSW,19.0,110,0.552,0.207,15.1,0.362,0.451,0.11,0.119,0.278,0.5328,0.29460000000000003,15.819999999999999,0.2658,0.4633000000000001,0.2017,0.14989999999999998,0.2508,73
101,HOU,22018,0021800832,2019-02-09,HOU vs. OKC,-5.0,112,0.523,0.349,11.5,0.189,0.522,0.337,0.174,0.34,0.5275000000000001,0.3087,12.27,0.2719,0.5404,0.2842,0.1638,0.3426,54
102,IND,22020,0022000722,2021-03-31,IND vs. MIA,-5.0,87,0.465,0.141,16.0,0.269,0.474,0.359,0.127,0.216,0.5413,0.2153,13.12,0.25680000000000003,0.5395,0.25279999999999997,0.1441,0.3067,45
103,CHI,22015,0021500865,2016-02-26,CHI @ ATL,-15.0,88,0.392,0.25,21.4,0.298,0.455,0.27,0.113,0.302,0.5079,0.2234,12.86,0.24849999999999994,0.5012000000000001,0.3135,0.11480000000000001,0.2966000000000001,56
104,ORL,22019,0021900071,2019-11-01,ORL vs. MIL,-32.0,91,0.44,0.187,15.5,0.213,0.597,0.194,0.135,0.25,0.44999999999999996,0.2055,12.1,0.23825000000000002,0.46475,0.2365,0.154,0.22975,4
105,DEN,42020,0042000164,2021-05-29,DEN @ POR,-20.0,95,0.41,0.234,9.7,0.333,0.571,0.298,0.062,0.222,0.5843333333333333,0.252,12.133333333333333,0.31433333333333335,0.5619999999999999,0.241,0.11733333333333335,0.28633333333333333,3
106,LAL,22010,0021001215,2011-04-12,LAL vs. SAS,9.0,102,0.487,0.354,12.5,0.222,0.403,0.273,0.093,0.241,0.4821999999999999,0.324,14.010000000000002,0.3024,0.4777,0.2653,0.1392,0.2981000000000001,80
107,DEN,22019,0021900459,2019-12-25,DEN vs. NOP,-12.0,100,0.467,0.196,12.4,0.304,0.556,0.133,0.189,0.367,0.5360000000000001,0.20980000000000004,14.74,0.3185,0.5192000000000001,0.2083,0.1466,0.2886,29
108,UTA,22018,0021800648,2019-01-14,UTA vs. DET,6.0,100,0.463,0.45,18.0,0.302,0.45,0.178,0.107,0.158,0.5367,0.27499999999999997,13.319999999999999,0.26839999999999997,0.4892,0.2447,0.1254,0.22269999999999995,44
109,CHI,22016,0021600414,2016-12-19,CHI vs. DET,31.0,113,0.646,0.085,14.4,0.303,0.428,0.157,0.123,0.24,0.4488,0.3157,15.190000000000001,0.31129999999999997,0.5058,0.2068,0.13520000000000001,0.2924,26
