,PLAYER_NAME,minutes,points,assists,steals,blocks,rebounds,THREEPM,EFG_PCT,FT_PCT,DD
28414,Obi Toppin,11,0,2,0,0,0,0,0.0,,0
28415,Ben Sheppard,10,3,0,1,0,1,1,0.375,,0
28416,Kendall Brown,0,0,0,0,0,0,0,,,0
28417,Oscar Tshiebwe,0,0,0,0,0,0,0,,,0
28418,Jarace Walker,0,0,0,0,0,0,0,,,0
28419,Isaiah Wong,0,0,0,0,0,0,0,,,0
28420,Jerami Grant,42,37,3,1,2,4,1,0.518,0.727,0
28421,Deandre Ayton,30,12,1,0,2,8,0,0.4,,0
28422,Matisse Thybulle,27,4,2,1,2,1,0,0.5,1.0,0
28423,Malcolm Brogdon,37,30,6,1,1,7,2,0.556,1.0,0
28424,Scoot Henderson,7,10,1,0,1,2,0,1.0,1.0,0
28425,Kris Murray,14,5,0,0,0,3,1,1.25,,0
28426,Duop Reath,17,3,2,0,2,5,0,1.0,0.5,0
28427,Justin Minaya,2,0,0,0,0,1,0,0.0,,0
28428,Rayan Rupert,0,0,0,0,0,0,0,,,0
28429,Taurean Prince,28,10,2,1,0,3,2,0.571,1.0,0
28430,Anthony Davis,35,26,6,3,2,12,0,0.692,0.727,1
28431,Austin Reaves,33,9,5,1,0,3,0,0.333,1.0,0
28432,D'Angelo Russell,34,20,7,1,0,1,3,0.607,1.0,0
28433,Jarred Vanderbilt,19,12,0,0,0,5,2,1.2,,0
28434,Max Christie,19,6,1,0,0,2,2,1.0,,0
28435,Christian Wood,11,5,3,1,1,4,1,0.25,1.0,0
28436,Jalen Hood-Schifino,2,0,1,0,0,1,0,0.0,,0
28437,Jaxson Hayes,2,0,0,0,0,0,0,0.0,,0
28438,Maxwell Lewis,2,0,0,0,0,0,0,0.0,,0
28439,Cameron Johnson,23,10,5,1,0,4,2,0.556,,0
28440,Dorian Finney-Smith,28,3,1,1,2,4,0,0.125,0.5,0
28441,Nic Claxton,32,22,1,1,2,14,0,0.688,,1
28442,Mikal Bridges,34,17,5,2,0,1,4,0.727,0.5,0
28443,Spencer Dinwiddie,33,19,4,1,0,3,4,0.636,1.0,0
28444,Cam Thomas,31,33,4,1,0,3,4,0.833,0.75,0
28445,Royce O'Neale,17,0,3,0,0,7,0,0.0,,0
28446,Harry Giles III,5,0,0,0,0,1,0,0.0,,0
28447,Dennis Smith Jr.,17,11,5,3,0,2,2,0.714,1.0,0
28448,Lonnie Walker IV,13,15,3,0,0,1,3,1.071,,0
28449,Trendon Watford,3,0,0,0,0,1,0,0.0,,0
28450,Day'Ron Sharpe,0,0,0,0,0,0,0,,,0
28451,Nicolas Batum,29,9,1,2,2,5,1,0.75,,0
28452,Tobias Harris,35,21,6,0,0,5,1,0.5,0.857,0
28453,Joel Embiid,36,33,5,0,3,10,0,0.478,0.917,1
28454,Tyrese Maxey,42,16,8,2,0,3,1,0.341,0.5,0
28455,Furkan Korkmaz,15,2,1,0,0,4,0,0.5,,0
28456,Danuel House Jr.,27,9,0,1,1,3,1,0.875,0.667,0
28457,Paul Reed,11,2,0,0,0,8,0,0.5,,0
28458,Ricky Council IV,0,0,0,0,0,0,0,0.0,,0
28459,Terquavion Smith,0,0,0,0,0,0,0,0.0,,0
28460,KJ Martin,0,0,0,0,0,0,0,,,0
28461,Cody Martin,28,4,3,1,4,6,0,0.286,,0
28462,Miles Bridges,40,25,3,0,1,11,5,0.523,1.0,1
28463,Brandon Miller,34,23,3,0,1,7,2,0.529,1.0,0
28464,Terry Rozier,35,19,6,1,0,9,0,0.5,0.2,0
28465,JT Thor,21,7,0,0,1,6,1,0.7,,0
28466,Nathan Mensah,17,0,2,0,0,3,0,0.0,,0
28467,Nick Smith Jr.,15,0,1,0,0,0,0,0.0,,0
28468,Bryce McGowens,1,0,0,0,0,0,0,0.0,,0
28469,Leaky Black,0,0,0,0,0,0,0,,,0
28470,James Bouknight,0,0,0,0,0,0,0,,,0
28471,Frank Ntilikina,0,0,0,0,0,0,0,,,0
28472,Jeremy Sochan,28,23,3,1,2,4,1,0.773,1.0,0
28473,Julian Champagnie,22,11,0,0,2,7,3,0.786,,0
28474,Victor Wembanyama,27,24,4,0,6,8,2,0.524,0.5,0
28475,Devin Vassell,33,21,5,1,0,5,4,0.714,0.333,0
28476,Tre Jones,32,11,12,3,0,8,0,0.444,1.0,1
28477,Zach Collins,20,8,3,0,0,3,0,0.444,,0
28478,Keldon Johnson,28,19,2,0,0,9,0,0.467,0.714,0
28479,Malaki Branham,4,2,1,0,0,1,0,1.0,,0
28480,Cedi Osman,17,3,4,0,0,3,1,0.5,,0
28481,Blake Wesley,15,6,3,1,0,1,0,0.75,,0
28482,Doug McDermott,9,3,1,0,0,0,1,0.75,,0
28483,Mamadi Diakite,0,0,0,0,0,0,0,,,0
28484,Devonte' Graham,0,0,0,0,0,0,0,,,0
28485,Sandro Mamukelashvili,0,0,0,0,0,0,0,,,0
28486,Deni Avdija,32,16,4,1,0,7,1,0.682,1.0,0
28487,Kyle Kuzma,29,11,6,1,0,12,0,0.357,1.0,1
28488,Marvin Bagley III,35,21,2,1,0,12,1,0.447,1.0,1
28489,Jordan Poole,28,16,2,2,1,0,0,0.467,1.0,0
28490,Bilal Coulibaly,22,14,1,0,1,4,2,0.778,0.0,0
28491,Patrick Baldwin Jr.,12,7,0,0,1,2,2,1.0,0.5,0
28492,Delon Wright,20,6,4,3,1,4,0,0.4,1.0,0
28493,Landry Shamet,6,7,1,0,0,1,1,0.7,,0
28494,Jules Bernard,0,0,0,0,0,0,0,,,0
28495,Jared Butler,0,0,0,0,0,0,0,,,0
28496,Anthony Gill,0,0,0,0,0,0,0,,,0
28497,Trey Jemison,0,0,0,0,0,0,0,,,0
28498,Isaiah Livers,0,0,0,0,0,0,0,,,0
28499,Saddiq Bey,30,0,2,0,0,7,0,0.0,,0
28500,Jalen Johnson,33,20,4,1,2,7,1,0.531,0.5,0
28501,Clint Capela,22,6,0,1,2,9,0,0.375,,0
28502,Dejounte Murray,34,24,5,1,0,9,2,0.579,1.0,0
28503,Trae Young,28,15,5,0,0,1,3,0.625,,0
28504,Bogdan Bogdanovic,28,14,4,1,0,2,1,0.5,0.75,0
28505,Trent Forrest,5,0,0,0,0,1,0,0.0,,0
28506,Patty Mills,10,6,0,1,0,0,2,1.0,,0
28507,Onyeka Okongwu,22,1,2,0,0,6,0,0.0,0.5,0
28508,Garrison Mathews,14,4,2,0,0,2,1,0.5,1.0,0
28509,AJ Griffin,3,2,0,0,0,0,0,0.5,,0
28510,Bruno Fernando,3,0,1,0,0,1,0,0.0,,0
28511,Isaac Okoro,33,12,2,2,0,5,1,0.611,0.333,0
28512,Jarrett Allen,33,14,2,3,3,11,0,0.75,1.0,1
28513,Donovan Mitchell,35,18,8,0,1,6,0,0.353,1.0,0
28514,Sam Merrill,30,18,6,0,0,4,5,0.531,1.0,0
28515,Craig Porter Jr.,20,4,3,0,0,5,0,0.333,1.0,0
28516,Georges Niang,21,14,2,0,1,5,4,0.778,,0
28517,Tristan Thompson,14,6,2,0,1,5,0,0.75,,0
28518,Pete Nance,2,0,0,0,0,0,0,0.0,,0
28519,Damian Jones,2,0,0,0,0,0,0,0.0,,0
28520,Caris LeVert,0,0,0,0,0,0,0,,,0
28521,Julius Randle,32,18,10,0,0,16,3,0.654,0.5,1
28522,Isaiah Hartenstein,23,1,1,0,0,4,0,0.0,0.5,0
28523,Jalen Brunson,35,38,9,1,0,5,5,0.674,1.0,0
28524,Donte DiVincenzo,20,17,1,1,0,3,2,0.667,0.333,0
28525,Precious Achiuwa,24,18,0,0,1,11,0,0.9,,1
28526,Josh Hart,26,10,1,0,1,9,2,0.8,1.0,0
28527,Miles McBride,12,3,1,0,0,0,1,0.375,,0
28528,Quentin Grimes,19,4,1,1,1,4,0,0.25,,0
28529,Jericho Sims,2,0,0,0,1,0,0,0.0,,0
28530,Malachi Flynn,2,3,1,0,0,1,1,1.5,,0
28531,Ryan Arcidiacono,2,0,1,0,0,1,0,0.0,,0
28532,Evan Fournier,0,0,0,0,0,0,0,,,0
28533,Scottie Barnes,32,9,7,0,2,6,0,0.286,0.333,0
28534,RJ Barrett,28,20,4,1,0,8,1,0.567,0.333,0
28535,Jontay Porter,21,6,1,3,1,2,0,0.25,1.0,0
28536,Immanuel Quickley,31,12,11,1,0,2,2,0.625,0.667,1
28537,Gary Trent Jr.,25,16,0,1,1,1,4,0.8,,0
28538,Dennis Schroder,22,2,3,0,0,1,0,0.2,,0
28539,Bruce Brown,22,8,0,1,1,3,0,0.375,1.0,0
28540,Gradey Dick,16,11,1,1,0,2,3,0.786,,0
28541,Chris Boucher,11,5,1,0,0,2,0,0.4,0.5,0
28542,Garrett Temple,4,2,0,0,0,2,0,0.0,1.0,0
28543,Jordan Nwora,4,3,0,0,0,0,1,1.5,,0
28544,Jalen McDaniels,4,2,0,0,0,0,0,0.25,,0
28545,Nikola Jovic,32,15,4,1,1,5,3,0.813,1.0,0
28546,Kenrich Williams,16,7,2,0,0,6,1,0.875,,0
28547,Aleksej Pokusevski,0,0,0,0,0,0,0,,,0
28548,Lauri Markkanen,32,26,2,0,1,12,2,0.538,1.0,1
28549,Kris Dunn,25,5,3,4,1,4,1,1.25,,0
28550,Talen Horton-Tucker,0,0,0,0,0,0,0,,,0
28551,Russell Westbrook,14,6,3,0,0,0,0,0.333,,0
28552,Bones Hyland,0,0,0,0,0,0,0,,,0
28553,Jontay Porter,18,9,4,0,0,7,1,0.563,,0
28554,Bobby Portis,21,28,0,1,0,12,5,0.75,0.5,1
28555,Pat Connaughton,21,2,3,0,0,1,0,1.0,,0
28556,MarJon Beauchamp,12,0,0,0,1,1,0,0.0,,0
28557,Ousmane Dieng,22,9,3,1,0,6,1,0.409,,0
28558,Cason Wallace,17,4,2,0,0,6,0,0.2,1.0,0
28559,Jaylin Williams,17,6,1,1,0,4,2,0.5,,0
28560,Tim Hardaway Jr.,38,32,4,2,0,6,6,0.65,0.857,0
28561,Max Christie,24,14,4,0,0,7,1,0.563,0.833,0
28562,Jordan Goodwin,4,0,1,1,0,0,0,0.0,,0
28563,Jaden Springer,3,2,0,0,0,1,0,0.333,,0
28564,Domantas Sabonis,32,14,5,0,0,12,0,0.6,1.0,1
28565,Justin Minaya,9,3,2,1,1,0,1,1.5,,0
28566,Larry Nance Jr.,20,13,1,2,1,2,3,1.083,,0
28567,Trey Murphy III,27,6,4,2,0,3,2,0.333,,0
28568,Jose Alvarado,16,10,1,1,0,1,2,0.571,1.0,0
28569,Justin Holiday,1,0,0,0,0,0,0,0.0,,0
28570,Collin Sexton,20,20,5,2,0,2,3,0.65,0.875,0
28571,Jaylen Brown,28,32,2,2,2,6,4,0.867,0.6,0
28572,Payton Pritchard,22,19,3,0,0,4,3,0.85,1.0,0
28573,Luke Kornet,14,2,0,0,1,2,0,0.5,,0
28574,Dillon Brooks,24,12,0,1,0,1,0,0.375,1.0,0
28575,Patrick Baldwin Jr.,18,8,0,0,1,9,0,0.375,0.5,0
28576,Josh Hart,28,8,3,2,0,7,2,0.571,,0
28577,Quentin Grimes,15,3,1,0,0,2,1,0.3,,0
28578,Charlie Brown Jr.,0,0,0,0,0,0,0,,,0
28579,Santi Aldama,0,0,0,0,0,0,0,,,0
28580,Kevon Looney,18,6,3,0,1,6,0,0.5,,0
28581,Pat Connaughton,21,3,2,1,1,2,1,0.375,,0
28582,Jonathan Isaac,15,6,1,0,0,5,0,0.0,0.75,0
28583,D'Angelo Russell,40,39,8,1,2,3,6,0.692,1.0,0
28584,Rui Hachimura,18,17,1,1,0,3,0,0.5,0.833,0
28585,Christian Wood,22,15,1,0,1,9,2,0.6,1.0,0
28586,Walker Kessler,13,4,0,0,1,6,0,0.5,0.0,0
28587,Keyonte George,26,19,3,1,0,3,3,0.591,1.0,0
28588,Luka Samanic,0,0,0,0,0,0,0,,,0
28589,Jaime Jaquez Jr.,14,15,2,1,0,5,0,0.636,1.0,0
28590,Kyle Lowry,25,0,3,0,1,4,0,0.0,,0
28591,Haywood Highsmith,31,7,2,2,1,2,1,0.7,,0
28592,Duncan Robinson,30,19,5,1,1,4,3,0.773,1.0,0
28593,Josh Richardson,19,11,0,0,0,2,2,0.625,1.0,0
28594,Miles Bridges,37,20,1,1,0,7,1,0.5,1.0,0
28595,Ish Smith,12,1,0,0,0,2,0,0.0,0.5,0
28596,Leaky Black,2,0,0,0,0,0,0,0.0,,0
28597,Brandon Miller,0,0,0,0,0,0,0,,,0
28598,Domantas Sabonis,44,21,15,1,1,13,1,0.95,1.0,1
28599,Malik Monk,36,28,7,0,0,7,4,0.524,0.6,0
28600,Nassir Little,0,0,0,0,0,0,0,,,0
28601,Scoot Henderson,39,33,9,3,0,7,4,0.419,0.778,0
28602,Jeff Green,12,1,0,0,2,2,0,0.0,0.5,0
28603,Jock Landale,8,4,0,1,3,1,0,1.0,,0
28604,Jose Alvarado,0,0,0,0,0,0,0,,,0
28605,Kyrie Irving,41,42,7,0,1,7,3,0.518,0.867,0
28606,Donte DiVincenzo,24,15,4,0,1,6,2,0.5,0.5,0
28607,Caleb Houstan,21,7,0,0,0,1,1,0.214,0.8,0
28608,Cole Anthony,26,15,5,2,0,4,0,0.5,0.75,0
28609,Jarrett Allen,34,10,3,2,1,14,0,0.8,1.0,1
28610,Nikola Vucevic,37,17,4,0,0,10,1,0.447,,1
28611,Derrick White,37,22,1,0,0,2,5,0.528,1.0,0
28612,Jrue Holiday,33,22,7,1,2,6,4,0.643,1.0,0
28613,Garrett Temple,0,0,0,0,0,0,0,,,0
28614,Myles Turner,17,12,0,0,0,4,1,0.563,0.75,0
28615,Isaiah Jackson,7,1,1,0,1,4,0,0.0,0.5,0
28616,Omer Yurtseven,2,0,0,0,0,2,0,0.0,,0
28617,Luka Samanic,2,0,0,0,0,1,0,0.0,,0
28618,Anthony Davis,38,27,5,2,1,15,0,0.529,0.9,1
28619,Domantas Sabonis,39,21,11,0,1,12,1,0.864,0.5,1
28620,De'Aaron Fox,36,33,6,2,0,2,6,0.625,0.6,0
28621,Kawhi Leonard,36,16,6,0,1,6,3,0.75,0.5,0
28622,Mason Plumlee,28,14,2,0,3,5,0,1.0,0.571,0
28623,Tre Mann,0,0,0,0,0,0,0,,,0
28624,Kevin Knox II,20,5,2,0,0,1,1,0.833,,0
28625,Dejounte Murray,36,26,5,2,0,5,1,0.639,1.0,0
28626,Seth Lundy,0,0,0,0,0,0,0,,,0
28627,Cole Anthony,21,10,1,1,3,1,1,0.35,0.75,0
28628,Wendell Carter Jr.,24,18,2,2,1,5,3,1.071,0.75,0
28629,Anthony Black,0,0,0,0,0,0,0,0.0,,0
28630,Devonte' Graham,4,0,0,0,0,1,0,0.0,,0
28631,Ty Jerome,0,0,0,0,0,0,0,,,0
28632,Pat Connaughton,13,8,1,0,1,1,2,1.0,,0
28633,Cameron Payne,13,13,1,1,0,0,2,0.667,1.0,0
28634,Ryan Arcidiacono,0,0,0,0,0,0,0,0.0,,0
28635,Thomas Bryant,4,2,0,0,0,0,0,1.0,,0
28636,Orlando Robinson,2,0,1,0,0,1,0,0.0,,0
28637,Gradey Dick,11,6,4,2,0,0,2,1.5,,0
28638,Miles Bridges,34,19,3,0,0,4,3,0.475,,0
28639,LaMelo Ball,31,29,7,2,0,5,4,0.526,0.9,0
28640,Gary Payton II,15,4,0,2,1,3,0,0.667,,0
28641,Jerome Robinson,0,0,0,0,0,0,0,,,0
28642,Austin Reaves,29,14,7,1,0,3,2,0.875,,0
28643,Rui Hachimura,22,6,1,2,0,4,1,0.417,0.5,0
28644,Nic Claxton,31,12,0,3,1,12,0,0.8,0.4,1
28645,Dennis Smith Jr.,14,2,2,2,0,3,0,0.25,,0
28646,Justin Minaya,0,0,0,0,0,0,0,,,0
28647,OG Anunoby,42,19,1,0,2,7,3,0.833,1.0,0
28648,Jericho Sims,0,0,0,0,0,0,0,,,0
28649,Kyle Kuzma,38,15,5,2,1,6,1,0.469,,0
28650,Zach LaVine,24,8,3,0,0,2,1,0.5,1.0,0
28651,Dalen Terry,11,0,0,0,0,3,0,0.0,,0
28652,Torrey Craig,0,0,0,0,0,0,0,,,0
28653,Jontay Porter,19,10,4,1,2,4,2,0.667,1.0,0
28654,Jaylin Williams,10,0,0,2,1,2,0,0.0,,0
28655,Davis Bertans,0,0,0,0,0,0,0,,,0
28656,Olivier Sarr,0,0,0,0,0,0,0,,,0
28657,Lauri Markkanen,35,26,4,1,0,10,2,0.615,0.909,1
28658,Kris Dunn,13,0,6,0,0,1,0,0.0,,0
28659,Dominick Barlow,19,12,2,0,1,4,1,0.917,1.0,0
28660,Frank Ntilikina,0,0,0,0,0,0,0,,,0
28661,Trevelin Queen,3,2,0,0,0,0,0,1.0,,0
28662,Kevon Harris,3,0,0,0,0,1,0,0.0,,0
28663,Sam Hauser,15,0,1,0,0,1,0,0.0,,0
28664,Payton Pritchard,12,3,1,0,0,2,1,0.75,,0
28665,Braxton Key,0,0,0,0,0,0,0,,,0
28666,Bruno Fernando,0,0,0,0,0,0,0,,,0
28667,Jimmy Butler,36,25,6,2,0,5,0,0.8,0.9,0
28668,Brandon Ingram,33,17,11,0,0,7,1,0.5,0.667,1
28669,Jose Alvarado,7,2,1,0,0,0,0,0.25,,0
28670,Josh Okogie,5,3,2,0,0,3,1,1.5,0.0,0
28671,Derrick Jones Jr.,18,0,1,0,2,3,0,0.0,,0
28672,Olivier-Maxence Prosper,0,0,0,0,0,0,0,,,0
28673,Andrew Wiggins,32,23,2,1,1,4,3,0.594,1.0,0
28674,Draymond Green,30,11,6,4,1,8,0,0.625,1.0,0
28675,Trayce Jackson-Davis,21,4,1,0,0,10,0,0.667,,0
28676,Moses Moody,20,12,0,1,0,3,4,0.75,,0
28677,Tyrese Haliburton,34,21,17,0,0,2,2,0.5,0.778,1
28678,Ibou Badji,0,0,0,0,0,0,0,,,0
28679,LeBron James,33,24,5,0,0,11,2,0.455,0.8,1
28680,Kelly Oubre Jr.,26,5,0,2,0,8,1,0.357,,0
28681,Marcus Morris Sr.,14,0,0,0,0,0,0,0.0,,0
28682,P.J. Washington,25,9,0,0,0,3,1,0.438,1.0,0
28683,Ish Smith,18,2,5,0,0,2,0,0.25,,0
28684,Tyus Jones,27,13,6,1,0,2,1,0.458,1.0,0
28685,Corey Kispert,24,16,2,1,0,2,1,0.45,1.0,0
28686,Seth Lundy,3,3,0,0,0,0,1,0.75,,0
28687,Dean Wade,25,17,0,1,0,5,5,1.214,,0
28688,Max Strus,20,13,7,1,0,3,1,0.55,1.0,0
28689,OG Anunoby,36,14,1,1,3,7,0,0.455,1.0,0
28690,Thaddeus Young,15,4,1,2,0,2,0,0.5,,0
28691,Danilo Gallinari,0,0,0,0,0,0,0,,,0
28692,Lamar Stevens,19,5,0,0,1,4,0,0.167,0.75,0
28693,Andre Jackson Jr.,15,0,4,0,0,4,0,0.0,,0
28694,Chris Livingston,0,0,0,0,0,0,0,0.0,,0
28695,Ousmane Dieng,8,0,0,0,0,2,0,0.0,,0
28696,Kevin Huerter,38,26,3,1,0,10,6,0.929,,1
28697,Kevin Durant,37,21,6,0,0,5,2,0.563,1.0,0
28698,Jaden Hardy,15,5,1,0,0,4,1,0.357,,0
28699,Malachi Flynn,11,2,0,0,0,0,0,0.0,0.5,0
28700,Joe Ingles,20,6,4,0,0,1,0,0.5,,0
28701,Lamar Stevens,0,0,0,0,0,0,0,,,0
28702,Jalen McDaniels,12,5,0,0,0,2,1,0.5,0.0,0
28703,Walker Kessler,24,4,1,0,5,5,0,1.0,0.0,0
28704,Drew Eubanks,10,3,0,1,0,4,0,1.0,1.0,0
28705,Naz Reid,23,9,1,3,0,4,1,0.389,0.5,0
28706,Keldon Johnson,23,5,1,1,0,2,1,0.625,,0
28707,Jonas Valanciunas,24,4,0,0,0,7,0,0.333,1.0,0
28708,Ish Smith,10,2,2,0,1,1,0,1.0,,0
28709,Jarred Vanderbilt,25,7,1,1,0,9,0,0.333,0.625,0
28710,Vasilije Micic,8,6,1,0,0,0,0,1.0,1.0,0
28711,Dalano Banton,0,0,0,0,0,0,0,,,0
28712,Jonas Valanciunas,25,16,3,0,0,11,0,0.5,1.0,1
28713,Cody Zeller,3,0,0,1,1,2,0,0.0,,0
28714,Jaden Hardy,8,3,0,0,0,1,1,0.375,,0
28715,Rui Hachimura,15,0,1,0,0,2,0,0.0,,0
28716,Isaiah Joe,20,4,1,2,0,7,0,0.2,,0
28717,Vasilije Micic,15,6,1,0,0,1,2,0.75,,0
28718,Torrey Craig,0,0,0,0,0,0,0,,,0
28719,Admiral Schofield,0,0,0,0,0,0,0,,,0
28720,Juan Toscano-Anderson,0,0,0,0,0,0,0,,,0
28721,RJ Barrett,34,17,6,1,0,4,1,0.406,0.8,0
28722,Paolo Banchero,32,14,6,0,1,8,0,0.417,1.0,0
28723,Aaron Gordon,41,2,3,0,1,10,0,0.0,0.667,0
28724,Isaiah Jackson,17,12,1,1,3,3,0,1.0,0.667,0
28725,Michael Porter Jr.,24,5,1,0,0,4,1,0.278,,0
28726,Skylar Mays,12,12,1,1,0,1,2,1.0,,0
28727,Chris Duarte,9,1,0,0,0,3,0,0.0,0.5,0
28728,Mike Muscala,0,0,0,0,0,0,0,,,0
28729,Toumani Camara,18,4,0,0,0,4,0,0.333,1.0,0
28730,Nick Richards,22,12,1,0,1,8,0,0.625,1.0,0
28731,Jordan Nwora,16,7,2,0,0,3,0,0.3,0.5,0
28732,Jabari Walker,41,13,3,0,1,12,0,0.364,0.833,1
28733,Otto Porter Jr.,0,0,0,0,0,0,0,,,0
28734,DeMar DeRozan,36,18,8,1,1,4,1,0.375,0.75,0
28735,Patrick Williams,26,15,0,2,1,5,3,0.5,1.0,0
28736,Nikola Vucevic,25,11,3,0,0,11,1,0.688,,1
28737,Alex Caruso,25,8,1,2,1,3,2,0.667,,0
28738,Coby White,36,17,5,0,0,5,1,0.536,1.0,0
28739,Dalen Terry,18,7,3,1,1,5,1,0.5,0.667,0
28740,Jevon Carter,16,12,5,0,0,1,2,0.857,,0
28741,Julian Phillips,4,0,1,0,0,0,0,0.0,,0
28742,Terry Taylor,3,2,1,0,0,2,0,1.0,,0
28743,Torrey Craig,0,0,0,0,0,0,0,,,0
28744,Vince Williams Jr.,29,14,2,1,0,5,3,0.722,0.5,0
28745,Santi Aldama,27,5,3,1,2,8,1,0.357,,0
28746,Jaren Jackson Jr.,33,26,5,1,0,6,1,0.472,1.0,0
28747,Luke Kennard,29,14,6,0,0,2,4,0.778,0.0,0
28748,John Konchar,26,2,6,0,2,5,0,0.25,,0
28749,David Roddy,31,11,3,0,0,2,1,0.5,,0
28750,Ziaire Williams,22,8,1,2,0,1,0,0.222,1.0,0
28751,GG Jackson II,18,10,0,0,0,1,2,1.0,0.667,0
28752,Scotty Pippen Jr.,5,3,1,0,0,1,0,0.5,1.0,0
28753,Jake LaRavia,0,0,0,0,0,0,0,,,0
28754,Dillon Brooks,35,7,1,0,0,5,1,0.35,,0
28755,Jalen Green,28,7,4,1,0,3,0,0.25,1.0,0
28756,Fred VanVleet,33,18,7,1,3,5,2,0.474,,0
28757,Jae'Sean Tate,14,2,3,1,1,3,0,0.25,,0
28758,Cam Whitmore,26,17,1,0,2,5,4,0.615,0.333,0
28759,Jeff Green,15,3,2,0,0,3,1,0.25,,0
28760,Aaron Holiday,9,6,0,3,0,0,0,1.0,1.0,0
28761,Jock Landale,0,0,0,0,0,0,0,,,0
28762,Boban Marjanovic,0,0,0,0,0,0,0,,,0
28763,Nate Williams,0,0,0,0,0,0,0,,,0
28764,Simone Fontecchio,29,10,3,0,0,7,2,0.714,,0
28765,Lauri Markkanen,38,22,1,0,0,9,3,0.528,0.75,0
28766,John Collins,20,7,2,0,0,6,0,0.333,1.0,0
28767,Collin Sexton,40,28,5,2,0,3,2,0.444,1.0,0
28768,Kris Dunn,26,10,7,1,0,8,1,0.75,0.5,0
28769,Walker Kessler,32,7,3,0,5,10,0,0.5,0.5,0
28770,Jordan Clarkson,38,33,4,0,0,12,4,0.56,1.0,1
28771,Keyonte George,9,3,2,0,0,1,1,0.5,,0
28772,Ochai Agbaji,13,0,0,0,3,0,0,0.0,,0
28773,Kelly Olynyk,15,6,1,1,0,3,0,0.6,,0
28774,Talen Horton-Tucker,0,0,0,0,0,0,0,,,0
28775,Luka Samanic,0,0,0,0,0,0,0,,,0
28776,Omer Yurtseven,0,0,0,0,0,0,0,,,0
28777,Jaden McDaniels,27,15,0,0,0,2,3,0.682,0.0,0
28778,Karl-Anthony Towns,35,19,2,0,1,11,1,0.45,1.0,1
28779,Rudy Gobert,33,7,2,0,0,18,0,0.167,0.625,0
28780,Anthony Edwards,38,19,5,0,0,5,1,0.65,0.6,0
28781,Mike Conley,28,3,4,0,1,3,1,0.136,,0
28782,Naz Reid,25,18,0,0,4,3,4,0.692,,0
28783,Nickeil Alexander-Walker,19,3,2,1,1,5,1,0.5,,0
28784,Jordan McLaughlin,12,8,3,2,0,2,2,0.571,,0
28785,Troy Brown Jr.,0,0,0,0,0,0,0,,,0
28786,Shake Milton,0,0,0,0,0,0,0,,,0
28787,Daishen Nix,0,0,0,0,0,0,0,,,0
28788,Luguentz Dort,33,14,1,2,0,5,3,0.542,0.5,0
28789,Jalen Williams,35,20,3,3,0,5,0,0.333,0.8,0
28790,Chet Holmgren,33,15,2,1,2,5,1,0.563,1.0,0
28791,Josh Giddey,24,5,4,1,0,8,0,0.25,0.5,0
28792,Shai Gilgeous-Alexander,37,33,6,2,0,2,1,0.477,0.923,0
28793,Cason Wallace,12,0,0,1,0,3,0,0.0,,0
28794,Isaiah Joe,22,5,5,1,0,5,1,0.5,1.0,0
28795,Aaron Wiggins,12,5,0,0,0,0,1,1.25,,0
28796,Davis Bertans,0,0,0,0,0,0,0,,,0
28797,Tre Mann,0,0,0,0,0,0,0,,,0
28798,Olivier Sarr,0,0,0,0,0,0,0,,,0
28799,Lindy Waters III,0,0,0,0,0,0,0,,,0
28800,Kawhi Leonard,36,21,4,0,1,4,2,0.467,0.875,0
28801,Paul George,35,12,1,1,0,7,2,0.353,,0
28802,Mason Plumlee,15,7,1,0,0,8,0,0.333,0.833,0
28803,Terance Mann,26,13,2,1,0,3,2,0.833,1.0,0
28804,James Harden,38,24,10,2,1,5,3,0.682,1.0,1
28805,Russell Westbrook,31,23,6,1,1,9,1,0.656,0.5,0
28806,Daniel Theis,17,8,1,0,2,3,0,0.667,,0
28807,Amir Coffey,14,5,1,1,0,1,1,1.25,,0
28808,Brandon Boston Jr.,0,0,0,0,0,0,0,,,0
28809,Kobe Brown,0,0,0,0,0,0,0,,,0
28810,P.J. Tucker,0,0,0,0,0,0,0,,,0
28811,Cameron Johnson,29,9,6,1,0,4,2,0.364,0.5,0
28812,Dorian Finney-Smith,26,0,0,0,1,9,0,0.0,,0
28813,Nic Claxton,31,16,3,1,2,6,0,0.7,0.5,0
28814,Mikal Bridges,37,26,5,1,1,6,4,0.647,1.0,0
28815,Spencer Dinwiddie,32,16,7,0,1,2,4,0.889,,0
28816,Cam Thomas,27,20,6,0,0,2,1,0.5,0.75,0
28817,Dennis Smith Jr.,18,13,1,0,0,3,1,0.813,,0
28818,Royce O'Neale,15,4,0,0,0,1,0,0.167,1.0,0
28819,Trendon Watford,11,2,1,1,0,1,0,0.333,,0
28820,Lonnie Walker IV,10,8,0,2,0,2,2,1.0,,0
28821,Harry Giles III,0,0,0,0,0,0,0,,,0
28822,Day'Ron Sharpe,0,0,0,0,0,0,0,,,0
28823,Jimmy Butler,29,15,2,0,0,4,3,0.65,1.0,0
28824,Nikola Jovic,15,2,0,0,0,3,0,0.25,0.0,0
28825,Bam Adebayo,34,22,7,2,0,11,0,0.471,1.0,1
28826,Caleb Martin,31,11,4,0,0,4,1,0.786,,0
