,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0,0021400302,1610612764,Wizards,WAS,Washington,290:00,20.0,16.0,9.0,44.0,32.0,17.0,16.0,60.0,3,4,26,30
1,0021400303,1610612751,Nets,BKN,Brooklyn,240:00,19.0,15.0,8.0,46.0,15.0,23.0,15.0,42.0,2,5,18,17
0,0021400303,1610612739,Cavaliers,CLE,Cleveland,240:00,15.0,23.0,15.0,42.0,19.0,15.0,8.0,46.0,5,2,17,18
1,0021400304,1610612743,Nuggets,DEN,Denver,265:00,21.0,25.0,7.0,50.0,15.0,8.0,6.0,40.0,2,10,28,16
0,0021400304,1610612761,Raptors,TOR,Toronto,265:00,15.0,8.0,6.0,40.0,21.0,25.0,7.0,50.0,10,2,16,28
0,0021400305,1610612750,Timberwolves,MIN,Minnesota,240:00,17.0,18.0,16.0,40.0,17.0,18.0,15.0,54.0,4,6,10,18
1,0021400305,1610612744,Warriors,GSW,Golden State,240:00,17.0,18.0,15.0,54.0,17.0,18.0,16.0,40.0,6,4,18,10
0,0021400306,1610612762,Jazz,UTA,Utah,240:00,18.0,16.0,29.0,40.0,14.0,15.0,10.0,34.0,7,2,26,24
1,0021400306,1610612758,Kings,SAC,Sacramento,240:00,14.0,15.0,10.0,34.0,18.0,16.0,29.0,40.0,2,7,24,26
1,0021400307,1610612746,Clippers,LAC,Los Angeles,265:00,31.0,17.0,16.0,46.0,19.0,8.0,22.0,36.0,5,3,22,28
0,0021400307,1610612756,Suns,PHX,Phoenix,265:00,19.0,8.0,22.0,36.0,31.0,17.0,16.0,46.0,3,5,28,22
0,0021400308,1610612761,Raptors,TOR,Toronto,240:00,16.0,12.0,7.0,54.0,24.0,11.0,4.0,42.0,3,5,24,17
1,0021400308,1610612739,Cavaliers,CLE,Cleveland,240:00,24.0,11.0,4.0,42.0,16.0,12.0,7.0,54.0,5,3,17,24
1,0021400309,1610612765,Pistons,DET,Detroit,240:00,16.0,18.0,17.0,50.0,18.0,15.0,10.0,48.0,2,7,8,12
0,0021400309,1610612757,Trail Blazers,POR,Portland,240:00,18.0,15.0,10.0,48.0,16.0,18.0,17.0,50.0,7,2,12,8
0,0021400310,1610612763,Grizzlies,MEM,Memphis,240:00,25.0,20.0,13.0,52.0,9.0,21.0,4.0,26.0,1,7,17,22
1,0021400310,1610612742,Mavericks,DAL,Dallas,240:00,9.0,21.0,4.0,26.0,25.0,20.0,13.0,52.0,7,1,22,17
1,0021400311,1610612740,Pelicans,NOP,New Orleans,240:00,11.0,15.0,13.0,54.0,18.0,14.0,11.0,40.0,8,8,14,20
0,0021400311,1610612752,Knicks,NYK,New York,240:00,18.0,14.0,11.0,40.0,11.0,15.0,13.0,54.0,8,8,20,14
0,0021400312,1610612760,Thunder,OKC,Oklahoma City,240:00,19.0,16.0,25.0,46.0,25.0,13.0,3.0,34.0,6,2,28,25
1,0021400312,1610612749,Bucks,MIL,Milwaukee,240:00,25.0,13.0,3.0,34.0,19.0,16.0,25.0,46.0,2,6,25,28
1,0021400313,1610612748,Heat,MIA,Miami,240:00,21.0,6.0,6.0,58.0,20.0,17.0,7.0,24.0,4,5,14,20
0,0021400313,1610612756,Suns,PHX,Phoenix,240:00,20.0,17.0,7.0,24.0,21.0,6.0,6.0,58.0,5,4,20,14
0,0021400314,1610612762,Jazz,UTA,Utah,240:00,17.0,21.0,8.0,50.0,16.0,19.0,10.0,62.0,7,8,23,21
1,0021400314,1610612759,Spurs,SAS,San Antonio,240:00,16.0,19.0,10.0,62.0,17.0,21.0,8.0,50.0,8,7,21,23
0,0021400315,1610612758,Kings,SAC,Sacramento,240:00,4.0,14.0,9.0,28.0,21.0,21.0,3.0,36.0,3,6,25,23
1,0021400315,1610612747,Lakers,LAL,Los Angeles,240:00,21.0,21.0,3.0,36.0,4.0,14.0,9.0,28.0,6,3,23,25
0,0021400316,1610612766,Hornets,CHA,Charlotte,240:00,14.0,13.0,6.0,46.0,6.0,6.0,9.0,38.0,3,1,14,27
1,0021400316,1610612738,Celtics,BOS,Boston,240:00,6.0,6.0,9.0,38.0,14.0,13.0,6.0,46.0,1,3,27,14
1,0021400317,1610612754,Pacers,IND,Indiana,240:00,19.0,25.0,10.0,32.0,12.0,13.0,19.0,38.0,1,7,18,17
0,0021400317,1610612746,Clippers,LAC,Los Angeles,240:00,12.0,13.0,19.0,38.0,19.0,25.0,10.0,32.0,7,1,17,18
1,0021400318,1610612753,Magic,ORL,Orlando,240:00,12.0,11.0,14.0,42.0,13.0,10.0,9.0,38.0,7,5,12,13
0,0021400318,1610612764,Wizards,WAS,Washington,240:00,13.0,10.0,9.0,38.0,12.0,11.0,14.0,42.0,5,7,13,12
1,0021400319,1610612737,Hawks,ATL,Atlanta,240:00,20.0,16.0,10.0,44.0,19.0,10.0,14.0,40.0,1,10,16,18
0,0021400319,1610612755,76ers,PHI,Philadelphia,240:00,19.0,10.0,14.0,40.0,20.0,16.0,10.0,44.0,10,1,18,16
0,0021400320,1610612741,Bulls,CHI,Chicago,240:00,12.0,24.0,11.0,42.0,14.0,9.0,13.0,38.0,11,5,18,25
1,0021400320,1610612751,Nets,BKN,Brooklyn,240:00,14.0,9.0,13.0,38.0,12.0,24.0,11.0,42.0,5,11,25,18
0,0021400321,1610612757,Trail Blazers,POR,Portland,240:00,19.0,11.0,12.0,38.0,20.0,15.0,15.0,40.0,10,3,25,19
1,0021400321,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,15.0,15.0,40.0,19.0,11.0,12.0,38.0,3,10,19,25
1,0021400322,1610612752,Knicks,NYK,New York,240:00,15.0,15.0,12.0,40.0,16.0,12.0,10.0,30.0,1,4,25,16
0,0021400322,1610612759,Spurs,SAS,San Antonio,240:00,16.0,12.0,10.0,30.0,15.0,15.0,12.0,40.0,4,1,16,25
0,0021400323,1610612740,Pelicans,NOP,New Orleans,240:00,15.0,17.0,15.0,44.0,11.0,11.0,19.0,46.0,3,5,20,18
1,0021400323,1610612742,Mavericks,DAL,Dallas,240:00,11.0,11.0,19.0,46.0,15.0,17.0,15.0,44.0,5,3,18,20
0,0021400324,1610612745,Rockets,HOU,Houston,240:00,15.0,12.0,12.0,50.0,13.0,10.0,21.0,48.0,2,5,17,16
1,0021400324,1610612744,Warriors,GSW,Golden State,240:00,13.0,10.0,21.0,48.0,15.0,12.0,12.0,50.0,5,2,16,17
1,0021400325,1610612743,Nuggets,DEN,Denver,240:00,11.0,27.0,23.0,40.0,9.0,10.0,9.0,32.0,4,6,18,20
0,0021400325,1610612748,Heat,MIA,Miami,240:00,9.0,10.0,9.0,32.0,11.0,27.0,23.0,40.0,6,4,20,18
0,0021400326,1610612760,Thunder,OKC,Oklahoma City,240:00,20.0,11.0,21.0,48.0,14.0,19.0,7.0,28.0,11,4,23,20
1,0021400326,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,19.0,7.0,28.0,20.0,11.0,21.0,48.0,4,11,20,23
1,0021400327,1610612745,Rockets,HOU,Houston,265:00,27.0,8.0,18.0,40.0,20.0,17.0,27.0,42.0,3,4,27,23
0,0021400327,1610612758,Kings,SAC,Sacramento,265:00,20.0,17.0,27.0,42.0,27.0,8.0,18.0,40.0,4,3,23,27
0,0021400328,1610612757,Trail Blazers,POR,Portland,240:00,8.0,11.0,5.0,34.0,19.0,14.0,19.0,60.0,5,3,17,11
1,0021400328,1610612741,Bulls,CHI,Chicago,240:00,19.0,14.0,19.0,60.0,8.0,11.0,5.0,34.0,3,5,11,17
0,0021400329,1610612764,Wizards,WAS,Washington,240:00,21.0,15.0,13.0,36.0,12.0,18.0,3.0,24.0,6,2,25,20
1,0021400329,1610612746,Clippers,LAC,Los Angeles,240:00,12.0,18.0,3.0,24.0,21.0,15.0,13.0,36.0,2,6,20,25
0,0021400330,1610612753,Magic,ORL,Orlando,240:00,10.0,9.0,3.0,26.0,18.0,10.0,11.0,24.0,4,3,27,12
1,0021400330,1610612737,Hawks,ATL,Atlanta,240:00,18.0,10.0,11.0,24.0,10.0,9.0,3.0,26.0,3,4,12,27
0,0021400331,1610612752,Knicks,NYK,New York,240:00,19.0,11.0,15.0,36.0,16.0,20.0,16.0,48.0,5,3,20,18
1,0021400331,1610612738,Celtics,BOS,Boston,240:00,16.0,20.0,16.0,48.0,19.0,11.0,15.0,36.0,3,5,18,20
0,0021400332,1610612755,76ers,PHI,Philadelphia,240:00,18.0,7.0,20.0,18.0,25.0,13.0,9.0,42.0,4,5,20,15
1,0021400332,1610612751,Nets,BKN,Brooklyn,240:00,25.0,13.0,9.0,42.0,18.0,7.0,20.0,18.0,5,4,15,20
0,0021400333,1610612761,Raptors,TOR,Toronto,240:00,10.0,20.0,16.0,50.0,14.0,15.0,12.0,32.0,3,7,23,22
1,0021400333,1610612754,Pacers,IND,Indiana,240:00,14.0,15.0,12.0,32.0,10.0,20.0,16.0,50.0,7,3,22,23
0,0021400334,1610612763,Grizzlies,MEM,Memphis,290:00,18.0,18.0,12.0,34.0,22.0,9.0,6.0,42.0,9,11,22,29
1,0021400334,1610612766,Hornets,CHA,Charlotte,290:00,22.0,9.0,6.0,42.0,18.0,18.0,12.0,34.0,11,9,29,22
0,0021400335,1610612760,Thunder,OKC,Oklahoma City,240:00,25.0,12.0,17.0,54.0,23.0,12.0,13.0,44.0,6,9,23,16
1,0021400335,1610612750,Timberwolves,MIN,Minnesota,240:00,23.0,12.0,13.0,44.0,25.0,12.0,17.0,54.0,9,6,16,23
0,0021400336,1610612740,Pelicans,NOP,New Orleans,240:00,7.0,6.0,8.0,56.0,10.0,6.0,17.0,48.0,6,6,15,19
1,0021400336,1610612739,Cavaliers,CLE,Cleveland,240:00,10.0,6.0,17.0,48.0,7.0,6.0,8.0,56.0,6,6,19,15
1,0021400337,1610612765,Pistons,DET,Detroit,240:00,28.0,21.0,14.0,60.0,21.0,16.0,29.0,52.0,3,5,18,24
0,0021400337,1610612756,Suns,PHX,Phoenix,240:00,21.0,16.0,29.0,52.0,28.0,21.0,14.0,60.0,5,3,24,18
1,0021400338,1610612748,Heat,MIA,Miami,240:00,15.0,15.0,8.0,38.0,10.0,17.0,9.0,42.0,3,6,16,18
0,0021400338,1610612762,Jazz,UTA,Utah,240:00,10.0,17.0,9.0,42.0,15.0,15.0,8.0,38.0,6,3,18,16
0,0021400339,1610612759,Spurs,SAS,San Antonio,265:00,16.0,19.0,16.0,42.0,25.0,17.0,13.0,32.0,5,4,16,19
1,0021400339,1610612747,Lakers,LAL,Los Angeles,265:00,25.0,17.0,13.0,32.0,16.0,19.0,16.0,42.0,4,5,19,16
0,0021400340,1610612744,Warriors,GSW,Golden State,240:00,14.0,12.0,23.0,40.0,14.0,16.0,32.0,50.0,7,0,24,23
1,0021400340,1610612742,Mavericks,DAL,Dallas,240:00,14.0,16.0,32.0,50.0,14.0,12.0,23.0,40.0,0,7,23,24
1,0021400341,1610612751,Nets,BKN,Brooklyn,240:00,8.0,14.0,7.0,42.0,11.0,16.0,6.0,26.0,4,4,24,19
0,0021400341,1610612766,Hornets,CHA,Charlotte,240:00,11.0,16.0,6.0,26.0,8.0,14.0,7.0,42.0,4,4,19,24
0,0021400342,1610612757,Trail Blazers,POR,Portland,240:00,9.0,17.0,5.0,44.0,7.0,21.0,10.0,34.0,5,2,21,18
1,0021400342,1610612754,Pacers,IND,Indiana,240:00,7.0,21.0,10.0,34.0,9.0,17.0,5.0,44.0,2,5,18,21
1,0021400343,1610612737,Hawks,ATL,Atlanta,240:00,15.0,12.0,10.0,44.0,9.0,12.0,4.0,44.0,4,6,19,15
0,0021400343,1610612753,Magic,ORL,Orlando,240:00,9.0,12.0,4.0,44.0,15.0,12.0,10.0,44.0,6,4,15,19
1,0021400344,1610612746,Clippers,LAC,Los Angeles,240:00,15.0,11.0,12.0,36.0,16.0,8.0,14.0,50.0,3,4,24,19
0,0021400344,1610612749,Bucks,MIL,Milwaukee,240:00,16.0,8.0,14.0,50.0,15.0,11.0,12.0,36.0,4,3,19,24
0,0021400345,1610612755,76ers,PHI,Philadelphia,265:00,17.0,13.0,20.0,40.0,29.0,13.0,14.0,60.0,4,4,24,24
1,0021400345,1610612763,Grizzlies,MEM,Memphis,265:00,29.0,13.0,14.0,60.0,17.0,13.0,20.0,40.0,4,4,24,24
1,0021400346,1610612743,Nuggets,DEN,Denver,240:00,17.0,14.0,17.0,42.0,17.0,8.0,18.0,50.0,7,7,26,21
0,0021400346,1610612745,Rockets,HOU,Houston,240:00,17.0,8.0,18.0,50.0,17.0,14.0,17.0,42.0,7,7,21,26
1,0021400347,1610612765,Pistons,DET,Detroit,240:00,13.0,12.0,31.0,40.0,20.0,18.0,9.0,32.0,9,7,18,18
0,0021400347,1610612758,Kings,SAC,Sacramento,240:00,20.0,18.0,9.0,32.0,13.0,12.0,31.0,40.0,7,9,18,18
1,0021400348,1610612744,Warriors,GSW,Golden State,265:00,13.0,5.0,19.0,52.0,23.0,13.0,18.0,56.0,9,6,19,27
0,0021400348,1610612740,Pelicans,NOP,New Orleans,265:00,23.0,13.0,18.0,56.0,13.0,5.0,19.0,52.0,6,9,27,19
1,0021400349,1610612741,Bulls,CHI,Chicago,240:00,22.0,9.0,12.0,30.0,20.0,10.0,9.0,34.0,8,5,18,22
0,0021400349,1610612748,Heat,MIA,Miami,240:00,20.0,10.0,9.0,34.0,22.0,9.0,12.0,30.0,5,8,22,18
1,0021400350,1610612762,Jazz,UTA,Utah,240:00,27.0,20.0,5.0,38.0,25.0,12.0,11.0,52.0,7,9,18,21
0,0021400350,1610612764,Wizards,WAS,Washington,240:00,25.0,12.0,11.0,52.0,27.0,20.0,5.0,38.0,9,7,21,18
0,0021400351,1610612750,Timberwolves,MIN,Minnesota,240:00,16.0,19.0,18.0,54.0,16.0,15.0,14.0,38.0,3,5,21,17
1,0021400351,1610612747,Lakers,LAL,Los Angeles,240:00,16.0,15.0,14.0,38.0,16.0,19.0,18.0,54.0,5,3,17,21
1,0021400352,1610612760,Thunder,OKC,Oklahoma City,240:00,14.0,16.0,14.0,50.0,13.0,9.0,15.0,40.0,5,3,19,22
0,0021400352,1610612756,Suns,PHX,Phoenix,240:00,13.0,9.0,15.0,40.0,14.0,16.0,14.0,50.0,3,5,22,19
1,0021400353,1610612752,Knicks,NYK,New York,265:00,17.0,13.0,10.0,20.0,20.0,6.0,7.0,30.0,4,2,22,25
0,0021400353,1610612761,Raptors,TOR,Toronto,265:00,20.0,6.0,7.0,30.0,17.0,13.0,10.0,20.0,2,4,25,22
0,0021400354,1610612759,Spurs,SAS,San Antonio,240:00,30.0,14.0,16.0,44.0,13.0,12.0,9.0,34.0,11,4,20,29
1,0021400354,1610612743,Nuggets,DEN,Denver,240:00,13.0,12.0,9.0,34.0,30.0,14.0,16.0,44.0,4,11,29,20
1,0021400355,1610612766,Hornets,CHA,Charlotte,240:00,12.0,13.0,8.0,42.0,15.0,8.0,10.0,32.0,5,5,14,14
0,0021400355,1610612739,Cavaliers,CLE,Cleveland,240:00,15.0,8.0,10.0,32.0,12.0,13.0,8.0,42.0,5,5,14,14
1,0021400356,1610612754,Pacers,IND,Indiana,240:00,12.0,15.0,16.0,42.0,27.0,19.0,19.0,28.0,2,5,20,20
0,0021400356,1610612747,Lakers,LAL,Los Angeles,240:00,27.0,19.0,19.0,28.0,12.0,15.0,16.0,42.0,5,2,20,20
0,0021400357,1610612755,76ers,PHI,Philadelphia,240:00,18.0,19.0,1.0,44.0,32.0,20.0,25.0,46.0,9,5,28,23
1,0021400357,1610612738,Celtics,BOS,Boston,240:00,32.0,20.0,25.0,46.0,18.0,19.0,1.0,44.0,5,9,23,28
0,0021400358,1610612741,Bulls,CHI,Chicago,240:00,3.0,17.0,8.0,42.0,17.0,2.0,12.0,40.0,6,7,17,17
1,0021400358,1610612737,Hawks,ATL,Atlanta,240:00,17.0,2.0,12.0,40.0,3.0,17.0,8.0,42.0,7,6,17,17
0,0021400359,1610612761,Raptors,TOR,Toronto,240:00,23.0,12.0,10.0,36.0,17.0,12.0,9.0,40.0,4,7,14,19
1,0021400359,1610612753,Magic,ORL,Orlando,240:00,17.0,12.0,9.0,40.0,23.0,12.0,10.0,36.0,7,4,19,14
1,0021400360,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,11.0,19.0,50.0,17.0,13.0,6.0,24.0,1,5,27,24
0,0021400360,1610612756,Suns,PHX,Phoenix,240:00,17.0,13.0,6.0,24.0,20.0,11.0,19.0,50.0,5,1,24,27
1,0021400361,1610612757,Trail Blazers,POR,Portland,240:00,14.0,14.0,11.0,42.0,13.0,13.0,8.0,54.0,2,4,19,21
0,0021400361,1610612759,Spurs,SAS,San Antonio,240:00,13.0,13.0,8.0,54.0,14.0,14.0,11.0,42.0,4,2,21,19
1,0021400362,1610612765,Pistons,DET,Detroit,240:00,15.0,17.0,21.0,40.0,27.0,16.0,6.0,32.0,3,3,19,21
0,0021400362,1610612746,Clippers,LAC,Los Angeles,240:00,27.0,16.0,6.0,32.0,15.0,17.0,21.0,40.0,3,3,21,19
1,0021400363,1610612750,Timberwolves,MIN,Minnesota,240:00,15.0,9.0,9.0,42.0,16.0,11.0,16.0,44.0,5,8,18,25
0,0021400363,1610612764,Wizards,WAS,Washington,240:00,16.0,11.0,16.0,44.0,15.0,9.0,9.0,42.0,8,5,25,18
0,0021400364,1610612748,Heat,MIA,Miami,240:00,20.0,10.0,10.0,26.0,13.0,5.0,16.0,38.0,2,2,23,26
1,0021400364,1610612751,Nets,BKN,Brooklyn,240:00,13.0,5.0,16.0,38.0,20.0,10.0,10.0,26.0,2,2,26,23
1,0021400365,1610612744,Warriors,GSW,Golden State,240:00,10.0,12.0,21.0,50.0,9.0,15.0,12.0,50.0,11,4,19,16
0,0021400365,1610612763,Grizzlies,MEM,Memphis,240:00,9.0,15.0,12.0,50.0,10.0,12.0,21.0,50.0,4,11,16,19
1,0021400366,1610612740,Pelicans,NOP,New Orleans,240:00,21.0,16.0,15.0,54.0,15.0,23.0,15.0,68.0,9,7,20,18
0,0021400366,1610612762,Jazz,UTA,Utah,240:00,15.0,23.0,15.0,68.0,21.0,16.0,15.0,54.0,7,9,18,20
0,0021400367,1610612752,Knicks,NYK,New York,240:00,19.0,11.0,15.0,40.0,19.0,8.0,13.0,38.0,5,4,13,14
1,0021400367,1610612742,Mavericks,DAL,Dallas,240:00,19.0,8.0,13.0,38.0,19.0,11.0,15.0,40.0,4,5,14,13
0,0021400368,1610612758,Kings,SAC,Sacramento,240:00,6.0,23.0,8.0,44.0,26.0,18.0,21.0,54.0,3,9,21,20
1,0021400368,1610612760,Thunder,OKC,Oklahoma City,240:00,26.0,18.0,21.0,54.0,6.0,23.0,8.0,44.0,9,3,20,21
0,0021400369,1610612756,Suns,PHX,Phoenix,240:00,9.0,19.0,11.0,40.0,9.0,6.0,6.0,38.0,7,3,15,16
1,0021400369,1610612766,Hornets,CHA,Charlotte,240:00,9.0,6.0,6.0,38.0,9.0,19.0,11.0,40.0,3,7,16,15
0,0021400370,1610612739,Cavaliers,CLE,Cleveland,240:00,9.0,12.0,9.0,46.0,13.0,8.0,10.0,58.0,0,5,17,17
1,0021400370,1610612737,Hawks,ATL,Atlanta,240:00,13.0,8.0,10.0,58.0,9.0,12.0,9.0,46.0,5,0,17,17
1,0021400371,1610612738,Celtics,BOS,Boston,240:00,12.0,11.0,17.0,54.0,19.0,12.0,7.0,50.0,8,1,16,16
0,0021400371,1610612753,Magic,ORL,Orlando,240:00,19.0,12.0,7.0,50.0,12.0,11.0,17.0,54.0,1,8,16,16
1,0021400372,1610612742,Mavericks,DAL,Dallas,240:00,16.0,12.0,16.0,40.0,17.0,14.0,9.0,42.0,4,4,15,27
0,0021400372,1610612765,Pistons,DET,Detroit,240:00,17.0,14.0,9.0,42.0,16.0,12.0,16.0,40.0,4,4,27,15
0,0021400373,1610612762,Jazz,UTA,Utah,240:00,14.0,10.0,6.0,30.0,16.0,11.0,17.0,30.0,5,0,26,24
1,0021400373,1610612748,Heat,MIA,Miami,240:00,16.0,11.0,17.0,30.0,14.0,10.0,6.0,30.0,0,5,24,26
0,0021400374,1610612761,Raptors,TOR,Toronto,240:00,12.0,11.0,14.0,56.0,19.0,14.0,4.0,44.0,4,8,21,16
1,0021400374,1610612751,Nets,BKN,Brooklyn,240:00,19.0,14.0,4.0,44.0,12.0,11.0,14.0,56.0,8,4,16,21
0,0021400375,1610612759,Spurs,SAS,San Antonio,315:00,14.0,17.0,5.0,42.0,20.0,19.0,9.0,48.0,11,6,16,27
1,0021400375,1610612763,Grizzlies,MEM,Memphis,315:00,20.0,19.0,9.0,48.0,14.0,17.0,5.0,42.0,6,11,27,16
1,0021400376,1610612749,Bucks,MIL,Milwaukee,240:00,15.0,9.0,11.0,40.0,13.0,22.0,2.0,40.0,0,3,25,19
0,0021400376,1610612757,Trail Blazers,POR,Portland,240:00,13.0,22.0,2.0,40.0,15.0,9.0,11.0,40.0,3,0,19,25
0,0021400377,1610612746,Clippers,LAC,Los Angeles,240:00,13.0,10.0,21.0,34.0,10.0,15.0,8.0,42.0,4,4,15,30
1,0021400377,1610612754,Pacers,IND,Indiana,240:00,10.0,15.0,8.0,42.0,13.0,10.0,21.0,34.0,4,4,30,15
0,0021400378,1610612745,Rockets,HOU,Houston,265:00,12.0,9.0,16.0,42.0,21.0,14.0,19.0,36.0,5,1,23,36
1,0021400378,1610612743,Nuggets,DEN,Denver,265:00,21.0,14.0,19.0,36.0,12.0,9.0,16.0,42.0,1,5,36,23
1,0021400379,1610612741,Bulls,CHI,Chicago,240:00,18.0,8.0,10.0,28.0,22.0,25.0,9.0,36.0,8,6,17,24
0,0021400379,1610612752,Knicks,NYK,New York,240:00,22.0,25.0,9.0,36.0,18.0,8.0,10.0,28.0,6,8,24,17
0,0021400380,1610612740,Pelicans,NOP,New Orleans,240:00,16.0,12.0,5.0,38.0,16.0,11.0,13.0,48.0,8,4,17,18
1,0021400380,1610612745,Rockets,HOU,Houston,240:00,16.0,11.0,13.0,48.0,16.0,12.0,5.0,38.0,4,8,18,17
1,0021400381,1610612749,Bucks,MIL,Milwaukee,240:00,17.0,9.0,18.0,26.0,18.0,2.0,6.0,48.0,2,0,26,23
0,0021400381,1610612758,Kings,SAC,Sacramento,240:00,18.0,2.0,6.0,48.0,17.0,9.0,18.0,26.0,0,2,23,26
0,0021400382,1610612760,Thunder,OKC,Oklahoma City,240:00,10.0,12.0,9.0,36.0,16.0,12.0,17.0,52.0,4,7,15,15
1,0021400382,1610612744,Warriors,GSW,Golden State,240:00,16.0,12.0,17.0,52.0,10.0,12.0,9.0,36.0,7,4,15,15
0,0021400383,1610612762,Jazz,UTA,Utah,240:00,22.0,13.0,14.0,48.0,26.0,9.0,7.0,38.0,5,2,14,22
1,0021400383,1610612753,Magic,ORL,Orlando,240:00,26.0,9.0,7.0,38.0,22.0,13.0,14.0,48.0,2,5,22,14
0,0021400384,1610612755,76ers,PHI,Philadelphia,240:00,8.0,2.0,12.0,26.0,34.0,18.0,14.0,46.0,12,3,17,17
1,0021400384,1610612766,Hornets,CHA,Charlotte,240:00,34.0,18.0,14.0,46.0,8.0,2.0,12.0,26.0,3,12,17,17
0,0021400385,1610612750,Timberwolves,MIN,Minnesota,240:00,18.0,15.0,12.0,48.0,15.0,15.0,19.0,68.0,5,6,13,20
1,0021400385,1610612738,Celtics,BOS,Boston,240:00,15.0,15.0,19.0,68.0,18.0,15.0,12.0,48.0,6,5,20,13
0,0021400386,1610612739,Cavaliers,CLE,Cleveland,240:00,13.0,17.0,10.0,40.0,15.0,4.0,13.0,36.0,4,8,16,26
1,0021400386,1610612751,Nets,BKN,Brooklyn,240:00,15.0,4.0,13.0,36.0,13.0,17.0,10.0,40.0,8,4,26,16
1,0021400387,1610612765,Pistons,DET,Detroit,240:00,8.0,18.0,10.0,50.0,15.0,13.0,18.0,60.0,7,5,20,16
0,0021400387,1610612761,Raptors,TOR,Toronto,240:00,15.0,13.0,18.0,60.0,8.0,18.0,10.0,50.0,5,7,16,20
0,0021400388,1610612764,Wizards,WAS,Washington,240:00,18.0,22.0,8.0,42.0,16.0,11.0,10.0,40.0,3,3,17,27
1,0021400388,1610612748,Heat,MIA,Miami,240:00,16.0,11.0,10.0,40.0,18.0,22.0,8.0,42.0,3,3,27,17
1,0021400389,1610612741,Bulls,CHI,Chicago,240:00,4.0,10.0,12.0,22.0,11.0,14.0,2.0,42.0,3,6,18,25
0,0021400389,1610612763,Grizzlies,MEM,Memphis,240:00,11.0,14.0,2.0,42.0,4.0,10.0,12.0,22.0,6,3,25,18
1,0021400390,1610612757,Trail Blazers,POR,Portland,315:00,24.0,30.0,17.0,40.0,14.0,19.0,15.0,50.0,5,4,24,22
0,0021400390,1610612759,Spurs,SAS,San Antonio,315:00,14.0,19.0,15.0,50.0,24.0,30.0,17.0,40.0,4,5,22,24
0,0021400391,1610612746,Clippers,LAC,Los Angeles,240:00,23.0,11.0,8.0,44.0,18.0,9.0,9.0,40.0,4,1,22,24
1,0021400391,1610612743,Nuggets,DEN,Denver,240:00,18.0,9.0,9.0,40.0,23.0,11.0,8.0,44.0,1,4,24,22
0,0021400392,1610612760,Thunder,OKC,Oklahoma City,240:00,13.0,7.0,8.0,40.0,11.0,16.0,7.0,38.0,8,5,16,21
1,0021400392,1610612747,Lakers,LAL,Los Angeles,240:00,11.0,16.0,7.0,38.0,13.0,7.0,8.0,40.0,5,8,21,16
1,0021400393,1610612752,Knicks,NYK,New York,240:00,15.0,18.0,9.0,40.0,20.0,9.0,12.0,26.0,4,3,21,12
0,0021400393,1610612756,Suns,PHX,Phoenix,240:00,20.0,9.0,12.0,26.0,15.0,18.0,9.0,40.0,3,4,12,21
1,0021400394,1610612740,Pelicans,NOP,New Orleans,240:00,22.0,12.0,12.0,38.0,24.0,19.0,13.0,46.0,6,3,11,25
0,0021400394,1610612757,Trail Blazers,POR,Portland,240:00,24.0,19.0,13.0,46.0,22.0,12.0,12.0,38.0,3,6,25,11
0,0021400395,1610612762,Jazz,UTA,Utah,240:00,3.0,18.0,13.0,30.0,10.0,14.0,4.0,42.0,5,3,15,14
1,0021400395,1610612766,Hornets,CHA,Charlotte,240:00,10.0,14.0,4.0,42.0,3.0,18.0,13.0,30.0,3,5,14,15
1,0021400396,1610612737,Hawks,ATL,Atlanta,240:00,14.0,8.0,15.0,40.0,10.0,17.0,12.0,36.0,9,4,15,25
0,0021400396,1610612745,Rockets,HOU,Houston,240:00,10.0,17.0,12.0,36.0,14.0,8.0,15.0,40.0,4,9,25,15
0,0021400397,1610612759,Spurs,SAS,San Antonio,240:00,8.0,15.0,8.0,42.0,25.0,11.0,23.0,46.0,2,3,20,24
1,0021400397,1610612742,Mavericks,DAL,Dallas,240:00,25.0,11.0,23.0,46.0,8.0,15.0,8.0,42.0,3,2,24,20
0,0021400398,1610612754,Pacers,IND,Indiana,240:00,15.0,22.0,4.0,18.0,15.0,10.0,9.0,48.0,2,7,24,20
1,0021400398,1610612743,Nuggets,DEN,Denver,240:00,15.0,10.0,9.0,48.0,15.0,22.0,4.0,18.0,7,2,20,24
0,0021400399,1610612749,Bucks,MIL,Milwaukee,240:00,19.0,10.0,20.0,46.0,18.0,10.0,19.0,36.0,1,4,26,18
1,0021400399,1610612746,Clippers,LAC,Los Angeles,240:00,18.0,10.0,19.0,36.0,19.0,10.0,20.0,46.0,4,1,18,26
0,0021400400,1610612761,Raptors,TOR,Toronto,240:00,15.0,13.0,17.0,42.0,11.0,18.0,10.0,38.0,4,5,24,22
