,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0,0021400041,1610612752,Knicks,NYK,New York,240:00,13.0,4.0,6.0,30.0,13.0,11.0,7.0,40.0,0,2,26,16
1,0021400041,1610612766,Hornets,CHA,Charlotte,240:00,13.0,11.0,7.0,40.0,13.0,4.0,6.0,30.0,2,0,16,26
0,0021400042,1610612757,Trail Blazers,POR,Portland,240:00,17.0,18.0,16.0,36.0,13.0,9.0,13.0,42.0,2,7,19,16
1,0021400042,1610612744,Warriors,GSW,Golden State,240:00,13.0,9.0,13.0,42.0,17.0,18.0,16.0,36.0,7,2,16,19
0,0021400043,1610612755,76ers,PHI,Philadelphia,240:00,35.0,6.0,18.0,36.0,27.0,20.0,17.0,30.0,4,6,20,20
1,0021400043,1610612745,Rockets,HOU,Houston,240:00,27.0,20.0,17.0,30.0,35.0,6.0,18.0,36.0,6,4,20,20
0,0021400044,1610612760,Thunder,OKC,Oklahoma City,240:00,11.0,19.0,9.0,36.0,21.0,18.0,20.0,46.0,3,3,17,21
1,0021400044,1610612751,Nets,BKN,Brooklyn,240:00,21.0,18.0,20.0,46.0,11.0,19.0,9.0,36.0,3,3,21,17
1,0021400045,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,17.0,6.0,36.0,7.0,7.0,2.0,42.0,6,3,24,30
0,0021400045,1610612740,Pelicans,NOP,New Orleans,240:00,7.0,7.0,2.0,42.0,10.0,17.0,6.0,36.0,3,6,30,24
0,0021400046,1610612742,Mavericks,DAL,Dallas,240:00,28.0,10.0,13.0,46.0,22.0,25.0,30.0,46.0,9,6,17,21
1,0021400046,1610612738,Celtics,BOS,Boston,240:00,22.0,25.0,30.0,46.0,28.0,10.0,13.0,46.0,6,9,21,17
0,0021400047,1610612758,Kings,SAC,Sacramento,240:00,21.0,19.0,14.0,46.0,11.0,19.0,14.0,54.0,5,7,28,35
1,0021400047,1610612743,Nuggets,DEN,Denver,240:00,11.0,19.0,14.0,54.0,21.0,19.0,14.0,46.0,7,5,35,28
1,0021400048,1610612746,Clippers,LAC,Los Angeles,240:00,21.0,2.0,14.0,42.0,12.0,12.0,6.0,40.0,6,2,17,20
0,0021400048,1610612762,Jazz,UTA,Utah,240:00,12.0,12.0,6.0,40.0,21.0,2.0,14.0,42.0,2,6,20,17
0,0021400049,1610612749,Bucks,MIL,Milwaukee,240:00,28.0,7.0,13.0,38.0,4.0,17.0,3.0,26.0,5,9,22,17
1,0021400049,1610612754,Pacers,IND,Indiana,240:00,4.0,17.0,3.0,26.0,28.0,7.0,13.0,38.0,9,5,17,22
1,0021400050,1610612745,Rockets,HOU,Houston,240:00,19.0,14.0,13.0,36.0,17.0,21.0,8.0,18.0,5,2,26,21
0,0021400050,1610612748,Heat,MIA,Miami,240:00,17.0,21.0,8.0,18.0,19.0,14.0,13.0,36.0,2,5,21,26
1,0021400051,1610612752,Knicks,NYK,New York,240:00,10.0,14.0,4.0,24.0,14.0,11.0,14.0,34.0,4,4,23,25
0,0021400051,1610612764,Wizards,WAS,Washington,240:00,14.0,11.0,14.0,34.0,10.0,14.0,4.0,24.0,4,4,25,23
1,0021400052,1610612760,Thunder,OKC,Oklahoma City,240:00,9.0,5.0,3.0,34.0,30.0,11.0,16.0,42.0,3,3,27,24
0,0021400052,1610612761,Raptors,TOR,Toronto,240:00,30.0,11.0,16.0,42.0,9.0,5.0,3.0,34.0,3,3,24,27
0,0021400053,1610612753,Magic,ORL,Orlando,240:00,14.0,10.0,7.0,42.0,22.0,13.0,4.0,46.0,6,9,22,18
1,0021400053,1610612741,Bulls,CHI,Chicago,240:00,22.0,13.0,4.0,46.0,14.0,10.0,7.0,42.0,9,6,18,22
1,0021400054,1610612766,Hornets,CHA,Charlotte,240:00,20.0,4.0,11.0,36.0,12.0,14.0,8.0,48.0,1,6,15,19
0,0021400054,1610612740,Pelicans,NOP,New Orleans,240:00,12.0,14.0,8.0,48.0,20.0,4.0,11.0,36.0,6,1,19,15
1,0021400055,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,15.0,9.0,32.0,16.0,13.0,10.0,38.0,3,4,19,20
0,0021400055,1610612757,Trail Blazers,POR,Portland,240:00,16.0,13.0,10.0,38.0,11.0,15.0,9.0,32.0,4,3,20,19
0,0021400056,1610612756,Suns,PHX,Phoenix,240:00,13.0,8.0,21.0,58.0,8.0,19.0,11.0,42.0,7,8,29,25
1,0021400056,1610612747,Lakers,LAL,Los Angeles,240:00,8.0,19.0,11.0,42.0,13.0,8.0,21.0,58.0,8,7,25,29
0,0021400057,1610612748,Heat,MIA,Miami,240:00,11.0,7.0,10.0,40.0,10.0,20.0,13.0,48.0,4,9,25,24
1,0021400057,1610612766,Hornets,CHA,Charlotte,240:00,10.0,20.0,13.0,48.0,11.0,7.0,10.0,40.0,9,4,24,25
0,0021400058,1610612755,76ers,PHI,Philadelphia,240:00,20.0,10.0,18.0,38.0,14.0,18.0,15.0,62.0,12,3,18,20
1,0021400058,1610612753,Magic,ORL,Orlando,240:00,14.0,18.0,15.0,62.0,20.0,10.0,18.0,38.0,3,12,20,18
1,0021400059,1610612738,Celtics,BOS,Boston,240:00,11.0,21.0,8.0,52.0,36.0,15.0,19.0,44.0,3,4,25,18
0,0021400059,1610612761,Raptors,TOR,Toronto,240:00,36.0,15.0,19.0,44.0,11.0,21.0,8.0,52.0,4,3,18,25
1,0021400060,1610612751,Nets,BKN,Brooklyn,240:00,12.0,10.0,11.0,38.0,23.0,16.0,14.0,36.0,5,4,22,21
0,0021400060,1610612750,Timberwolves,MIN,Minnesota,240:00,23.0,16.0,14.0,36.0,12.0,10.0,11.0,38.0,4,5,21,22
0,0021400061,1610612752,Knicks,NYK,New York,240:00,9.0,7.0,8.0,32.0,11.0,18.0,9.0,34.0,9,4,23,16
1,0021400061,1610612765,Pistons,DET,Detroit,240:00,11.0,18.0,9.0,34.0,9.0,7.0,8.0,32.0,4,9,16,23
0,0021400062,1610612749,Bucks,MIL,Milwaukee,240:00,23.0,16.0,8.0,48.0,15.0,6.0,6.0,38.0,3,3,28,18
1,0021400062,1610612741,Bulls,CHI,Chicago,240:00,15.0,6.0,6.0,38.0,23.0,16.0,8.0,48.0,3,3,18,28
1,0021400063,1610612754,Pacers,IND,Indiana,265:00,12.0,17.0,10.0,38.0,19.0,11.0,23.0,40.0,9,7,27,22
0,0021400063,1610612764,Wizards,WAS,Washington,265:00,19.0,11.0,23.0,40.0,12.0,17.0,10.0,38.0,7,9,22,27
0,0021400064,1610612759,Spurs,SAS,San Antonio,240:00,15.0,14.0,18.0,34.0,14.0,13.0,11.0,40.0,9,5,15,25
1,0021400064,1610612737,Hawks,ATL,Atlanta,240:00,14.0,13.0,11.0,40.0,15.0,14.0,18.0,34.0,5,9,25,15
1,0021400065,1610612763,Grizzlies,MEM,Memphis,240:00,26.0,8.0,15.0,46.0,18.0,10.0,15.0,32.0,1,4,21,20
0,0021400065,1610612756,Suns,PHX,Phoenix,240:00,18.0,10.0,15.0,32.0,26.0,8.0,15.0,46.0,4,1,20,21
0,0021400066,1610612762,Jazz,UTA,Utah,240:00,10.0,8.0,14.0,46.0,24.0,19.0,19.0,38.0,8,4,26,22
1,0021400066,1610612739,Cavaliers,CLE,Cleveland,240:00,24.0,19.0,19.0,38.0,10.0,8.0,14.0,46.0,4,8,22,26
1,0021400067,1610612743,Nuggets,DEN,Denver,240:00,12.0,7.0,23.0,44.0,19.0,10.0,19.0,46.0,5,3,37,30
0,0021400067,1610612758,Kings,SAC,Sacramento,240:00,19.0,10.0,19.0,46.0,12.0,7.0,23.0,44.0,3,5,30,37
0,0021400068,1610612746,Clippers,LAC,Los Angeles,240:00,24.0,5.0,16.0,38.0,13.0,9.0,14.0,34.0,2,3,14,22
1,0021400068,1610612744,Warriors,GSW,Golden State,240:00,13.0,9.0,14.0,34.0,24.0,5.0,16.0,38.0,3,2,22,14
1,0021400069,1610612745,Rockets,HOU,Houston,240:00,13.0,8.0,14.0,44.0,22.0,8.0,13.0,46.0,6,1,20,24
0,0021400069,1610612759,Spurs,SAS,San Antonio,240:00,22.0,8.0,13.0,46.0,13.0,8.0,14.0,44.0,1,6,24,20
0,0021400070,1610612757,Trail Blazers,POR,Portland,240:00,15.0,13.0,13.0,30.0,18.0,19.0,12.0,42.0,6,4,21,17
1,0021400070,1610612742,Mavericks,DAL,Dallas,240:00,18.0,19.0,12.0,42.0,15.0,13.0,13.0,30.0,4,6,17,21
0,0021400071,1610612766,Hornets,CHA,Charlotte,290:00,27.0,22.0,1.0,58.0,18.0,11.0,15.0,38.0,7,3,30,33
1,0021400071,1610612737,Hawks,ATL,Atlanta,290:00,18.0,11.0,15.0,38.0,27.0,22.0,1.0,58.0,3,7,33,30
1,0021400072,1610612750,Timberwolves,MIN,Minnesota,265:00,19.0,7.0,19.0,48.0,12.0,16.0,15.0,50.0,7,6,22,27
0,0021400072,1610612753,Magic,ORL,Orlando,265:00,12.0,16.0,15.0,50.0,19.0,7.0,19.0,48.0,6,7,27,22
1,0021400073,1610612741,Bulls,CHI,Chicago,240:00,19.0,24.0,14.0,38.0,9.0,20.0,22.0,48.0,6,2,21,29
0,0021400073,1610612755,76ers,PHI,Philadelphia,240:00,9.0,20.0,22.0,48.0,19.0,24.0,14.0,38.0,2,6,29,21
0,0021400074,1610612754,Pacers,IND,Indiana,240:00,9.0,23.0,2.0,56.0,12.0,11.0,8.0,34.0,6,3,17,19
1,0021400074,1610612738,Celtics,BOS,Boston,240:00,12.0,11.0,8.0,34.0,9.0,23.0,2.0,56.0,3,6,19,17
0,0021400075,1610612752,Knicks,NYK,New York,240:00,10.0,17.0,13.0,36.0,16.0,8.0,14.0,30.0,2,6,24,24
1,0021400075,1610612751,Nets,BKN,Brooklyn,240:00,16.0,8.0,14.0,30.0,10.0,17.0,13.0,36.0,6,2,24,24
1,0021400076,1610612765,Pistons,DET,Detroit,240:00,8.0,17.0,12.0,44.0,19.0,13.0,14.0,42.0,5,6,24,19
0,0021400076,1610612749,Bucks,MIL,Milwaukee,240:00,19.0,13.0,14.0,42.0,8.0,17.0,12.0,44.0,6,5,19,24
1,0021400077,1610612761,Raptors,TOR,Toronto,240:00,13.0,12.0,5.0,38.0,21.0,10.0,12.0,32.0,3,5,27,29
0,0021400077,1610612764,Wizards,WAS,Washington,240:00,21.0,10.0,12.0,32.0,13.0,12.0,5.0,38.0,5,3,29,27
1,0021400078,1610612763,Grizzlies,MEM,Memphis,240:00,17.0,6.0,6.0,34.0,9.0,16.0,2.0,42.0,4,1,14,18
0,0021400078,1610612760,Thunder,OKC,Oklahoma City,240:00,9.0,16.0,2.0,42.0,17.0,6.0,6.0,34.0,1,4,18,14
1,0021400079,1610612756,Suns,PHX,Phoenix,290:00,24.0,9.0,15.0,50.0,12.0,16.0,18.0,60.0,7,4,33,27
0,0021400079,1610612758,Kings,SAC,Sacramento,290:00,12.0,16.0,18.0,60.0,24.0,9.0,15.0,50.0,4,7,27,33
0,0021400080,1610612762,Jazz,UTA,Utah,240:00,9.0,6.0,13.0,38.0,32.0,15.0,13.0,42.0,6,3,17,22
1,0021400080,1610612742,Mavericks,DAL,Dallas,240:00,32.0,15.0,13.0,42.0,9.0,6.0,13.0,38.0,3,6,22,17
1,0021400081,1610612739,Cavaliers,CLE,Cleveland,240:00,20.0,4.0,23.0,56.0,11.0,5.0,16.0,46.0,3,5,14,22
0,0021400081,1610612743,Nuggets,DEN,Denver,240:00,11.0,5.0,16.0,46.0,20.0,4.0,23.0,56.0,5,3,22,14
0,0021400082,1610612757,Trail Blazers,POR,Portland,240:00,5.0,20.0,8.0,30.0,19.0,12.0,13.0,30.0,3,4,26,19
1,0021400082,1610612746,Clippers,LAC,Los Angeles,240:00,19.0,12.0,13.0,30.0,5.0,20.0,8.0,30.0,4,3,19,26
0,0021400083,1610612764,Wizards,WAS,Washington,240:00,22.0,11.0,5.0,48.0,17.0,16.0,13.0,34.0,4,3,25,24
1,0021400083,1610612754,Pacers,IND,Indiana,240:00,17.0,16.0,13.0,34.0,22.0,11.0,5.0,48.0,3,4,24,25
1,0021400084,1610612737,Hawks,ATL,Atlanta,240:00,17.0,19.0,10.0,34.0,12.0,15.0,9.0,40.0,5,6,17,29
0,0021400084,1610612752,Knicks,NYK,New York,240:00,12.0,15.0,9.0,40.0,17.0,19.0,10.0,34.0,6,5,29,17
0,0021400085,1610612750,Timberwolves,MIN,Minnesota,240:00,16.0,25.0,13.0,48.0,23.0,4.0,12.0,42.0,2,2,17,19
1,0021400085,1610612748,Heat,MIA,Miami,240:00,23.0,4.0,12.0,42.0,16.0,25.0,13.0,48.0,2,2,19,17
0,0021400086,1610612741,Bulls,CHI,Chicago,240:00,18.0,18.0,10.0,52.0,10.0,12.0,17.0,28.0,2,3,16,17
1,0021400086,1610612738,Celtics,BOS,Boston,240:00,10.0,12.0,17.0,28.0,18.0,18.0,10.0,52.0,3,2,17,16
1,0021400087,1610612744,Warriors,GSW,Golden State,240:00,22.0,19.0,14.0,56.0,22.0,11.0,15.0,32.0,8,0,19,17
0,0021400087,1610612745,Rockets,HOU,Houston,240:00,22.0,11.0,15.0,32.0,22.0,19.0,14.0,56.0,0,8,17,19
1,0021400088,1610612763,Grizzlies,MEM,Memphis,240:00,23.0,21.0,13.0,42.0,12.0,15.0,14.0,46.0,2,4,18,24
0,0021400088,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,15.0,14.0,46.0,23.0,21.0,13.0,42.0,4,2,24,18
1,0021400089,1610612740,Pelicans,NOP,New Orleans,240:00,16.0,12.0,11.0,42.0,12.0,14.0,4.0,38.0,9,7,20,17
0,0021400089,1610612759,Spurs,SAS,San Antonio,240:00,12.0,14.0,4.0,38.0,16.0,12.0,11.0,42.0,7,9,17,20
1,0021400090,1610612751,Nets,BKN,Brooklyn,240:00,16.0,22.0,9.0,52.0,18.0,7.0,14.0,42.0,5,2,21,24
0,0021400090,1610612753,Magic,ORL,Orlando,240:00,18.0,7.0,14.0,42.0,16.0,22.0,9.0,52.0,2,5,24,21
1,0021400091,1610612765,Pistons,DET,Detroit,240:00,15.0,23.0,7.0,46.0,10.0,12.0,19.0,34.0,2,2,22,18
0,0021400091,1610612762,Jazz,UTA,Utah,240:00,10.0,12.0,19.0,34.0,15.0,23.0,7.0,46.0,2,2,18,22
1,0021400092,1610612760,Thunder,OKC,Oklahoma City,240:00,16.0,14.0,2.0,44.0,21.0,9.0,13.0,44.0,6,2,22,24
0,0021400092,1610612758,Kings,SAC,Sacramento,240:00,21.0,9.0,13.0,44.0,16.0,14.0,2.0,44.0,2,6,24,22
1,0021400093,1610612755,76ers,PHI,Philadelphia,240:00,18.0,18.0,8.0,42.0,28.0,13.0,9.0,48.0,6,8,23,17
0,0021400093,1610612761,Raptors,TOR,Toronto,240:00,28.0,13.0,9.0,48.0,18.0,18.0,8.0,42.0,8,6,17,23
1,0021400094,1610612742,Mavericks,DAL,Dallas,240:00,17.0,15.0,19.0,40.0,16.0,9.0,10.0,40.0,7,3,15,23
0,0021400094,1610612748,Heat,MIA,Miami,240:00,16.0,9.0,10.0,40.0,17.0,15.0,19.0,40.0,3,7,23,15
0,0021400095,1610612756,Suns,PHX,Phoenix,240:00,30.0,14.0,10.0,24.0,23.0,4.0,4.0,30.0,2,7,19,26
1,0021400095,1610612744,Warriors,GSW,Golden State,240:00,23.0,4.0,4.0,30.0,30.0,14.0,10.0,24.0,7,2,26,19
0,0021400096,1610612757,Trail Blazers,POR,Portland,240:00,16.0,19.0,15.0,30.0,10.0,16.0,15.0,56.0,11,7,21,22
1,0021400096,1610612743,Nuggets,DEN,Denver,240:00,10.0,16.0,15.0,56.0,16.0,19.0,15.0,30.0,7,11,22,21
1,0021400097,1610612766,Hornets,CHA,Charlotte,240:00,11.0,14.0,5.0,44.0,16.0,12.0,9.0,44.0,0,2,18,23
