,TEAM_ABBREVIATION,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,PLUS_MINUS,PTS,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,rolling_10_avg_EFG_PCT,rolling_10_avg_FTA_RATE,rolling_10_avg_TM_TOV_PCT,rolling_10_avg_OREB_PCT,rolling_10_avg_OPP_EFG_PCT,rolling_10_avg_OPP_FTA_RATE,rolling_10_avg_OPP_TOV_PCT,rolling_10_avg_OPP_OREB_PCT,game_count
183,CLE,22019,0021900838,2020-02-22,CLE @ MIA,-19.0,,0.563,0.278,0.243,0.25,0.69,0.253,0.16,0.135,0.5461818181818182,0.19636363636363638,0.17736363636363636,0.23909090909090913,0.5731818181818183,0.26,0.13436363636363635,0.24463636363636362,56
184,WAS,22014,0021400759,2015-02-07,WAS vs. BKN,37.0,,0.557,0.264,0.147,0.348,0.364,0.403,0.162,0.309,0.5012727272727273,0.2841818181818182,0.1529090909090909,0.21736363636363637,0.4671818181818182,0.2790909090909091,0.13,0.2559090909090909,52
185,ATL,22020,0022000916,2021-04-26,ATL @ DET,-14.0,86.0,0.412,0.2,0.161,0.173,0.53,0.179,0.145,0.174,0.5338181818181819,0.2462727272727273,0.11609090909090908,0.19300000000000003,0.5542727272727274,0.2178181818181818,0.12672727272727274,0.21254545454545457,62
186,GSW,22015,0021500524,2016-01-05,GSW @ LAL,21.0,,0.541,0.244,0.114,0.204,0.346,0.33,0.127,0.262,0.5338181818181819,0.27445454545454545,0.1489090909090909,0.20790909090909093,0.46799999999999997,0.25681818181818183,0.15172727272727274,0.2859090909090909,35
187,MIL,22010,0021000802,2011-02-12,MIL vs. IND,-6.0,,0.476,0.235,0.116,0.196,0.529,0.594,0.198,0.333,0.46854545454545454,0.26099999999999995,0.139,0.2298181818181818,0.492,0.3165454545454545,0.1612727272727273,0.2937272727272728,53
188,HOU,22013,0021300838,2014-02-23,HOU @ PHX,3.0,,0.558,0.41,0.211,0.25,0.552,0.279,0.154,0.213,0.5405454545454546,0.3858181818181819,0.17354545454545456,0.2532727272727273,0.4937272727272728,0.22054545454545457,0.14654545454545456,0.2796363636363636,56
189,IND,22022,0022201123,2023-03-27,IND vs. DAL,-23.0,104.0,0.462,0.247,0.136,0.25,0.675,0.205,0.131,0.189,0.5624545454545454,0.2689090909090909,0.1451818181818182,0.217,0.5807272727272728,0.2841818181818182,0.11954545454545457,0.3019090909090909,76
190,OKC,22014,0021400105,2014-11-11,OKC @ MIL,-7.0,,0.368,0.218,0.163,0.217,0.426,0.296,0.171,0.358,0.477125,0.32200000000000006,0.19012500000000002,0.216375,0.480625,0.27549999999999997,0.12575,0.282125,8
191,SAS,22016,0021600902,2017-03-01,SAS vs. IND,1.0,,0.534,0.324,0.186,0.15,0.5,0.309,0.186,0.367,0.513,0.2696363636363636,0.15409090909090908,0.23763636363636362,0.4785454545454545,0.26627272727272727,0.15836363636363635,0.2645454545454546,59
192,SAC,22012,0021201135,2013-04-05,SAC vs. DAL,-9.0,,0.483,0.356,0.119,0.235,0.544,0.211,0.092,0.205,0.5272727272727272,0.26327272727272727,0.13254545454545455,0.22309090909090906,0.5047272727272727,0.25899999999999995,0.136,0.33409090909090905,76
193,IND,22021,22101086,2022-03-23,IND vs. SAC,-1.0,109.0,0.538,0.121,0.149,0.204,0.598,0.207,0.166,0.143,0.5528181818181818,0.24663636363636368,0.15136363636363634,0.23963636363636368,0.557,0.25018181818181817,0.12645454545454543,0.27099999999999996,73
194,PHI,22021,22101015,2022-03-13,PHI @ ORL,2.0,116.0,0.457,0.402,0.075,0.172,0.549,0.22,0.116,0.25,0.5182727272727272,0.3946363636363637,0.11990909090909092,0.17181818181818181,0.5527272727272726,0.2796363636363636,0.1301818181818182,0.2575454545454546,66
195,DAL,22017,0021700295,2017-11-27,DAL @ SAS,-7.0,108.0,0.565,0.2,0.111,0.087,0.585,0.256,0.103,0.1,0.5077272727272727,0.1986363636363636,0.13590909090909095,0.15336363636363637,0.5192727272727272,0.3188181818181818,0.15036363636363637,0.1929090909090909,21
196,TOR,42018,0041800214,2019-05-05,TOR @ PHI,5.0,101.0,0.526,0.342,0.15,0.182,0.476,0.305,0.137,0.308,0.5273333333333334,0.22733333333333336,0.12344444444444444,0.1481111111111111,0.46822222222222215,0.2773333333333333,0.15777777777777777,0.2783333333333333,9
197,MIN,22012,0021201000,2013-03-18,MIN @ MEM,-15.0,,0.372,0.209,0.131,0.233,0.518,0.134,0.146,0.295,0.4666363636363636,0.26227272727272727,0.15027272727272728,0.20554545454545456,0.5291818181818181,0.251,0.18063636363636365,0.323,65
198,LAC,22012,0021200965,2013-03-13,LAC vs. MEM,-11.0,,0.472,0.25,0.173,0.31,0.588,0.309,0.162,0.382,0.5539090909090909,0.2645454545454546,0.1614545454545455,0.2535454545454546,0.5345454545454545,0.3360909090909091,0.17081818181818179,0.29136363636363644,66
199,CHI,22014,0021400119,2014-11-13,CHI @ TOR,7.0,,0.506,0.416,0.204,0.289,0.438,0.236,0.141,0.286,0.5243333333333333,0.35611111111111104,0.15500000000000003,0.21699999999999997,0.45811111111111114,0.25966666666666666,0.13444444444444445,0.3198888888888889,9
200,LAC,22015,0021500487,2015-12-31,LAC @ NOP,6.0,,0.444,0.211,0.123,0.228,0.482,0.183,0.161,0.277,0.5304545454545454,0.29818181818181816,0.13436363636363635,0.17163636363636361,0.4855454545454545,0.3242727272727272,0.15018181818181817,0.3016363636363636,34
201,ATL,22017,0021700897,2018-02-26,ATL vs. LAL,-19.0,104.0,0.417,0.354,0.112,0.125,0.606,0.211,0.207,0.239,0.503,0.28400000000000003,0.13836363636363638,0.1511818181818182,0.5304545454545454,0.22936363636363638,0.14981818181818182,0.29645454545454547,61
202,DAL,22021,22101079,2022-03-21,DAL vs. MIN,2.0,110.0,0.566,0.253,0.123,0.156,0.467,0.319,0.092,0.3,0.5354545454545455,0.268,0.12518181818181817,0.1958181818181818,0.5328181818181817,0.2556363636363636,0.12636363636363634,0.29690909090909084,72
203,CHA,22015,0021500845,2016-02-24,CHA @ CLE,-11.0,,0.553,0.355,0.149,0.182,0.566,0.187,0.094,0.3,0.511090909090909,0.27954545454545454,0.15372727272727274,0.18027272727272725,0.4881818181818181,0.2133636363636363,0.11718181818181819,0.22845454545454544,56
204,CLE,22022,0022201197,2023-04-06,CLE @ ORL,24.0,118.0,0.625,0.102,0.17,0.214,0.476,0.229,0.211,0.3,0.5717272727272728,0.23445454545454544,0.11518181818181818,0.20409090909090907,0.5408181818181818,0.27509090909090905,0.17300000000000001,0.34763636363636363,81
205,IND,22017,0021700354,2017-12-06,IND vs. CHI,2.0,98.0,0.517,0.115,0.133,0.143,0.53,0.193,0.168,0.271,0.5472727272727274,0.21,0.14063636363636364,0.19472727272727275,0.535,0.19727272727272727,0.15799999999999997,0.27036363636363636,25
206,PHI,22012,0021200372,2012-12-19,PHI @ HOU,-22.0,,0.483,0.27,0.114,0.269,0.633,0.48,0.107,0.278,0.4805454545454546,0.205,0.12963636363636366,0.2539090909090909,0.529909090909091,0.3127272727272727,0.14745454545454545,0.31154545454545457,26
207,MIA,22020,0022000174,2021-01-14,MIA @ PHI,-17.0,,0.568,0.321,0.193,0.205,0.64,0.293,0.171,0.179,0.5576,0.2814,0.16970000000000002,0.1524,0.5342999999999999,0.26330000000000003,0.14450000000000002,0.2611,10
208,HOU,22018,0021800872,2019-02-21,HOU @ LAL,-5.0,106.0,0.523,0.17,0.142,0.083,0.488,0.384,0.169,0.327,0.5435454545454544,0.2565454545454546,0.12000000000000001,0.18781818181818186,0.5409090909090909,0.27854545454545454,0.16518181818181818,0.3336363636363636,58
209,CLE,22020,0022000715,2021-03-29,CLE @ UTA,-39.0,75.0,0.392,0.193,0.106,0.105,0.579,0.28,0.126,0.277,0.4815454545454545,0.2736363636363636,0.1382727272727273,0.19381818181818183,0.5309090909090909,0.2530909090909091,0.16072727272727275,0.3201818181818182,47
210,TOR,22013,0021300694,2014-01-31,TOR @ DEN,10.0,,0.482,0.235,0.15,0.184,0.5,0.175,0.26,0.283,0.5118181818181818,0.2812727272727273,0.15027272727272728,0.26645454545454544,0.4924545454545454,0.29427272727272724,0.14200000000000002,0.25299999999999995,46
211,PHX,22014,0021400988,2015-03-15,PHX vs. NYK,13.0,,0.53,0.277,0.14,0.271,0.473,0.411,0.139,0.163,0.46581818181818185,0.29309090909090907,0.16954545454545453,0.23590909090909087,0.47436363636363627,0.2853636363636364,0.15000000000000002,0.26718181818181813,68
212,WAS,22021,22100334,2021-12-03,WAS vs. CLE,-15.0,101.0,0.524,0.232,0.103,0.067,0.545,0.281,0.158,0.358,0.5213636363636365,0.2509090909090909,0.14090909090909087,0.1941818181818182,0.5185454545454545,0.25499999999999995,0.11099999999999997,0.27845454545454545,23
213,PHI,22016,0021600500,2016-12-30,PHI @ DEN,2.0,124.0,0.529,0.46,0.109,0.288,0.53,0.488,0.108,0.319,0.5092727272727273,0.25781818181818184,0.16236363636363638,0.2176363636363636,0.5004545454545455,0.3432727272727273,0.14981818181818182,0.314,32
214,MEM,22013,0021300691,2014-01-31,MEM @ MIN,4.0,,0.5,0.275,0.12,0.188,0.5,0.083,0.152,0.267,0.501909090909091,0.24063636363636365,0.13590909090909092,0.23018181818181818,0.4620909090909091,0.20672727272727273,0.14927272727272725,0.3054545454545454,45
215,HOU,22017,0021700720,2018-01-26,HOU @ NOP,-2.0,113.0,0.538,0.449,0.125,0.043,0.604,0.256,0.158,0.19,0.5353636363636364,0.2526363636363636,0.1290909090909091,0.1951818181818182,0.5640000000000001,0.2344545454545455,0.154,0.20181818181818184,47
216,SAC,22018,0021800725,2019-01-25,SAC @ MEM,3.0,,0.473,0.187,0.18,0.214,0.463,0.338,0.162,0.213,0.5185454545454545,0.20345454545454542,0.14563636363636365,0.21809090909090909,0.5118181818181818,0.2844545454545454,0.15981818181818183,0.2930909090909091,49
217,MIL,22022,0022200995,2023-03-09,MIL vs. BKN,5.0,118.0,0.514,0.135,0.151,0.333,0.462,0.163,0.127,0.333,0.5853636363636364,0.2454545454545454,0.12727272727272726,0.19818181818181815,0.503090909090909,0.23645454545454545,0.10709090909090911,0.24781818181818183,66
218,UTA,22019,0021900405,2019-12-17,UTA vs. ORL,7.0,109.0,0.55,0.178,0.139,0.192,0.489,0.161,0.03,0.075,0.5442727272727272,0.23954545454545453,0.159,0.18609090909090906,0.5306363636363637,0.23936363636363636,0.10845454545454544,0.2411818181818182,27
219,TOR,22010,0021000153,2010-11-16,TOR @ WAS,-15.0,,0.43,0.302,0.136,0.278,0.6,0.238,0.171,0.368,0.4709090909090909,0.3355454545454546,0.1628181818181818,0.2805454545454546,0.5322727272727272,0.3361818181818182,0.16090909090909092,0.30400000000000005,11
220,WAS,22019,0021900744,2020-02-03,WAS vs. GSW,-8.0,117.0,0.56,0.349,0.105,0.048,0.58,0.356,0.136,0.245,0.5532727272727272,0.28554545454545455,0.13845454545454544,0.19945454545454544,0.5778181818181818,0.2786363636363637,0.134,0.2776363636363637,49
221,DAL,22017,0021700327,2017-12-02,DAL vs. LAC,26.0,108.0,0.557,0.329,0.184,0.319,0.384,0.267,0.114,0.317,0.51,0.21872727272727274,0.13845454545454544,0.1629090909090909,0.502090909090909,0.3065454545454545,0.1420909090909091,0.21,23
222,MIA,22013,0021300976,2014-03-14,MIA vs. DEN,-4.0,,0.562,0.259,0.194,0.163,0.524,0.354,0.165,0.311,0.5525454545454546,0.2626363636363636,0.1531818181818182,0.19036363636363635,0.4824545454545454,0.2770909090909091,0.17018181818181818,0.3418181818181818,63
223,UTA,22023,0022300835,2024-02-27,UTA @ ATL,-27.0,97.0,0.431,0.202,0.166,0.203,0.559,0.247,0.17,0.354,0.5403636363636363,0.24699999999999997,0.15327272727272725,0.2589090909090909,0.5838181818181819,0.2297272727272727,0.11409090909090908,0.262,59
224,TOR,22020,0022000588,2021-03-13,TOR @ CHA,-10.0,104.0,0.464,0.188,0.15,0.217,0.611,0.235,0.249,0.222,0.5386363636363636,0.2440909090909091,0.13536363636363638,0.16445454545454546,0.5435454545454544,0.3146363636363636,0.15263636363636365,0.28563636363636363,38
225,MIN,22013,0021300275,2014-04-08,MIN vs. SAS,19.0,,0.489,0.286,0.156,0.314,0.469,0.309,0.165,0.22,0.5183636363636364,0.2990909090909091,0.15718181818181817,0.24800000000000003,0.5342727272727273,0.22790909090909092,0.16809090909090907,0.3241818181818182,77
226,BOS,22023,0022300611,2024-01-22,BOS @ DAL,9.0,119.0,0.551,0.341,0.059,0.102,0.515,0.144,0.097,0.246,0.5472727272727274,0.27890909090909094,0.10918181818181817,0.192,0.5065454545454545,0.22381818181818183,0.11099999999999999,0.2613636363636364,44
227,TOR,22013,0021300500,2014-01-05,TOR @ MIA,-5.0,,0.552,0.273,0.141,0.167,0.488,0.333,0.122,0.37,0.5024545454545454,0.30090909090909085,0.15200000000000002,0.2278181818181818,0.46545454545454557,0.27481818181818185,0.1698181818181818,0.3215454545454546,32
228,SAS,22015,0021500909,2016-03-03,SAS @ NOP,8.0,,0.494,0.185,0.136,0.111,0.438,0.09,0.114,0.185,0.5272727272727272,0.23036363636363638,0.12727272727272726,0.19081818181818183,0.48836363636363644,0.23690909090909085,0.14627272727272728,0.2606363636363636,61
229,BOS,22012,0021200144,2012-11-18,BOS @ DET,-20.0,,0.479,0.268,0.199,0.175,0.569,0.361,0.182,0.286,0.5092727272727272,0.324,0.14645454545454545,0.16354545454545455,0.4945454545454545,0.30045454545454553,0.15109090909090905,0.29581818181818176,11
230,MEM,42015,0041500151,2016-04-17,MEM @ SAS,-32.0,,0.443,0.076,0.192,0.208,0.58,0.16,0.143,0.282,0.443,0.076,0.192,0.208,0.58,0.16,0.143,0.282,1
231,DET,22012,0021200620,2013-01-23,DET @ CHI,-3.0,,0.439,0.171,0.138,0.255,0.458,0.366,0.18,0.429,0.5192727272727272,0.2608181818181818,0.17045454545454544,0.2782727272727273,0.48700000000000004,0.26463636363636367,0.15890909090909092,0.29272727272727267,42
232,DAL,22015,0021500350,2015-12-12,DAL vs. WAS,-3.0,,0.506,0.27,0.128,0.212,0.6,0.176,0.129,0.14,0.5,0.2745454545454545,0.14263636363636364,0.1949090909090909,0.513909090909091,0.25218181818181823,0.14354545454545453,0.2504545454545455,24
233,HOU,22019,0021900675,2020-01-24,HOU @ MIN,7.0,,0.577,0.341,0.099,0.106,0.546,0.204,0.153,0.288,0.5301818181818182,0.30072727272727273,0.14163636363636362,0.21063636363636362,0.5084545454545455,0.24881818181818183,0.126,0.284909090909091,44
234,LAC,22014,0021401122,2015-04-01,LAC @ POR,4.0,,0.622,0.279,0.063,0.163,0.579,0.281,0.094,0.327,0.5642727272727273,0.28800000000000003,0.13645454545454544,0.19936363636363638,0.5005454545454545,0.3031818181818182,0.13136363636363638,0.2673636363636363,76
235,UTA,22014,0021400066,2014-11-05,UTA vs. CLE,2.0,,0.552,0.286,0.169,0.317,0.458,0.556,0.127,0.289,0.5214000000000001,0.28,0.16240000000000002,0.27959999999999996,0.538,0.2782,0.131,0.27459999999999996,5
236,CHI,22016,0021600949,2017-03-08,CHI @ ORL,-7.0,,0.519,0.136,0.19,0.196,0.455,0.236,0.107,0.34,0.4944545454545455,0.23745454545454547,0.13681818181818178,0.20454545454545456,0.5319090909090909,0.23518181818181816,0.1302727272727273,0.2602727272727272,64
237,TOR,22011,0021100098,2012-01-06,TOR vs. NJN,-12.0,,0.493,0.26,0.152,0.205,0.481,0.338,0.113,0.407,0.5134285714285715,0.2641428571428571,0.16014285714285714,0.17585714285714288,0.4564285714285714,0.34700000000000003,0.12414285714285714,0.30914285714285716,7
238,TOR,22014,0021400077,2014-11-07,TOR vs. WAS,19.0,,0.494,0.388,0.135,0.2,0.38,0.386,0.138,0.305,0.4721666666666667,0.4163333333333334,0.10166666666666667,0.21733333333333335,0.5305,0.3423333333333334,0.19716666666666663,0.32799999999999996,6
239,LAC,22015,0021500942,2016-03-07,LAC @ DAL,19.0,,0.542,0.349,0.1,0.122,0.395,0.395,0.153,0.236,0.52,0.306,0.13409090909090907,0.19063636363636363,0.46663636363636374,0.28827272727272724,0.15872727272727274,0.2735454545454546,62
240,CHI,22010,0021000576,2011-01-14,CHI @ IND,13.0,,0.494,0.216,0.074,0.176,0.364,0.261,0.085,0.292,0.4885454545454545,0.3507272727272728,0.13909090909090913,0.21790909090909097,0.4461818181818181,0.28954545454545455,0.14190909090909093,0.2673636363636364,39
241,SAS,22017,0021700894,2018-02-25,SAS @ CLE,16.0,110.0,0.494,0.372,0.1,0.204,0.462,0.154,0.16,0.315,0.515909090909091,0.2519090909090909,0.12063636363636364,0.21954545454545454,0.5290909090909092,0.22863636363636364,0.128,0.27063636363636356,61
242,HOU,22017,0021700960,2018-03-06,HOU @ OKC,10.0,122.0,0.646,0.472,0.208,0.2,0.559,0.118,0.189,0.354,0.5630000000000001,0.3613636363636364,0.1298181818181818,0.1901818181818182,0.5087272727272727,0.20427272727272727,0.14663636363636365,0.293,63
243,TOR,22012,0021200839,2013-02-25,TOR vs. WAS,-6.0,,0.399,0.342,0.146,0.173,0.463,0.21,0.203,0.327,0.4739090909090909,0.3002727272727273,0.14927272727272728,0.23763636363636362,0.47690909090909095,0.34527272727272723,0.17000000000000004,0.3230909090909091,57
244,DAL,22015,0021500072,2015-11-05,DAL vs. CHA,-14.0,,0.427,0.329,0.131,0.151,0.528,0.191,0.111,0.196,0.45899999999999996,0.2648,0.1224,0.1802,0.4683999999999999,0.319,0.1276,0.2488,5
245,NOH,42010,0041000153,2011-04-22,NOH vs. LAL,-14.0,,0.472,0.333,0.164,0.256,0.533,0.316,0.152,0.372,0.47866666666666663,0.405,0.12466666666666666,0.18000000000000002,0.5023333333333334,0.35033333333333333,0.14833333333333332,0.3193333333333333,3
246,LAL,22018,0021800887,2019-02-23,LAL @ NOP,-13.0,,0.605,0.321,0.21,0.143,0.599,0.167,0.161,0.277,0.5382727272727273,0.25445454545454543,0.16245454545454543,0.19372727272727272,0.5473636363636364,0.22936363636363638,0.12054545454545453,0.27581818181818185,59
247,PHI,22010,0021000138,2010-11-13,PHI @ SAS,-23.0,,0.439,0.293,0.151,0.167,0.529,0.365,0.136,0.289,0.49800000000000005,0.30410000000000004,0.1582,0.2184,0.4917000000000001,0.42060000000000003,0.1638,0.3076,10
248,BOS,22022,0022200495,2022-12-25,BOS vs. MIL,21.0,139.0,0.7,0.294,0.117,0.135,0.577,0.321,0.146,0.267,0.5214545454545455,0.25881818181818184,0.1342727272727273,0.2123636363636364,0.5180909090909092,0.2453636363636364,0.14081818181818181,0.261,34
249,TOR,22020,0022000506,2021-02-26,TOR vs. HOU,11.0,122.0,0.539,0.303,0.126,0.224,0.516,0.22,0.106,0.245,0.5573636363636363,0.25772727272727275,0.13163636363636363,0.15327272727272725,0.5205454545454545,0.2911818181818182,0.1499090909090909,0.2903636363636364,34
250,UTA,22012,0021200079,2012-11-09,UTA @ DEN,-20.0,,0.391,0.253,0.179,0.241,0.467,0.272,0.118,0.352,0.4661666666666666,0.25216666666666665,0.15716666666666668,0.2523333333333333,0.4701666666666667,0.32649999999999996,0.15183333333333335,0.32649999999999996,6
251,GSW,42021,42100164,2022-04-24,GSW @ DEN,-5.0,121.0,0.57,0.372,0.157,0.196,0.664,0.493,0.193,0.243,0.62925,0.3474999999999999,0.13625,0.17075,0.56375,0.30300000000000005,0.16725,0.33299999999999996,4
252,PHX,22017,0021700863,2018-02-14,PHX @ UTA,-10.0,97.0,0.506,0.304,0.124,0.1,0.478,0.239,0.093,0.296,0.47918181818181826,0.24690909090909094,0.14572727272727273,0.17181818181818181,0.5503636363636363,0.29736363636363633,0.12763636363636363,0.29354545454545455,59
253,CLE,22014,0021401023,2015-03-20,CLE vs. IND,3.0,,0.482,0.256,0.101,0.229,0.476,0.155,0.1,0.25,0.5483636363636364,0.3042727272727273,0.14072727272727273,0.2331818181818182,0.5094545454545454,0.26445454545454544,0.1421818181818182,0.27490909090909094,71
254,OKC,42011,0041100154,2012-05-05,OKC @ DAL,6.0,,0.58,0.267,0.143,0.158,0.481,0.304,0.142,0.292,0.5195,0.3255,0.13725,0.16874999999999998,0.4545,0.343,0.1545,0.28075,4
255,CLE,22014,0021400915,2015-03-06,CLE @ ATL,-9.0,,0.514,0.478,0.197,0.238,0.548,0.202,0.139,0.302,0.5343636363636363,0.29163636363636364,0.14809090909090908,0.22218181818181817,0.4805454545454546,0.24772727272727268,0.139,0.2780909090909091,64
256,PHI,22010,0021001034,2011-03-19,PHI @ POR,-9.0,,0.55,0.188,0.115,0.238,0.59,0.403,0.125,0.211,0.4941818181818181,0.22690909090909092,0.133,0.21899999999999997,0.5071818181818181,0.29554545454545456,0.16236363636363635,0.2684545454545455,70
257,ORL,22024,0022400153,2024-11-03,ORL @ DAL,-23.0,85.0,0.376,0.204,0.145,0.206,0.553,0.271,0.186,0.283,0.5108571428571429,0.30757142857142866,0.1412857142857143,0.19100000000000003,0.5377142857142857,0.2894285714285715,0.15114285714285716,0.24985714285714283,7
258,PHX,22019,0021900590,2020-01-12,PHX vs. CHA,8.0,100.0,0.543,0.22,0.188,0.267,0.465,0.209,0.157,0.245,0.5321818181818182,0.27390909090909094,0.15009090909090908,0.20463636363636362,0.5435454545454546,0.26572727272727276,0.13809090909090907,0.24645454545454548,39
259,DET,22019,0021900495,2019-12-30,DET @ UTA,-23.0,,0.405,0.291,0.177,0.192,0.53,0.241,0.153,0.283,0.5197272727272728,0.2725454545454546,0.14845454545454545,0.18454545454545457,0.5619999999999999,0.23290909090909093,0.14018181818181819,0.301,34
260,MIL,22016,0021600191,2016-11-19,MIL vs. GSW,-3.0,,0.573,0.281,0.126,0.222,0.516,0.337,0.116,0.404,0.5030000000000001,0.25736363636363635,0.15863636363636366,0.2242727272727273,0.4879090909090909,0.30100000000000005,0.14363636363636367,0.27190909090909093,12
261,WAS,22010,0021000160,2010-11-17,WAS @ BOS,-31.0,,0.425,0.25,0.184,0.346,0.711,0.171,0.165,0.367,0.4871999999999999,0.2676,0.1823,0.24010000000000004,0.5351,0.31589999999999996,0.17919999999999997,0.3317,10
262,MIL,22013,0021300812,2014-02-20,MIL vs. DEN,-11.0,,0.451,0.244,0.151,0.255,0.566,0.342,0.175,0.302,0.47127272727272723,0.2870909090909091,0.1449090909090909,0.24227272727272728,0.5575454545454546,0.2651818181818182,0.1551818181818182,0.2919090909090909,54
263,ORL,22010,0021000365,2010-12-14,ORL @ DEN,-17.0,,0.5,0.256,0.14,0.156,0.606,0.238,0.156,0.282,0.5246363636363636,0.2978181818181818,0.1562727272727273,0.2113636363636364,0.49536363636363645,0.30018181818181816,0.13990909090909087,0.28590909090909095,25
264,OKC,22021,22101052,2022-03-18,OKC @ MIA,-12.0,108.0,0.536,0.274,0.126,0.234,0.579,0.126,0.063,0.28,0.5365454545454547,0.26345454545454544,0.14445454545454545,0.19654545454545455,0.5902727272727272,0.22318181818181818,0.12136363636363638,0.2710909090909091,70
265,CHI,22010,0021000753,2011-02-05,CHI @ GSW,-11.0,,0.525,0.163,0.181,0.196,0.519,0.291,0.087,0.22,0.491,0.24227272727272722,0.131,0.2326363636363637,0.4406363636363636,0.29127272727272724,0.131,0.28281818181818186,49
266,BOS,22020,0022000757,2021-04-04,BOS vs. CHA,30.0,,0.569,0.117,0.066,0.269,0.463,0.25,0.176,0.333,0.5535454545454545,0.17381818181818182,0.12190909090909093,0.19800000000000004,0.5389090909090909,0.2840909090909091,0.1469090909090909,0.28481818181818186,50
267,CLE,22014,0021400700,2015-01-30,CLE vs. SAC,11.0,,0.544,0.275,0.171,0.152,0.375,0.381,0.16,0.293,0.5313636363636364,0.2871818181818182,0.139,0.2581818181818182,0.48045454545454547,0.29072727272727267,0.12527272727272726,0.3015454545454546,48
268,CHA,22017,0021700222,2017-11-17,CHA @ CHI,-3.0,120.0,0.58,0.42,0.125,0.125,0.61,0.143,0.106,0.136,0.5116363636363637,0.3265454545454545,0.12509090909090909,0.1926363636363636,0.5195454545454545,0.24518181818181814,0.13272727272727275,0.26200000000000007,14
269,CHA,22015,0021501144,2016-04-03,CHA @ CLE,-9.0,,0.507,0.355,0.163,0.256,0.639,0.157,0.187,0.419,0.503,0.2745454545454545,0.11672727272727274,0.16754545454545453,0.49854545454545457,0.229,0.1362727272727273,0.2459090909090909,76
270,SAS,22012,0021200954,2013-03-12,SAS @ MIN,-24.0,,0.409,0.22,0.172,0.151,0.61,0.22,0.169,0.289,0.5354545454545454,0.3107272727272727,0.14909090909090908,0.18027272727272728,0.47618181818181815,0.26327272727272727,0.15527272727272726,0.29290909090909095,65
271,LAL,22017,0021700645,2018-01-15,LAL @ MEM,-9.0,114.0,0.458,0.323,0.125,0.2,0.573,0.415,0.173,0.171,0.5047272727272727,0.25336363636363635,0.1614545454545455,0.2245454545454546,0.5162727272727273,0.3108181818181818,0.13954545454545456,0.26045454545454544,43
272,BOS,42017,0041700114,2018-04-22,BOS @ MIL,-2.0,102.0,0.471,0.287,0.099,0.291,0.589,0.329,0.109,0.111,0.5,0.28099999999999997,0.1255,0.24874999999999997,0.60825,0.25725,0.13949999999999999,0.182,4
273,PHX,22015,0021500126,2015-11-12,PHX vs. LAC,14.0,,0.614,0.253,0.201,0.214,0.494,0.311,0.142,0.286,0.496625,0.27975,0.16637500000000002,0.20575,0.5105000000000001,0.310375,0.15037499999999998,0.20700000000000002,8
274,DEN,22016,0021600943,2017-03-06,DEN vs. SAC,12.0,,0.588,0.378,0.193,0.171,0.47,0.253,0.165,0.292,0.5583636363636364,0.23109090909090912,0.1543636363636364,0.25045454545454543,0.5453636363636364,0.21927272727272726,0.12772727272727272,0.24954545454545451,63
275,CHI,22019,0021900409,2019-12-18,CHI @ WAS,1.0,110.0,0.459,0.247,0.134,0.183,0.432,0.337,0.144,0.306,0.5097272727272727,0.2410909090909091,0.1516363636363636,0.16554545454545455,0.49509090909090914,0.3395454545454546,0.1779090909090909,0.278,30
276,DET,22012,0021200942,2013-03-10,DET @ LAC,-32.0,,0.555,0.656,0.188,0.22,0.713,0.313,0.141,0.382,0.48063636363636364,0.2778181818181818,0.16490909090909092,0.20472727272727276,0.5584545454545454,0.26609090909090916,0.15254545454545454,0.2919090909090909,65
277,CHA,22022,0022200857,2023-02-13,CHA vs. ATL,6.0,144.0,0.75,0.274,0.157,0.091,0.542,0.194,0.106,0.364,0.5302727272727272,0.268,0.13409090909090912,0.18681818181818183,0.5500909090909091,0.2329090909090909,0.1398181818181818,0.29390909090909095,59
278,SAS,22013,0021300780,2014-02-12,SAS @ BOS,12.0,,0.555,0.171,0.109,0.146,0.5,0.213,0.151,0.255,0.5169090909090909,0.2693636363636363,0.15509090909090908,0.1859090909090909,0.48736363636363644,0.2960909090909091,0.1423636363636364,0.31690909090909086,53
279,LAC,22016,0021600135,2016-11-12,LAC @ MIN,14.0,,0.599,0.487,0.144,0.231,0.494,0.236,0.135,0.333,0.5097,0.35320000000000007,0.12009999999999998,0.1876,0.4497,0.26890000000000003,0.1651,0.25570000000000004,10
280,OKC,42019,0041900176,2020-08-31,OKC vs. HOU,4.0,104.0,0.494,0.202,0.179,0.189,0.542,0.143,0.205,0.125,0.492,0.2811666666666666,0.15433333333333335,0.17416666666666666,0.5428333333333333,0.17566666666666667,0.12166666666666666,0.17233333333333334,6
281,UTA,22011,0021100399,2012-02-10,UTA vs. OKC,-14.0,,0.494,0.163,0.158,0.133,0.5,0.432,0.179,0.325,0.4783636363636363,0.33418181818181814,0.15045454545454545,0.2550909090909091,0.5066363636363637,0.281,0.1378181818181818,0.2956363636363637,25
