,TEAM_ABBREVIATION,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,PLUS_MINUS,PTS,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,rolling_10_avg_EFG_PCT,rolling_10_avg_FTA_RATE,rolling_10_avg_TM_TOV_PCT,rolling_10_avg_OREB_PCT,rolling_10_avg_OPP_EFG_PCT,rolling_10_avg_OPP_FTA_RATE,rolling_10_avg_OPP_TOV_PCT,rolling_10_avg_OPP_OREB_PCT,game_count
0,PHI,42020,0042000105,2021-06-02,PHI vs. WAS,17.0,,0.565,0.512,0.087,0.174,0.544,0.418,0.148,0.205,0.5768000000000001,0.3334,0.11279999999999998,0.1948,0.5006,0.3302,0.12840000000000001,0.2862,5
1,CHA,22017,0021700454,2017-12-20,CHA vs. TOR,-18.0,111.0,0.5,0.412,0.115,0.17,0.626,0.198,0.136,0.289,0.4717272727272727,0.28863636363636364,0.13518181818181818,0.2048181818181818,0.5328181818181819,0.2222727272727273,0.15854545454545457,0.22181818181818186,31
2,WAS,22010,0021000904,2011-03-02,WAS vs. GSW,-4.0,,0.427,0.404,0.096,0.193,0.465,0.4,0.157,0.353,0.47072727272727266,0.24863636363636366,0.13854545454545455,0.22772727272727275,0.5174545454545454,0.36590909090909096,0.13945454545454547,0.2981818181818181,60
3,DET,22019,0021900004,2019-10-23,DET @ IND,9.0,119.0,0.596,0.423,0.179,0.25,0.506,0.27,0.143,0.26,0.596,0.423,0.179,0.25,0.506,0.27,0.143,0.26,1
4,WAS,22022,0022200172,2022-11-10,WAS vs. DAL,8.0,113.0,0.56,0.238,0.167,0.182,0.535,0.244,0.128,0.185,0.529,0.2561818181818182,0.13727272727272727,0.18754545454545457,0.5355454545454545,0.26172727272727275,0.12063636363636364,0.2405454545454546,12
5,BOS,22018,0021800707,2019-01-23,BOS vs. CLE,20.0,123.0,0.593,0.267,0.138,0.214,0.511,0.23,0.206,0.346,0.5476363636363636,0.21227272727272728,0.13572727272727272,0.2069090909090909,0.49872727272727263,0.2320909090909091,0.15454545454545454,0.28718181818181815,48
6,IND,22014,0021400099,2014-11-10,IND vs. UTA,11.0,,0.467,0.167,0.077,0.255,0.473,0.284,0.133,0.2,0.47375,0.24562499999999998,0.170625,0.253625,0.48,0.28125,0.1275,0.267625,8
7,IND,22011,0021100859,2012-04-11,IND @ CLE,6.0,,0.519,0.416,0.188,0.205,0.472,0.216,0.176,0.275,0.501090909090909,0.3277272727272727,0.15572727272727271,0.2381818181818182,0.5011818181818182,0.29300000000000004,0.15245454545454543,0.29963636363636365,58
8,MEM,22010,0021000530,2011-01-07,MEM vs. UTA,11.0,,0.524,0.329,0.134,0.283,0.514,0.425,0.233,0.439,0.47918181818181815,0.3249090909090909,0.1402727272727273,0.22772727272727272,0.5117272727272728,0.3146363636363636,0.18554545454545457,0.27018181818181825,36
9,NYK,22012,0021200928,2013-03-09,NYK vs. UTA,29.0,,0.593,0.4,0.13,0.205,0.436,0.269,0.208,0.294,0.48454545454545456,0.329,0.15609090909090909,0.25336363636363635,0.5055454545454545,0.315,0.1660909090909091,0.26281818181818184,60
10,MIL,22015,0021500065,2015-11-04,MIL vs. PHI,4.0,,0.453,0.198,0.105,0.148,0.457,0.185,0.201,0.333,0.4896,0.32059999999999994,0.1586,0.198,0.5142,0.3416,0.1708,0.359,5
11,SAC,22015,0021500392,2015-12-18,SAC @ MIN,-4.0,,0.512,0.21,0.139,0.17,0.512,0.195,0.193,0.386,0.5117272727272727,0.31354545454545457,0.1519090909090909,0.21463636363636365,0.5157272727272727,0.31381818181818183,0.171,0.30509090909090913,26
12,NOP,22015,0021500288,2015-12-04,NOP vs. CLE,6.0,,0.547,0.365,0.146,0.239,0.494,0.27,0.138,0.283,0.4960909090909091,0.3014545454545454,0.13872727272727273,0.18063636363636365,0.49972727272727274,0.29354545454545455,0.1189090909090909,0.2666363636363636,20
13,NJN,22010,0021000925,2011-03-05,NJN vs. TOR,1.0,,0.514,0.371,0.143,0.323,0.468,0.324,0.075,0.313,0.4712727272727273,0.2900909090909091,0.14018181818181819,0.2417272727272727,0.5004545454545455,0.338,0.1269090909090909,0.2822727272727273,62
14,NJN,22011,0021100921,2012-04-18,NJN vs. NYK,-9.0,,0.513,0.218,0.182,0.205,0.512,0.289,0.115,0.245,0.4764545454545454,0.245,0.146,0.23509090909090913,0.5035454545454545,0.2616363636363636,0.1619090909090909,0.30472727272727274,63
15,SAC,22023,0022301086,2024-03-31,SAC vs. UTA,21.0,127.0,0.655,0.274,0.156,0.31,0.506,0.337,0.125,0.3,0.5360909090909091,0.2320909090909091,0.1270909090909091,0.21745454545454546,0.5215454545454546,0.28027272727272734,0.14600000000000002,0.24845454545454543,74
16,NYK,22013,0021300946,2014-03-10,NYK vs. PHI,13.0,,0.623,0.42,0.131,0.227,0.548,0.298,0.182,0.386,0.518,0.2400909090909091,0.14,0.22218181818181817,0.5221818181818182,0.29772727272727273,0.1312727272727273,0.28154545454545454,65
17,NJN,22011,0021100574,2012-03-07,NJN vs. LAC,1.0,,0.528,0.431,0.19,0.225,0.533,0.355,0.177,0.279,0.4867272727272727,0.3023636363636364,0.17018181818181818,0.226,0.48554545454545456,0.2820909090909091,0.14854545454545456,0.34590909090909094,40
18,PHX,42021,42100143,2022-04-22,PHX @ NOP,3.0,114.0,0.529,0.31,0.063,0.196,0.551,0.392,0.155,0.333,0.5693333333333332,0.26266666666666666,0.10066666666666667,0.17,0.5419999999999999,0.30133333333333334,0.158,0.3893333333333333,3
19,IND,22018,0021800127,2018-11-03,IND vs. BOS,1.0,102.0,0.483,0.291,0.127,0.148,0.54,0.102,0.146,0.216,0.5498999999999999,0.22999999999999998,0.137,0.1896,0.5042000000000001,0.2332,0.15689999999999998,0.3038,10
20,DEN,22022,0022200051,2022-10-24,DEN @ POR,-25.0,110.0,0.56,0.154,0.084,0.204,0.675,0.373,0.102,0.275,0.5765,0.25675,0.16175,0.22175,0.59175,0.3245,0.1455,0.311,4
21,DAL,22012,0021200135,2012-11-17,DAL @ CLE,8.0,,0.581,0.27,0.227,0.216,0.417,0.208,0.107,0.41,0.5122727272727272,0.2971818181818182,0.1547272727272727,0.19336363636363638,0.47145454545454546,0.33381818181818185,0.13736363636363638,0.33181818181818185,11
22,CHI,22021,22100135,2021-11-06,CHI vs. PHI,-9.0,105.0,0.44,0.326,0.094,0.321,0.611,0.235,0.144,0.231,0.5167777777777778,0.2555555555555556,0.12877777777777777,0.18533333333333332,0.5147777777777778,0.21077777777777776,0.16266666666666665,0.2667777777777778,9
23,CHA,22011,0021100188,2012-01-16,CHA vs. CLE,-8.0,,0.465,0.302,0.123,0.226,0.513,0.363,0.16,0.289,0.4568181818181818,0.23654545454545453,0.14536363636363636,0.20545454545454545,0.504909090909091,0.306090909090909,0.14236363636363636,0.31736363636363635,14
24,NYK,22021,22100776,2022-02-02,NYK vs. MEM,-12.0,108.0,0.5,0.295,0.148,0.245,0.51,0.225,0.102,0.373,0.519090909090909,0.29809090909090913,0.14763636363636365,0.24327272727272728,0.5298181818181817,0.2878181818181818,0.13436363636363635,0.2347272727272727,52
25,HOU,22016,0021600656,2017-01-21,HOU @ MEM,24.0,,0.613,0.313,0.133,0.15,0.421,0.315,0.121,0.267,0.5386363636363636,0.2953636363636364,0.13172727272727272,0.19772727272727272,0.534,0.25090909090909086,0.15381818181818183,0.2861818181818182,47
26,BOS,22022,0022200214,2022-11-16,BOS @ ATL,25.0,126.0,0.665,0.114,0.148,0.15,0.45,0.129,0.088,0.262,0.584,0.2746363636363637,0.12672727272727272,0.16236363636363638,0.515,0.24290909090909088,0.11936363636363635,0.2658181818181818,15
27,ATL,22017,0021700739,2018-01-29,ATL vs. MIN,5.0,105.0,0.576,0.203,0.212,0.195,0.512,0.217,0.143,0.178,0.5097272727272727,0.22681818181818178,0.1608181818181818,0.20136363636363636,0.5218181818181818,0.276,0.14118181818181819,0.26299999999999996,50
28,MEM,22017,0021700208,2017-11-15,MEM vs. IND,-3.0,113.0,0.558,0.256,0.142,0.244,0.576,0.235,0.119,0.227,0.5216363636363636,0.27127272727272733,0.14536363636363633,0.161,0.5124545454545454,0.2871818181818182,0.1529090909090909,0.27245454545454545,14
29,MIN,22018,0021800208,2018-11-14,MIN vs. NOP,7.0,,0.489,0.267,0.152,0.2,0.473,0.191,0.164,0.286,0.4900909090909091,0.2468181818181818,0.13345454545454546,0.2201818181818182,0.5409090909090909,0.22254545454545455,0.14990909090909094,0.3129090909090909,15
30,LAL,22011,0021100297,2012-01-29,LAL @ MIN,5.0,,0.557,0.291,0.127,0.171,0.409,0.221,0.042,0.433,0.47563636363636363,0.2956363636363636,0.14436363636363636,0.22645454545454544,0.4617272727272727,0.23163636363636364,0.133,0.3343636363636363,21
31,DET,22021,22100889,2022-02-24,DET vs. CLE,3.0,106.0,0.471,0.326,0.114,0.245,0.519,0.442,0.125,0.204,0.4805454545454545,0.23436363636363639,0.13345454545454546,0.2471818181818182,0.5619090909090909,0.30463636363636365,0.14127272727272727,0.28545454545454546,59
32,POR,22015,0021500074,2015-11-05,POR vs. MEM,19.0,,0.592,0.23,0.099,0.292,0.526,0.273,0.112,0.25,0.5318333333333334,0.2675,0.1585,0.22133333333333335,0.4628333333333334,0.336,0.12716666666666665,0.2775,6
33,NYK,22010,0021000636,2011-01-21,NYK @ SAS,-9.0,,0.408,0.122,0.131,0.279,0.512,0.305,0.192,0.391,0.5000909090909091,0.2792727272727273,0.13218181818181818,0.2110909090909091,0.4984545454545455,0.31109090909090914,0.1489090909090909,0.34081818181818185,42
34,CHA,22020,0022001047,2021-05-13,CHA vs. LAC,-23.0,90.0,0.446,0.226,0.125,0.151,0.673,0.213,0.183,0.216,0.5259090909090909,0.24836363636363637,0.13618181818181818,0.21818181818181814,0.5423636363636364,0.24018181818181816,0.1390909090909091,0.2977272727272728,70
35,MEM,22022,0022201061,2023-03-18,MEM vs. GSW,14.0,133.0,0.642,0.179,0.071,0.25,0.5,0.374,0.125,0.444,0.5523636363636364,0.22436363636363635,0.1080909090909091,0.18909090909090906,0.5261818181818182,0.3054545454545454,0.14672727272727276,0.31154545454545457,70
36,CHI,22022,0022200434,2022-12-16,CHI vs. NYK,-23.0,91.0,0.545,0.104,0.203,0.049,0.495,0.348,0.116,0.344,0.5528181818181818,0.2410909090909091,0.1341818181818182,0.14181818181818182,0.5505454545454547,0.2702727272727273,0.145,0.26045454545454544,28
37,LAC,22024,0022400150,2024-11-02,LAC vs. OKC,-13.0,92.0,0.475,0.329,0.215,0.189,0.524,0.226,0.118,0.12,0.5223333333333333,0.2655,0.17266666666666666,0.24566666666666667,0.5408333333333334,0.2765,0.14566666666666667,0.22916666666666666,6
38,LAC,22020,0022000501,2021-02-25,LAC @ MEM,-28.0,94.0,0.476,0.19,0.144,0.16,0.603,0.174,0.071,0.196,0.5648181818181818,0.24027272727272722,0.134,0.21527272727272725,0.5446363636363636,0.20827272727272728,0.1079090909090909,0.24772727272727277,34
39,CHI,22013,0021300292,2013-12-07,CHI vs. DET,-17.0,,0.35,0.167,0.132,0.18,0.5,0.188,0.197,0.298,0.46627272727272717,0.28345454545454546,0.16063636363636366,0.24472727272727274,0.4809999999999999,0.23845454545454547,0.1348181818181818,0.28754545454545455,18
40,OKC,22017,0021700365,2017-12-07,OKC @ BKN,-5.0,95.0,0.423,0.235,0.116,0.262,0.506,0.375,0.157,0.235,0.47500000000000003,0.26945454545454545,0.15463636363636366,0.24881818181818183,0.5328181818181819,0.2792727272727273,0.17690909090909093,0.23554545454545453,24
41,ORL,22020,0022000417,2021-02-14,ORL @ PHX,-19.0,90.0,0.404,0.247,0.1,0.153,0.511,0.174,0.083,0.235,0.4947272727272727,0.23854545454545456,0.134,0.2048181818181818,0.5493636363636364,0.21354545454545457,0.12118181818181815,0.25118181818181823,28
42,NYK,22013,0021300557,2014-01-13,NYK vs. PHX,2.0,,0.475,0.333,0.182,0.24,0.392,0.301,0.102,0.323,0.5037272727272728,0.24309090909090914,0.14372727272727273,0.2240909090909091,0.5027272727272728,0.3123636363636364,0.14454545454545456,0.27845454545454545,37
43,ATL,22013,0021300690,2014-01-31,ATL @ PHI,26.0,,0.551,0.382,0.159,0.184,0.402,0.425,0.189,0.276,0.5197272727272728,0.2898181818181818,0.1602727272727273,0.1930909090909091,0.5240909090909092,0.2467272727272727,0.1779090909090909,0.3153636363636364,45
44,MIA,22020,0022001050,2021-05-13,MIA vs. PHI,12.0,,0.586,0.136,0.22,0.375,0.506,0.256,0.142,0.273,0.5860909090909091,0.25436363636363635,0.12663636363636363,0.18727272727272723,0.5900000000000001,0.2521818181818182,0.14963636363636362,0.23790909090909096,70
45,DEN,42018,0041800232,2019-05-01,DEN vs. POR,-7.0,,0.378,0.265,0.094,0.329,0.476,0.235,0.112,0.269,0.5095555555555555,0.2594444444444444,0.1001111111111111,0.21633333333333335,0.5096666666666667,0.2753333333333334,0.103,0.26700000000000007,9
46,UTA,22015,0021500843,2016-02-23,UTA vs. HOU,3.0,,0.581,0.514,0.21,0.211,0.477,0.471,0.138,0.304,0.5199999999999999,0.37199999999999994,0.16272727272727272,0.22536363636363638,0.4764545454545455,0.36772727272727274,0.136,0.2725454545454546,56
47,DAL,22015,0021500702,2016-01-29,DAL vs. BKN,12.0,,0.513,0.188,0.155,0.213,0.385,0.295,0.113,0.216,0.4932727272727273,0.25009090909090914,0.12572727272727274,0.15754545454545454,0.4988181818181818,0.24863636363636363,0.12127272727272728,0.28190909090909094,49
48,IND,22015,0021501123,2016-03-31,IND vs. ORL,-20.0,,0.459,0.244,0.195,0.327,0.561,0.2,0.133,0.298,0.4881818181818182,0.2534545454545455,0.15145454545454548,0.1920909090909091,0.49663636363636354,0.2573636363636364,0.15954545454545455,0.2873636363636364,75
49,IND,22020,0022000107,2021-01-06,IND vs. HOU,7.0,,0.522,0.292,0.13,0.14,0.531,0.321,0.155,0.262,0.559375,0.22437500000000002,0.1325,0.149125,0.527875,0.29025000000000006,0.164625,0.264125,8
50,BOS,22017,0021700663,2018-01-18,BOS vs. PHI,-9.0,80.0,0.453,0.23,0.195,0.067,0.507,0.233,0.256,0.275,0.5102727272727273,0.20236363636363636,0.14563636363636365,0.1808181818181818,0.45109090909090915,0.27527272727272734,0.15027272727272728,0.27590909090909094,46
51,LAL,22013,0021300824,2014-02-21,LAL vs. BOS,9.0,,0.524,0.229,0.179,0.196,0.412,0.175,0.145,0.333,0.5122727272727272,0.22654545454545455,0.14790909090909088,0.14463636363636365,0.4869090909090909,0.267,0.13018181818181818,0.3252727272727273,55
52,CHA,22010,0021001070,2011-03-25,CHA @ BOS,2.0,,0.442,0.362,0.189,0.175,0.43,0.366,0.188,0.289,0.4620909090909091,0.27054545454545453,0.16690909090909092,0.19790909090909087,0.5074545454545455,0.31436363636363635,0.14136363636363636,0.2969090909090909,71
53,BKN,22023,0022301066,2024-03-29,BKN vs. CHI,17.0,125.0,0.61,0.242,0.073,0.226,0.567,0.387,0.136,0.225,0.5240909090909092,0.24509090909090905,0.1450909090909091,0.23672727272727273,0.5513636363636363,0.21190909090909094,0.13254545454545455,0.2785454545454546,74
54,HOU,42016,0041600231,2017-05-01,HOU @ SAS,27.0,,0.586,0.31,0.14,0.149,0.423,0.429,0.144,0.232,0.525,0.38866666666666666,0.14300000000000002,0.20299999999999999,0.48,0.329,0.13016666666666668,0.2771666666666667,6
55,BOS,42020,0042000113,2021-05-28,BOS vs. BKN,6.0,,0.596,0.258,0.14,0.289,0.548,0.369,0.102,0.277,0.5066666666666667,0.27266666666666667,0.14233333333333334,0.254,0.5436666666666666,0.3213333333333333,0.12833333333333333,0.3186666666666667,3
56,UTA,22014,0021400271,2014-12-03,UTA vs. TOR,-19.0,,0.529,0.172,0.09,0.277,0.646,0.304,0.099,0.351,0.5012727272727273,0.30390909090909096,0.15736363636363634,0.2452727272727273,0.5427272727272727,0.23418181818181819,0.13772727272727273,0.2983636363636364,19
57,CHI,22013,0021300034,2013-11-02,CHI @ PHI,-3.0,,0.468,0.204,0.176,0.321,0.552,0.209,0.152,0.217,0.45333333333333337,0.24366666666666667,0.19133333333333336,0.2733333333333334,0.5183333333333333,0.25833333333333336,0.17033333333333334,0.26233333333333336,3
58,SAS,22023,0022300559,2024-01-15,SAS @ ATL,-10.0,99.0,0.458,0.179,0.161,0.155,0.5,0.226,0.183,0.255,0.5360909090909091,0.24927272727272728,0.11745454545454548,0.18445454545454545,0.5382727272727273,0.24745454545454545,0.1360909090909091,0.30290909090909096,39
59,MIL,22012,0021200933,2013-03-09,MIL @ GSW,10.0,,0.571,0.244,0.157,0.136,0.488,0.244,0.177,0.245,0.5029090909090909,0.2487272727272727,0.14063636363636364,0.2150909090909091,0.5013636363636365,0.24409090909090905,0.16181818181818183,0.31218181818181817,60
60,CHI,22012,0021201194,2013-04-14,CHI @ MIA,-12.0,,0.421,0.378,0.142,0.196,0.557,0.586,0.151,0.146,0.4784545454545455,0.28236363636363637,0.1322727272727273,0.21927272727272726,0.514909090909091,0.33,0.13754545454545455,0.24372727272727268,80
61,MIA,22022,0022200045,2022-10-24,MIA vs. TOR,-8.0,90.0,0.398,0.325,0.121,0.145,0.477,0.233,0.124,0.226,0.502,0.29825,0.1425,0.17125,0.5255,0.2615,0.1345,0.27925,4
62,IND,22013,0021300904,2014-03-05,IND @ CHA,-22.0,,0.474,0.263,0.196,0.239,0.565,0.238,0.077,0.256,0.4904545454545455,0.2959090909090909,0.14972727272727274,0.22836363636363635,0.482,0.25509090909090903,0.1399090909090909,0.27636363636363637,61
63,LAC,22021,22100049,2021-10-25,LAC vs. POR,30.0,116.0,0.548,0.204,0.15,0.1,0.424,0.212,0.259,0.185,0.5193333333333333,0.19833333333333333,0.09566666666666668,0.15966666666666665,0.5273333333333333,0.25166666666666665,0.19099999999999998,0.2616666666666667,3
64,POR,22013,0021300260,2013-12-02,POR vs. IND,4.0,,0.507,0.434,0.142,0.14,0.494,0.193,0.148,0.3,0.5024545454545454,0.2851818181818182,0.14563636363636362,0.237,0.47954545454545455,0.2747272727272727,0.13927272727272724,0.2779090909090909,18
65,SAS,22020,0022000797,2021-04-09,SAS @ DEN,-2.0,,0.511,0.301,0.087,0.204,0.633,0.291,0.183,0.263,0.5107272727272728,0.2645454545454546,0.11309090909090909,0.1769090909090909,0.5562727272727274,0.2660909090909091,0.12181818181818181,0.25136363636363634,50
66,OKC,22022,0022200584,2023-01-06,OKC vs. WAS,17.0,127.0,0.597,0.143,0.097,0.22,0.525,0.456,0.193,0.304,0.5382727272727272,0.28109090909090906,0.13245454545454546,0.20545454545454547,0.5430909090909091,0.30790909090909085,0.1600909090909091,0.30472727272727274,39
67,MIL,22023,0022300116,2023-11-01,MIL @ TOR,-19.0,111.0,0.546,0.5,0.123,0.152,0.643,0.154,0.18,0.425,0.5605,0.3805,0.15425,0.19275,0.5985,0.2435,0.15749999999999997,0.279,4
68,ATL,22010,0021000947,2011-03-08,ATL vs. LAL,-14.0,,0.44,0.205,0.158,0.308,0.525,0.266,0.117,0.415,0.48100000000000004,0.23581818181818184,0.16872727272727273,0.2531818181818182,0.5003636363636365,0.2773636363636363,0.1470909090909091,0.3081818181818182,64
69,WAS,22018,0021800480,2018-12-22,WAS vs. PHX,3.0,,0.563,0.243,0.172,0.304,0.526,0.287,0.12,0.391,0.5530909090909091,0.24509090909090905,0.1249090909090909,0.16518181818181818,0.549090909090909,0.29027272727272724,0.16000000000000003,0.3056363636363637,33
70,CHA,22015,0021500246,2015-11-29,CHA vs. MIL,5.0,,0.493,0.314,0.162,0.152,0.451,0.171,0.157,0.288,0.5093636363636364,0.28490909090909095,0.12618181818181817,0.1513636363636364,0.4729999999999999,0.22918181818181818,0.14981818181818182,0.27618181818181814,17
71,TOR,22021,22101127,2022-03-28,TOR vs. BOS,3.0,115.0,0.481,0.17,0.093,0.254,0.474,0.295,0.157,0.339,0.5247272727272727,0.2410909090909091,0.10954545454545456,0.2898181818181818,0.5289090909090909,0.2690909090909091,0.13836363636363636,0.25799999999999995,75
72,DET,22020,0022000284,2021-01-28,DET vs. LAL,15.0,,0.54,0.149,0.093,0.106,0.477,0.136,0.119,0.291,0.513,0.3001818181818182,0.15054545454545454,0.19936363636363638,0.5326363636363637,0.2630909090909091,0.15636363636363634,0.286,19
73,GSW,22022,0022200496,2022-12-25,GSW vs. MEM,14.0,123.0,0.571,0.286,0.114,0.173,0.463,0.319,0.117,0.241,0.5592727272727273,0.23190909090909093,0.1611818181818182,0.2089090909090909,0.567909090909091,0.28309090909090906,0.1469090909090909,0.2732727272727273,34
74,NOP,22021,22101200,2022-04-07,NOP vs. POR,33.0,127.0,0.543,0.333,0.125,0.451,0.601,0.188,0.235,0.152,0.531,0.3033636363636364,0.1260909090909091,0.28036363636363637,0.552,0.23336363636363638,0.15999999999999998,0.23263636363636364,80
75,CHI,22013,0021300346,2013-12-14,CHI vs. TOR,-22.0,,0.395,0.14,0.156,0.175,0.512,0.217,0.116,0.283,0.4508181818181818,0.2596363636363636,0.16945454545454544,0.2465454545454545,0.48381818181818176,0.25072727272727274,0.14836363636363636,0.2899090909090909,22
76,ORL,22018,0021800851,2019-02-12,ORL @ NOP,30.0,,0.511,0.232,0.097,0.226,0.436,0.085,0.135,0.203,0.5152727272727273,0.22400000000000003,0.13063636363636363,0.22127272727272726,0.5021818181818181,0.21990909090909092,0.12509090909090909,0.21609090909090908,58
77,LAC,42014,0041400237,2015-05-17,LAC @ HOU,-13.0,,0.484,0.185,0.176,0.278,0.526,0.526,0.156,0.25,0.5293636363636364,0.38145454545454544,0.12654545454545454,0.1906363636363637,0.5062727272727273,0.424,0.1409090909090909,0.30018181818181816,14
78,SAS,22018,0021800262,2018-11-21,SAS vs. MEM,-1.0,,0.47,0.366,0.096,0.208,0.531,0.259,0.094,0.209,0.49254545454545456,0.2586363636363636,0.12336363636363636,0.21,0.5134545454545454,0.23554545454545453,0.12209090909090911,0.2571818181818182,17
79,MIL,22011,0021100785,2012-04-02,MIL @ WAS,14.0,,0.542,0.349,0.19,0.333,0.488,0.247,0.182,0.222,0.5242727272727272,0.23454545454545456,0.13454545454545452,0.2459090909090909,0.4734545454545453,0.29218181818181815,0.15972727272727272,0.30472727272727274,53
80,NOP,22016,0021600105,2016-11-08,NOP @ SAC,-8.0,,0.482,0.214,0.115,0.146,0.531,0.247,0.105,0.182,0.47187500000000004,0.279375,0.1335,0.15012499999999998,0.50425,0.2635,0.148875,0.26775,8
81,MIL,22021,22100324,2021-12-01,MIL vs. CHA,2.0,127.0,0.564,0.277,0.119,0.18,0.615,0.241,0.154,0.2,0.5628181818181819,0.2442727272727273,0.14254545454545456,0.19445454545454546,0.49972727272727274,0.1806363636363636,0.1230909090909091,0.2621818181818182,22
82,TOR,22015,0021501214,2016-04-12,TOR vs. PHI,24.0,,0.558,0.2,0.138,0.327,0.552,0.325,0.147,0.208,0.5194545454545456,0.31172727272727274,0.13236363636363635,0.19663636363636366,0.4944545454545455,0.280909090909091,0.12854545454545455,0.2899090909090909,81
83,SAS,22017,0021701168,2018-04-03,SAS @ LAC,-3.0,110.0,0.489,0.318,0.117,0.196,0.482,0.524,0.144,0.38,0.501090909090909,0.26754545454545453,0.12427272727272727,0.24763636363636365,0.4813636363636364,0.25845454545454544,0.15018181818181817,0.26909090909090905,78
84,PHX,22018,0021800651,2019-01-15,PHX @ IND,-34.0,,0.463,0.189,0.17,0.167,0.584,0.404,0.127,0.25,0.5256363636363637,0.25,0.1479090909090909,0.1839090909090909,0.5659090909090909,0.3849090909090909,0.17290909090909093,0.316909090909091,45
85,MIN,22012,0021200515,2013-01-08,MIN vs. ATL,5.0,,0.506,0.299,0.105,0.25,0.558,0.273,0.173,0.262,0.4591818181818183,0.2620909090909091,0.14881818181818182,0.2774545454545454,0.5077272727272727,0.2461818181818182,0.14,0.25381818181818183,31
86,LAL,22020,0022000825,2021-04-13,LAL @ CHA,8.0,,0.512,0.22,0.118,0.163,0.488,0.217,0.186,0.333,0.521090909090909,0.27281818181818185,0.18518181818181817,0.18945454545454543,0.5046363636363637,0.28318181818181815,0.1760909090909091,0.2645454545454546,55
87,NJN,22010,0021001081,2011-03-26,NJN @ ATL,-11.0,,0.5,0.114,0.146,0.171,0.526,0.282,0.132,0.3,0.4655454545454546,0.23109090909090907,0.15027272727272728,0.25790909090909087,0.4947272727272727,0.25536363636363635,0.132,0.2940909090909091,72
88,PHI,22021,22100135,2021-11-06,PHI @ CHI,9.0,114.0,0.611,0.235,0.144,0.154,0.44,0.326,0.094,0.357,0.5746,0.2293,0.14089999999999997,0.1781,0.4968000000000001,0.22599999999999998,0.1397,0.2998,10
89,HOU,22020,0022000657,2021-03-22,HOU vs. TOR,18.0,,0.533,0.289,0.116,0.192,0.483,0.218,0.147,0.235,0.47781818181818186,0.29163636363636364,0.1339090909090909,0.17672727272727273,0.5714545454545455,0.26281818181818184,0.15336363636363637,0.2809090909090909,42
90,CHI,22010,0021001017,2011-03-18,CHI @ IND,-7.0,,0.442,0.488,0.128,0.286,0.457,0.376,0.115,0.411,0.4878181818181819,0.2939090909090909,0.15263636363636363,0.2988181818181818,0.4421818181818182,0.2670909090909091,0.1511818181818182,0.2994545454545455,68
91,GSW,22010,0021001093,2011-03-27,GSW vs. WAS,10.0,,0.532,0.2,0.111,0.278,0.438,0.337,0.138,0.382,0.5251818181818183,0.2517272727272728,0.13927272727272727,0.20718181818181816,0.5185454545454545,0.3354545454545455,0.15763636363636363,0.31354545454545457,74
92,TOR,22019,0021900703,2020-01-28,TOR vs. ATL,16.0,130.0,0.562,0.278,0.116,0.192,0.511,0.272,0.162,0.208,0.5574545454545455,0.22636363636363638,0.12572727272727274,0.18554545454545454,0.5248181818181819,0.2736363636363636,0.16654545454545452,0.2685454545454546,47
93,SAC,22021,22100954,2022-03-05,SAC @ DAL,-1.0,113.0,0.537,0.191,0.148,0.2,0.56,0.321,0.104,0.234,0.535909090909091,0.2927272727272727,0.143,0.18472727272727274,0.5721818181818182,0.22800000000000004,0.13127272727272726,0.2525454545454546,66
94,MIN,22010,0021000268,2010-12-01,MIN @ DAL,-14.0,,0.415,0.28,0.173,0.208,0.471,0.264,0.148,0.315,0.48718181818181816,0.27445454545454545,0.1758181818181818,0.268,0.5092727272727272,0.35809090909090907,0.15390909090909088,0.2819090909090909,18
95,CLE,22019,0021900231,2019-11-23,CLE vs. POR,6.0,110.0,0.483,0.368,0.124,0.176,0.529,0.184,0.102,0.137,0.48927272727272725,0.27754545454545454,0.1384545454545454,0.20481818181818182,0.5683636363636363,0.19845454545454547,0.14527272727272728,0.2877272727272727,16
96,CHA,22018,0021800713,2019-01-23,CHA @ MEM,11.0,118.0,0.61,0.403,0.095,0.122,0.525,0.296,0.114,0.244,0.512818181818182,0.28363636363636363,0.13863636363636364,0.21118181818181814,0.5426363636363637,0.19518181818181812,0.11072727272727274,0.2509090909090909,47
97,MIA,22014,0021400094,2014-11-09,MIA @ DAL,9.0,,0.612,0.263,0.16,0.162,0.476,0.289,0.142,0.36,0.5361428571428571,0.3464285714285715,0.15599999999999997,0.212,0.5124285714285713,0.358,0.16471428571428567,0.30785714285714283,7
98,ATL,22013,0021300913,2014-03-05,ATL @ POR,-24.0,,0.352,0.216,0.083,0.129,0.525,0.266,0.165,0.273,0.5063636363636363,0.2713636363636364,0.1527272727272727,0.17254545454545456,0.5297272727272728,0.23554545454545456,0.13436363636363635,0.31881818181818183,59
