,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0021500001,1610612765,Pistons,DET,Detroit,240:00,0.448,0.271,0.151,0.365,0.5,0.183,0.155,0.152
1,0021500001,1610612737,Hawks,ATL,Atlanta,240:00,0.5,0.183,0.155,0.152,0.448,0.271,0.151,0.444
0,0021500002,1610612739,Cavaliers,CLE,Cleveland,240:00,0.452,0.181,0.108,0.19,0.466,0.264,0.126,0.241
1,0021500002,1610612741,Bulls,CHI,Chicago,240:00,0.466,0.264,0.126,0.13,0.452,0.181,0.108,0.276
0,0021500003,1610612740,Pelicans,NOP,New Orleans,240:00,0.458,0.325,0.179,0.157,0.474,0.229,0.191,0.446
1,0021500003,1610612744,Warriors,GSW,Golden State,240:00,0.474,0.229,0.191,0.375,0.458,0.325,0.179,0.255
1,0021500004,1610612753,Magic,ORL,Orlando,240:00,0.395,0.12,0.153,0.27,0.435,0.298,0.184,0.304
0,0021500004,1610612764,Wizards,WAS,Washington,240:00,0.435,0.298,0.184,0.268,0.395,0.12,0.153,0.397
0,0021500005,1610612755,76ers,PHI,Philadelphia,240:00,0.452,0.277,0.233,0.269,0.506,0.318,0.164,0.298
1,0021500005,1610612738,Celtics,BOS,Boston,240:00,0.506,0.318,0.164,0.213,0.452,0.277,0.233,0.327
1,0021500006,1610612751,Nets,BKN,Brooklyn,240:00,0.419,0.301,0.127,0.281,0.628,0.256,0.196,0.237
0,0021500006,1610612741,Bulls,CHI,Chicago,240:00,0.628,0.256,0.196,0.132,0.419,0.301,0.127,0.316
1,0021500007,1610612765,Pistons,DET,Detroit,240:00,0.453,0.459,0.129,0.163,0.48,0.28,0.13,0.122
0,0021500007,1610612762,Jazz,UTA,Utah,240:00,0.48,0.28,0.13,0.098,0.453,0.459,0.129,0.245
0,0021500008,1610612748,Heat,MIA,Miami,240:00,0.575,0.288,0.139,0.054,0.429,0.345,0.095,0.236
1,0021500008,1610612766,Hornets,CHA,Charlotte,240:00,0.429,0.345,0.095,0.2,0.575,0.288,0.139,0.108
0,0021500009,1610612761,Raptors,TOR,Toronto,240:00,0.494,0.488,0.192,0.18,0.424,0.36,0.124,0.193
1,0021500009,1610612754,Pacers,IND,Indiana,240:00,0.424,0.36,0.124,0.14,0.494,0.488,0.192,0.3
0,0021500010,1610612745,Rockets,HOU,Houston,240:00,0.391,0.299,0.169,0.242,0.589,0.228,0.212,0.286
1,0021500010,1610612743,Nuggets,DEN,Denver,240:00,0.589,0.228,0.212,0.214,0.391,0.299,0.169,0.306
0,0021500011,1610612763,Grizzlies,MEM,Memphis,240:00,0.366,0.268,0.165,0.196,0.565,0.202,0.193,0.319
1,0021500011,1610612739,Cavaliers,CLE,Cleveland,240:00,0.565,0.202,0.193,0.255,0.366,0.268,0.165,0.214
1,0021500012,1610612749,Bucks,MIL,Milwaukee,240:00,0.401,0.36,0.181,0.316,0.5,0.376,0.11,0.389
0,0021500012,1610612752,Knicks,NYK,New York,240:00,0.5,0.376,0.11,0.352,0.401,0.36,0.181,0.386
1,0021500013,1610612760,Thunder,OKC,Oklahoma City,240:00,0.529,0.256,0.183,0.244,0.511,0.14,0.124,0.229
0,0021500013,1610612759,Spurs,SAS,San Antonio,240:00,0.511,0.14,0.124,0.146,0.529,0.256,0.183,0.333
1,0021500014,1610612742,Mavericks,DAL,Dallas,240:00,0.529,0.365,0.079,0.122,0.425,0.379,0.169,0.283
0,0021500014,1610612756,Suns,PHX,Phoenix,240:00,0.425,0.379,0.169,0.217,0.529,0.365,0.079,0.122
0,0021500015,1610612757,Trail Blazers,POR,Portland,240:00,0.568,0.159,0.12,0.133,0.456,0.198,0.105,0.175
1,0021500015,1610612740,Pelicans,NOP,New Orleans,240:00,0.456,0.198,0.105,0.088,0.568,0.159,0.12,0.178
1,0021500016,1610612746,Clippers,LAC,LA,240:00,0.563,0.388,0.146,0.136,0.495,0.191,0.167,0.333
0,0021500016,1610612758,Kings,SAC,Sacramento,240:00,0.495,0.191,0.167,0.211,0.563,0.388,0.146,0.159
0,0021500017,1610612750,Timberwolves,MIN,Minnesota,240:00,0.488,0.446,0.079,0.125,0.439,0.389,0.13,0.386
1,0021500017,1610612747,Lakers,LAL,Los Angeles,240:00,0.439,0.389,0.13,0.211,0.488,0.446,0.079,0.208
1,0021500018,1610612754,Pacers,IND,Indiana,240:00,0.551,0.308,0.203,0.222,0.543,0.354,0.145,0.356
0,0021500018,1610612763,Grizzlies,MEM,Memphis,240:00,0.543,0.354,0.145,0.267,0.551,0.308,0.203,0.311
1,0021500019,1610612737,Hawks,ATL,Atlanta,240:00,0.566,0.313,0.155,0.163,0.441,0.226,0.196,0.421
0,0021500019,1610612752,Knicks,NYK,New York,240:00,0.441,0.226,0.196,0.281,0.566,0.313,0.155,0.233
0,0021500020,1610612746,Clippers,LAC,LA,240:00,0.483,0.379,0.079,0.148,0.392,0.155,0.127,0.25
1,0021500020,1610612742,Mavericks,DAL,Dallas,240:00,0.392,0.155,0.127,0.219,0.483,0.379,0.079,0.222
1,0021500021,1610612739,Cavaliers,CLE,Cleveland,240:00,0.488,0.244,0.119,0.286,0.468,0.286,0.139,0.217
0,0021500021,1610612748,Heat,MIA,Miami,240:00,0.468,0.286,0.139,0.13,0.488,0.244,0.119,0.327
1,0021500022,1610612760,Thunder,OKC,Oklahoma City,290:00,0.491,0.345,0.167,0.344,0.5,0.358,0.142,0.317
0,0021500022,1610612753,Magic,ORL,Orlando,290:00,0.5,0.358,0.142,0.222,0.491,0.345,0.167,0.375
1,0021500023,1610612755,76ers,PHI,Philadelphia,240:00,0.349,0.587,0.21,0.167,0.449,0.284,0.085,0.34
0,0021500023,1610612762,Jazz,UTA,Utah,240:00,0.449,0.284,0.085,0.245,0.349,0.587,0.21,0.208
1,0021500024,1610612738,Celtics,BOS,Boston,240:00,0.418,0.482,0.15,0.121,0.506,0.427,0.199,0.271
0,0021500024,1610612761,Raptors,TOR,Toronto,240:00,0.506,0.427,0.199,0.188,0.418,0.482,0.15,0.224
0,0021500025,1610612765,Pistons,DET,Detroit,265:00,0.404,0.269,0.135,0.282,0.446,0.31,0.186,0.208
1,0021500025,1610612741,Bulls,CHI,Chicago,265:00,0.446,0.31,0.186,0.151,0.404,0.269,0.135,0.366
0,0021500026,1610612766,Hornets,CHA,Charlotte,240:00,0.477,0.148,0.199,0.241,0.482,0.265,0.15,0.196
1,0021500026,1610612737,Hawks,ATL,Atlanta,240:00,0.482,0.265,0.15,0.157,0.477,0.148,0.199,0.315
1,0021500027,1610612749,Bucks,MIL,Milwaukee,240:00,0.555,0.341,0.153,0.14,0.603,0.647,0.209,0.278
0,0021500027,1610612764,Wizards,WAS,Washington,240:00,0.603,0.647,0.209,0.222,0.555,0.341,0.153,0.233
1,0021500028,1610612751,Nets,BKN,Brooklyn,240:00,0.435,0.195,0.155,0.041,0.517,0.151,0.184,0.326
0,0021500028,1610612759,Spurs,SAS,San Antonio,240:00,0.517,0.151,0.184,0.261,0.435,0.195,0.155,0.082
0,0021500029,1610612750,Timberwolves,MIN,Minnesota,240:00,0.437,0.577,0.18,0.159,0.332,0.211,0.147,0.358
1,0021500029,1610612743,Nuggets,DEN,Denver,240:00,0.332,0.211,0.147,0.254,0.437,0.577,0.18,0.182
0,0021500030,1610612745,Rockets,HOU,Houston,240:00,0.396,0.439,0.165,0.214,0.511,0.269,0.079,0.241
1,0021500030,1610612744,Warriors,GSW,Golden State,240:00,0.511,0.269,0.079,0.204,0.396,0.439,0.165,0.286
1,0021500031,1610612747,Lakers,LAL,Los Angeles,240:00,0.522,0.303,0.17,0.157,0.545,0.297,0.125,0.373
0,0021500031,1610612758,Kings,SAC,Sacramento,240:00,0.545,0.297,0.125,0.314,0.522,0.303,0.17,0.216
1,0021500032,1610612756,Suns,PHX,Phoenix,240:00,0.47,0.506,0.181,0.22,0.448,0.221,0.216,0.2
0,0021500032,1610612757,Trail Blazers,POR,Portland,240:00,0.448,0.221,0.216,0.2,0.47,0.506,0.181,0.36
0,0021500033,1610612762,Jazz,UTA,Utah,240:00,0.477,0.205,0.174,0.294,0.429,0.3,0.249,0.244
1,0021500033,1610612754,Pacers,IND,Indiana,240:00,0.429,0.3,0.249,0.156,0.477,0.205,0.174,0.431
0,0021500034,1610612764,Wizards,WAS,Washington,240:00,0.456,0.367,0.169,0.196,0.529,0.372,0.173,0.319
1,0021500034,1610612752,Knicks,NYK,New York,240:00,0.529,0.372,0.173,0.191,0.456,0.367,0.169,0.339
0,0021500035,1610612740,Pelicans,NOP,New Orleans,240:00,0.5,0.23,0.145,0.286,0.649,0.417,0.094,0.122
1,0021500035,1610612744,Warriors,GSW,Golden State,240:00,0.649,0.417,0.094,0.073,0.5,0.23,0.145,0.321
1,0021500036,1610612751,Nets,BKN,Brooklyn,240:00,0.5,0.228,0.132,0.182,0.481,0.35,0.1,0.24
0,0021500036,1610612763,Grizzlies,MEM,Memphis,240:00,0.481,0.35,0.1,0.22,0.5,0.228,0.132,0.227
1,0021500037,1610612756,Suns,PHX,Phoenix,240:00,0.473,0.17,0.126,0.196,0.468,0.354,0.164,0.231
0,0021500037,1610612757,Trail Blazers,POR,Portland,240:00,0.468,0.354,0.164,0.192,0.473,0.17,0.126,0.286
0,0021500038,1610612758,Kings,SAC,Sacramento,240:00,0.455,0.248,0.131,0.302,0.539,0.605,0.159,0.25
1,0021500038,1610612746,Clippers,LAC,LA,240:00,0.539,0.605,0.159,0.136,0.455,0.248,0.131,0.365
0,0021500039,1610612766,Hornets,CHA,Charlotte,240:00,0.453,0.174,0.126,0.167,0.46,0.159,0.114,0.231
1,0021500039,1610612737,Hawks,ATL,Atlanta,240:00,0.46,0.159,0.114,0.173,0.453,0.174,0.126,0.222
0,0021500040,1610612759,Spurs,SAS,San Antonio,240:00,0.464,0.301,0.192,0.2,0.388,0.143,0.154,0.286
1,0021500040,1610612738,Celtics,BOS,Boston,240:00,0.388,0.143,0.154,0.254,0.464,0.301,0.192,0.32
0,0021500041,1610612748,Heat,MIA,Miami,240:00,0.541,0.244,0.151,0.234,0.468,0.228,0.177,0.208
1,0021500041,1610612745,Rockets,HOU,Houston,240:00,0.468,0.228,0.177,0.063,0.541,0.244,0.151,0.298
0,0021500042,1610612761,Raptors,TOR,Toronto,240:00,0.517,0.222,0.148,0.346,0.457,0.348,0.199,0.225
1,0021500042,1610612749,Bucks,MIL,Milwaukee,240:00,0.457,0.348,0.199,0.175,0.517,0.222,0.148,0.462
1,0021500043,1610612741,Bulls,CHI,Chicago,240:00,0.42,0.253,0.149,0.204,0.428,0.189,0.166,0.333
0,0021500043,1610612753,Magic,ORL,Orlando,240:00,0.428,0.189,0.166,0.211,0.42,0.253,0.149,0.296
0,0021500044,1610612760,Thunder,OKC,Oklahoma City,240:00,0.599,0.209,0.19,0.302,0.429,0.207,0.131,0.339
1,0021500044,1610612743,Nuggets,DEN,Denver,240:00,0.429,0.207,0.131,0.237,0.599,0.209,0.19,0.442
1,0021500045,1610612742,Mavericks,DAL,Dallas,240:00,0.523,0.184,0.113,0.163,0.424,0.329,0.118,0.232
0,0021500045,1610612747,Lakers,LAL,Los Angeles,240:00,0.424,0.329,0.118,0.143,0.523,0.184,0.113,0.224
1,0021500046,1610612739,Cavaliers,CLE,Cleveland,240:00,0.568,0.247,0.162,0.171,0.488,0.271,0.14,0.275
0,0021500046,1610612755,76ers,PHI,Philadelphia,240:00,0.488,0.271,0.14,0.176,0.568,0.247,0.162,0.293
1,0021500047,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.278,0.186,0.222,0.582,0.356,0.155,0.316
0,0021500047,1610612749,Bucks,MIL,Milwaukee,240:00,0.582,0.356,0.155,0.211,0.494,0.278,0.186,0.333
0,0021500048,1610612759,Spurs,SAS,San Antonio,240:00,0.519,0.215,0.151,0.186,0.382,0.236,0.11,0.322
1,0021500048,1610612752,Knicks,NYK,New York,240:00,0.382,0.236,0.11,0.288,0.519,0.215,0.151,0.256
1,0021500049,1610612745,Rockets,HOU,Houston,240:00,0.511,0.326,0.112,0.132,0.536,0.262,0.239,0.354
0,0021500049,1610612760,Thunder,OKC,Oklahoma City,240:00,0.536,0.262,0.239,0.292,0.511,0.326,0.112,0.226
0,0021500050,1610612757,Trail Blazers,POR,Portland,240:00,0.511,0.225,0.156,0.216,0.449,0.494,0.145,0.25
1,0021500050,1610612750,Timberwolves,MIN,Minnesota,240:00,0.449,0.494,0.145,0.17,0.511,0.225,0.156,0.327
1,0021500051,1610612744,Warriors,GSW,Golden State,240:00,0.577,0.357,0.138,0.217,0.286,0.208,0.113,0.23
0,0021500051,1610612763,Grizzlies,MEM,Memphis,240:00,0.286,0.208,0.113,0.149,0.577,0.357,0.138,0.261
0,0021500052,1610612756,Suns,PHX,Phoenix,240:00,0.413,0.214,0.099,0.246,0.506,0.284,0.111,0.087
1,0021500052,1610612746,Clippers,LAC,LA,240:00,0.506,0.284,0.111,0.065,0.413,0.214,0.099,0.323
0,0021500053,1610612741,Bulls,CHI,Chicago,240:00,0.567,0.089,0.127,0.08,0.593,0.253,0.101,0.311
1,0021500053,1610612766,Hornets,CHA,Charlotte,240:00,0.593,0.253,0.101,0.267,0.567,0.089,0.127,0.16
1,0021500054,1610612765,Pistons,DET,Detroit,240:00,0.413,0.198,0.236,0.339,0.472,0.136,0.164,0.3
0,0021500054,1610612754,Pacers,IND,Indiana,240:00,0.472,0.136,0.164,0.24,0.413,0.198,0.236,0.411
1,0021500055,1610612737,Hawks,ATL,Atlanta,240:00,0.45,0.244,0.161,0.286,0.471,0.186,0.192,0.314
0,0021500055,1610612748,Heat,MIA,Miami,240:00,0.471,0.186,0.192,0.255,0.45,0.244,0.161,0.339
1,0021500056,1610612740,Pelicans,NOP,New Orleans,240:00,0.422,0.278,0.133,0.167,0.506,0.133,0.174,0.229
0,0021500056,1610612753,Magic,ORL,Orlando,240:00,0.506,0.133,0.174,0.208,0.422,0.278,0.133,0.217
1,0021500057,1610612742,Mavericks,DAL,Dallas,240:00,0.424,0.291,0.162,0.246,0.482,0.317,0.161,0.311
0,0021500057,1610612761,Raptors,TOR,Toronto,240:00,0.482,0.317,0.161,0.222,0.424,0.291,0.162,0.298
0,0021500058,1610612758,Kings,SAC,Sacramento,240:00,0.439,0.541,0.143,0.154,0.5,0.301,0.172,0.326
1,0021500058,1610612763,Grizzlies,MEM,Memphis,240:00,0.5,0.301,0.172,0.261,0.439,0.541,0.143,0.212
0,0021500059,1610612747,Lakers,LAL,Los Angeles,240:00,0.453,0.442,0.107,0.212,0.547,0.365,0.146,0.318
1,0021500059,1610612743,Nuggets,DEN,Denver,240:00,0.547,0.365,0.146,0.25,0.453,0.442,0.107,0.269
0,0021500060,1610612754,Pacers,IND,Indiana,240:00,0.429,0.319,0.145,0.35,0.482,0.265,0.197,0.347
1,0021500060,1610612738,Celtics,BOS,Boston,240:00,0.482,0.265,0.197,0.306,0.429,0.319,0.145,0.433
0,0021500061,1610612764,Wizards,WAS,Washington,240:00,0.529,0.161,0.101,0.083,0.5,0.247,0.206,0.273
1,0021500061,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.247,0.206,0.205,0.529,0.161,0.101,0.125
0,0021500062,1610612751,Nets,BKN,Brooklyn,240:00,0.464,0.157,0.203,0.298,0.539,0.316,0.157,0.268
1,0021500062,1610612737,Hawks,ATL,Atlanta,240:00,0.539,0.316,0.157,0.146,0.464,0.157,0.203,0.362
0,0021500063,1610612752,Knicks,NYK,New York,240:00,0.44,0.179,0.137,0.17,0.44,0.386,0.129,0.302
1,0021500063,1610612739,Cavaliers,CLE,Cleveland,240:00,0.44,0.386,0.129,0.17,0.44,0.179,0.137,0.208
0,0021500064,1610612753,Magic,ORL,Orlando,265:00,0.544,0.209,0.15,0.191,0.54,0.386,0.187,0.42
1,0021500064,1610612745,Rockets,HOU,Houston,265:00,0.54,0.386,0.187,0.32,0.544,0.209,0.15,0.277
1,0021500065,1610612749,Bucks,MIL,Milwaukee,240:00,0.453,0.198,0.105,0.148,0.457,0.185,0.201,0.333
0,0021500065,1610612755,76ers,PHI,Philadelphia,240:00,0.457,0.185,0.201,0.25,0.453,0.198,0.105,0.222
0,0021500066,1610612761,Raptors,TOR,Toronto,240:00,0.449,0.494,0.151,0.24,0.524,0.171,0.198,0.244
1,0021500066,1610612760,Thunder,OKC,Oklahoma City,240:00,0.524,0.171,0.198,0.244,0.449,0.494,0.151,0.34
0,0021500067,1610612758,Kings,SAC,Sacramento,240:00,0.542,0.143,0.188,0.152,0.627,0.265,0.193,0.341
1,0021500067,1610612756,Suns,PHX,Phoenix,240:00,0.627,0.265,0.193,0.22,0.542,0.143,0.188,0.196
0,0021500068,1610612762,Jazz,UTA,Utah,240:00,0.403,0.375,0.094,0.262,0.604,0.416,0.196,0.409
1,0021500068,1610612757,Trail Blazers,POR,Portland,240:00,0.604,0.416,0.196,0.295,0.403,0.375,0.094,0.344
0,0021500069,1610612746,Clippers,LAC,LA,240:00,0.534,0.25,0.129,0.213,0.518,0.365,0.118,0.265
1,0021500069,1610612744,Warriors,GSW,Golden State,240:00,0.518,0.365,0.118,0.184,0.534,0.25,0.129,0.255
1,0021500070,1610612741,Bulls,CHI,Chicago,240:00,0.483,0.233,0.064,0.212,0.482,0.238,0.097,0.229
0,0021500070,1610612760,Thunder,OKC,Oklahoma City,240:00,0.482,0.238,0.097,0.188,0.483,0.233,0.064,0.308
1,0021500071,1610612748,Heat,MIA,Miami,240:00,0.513,0.329,0.167,0.156,0.376,0.259,0.159,0.273
0,0021500071,1610612750,Timberwolves,MIN,Minnesota,240:00,0.376,0.259,0.159,0.182,0.513,0.329,0.167,0.178
1,0021500072,1610612766,Hornets,CHA,Charlotte,240:00,0.528,0.191,0.111,0.174,0.427,0.329,0.131,0.208
0,0021500072,1610612742,Mavericks,DAL,Dallas,240:00,0.427,0.329,0.131,0.151,0.528,0.191,0.111,0.196
1,0021500073,1610612743,Nuggets,DEN,Denver,240:00,0.424,0.472,0.156,0.22,0.5,0.2,0.12,0.28
0,0021500073,1610612762,Jazz,UTA,Utah,240:00,0.5,0.2,0.12,0.24,0.424,0.472,0.156,0.28
0,0021500074,1610612757,Trail Blazers,POR,Portland,240:00,0.592,0.23,0.099,0.292,0.526,0.273,0.112,0.25
1,0021500074,1610612763,Grizzlies,MEM,Memphis,240:00,0.526,0.273,0.112,0.159,0.592,0.23,0.099,0.354
0,0021500075,1610612761,Raptors,TOR,Toronto,240:00,0.378,0.337,0.107,0.25,0.487,0.286,0.139,0.283
1,0021500075,1610612753,Magic,ORL,Orlando,240:00,0.487,0.286,0.139,0.13,0.378,0.337,0.107,0.367
0,0021500076,1610612764,Wizards,WAS,Washington,240:00,0.455,0.261,0.214,0.185,0.515,0.237,0.156,0.316
1,0021500076,1610612738,Celtics,BOS,Boston,240:00,0.515,0.237,0.156,0.263,0.455,0.261,0.214,0.259
0,0021500077,1610612747,Lakers,LAL,Los Angeles,240:00,0.468,0.513,0.15,0.106,0.446,0.215,0.154,0.327
1,0021500077,1610612751,Nets,BKN,Brooklyn,240:00,0.446,0.215,0.154,0.255,0.468,0.513,0.15,0.255
1,0021500078,1610612739,Cavaliers,CLE,Cleveland,240:00,0.568,0.136,0.171,0.239,0.582,0.19,0.169,0.19
