,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0022100026,1610612762,Jazz,UTA,Utah,240:00,0.5,0.256,0.179,0.241,0.434,0.212,0.14,0.344
1,0022100027,1610612737,Hawks,ATL,Atlanta,240:00,0.434,0.152,0.092,0.27,0.455,0.303,0.101,0.268
0,0022100027,1610612739,Cavaliers,CLE,Cleveland,240:00,0.455,0.303,0.101,0.214,0.434,0.152,0.092,0.317
0,0022100028,1610612748,Heat,MIA,Miami,265:00,0.434,0.154,0.202,0.175,0.443,0.216,0.148,0.262
1,0022100028,1610612754,Pacers,IND,Indiana,265:00,0.443,0.216,0.148,0.23,0.434,0.154,0.202,0.263
1,0022100029,1610612742,Mavericks,DAL,Dallas,240:00,0.495,0.198,0.095,0.224,0.465,0.271,0.125,0.291
0,0022100029,1610612761,Raptors,TOR,Toronto,240:00,0.465,0.271,0.125,0.2,0.495,0.198,0.095,0.293
1,0022100030,1610612741,Bulls,CHI,Chicago,240:00,0.482,0.226,0.127,0.06,0.415,0.17,0.216,0.286
0,0022100030,1610612765,Pistons,DET,Detroit,240:00,0.415,0.17,0.216,0.196,0.482,0.226,0.127,0.14
0,0022100031,1610612740,Pelicans,NOP,New Orleans,240:00,0.399,0.258,0.277,0.344,0.469,0.104,0.186,0.288
1,0022100031,1610612750,Timberwolves,MIN,Minnesota,240:00,0.469,0.104,0.186,0.22,0.399,0.258,0.277,0.41
1,0022100032,1610612749,Bucks,MIL,Milwaukee,240:00,0.62,0.265,0.204,0.179,0.535,0.061,0.124,0.269
0,0022100032,1610612759,Spurs,SAS,San Antonio,240:00,0.535,0.061,0.124,0.192,0.62,0.265,0.204,0.256
1,0022100033,1610612756,Suns,PHX,Phoenix,240:00,0.534,0.169,0.136,0.143,0.654,0.181,0.088,0.222
0,0022100033,1610612757,Trail Blazers,POR,Portland,240:00,0.654,0.181,0.088,0.178,0.534,0.169,0.136,0.163
1,0022100034,1610612746,Clippers,LAC,LA,240:00,0.5,0.172,0.07,0.241,0.55,0.278,0.111,0.327
0,0022100034,1610612763,Grizzlies,MEM,Memphis,240:00,0.55,0.278,0.111,0.265,0.5,0.172,0.07,0.31
1,0022100035,1610612751,Nets,BKN,Brooklyn,240:00,0.489,0.138,0.17,0.18,0.511,0.202,0.115,0.269
0,0022100035,1610612766,Hornets,CHA,Charlotte,240:00,0.511,0.202,0.115,0.192,0.489,0.138,0.17,0.2
1,0022100036,1610612752,Knicks,NYK,New York,240:00,0.435,0.25,0.112,0.235,0.477,0.386,0.123,0.255
0,0022100036,1610612753,Magic,ORL,Orlando,240:00,0.477,0.386,0.123,0.182,0.435,0.25,0.112,0.294
1,0022100037,1610612738,Celtics,BOS,Boston,240:00,0.529,0.233,0.119,0.122,0.52,0.32,0.199,0.174
0,0022100037,1610612745,Rockets,HOU,Houston,240:00,0.52,0.32,0.199,0.109,0.529,0.233,0.119,0.204
0,0022100038,1610612755,76ers,PHI,Philadelphia,240:00,0.563,0.227,0.124,0.245,0.524,0.226,0.113,0.196
1,0022100038,1610612760,Thunder,OKC,Oklahoma City,240:00,0.524,0.226,0.113,0.13,0.563,0.227,0.124,0.265
1,0022100039,1610612744,Warriors,GSW,Golden State,240:00,0.51,0.247,0.07,0.255,0.576,0.151,0.189,0.277
0,0022100039,1610612758,Kings,SAC,Sacramento,240:00,0.576,0.151,0.189,0.213,0.51,0.247,0.07,0.291
1,0022100040,1610612747,Lakers,LAL,Los Angeles,240:00,0.631,0.262,0.167,0.214,0.515,0.18,0.159,0.439
0,0022100040,1610612763,Grizzlies,MEM,Memphis,240:00,0.515,0.18,0.159,0.316,0.631,0.262,0.167,0.262
1,0022100041,1610612738,Celtics,BOS,Boston,265:00,0.589,0.248,0.106,0.208,0.539,0.272,0.121,0.274
0,0022100041,1610612766,Hornets,CHA,Charlotte,265:00,0.539,0.272,0.121,0.226,0.589,0.248,0.106,0.245
0,0022100042,1610612749,Bucks,MIL,Milwaukee,240:00,0.547,0.365,0.133,0.152,0.522,0.189,0.182,0.28
1,0022100042,1610612754,Pacers,IND,Indiana,240:00,0.522,0.189,0.182,0.24,0.547,0.365,0.133,0.152
1,0022100043,1610612737,Hawks,ATL,Atlanta,240:00,0.578,0.233,0.152,0.222,0.489,0.198,0.137,0.212
0,0022100043,1610612765,Pistons,DET,Detroit,240:00,0.489,0.198,0.137,0.212,0.578,0.233,0.152,0.333
1,0022100044,1610612751,Nets,BKN,Brooklyn,240:00,0.479,0.181,0.087,0.13,0.395,0.211,0.113,0.238
0,0022100044,1610612764,Wizards,WAS,Washington,240:00,0.395,0.211,0.113,0.159,0.479,0.181,0.087,0.148
1,0022100045,1610612748,Heat,MIA,Miami,240:00,0.506,0.218,0.113,0.196,0.481,0.235,0.178,0.255
0,0022100045,1610612753,Magic,ORL,Orlando,240:00,0.481,0.235,0.178,0.118,0.506,0.218,0.113,0.217
1,0022100046,1610612741,Bulls,CHI,Chicago,240:00,0.556,0.272,0.132,0.119,0.554,0.241,0.21,0.422
0,0022100046,1610612761,Raptors,TOR,Toronto,240:00,0.554,0.241,0.21,0.289,0.556,0.272,0.132,0.143
0,0022100047,1610612740,Pelicans,NOP,New Orleans,240:00,0.506,0.264,0.196,0.3,0.428,0.3,0.108,0.238
1,0022100047,1610612750,Timberwolves,MIN,Minnesota,240:00,0.428,0.3,0.108,0.175,0.506,0.264,0.196,0.34
1,0022100048,1610612739,Cavaliers,CLE,Cleveland,240:00,0.506,0.244,0.167,0.234,0.459,0.14,0.215,0.309
0,0022100048,1610612743,Nuggets,DEN,Denver,240:00,0.459,0.14,0.215,0.2,0.506,0.244,0.167,0.234
1,0022100049,1610612746,Clippers,LAC,LA,240:00,0.548,0.204,0.15,0.1,0.424,0.212,0.259,0.185
0,0022100049,1610612757,Trail Blazers,POR,Portland,240:00,0.424,0.212,0.259,0.13,0.548,0.204,0.15,0.14
1,0022100050,1610612752,Knicks,NYK,New York,240:00,0.563,0.172,0.157,0.277,0.512,0.207,0.162,0.261
0,0022100050,1610612755,76ers,PHI,Philadelphia,240:00,0.512,0.207,0.162,0.261,0.563,0.172,0.157,0.34
1,0022100051,1610612744,Warriors,GSW,Golden State,240:00,0.554,0.217,0.152,0.156,0.488,0.198,0.142,0.216
0,0022100051,1610612760,Thunder,OKC,Oklahoma City,240:00,0.488,0.198,0.142,0.176,0.554,0.217,0.152,0.222
1,0022100052,1610612742,Mavericks,DAL,Dallas,240:00,0.527,0.269,0.143,0.269,0.512,0.302,0.164,0.241
0,0022100052,1610612745,Rockets,HOU,Houston,240:00,0.512,0.302,0.164,0.204,0.527,0.269,0.143,0.269
1,0022100053,1610612747,Lakers,LAL,Los Angeles,265:00,0.514,0.21,0.11,0.161,0.505,0.204,0.136,0.269
0,0022100053,1610612759,Spurs,SAS,San Antonio,265:00,0.505,0.204,0.136,0.239,0.514,0.21,0.11,0.232
1,0022100054,1610612743,Nuggets,DEN,Denver,240:00,0.566,0.289,0.128,0.114,0.588,0.341,0.135,0.289
0,0022100054,1610612762,Jazz,UTA,Utah,240:00,0.588,0.341,0.135,0.178,0.566,0.289,0.128,0.182
0,0022100055,1610612753,Magic,ORL,Orlando,240:00,0.574,0.148,0.181,0.178,0.602,0.289,0.169,0.293
1,0022100055,1610612766,Hornets,CHA,Charlotte,240:00,0.602,0.289,0.169,0.244,0.574,0.148,0.181,0.289
1,0022100056,1610612738,Celtics,BOS,Boston,240:00,0.494,0.329,0.13,0.196,0.565,0.345,0.157,0.364
0,0022100056,1610612764,Wizards,WAS,Washington,240:00,0.565,0.345,0.157,0.25,0.494,0.329,0.13,0.275
0,0022100057,1610612748,Heat,MIA,Miami,240:00,0.438,0.271,0.142,0.283,0.471,0.165,0.155,0.113
1,0022100057,1610612751,Nets,BKN,Brooklyn,240:00,0.471,0.165,0.155,0.075,0.438,0.271,0.142,0.35
1,0022100058,1610612754,Pacers,IND,Indiana,240:00,0.544,0.215,0.229,0.214,0.53,0.19,0.115,0.431
0,0022100058,1610612761,Raptors,TOR,Toronto,240:00,0.53,0.19,0.115,0.276,0.544,0.215,0.229,0.357
1,0022100059,1610612737,Hawks,ATL,Atlanta,240:00,0.458,0.177,0.118,0.362,0.489,0.097,0.102,0.259
0,0022100059,1610612740,Pelicans,NOP,New Orleans,240:00,0.489,0.097,0.102,0.167,0.458,0.177,0.118,0.362
1,0022100060,1610612749,Bucks,MIL,Milwaukee,240:00,0.484,0.221,0.09,0.224,0.544,0.187,0.161,0.327
0,0022100060,1610612750,Timberwolves,MIN,Minnesota,240:00,0.544,0.187,0.161,0.204,0.484,0.221,0.09,0.276
1,0022100061,1610612747,Lakers,LAL,Los Angeles,240:00,0.56,0.152,0.162,0.208,0.587,0.337,0.153,0.261
0,0022100061,1610612760,Thunder,OKC,Oklahoma City,240:00,0.587,0.337,0.153,0.217,0.56,0.152,0.162,0.25
1,0022100062,1610612756,Suns,PHX,Phoenix,240:00,0.484,0.258,0.109,0.269,0.521,0.158,0.114,0.232
0,0022100062,1610612758,Kings,SAC,Sacramento,240:00,0.521,0.158,0.114,0.143,0.484,0.258,0.109,0.327
0,0022100063,1610612757,Trail Blazers,POR,Portland,240:00,0.554,0.369,0.142,0.26,0.453,0.198,0.209,0.433
1,0022100063,1610612763,Grizzlies,MEM,Memphis,240:00,0.453,0.198,0.209,0.313,0.554,0.369,0.142,0.3
1,0022100064,1610612739,Cavaliers,CLE,Cleveland,240:00,0.426,0.333,0.21,0.28,0.408,0.149,0.143,0.2
0,0022100064,1610612746,Clippers,LAC,LA,240:00,0.408,0.149,0.143,0.15,0.426,0.333,0.21,0.38
0,0022100065,1610612755,76ers,PHI,Philadelphia,240:00,0.579,0.316,0.207,0.154,0.483,0.314,0.137,0.273
1,0022100065,1610612765,Pistons,DET,Detroit,240:00,0.483,0.314,0.137,0.182,0.579,0.316,0.207,0.282
1,0022100066,1610612737,Hawks,ATL,Atlanta,240:00,0.58,0.159,0.129,0.136,0.53,0.212,0.087,0.309
0,0022100066,1610612764,Wizards,WAS,Washington,240:00,0.53,0.212,0.087,0.255,0.58,0.159,0.129,0.136
1,0022100067,1610612741,Bulls,CHI,Chicago,240:00,0.494,0.262,0.073,0.102,0.524,0.235,0.136,0.271
0,0022100067,1610612752,Knicks,NYK,New York,240:00,0.524,0.235,0.136,0.229,0.494,0.262,0.073,0.163
1,0022100068,1610612745,Rockets,HOU,Houston,240:00,0.374,0.242,0.107,0.197,0.576,0.353,0.185,0.356
0,0022100068,1610612762,Jazz,UTA,Utah,240:00,0.576,0.353,0.185,0.222,0.374,0.242,0.107,0.212
1,0022100069,1610612742,Mavericks,DAL,Dallas,240:00,0.562,0.146,0.132,0.173,0.511,0.17,0.152,0.283
0,0022100069,1610612759,Spurs,SAS,San Antonio,240:00,0.511,0.17,0.152,0.208,0.562,0.146,0.132,0.269
1,0022100070,1610612744,Warriors,GSW,Golden State,265:00,0.511,0.133,0.207,0.132,0.464,0.144,0.162,0.276
0,0022100070,1610612763,Grizzlies,MEM,Memphis,265:00,0.464,0.144,0.162,0.172,0.511,0.133,0.207,0.208
1,0022100071,1610612753,Magic,ORL,Orlando,240:00,0.563,0.184,0.172,0.245,0.552,0.256,0.084,0.239
0,0022100071,1610612761,Raptors,TOR,Toronto,240:00,0.552,0.256,0.084,0.196,0.563,0.184,0.172,0.347
1,0022100072,1610612751,Nets,BKN,Brooklyn,240:00,0.487,0.539,0.176,0.204,0.441,0.247,0.132,0.298
0,0022100072,1610612754,Pacers,IND,Indiana,240:00,0.441,0.247,0.132,0.193,0.487,0.539,0.176,0.224
0,0022100073,1610612748,Heat,MIA,Miami,240:00,0.522,0.209,0.178,0.333,0.461,0.244,0.11,0.237
1,0022100073,1610612766,Hornets,CHA,Charlotte,240:00,0.461,0.244,0.11,0.186,0.522,0.209,0.178,0.438
1,0022100074,1610612740,Pelicans,NOP,New Orleans,240:00,0.474,0.255,0.094,0.206,0.556,0.313,0.137,0.122
0,0022100074,1610612758,Kings,SAC,Sacramento,240:00,0.556,0.313,0.137,0.073,0.474,0.255,0.094,0.302
1,0022100075,1610612742,Mavericks,DAL,Dallas,240:00,0.346,0.346,0.152,0.105,0.584,0.157,0.193,0.238
0,0022100075,1610612743,Nuggets,DEN,Denver,240:00,0.584,0.157,0.193,0.119,0.346,0.346,0.152,0.123
1,0022100076,1610612746,Clippers,LAC,LA,240:00,0.477,0.184,0.129,0.105,0.515,0.163,0.136,0.344
0,0022100076,1610612757,Trail Blazers,POR,Portland,240:00,0.515,0.163,0.136,0.262,0.477,0.184,0.129,0.123
1,0022100077,1610612739,Cavaliers,CLE,Cleveland,240:00,0.494,0.253,0.157,0.308,0.619,0.119,0.221,0.462
0,0022100077,1610612747,Lakers,LAL,Los Angeles,240:00,0.619,0.119,0.221,0.282,0.494,0.253,0.157,0.385
1,0022100078,1610612738,Celtics,BOS,Boston,290:00,0.421,0.234,0.098,0.121,0.413,0.346,0.108,0.217
0,0022100078,1610612764,Wizards,WAS,Washington,290:00,0.413,0.346,0.108,0.174,0.421,0.234,0.098,0.197
0,0022100079,1610612753,Magic,ORL,Orlando,240:00,0.529,0.172,0.181,0.24,0.483,0.337,0.158,0.393
1,0022100079,1610612765,Pistons,DET,Detroit,240:00,0.483,0.337,0.158,0.304,0.529,0.172,0.181,0.28
1,0022100080,1610612740,Pelicans,NOP,New Orleans,240:00,0.516,0.261,0.117,0.235,0.636,0.309,0.121,0.195
0,0022100080,1610612752,Knicks,NYK,New York,240:00,0.636,0.309,0.121,0.122,0.516,0.261,0.117,0.333
1,0022100081,1610612754,Pacers,IND,Indiana,240:00,0.512,0.198,0.2,0.16,0.484,0.13,0.174,0.327
0,0022100081,1610612761,Raptors,TOR,Toronto,240:00,0.484,0.13,0.174,0.218,0.512,0.198,0.2,0.24
1,0022100082,1610612737,Hawks,ATL,Atlanta,240:00,0.421,0.2,0.186,0.323,0.605,0.221,0.118,0.2
0,0022100082,1610612755,76ers,PHI,Philadelphia,240:00,0.605,0.221,0.118,0.125,0.421,0.2,0.186,0.387
1,0022100083,1610612741,Bulls,CHI,Chicago,240.000000:00,0.456,0.33,0.086,0.167,0.44,0.207,0.188,0.316
0,0022100083,1610612762,Jazz,UTA,Utah,240.000000:00,0.44,0.207,0.188,0.246,0.456,0.33,0.086,0.222
0,0022100084,1610612748,Heat,MIA,Miami,240:00,0.642,0.216,0.174,0.256,0.477,0.239,0.136,0.236
1,0022100084,1610612763,Grizzlies,MEM,Memphis,240:00,0.477,0.239,0.136,0.145,0.642,0.216,0.174,0.372
1,0022100085,1610612749,Bucks,MIL,Milwaukee,240:00,0.461,0.18,0.194,0.164,0.447,0.253,0.093,0.175
0,0022100085,1610612759,Spurs,SAS,San Antonio,240:00,0.447,0.253,0.093,0.14,0.461,0.18,0.194,0.182
1,0022100086,1610612744,Warriors,GSW,Golden State,240:00,0.538,0.087,0.158,0.182,0.398,0.253,0.152,0.145
0,0022100086,1610612760,Thunder,OKC,Oklahoma City,240:00,0.398,0.253,0.152,0.055,0.538,0.087,0.158,0.218
1,0022100087,1610612743,Nuggets,DEN,Denver,240:00,0.46,0.182,0.182,0.264,0.466,0.101,0.204,0.327
0,0022100087,1610612750,Timberwolves,MIN,Minnesota,240:00,0.466,0.101,0.204,0.273,0.46,0.182,0.182,0.377
1,0022100088,1610612739,Cavaliers,CLE,Cleveland,240:00,0.473,0.077,0.184,0.179,0.5,0.321,0.146,0.22
0,0022100088,1610612756,Suns,PHX,Phoenix,240:00,0.5,0.321,0.146,0.16,0.473,0.077,0.184,0.196
1,0022100089,1610612742,Mavericks,DAL,Dallas,240:00,0.511,0.222,0.101,0.185,0.432,0.208,0.129,0.367
0,0022100089,1610612758,Kings,SAC,Sacramento,240:00,0.432,0.208,0.129,0.283,0.511,0.222,0.101,0.259
0,0022100090,1610612757,Trail Blazers,POR,Portland,240:00,0.531,0.113,0.121,0.278,0.629,0.236,0.093,0.271
1,0022100090,1610612766,Hornets,CHA,Charlotte,240:00,0.629,0.236,0.093,0.208,0.531,0.113,0.121,0.352
1,0022100091,1610612749,Bucks,MIL,Milwaukee,240:00,0.469,0.063,0.114,0.228,0.547,0.36,0.14,0.238
0,0022100091,1610612762,Jazz,UTA,Utah,240:00,0.547,0.36,0.14,0.167,0.469,0.063,0.114,0.333
1,0022100092,1610612751,Nets,BKN,Brooklyn,240:00,0.743,0.222,0.206,0.071,0.481,0.278,0.155,0.157
0,0022100092,1610612765,Pistons,DET,Detroit,240:00,0.481,0.278,0.155,0.137,0.743,0.222,0.206,0.179
1,0022100093,1610612745,Rockets,HOU,Houston,240:00,0.461,0.382,0.255,0.196,0.453,0.135,0.132,0.23
0,0022100093,1610612747,Lakers,LAL,Los Angeles,240:00,0.453,0.135,0.132,0.164,0.461,0.382,0.255,0.294
0,0022100094,1610612739,Cavaliers,CLE,Cleveland,240:00,0.483,0.422,0.151,0.321,0.49,0.149,0.163,0.433
1,0022100094,1610612766,Hornets,CHA,Charlotte,240:00,0.49,0.149,0.163,0.333,0.483,0.422,0.151,0.472
1,0022100095,1610612754,Pacers,IND,Indiana,240:00,0.67,0.132,0.156,0.238,0.607,0.157,0.163,0.311
0,0022100095,1610612759,Spurs,SAS,San Antonio,240:00,0.607,0.157,0.163,0.178,0.67,0.132,0.156,0.333
1,0022100096,1610612755,76ers,PHI,Philadelphia,240:00,0.596,0.193,0.117,0.171,0.548,0.214,0.16,0.34
0,0022100096,1610612757,Trail Blazers,POR,Portland,240:00,0.548,0.214,0.16,0.277,0.596,0.193,0.117,0.195
1,0022100097,1610612737,Hawks,ATL,Atlanta,240:00,0.536,0.349,0.117,0.289,0.552,0.186,0.122,0.222
0,0022100097,1610612764,Wizards,WAS,Washington,240:00,0.552,0.186,0.122,0.156,0.536,0.349,0.117,0.333
1,0022100098,1610612738,Celtics,BOS,Boston,240:00,0.516,0.208,0.089,0.228,0.645,0.209,0.177,0.324
0,0022100098,1610612741,Bulls,CHI,Chicago,240:00,0.645,0.209,0.177,0.27,0.516,0.208,0.089,0.263
1,0022100099,1610612752,Knicks,NYK,New York,240:00,0.566,0.316,0.176,0.156,0.505,0.141,0.089,0.339
0,0022100099,1610612761,Raptors,TOR,Toronto,240:00,0.505,0.141,0.089,0.232,0.566,0.316,0.176,0.2
1,0022100100,1610612743,Nuggets,DEN,Denver,240:00,0.494,0.17,0.119,0.113,0.521,0.072,0.127,0.321
0,0022100100,1610612763,Grizzlies,MEM,Memphis,240:00,0.521,0.072,0.127,0.208,0.494,0.17,0.119,0.17
1,0022100101,1610612750,Timberwolves,MIN,Minnesota,240:00,0.443,0.196,0.135,0.246,0.555,0.366,0.161,0.298
0,0022100101,1610612753,Magic,ORL,Orlando,240:00,0.555,0.366,0.161,0.255,0.443,0.196,0.135,0.323
1,0022100102,1610612746,Clippers,LAC,LA,240:00,0.462,0.207,0.138,0.224,0.45,0.178,0.155,0.268
0,0022100102,1610612760,Thunder,OKC,Oklahoma City,240:00,0.45,0.178,0.155,0.179,0.462,0.207,0.138,0.293
0,0022100103,1610612749,Bucks,MIL,Milwaukee,240:00,0.601,0.25,0.168,0.205,0.366,0.323,0.132,0.294
1,0022100103,1610612765,Pistons,DET,Detroit,240:00,0.366,0.323,0.132,0.206,0.601,0.25,0.168,0.295
1,0022100104,1610612742,Mavericks,DAL,Dallas,240:00,0.524,0.369,0.103,0.208,0.596,0.361,0.074,0.256
0,0022100104,1610612748,Heat,MIA,Miami,240:00,0.596,0.361,0.074,0.209,0.524,0.369,0.103,0.264
1,0022100105,1610612758,Kings,SAC,Sacramento,240:00,0.516,0.258,0.101,0.105,0.51,0.276,0.152,0.414
0,0022100105,1610612762,Jazz,UTA,Utah,240:00,0.51,0.276,0.152,0.259,0.516,0.258,0.101,0.211
1,0022100106,1610612740,Pelicans,NOP,New Orleans,240:00,0.467,0.176,0.176,0.25,0.579,0.22,0.186,0.225
0,0022100106,1610612756,Suns,PHX,Phoenix,240:00,0.579,0.22,0.186,0.175,0.467,0.176,0.176,0.321
1,0022100107,1610612745,Rockets,HOU,Houston,240:00,0.615,0.132,0.227,0.229,0.559,0.215,0.158,0.326
0,0022100107,1610612747,Lakers,LAL,Los Angeles,240:00,0.559,0.215,0.158,0.239,0.615,0.132,0.227,0.292
1,0022100108,1610612739,Cavaliers,CLE,Cleveland,240:00,0.628,0.243,0.198,0.135,0.517,0.189,0.093,0.241
0,0022100108,1610612757,Trail Blazers,POR,Portland,240:00,0.517,0.189,0.093,0.185,0.628,0.243,0.198,0.216
0,0022100109,1610612752,Knicks,NYK,New York,240:00,0.443,0.31,0.105,0.259,0.549,0.154,0.13,0.32
1,0022100109,1610612754,Pacers,IND,Indiana,240:00,0.549,0.154,0.13,0.2,0.443,0.31,0.105,0.259
1,0022100110,1610612738,Celtics,BOS,Boston,240:00,0.481,0.316,0.12,0.173,0.375,0.238,0.15,0.237
