,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
1,0020900022,1610612738,Celtics,BOS,Boston,240:00,0.662,0.324,0.177,0.303,0.427,0.329,0.161,0.389
0,0020900022,1610612741,Bulls,CHI,Chicago,240:00,0.427,0.329,0.161,0.296,0.662,0.324,0.177,0.364
0,0020900023,1610612760,Thunder,OKC,Oklahoma City,240:00,0.447,0.395,0.13,0.191,0.407,0.486,0.174,0.25
1,0020900023,1610612765,Pistons,DET,Detroit,240:00,0.407,0.486,0.174,0.188,0.447,0.395,0.13,0.234
0,0020900024,1610612748,Heat,MIA,Miami,240:00,0.442,0.667,0.164,0.289,0.392,0.329,0.169,0.321
1,0020900024,1610612754,Pacers,IND,Indiana,240:00,0.392,0.329,0.169,0.226,0.442,0.667,0.164,0.333
0,0020900025,1610612761,Raptors,TOR,Toronto,240:00,0.483,0.318,0.15,0.294,0.53,0.427,0.176,0.465
1,0020900025,1610612763,Grizzlies,MEM,Memphis,240:00,0.53,0.427,0.176,0.419,0.483,0.318,0.15,0.392
1,0020900026,1610612739,Cavaliers,CLE,Cleveland,240:00,0.536,0.238,0.127,0.217,0.436,0.198,0.178,0.34
0,0020900026,1610612750,Timberwolves,MIN,Minnesota,240:00,0.436,0.198,0.178,0.283,0.536,0.238,0.127,0.239
1,0020900027,1610612751,Nets,NJN,New Jersey,240:00,0.414,0.309,0.076,0.132,0.533,0.333,0.154,0.256
0,0020900027,1610612753,Magic,ORL,Orlando,240:00,0.533,0.333,0.154,0.209,0.414,0.309,0.076,0.189
1,0020900028,1610612740,Hornets,NOH,New Orleans,240:00,0.486,0.438,0.125,0.233,0.411,0.208,0.125,0.477
0,0020900028,1610612758,Kings,SAC,Sacramento,240:00,0.411,0.208,0.125,0.323,0.486,0.438,0.125,0.256
1,0020900029,1610612746,Clippers,LAC,Los Angeles,240:00,0.5,0.459,0.113,0.065,0.511,0.278,0.101,0.327
0,0020900029,1610612762,Jazz,UTA,Utah,240:00,0.511,0.278,0.101,0.245,0.5,0.459,0.113,0.109
1,0020900030,1610612744,Warriors,GSW,Golden State,240:00,0.459,0.329,0.199,0.176,0.607,0.405,0.204,0.279
0,0020900030,1610612756,Suns,PHX,Phoenix,240:00,0.607,0.405,0.204,0.209,0.459,0.329,0.199,0.196
1,0020900031,1610612742,Mavericks,DAL,Dallas,240:00,0.448,0.416,0.187,0.283,0.438,0.173,0.204,0.264
0,0020900031,1610612747,Lakers,LAL,Los Angeles,240:00,0.438,0.173,0.204,0.245,0.448,0.416,0.187,0.413
1,0020900032,1610612751,Nets,NJN,New Jersey,240:00,0.494,0.4,0.128,0.255,0.673,0.295,0.149,0.323
0,0020900032,1610612764,Wizards,WAS,Washington,240:00,0.673,0.295,0.149,0.258,0.494,0.4,0.128,0.34
0,0020900033,1610612739,Cavaliers,CLE,Cleveland,240:00,0.653,0.226,0.231,0.167,0.471,0.294,0.221,0.333
1,0020900033,1610612766,Bobcats,CHA,Charlotte,240:00,0.471,0.294,0.221,0.238,0.653,0.226,0.231,0.233
1,0020900034,1610612752,Knicks,NYK,New York,265:00,0.54,0.24,0.123,0.196,0.625,0.5,0.147,0.353
0,0020900034,1610612755,76ers,PHI,Philadelphia,265:00,0.625,0.5,0.147,0.294,0.54,0.24,0.123,0.286
1,0020900035,1610612745,Rockets,HOU,Houston,240:00,0.582,0.329,0.151,0.279,0.554,0.419,0.165,0.41
0,0020900035,1610612757,Trail Blazers,POR,Portland,240:00,0.554,0.419,0.165,0.308,0.582,0.329,0.151,0.395
0,0020900036,1610612749,Bucks,MIL,Milwaukee,240:00,0.462,0.423,0.164,0.32,0.465,0.352,0.22,0.295
1,0020900036,1610612765,Pistons,DET,Detroit,240:00,0.465,0.352,0.22,0.25,0.462,0.423,0.164,0.4
1,0020900037,1610612758,Kings,SAC,Sacramento,240:00,0.486,0.446,0.212,0.298,0.635,0.324,0.18,0.294
0,0020900037,1610612759,Spurs,SAS,San Antonio,240:00,0.635,0.324,0.18,0.206,0.486,0.446,0.212,0.34
1,0020900038,1610612742,Mavericks,DAL,Dallas,240:00,0.435,0.274,0.124,0.176,0.467,0.24,0.219,0.217
0,0020900038,1610612746,Clippers,LAC,Los Angeles,240:00,0.467,0.24,0.219,0.174,0.435,0.274,0.124,0.235
1,0020900039,1610612753,Magic,ORL,Orlando,240:00,0.543,0.5,0.095,0.28,0.608,0.473,0.148,0.324
0,0020900039,1610612761,Raptors,TOR,Toronto,240:00,0.608,0.473,0.148,0.243,0.543,0.5,0.095,0.38
1,0020900040,1610612738,Celtics,BOS,Boston,240:00,0.579,0.184,0.17,0.105,0.5,0.099,0.168,0.234
0,0020900040,1610612740,Hornets,NOH,New Orleans,240:00,0.5,0.099,0.168,0.106,0.579,0.184,0.17,0.184
1,0020900041,1610612741,Bulls,CHI,Chicago,240:00,0.42,0.193,0.136,0.245,0.514,0.347,0.202,0.282
0,0020900041,1610612748,Heat,MIA,Miami,240:00,0.514,0.347,0.202,0.205,0.42,0.193,0.136,0.358
0,0020900042,1610612757,Trail Blazers,POR,Portland,240:00,0.464,0.362,0.167,0.233,0.364,0.457,0.213,0.392
1,0020900042,1610612760,Thunder,OKC,Oklahoma City,240:00,0.364,0.457,0.213,0.275,0.464,0.362,0.167,0.279
1,0020900043,1610612743,Nuggets,DEN,Denver,240:00,0.606,0.435,0.115,0.214,0.627,0.349,0.186,0.342
0,0020900043,1610612763,Grizzlies,MEM,Memphis,240:00,0.627,0.349,0.186,0.211,0.606,0.435,0.115,0.262
1,0020900044,1610612750,Timberwolves,MIN,Minnesota,240:00,0.49,0.237,0.116,0.291,0.585,0.366,0.178,0.318
0,0020900044,1610612756,Suns,PHX,Phoenix,240:00,0.585,0.366,0.178,0.273,0.49,0.237,0.116,0.382
1,0020900045,1610612737,Hawks,ATL,Atlanta,240:00,0.489,0.292,0.188,0.269,0.557,0.287,0.155,0.357
0,0020900045,1610612747,Lakers,LAL,Los Angeles,240:00,0.557,0.287,0.155,0.262,0.489,0.292,0.188,0.365
0,0020900046,1610612751,Nets,NJN,New Jersey,240:00,0.396,0.269,0.28,0.186,0.331,0.473,0.23,0.431
1,0020900046,1610612766,Bobcats,CHA,Charlotte,240:00,0.331,0.473,0.23,0.373,0.396,0.269,0.28,0.233
1,0020900047,1610612740,Hornets,NOH,New Orleans,240:00,0.547,0.221,0.112,0.156,0.5,0.301,0.088,0.327
0,0020900047,1610612752,Knicks,NYK,New York,240:00,0.5,0.301,0.088,0.231,0.547,0.221,0.112,0.2
1,0020900048,1610612745,Rockets,HOU,Houston,240:00,0.56,0.31,0.148,0.319,0.472,0.479,0.196,0.256
0,0020900048,1610612762,Jazz,UTA,Utah,240:00,0.472,0.479,0.196,0.186,0.56,0.31,0.148,0.34
0,0020900049,1610612758,Kings,SAC,Sacramento,265:00,0.559,0.387,0.116,0.185,0.48,0.273,0.188,0.421
1,0020900049,1610612763,Grizzlies,MEM,Memphis,265:00,0.48,0.273,0.188,0.351,0.559,0.387,0.116,0.278
1,0020900050,1610612746,Clippers,LAC,Los Angeles,240:00,0.453,0.427,0.213,0.326,0.432,0.182,0.129,0.327
0,0020900050,1610612750,Timberwolves,MIN,Minnesota,240:00,0.432,0.182,0.129,0.269,0.453,0.427,0.213,0.413
1,0020900051,1610612739,Cavaliers,CLE,Cleveland,240:00,0.483,0.314,0.076,0.245,0.42,0.594,0.157,0.277
0,0020900051,1610612764,Wizards,WAS,Washington,240:00,0.42,0.594,0.157,0.255,0.483,0.314,0.076,0.283
1,0020900052,1610612743,Nuggets,DEN,Denver,240:00,0.476,0.5,0.176,0.314,0.412,0.264,0.137,0.241
0,0020900052,1610612754,Pacers,IND,Indiana,240:00,0.412,0.264,0.137,0.224,0.476,0.5,0.176,0.333
1,0020900053,1610612738,Celtics,BOS,Boston,240:00,0.667,0.194,0.202,0.219,0.369,0.275,0.178,0.327
0,0020900053,1610612755,76ers,PHI,Philadelphia,240:00,0.369,0.275,0.178,0.212,0.667,0.194,0.202,0.219
0,0020900054,1610612753,Magic,ORL,Orlando,240:00,0.43,0.203,0.165,0.192,0.375,0.528,0.111,0.25
1,0020900054,1610612765,Pistons,DET,Detroit,240:00,0.375,0.528,0.111,0.188,0.43,0.203,0.165,0.25
1,0020900055,1610612748,Heat,MIA,Miami,240:00,0.45,0.189,0.105,0.214,0.565,0.351,0.153,0.233
0,0020900055,1610612756,Suns,PHX,Phoenix,240:00,0.565,0.351,0.153,0.14,0.45,0.189,0.105,0.286
1,0020900056,1610612741,Bulls,CHI,Chicago,240:00,0.426,0.419,0.205,0.286,0.418,0.11,0.123,0.263
0,0020900056,1610612749,Bucks,MIL,Milwaukee,240:00,0.418,0.11,0.123,0.175,0.426,0.419,0.205,0.306
1,0020900057,1610612747,Lakers,LAL,Los Angeles,265:00,0.555,0.384,0.249,0.184,0.466,0.216,0.201,0.314
0,0020900057,1610612760,Thunder,OKC,Oklahoma City,265:00,0.466,0.216,0.201,0.255,0.555,0.384,0.249,0.289
1,0020900058,1610612742,Mavericks,DAL,Dallas,240:00,0.436,0.267,0.173,0.288,0.439,0.244,0.145,0.216
0,0020900058,1610612762,Jazz,UTA,Utah,240:00,0.439,0.244,0.145,0.157,0.436,0.267,0.173,0.385
1,0020900059,1610612737,Hawks,ATL,Atlanta,240:00,0.494,0.275,0.132,0.244,0.459,0.188,0.109,0.275
0,0020900059,1610612757,Trail Blazers,POR,Portland,240:00,0.459,0.188,0.109,0.196,0.494,0.275,0.132,0.333
1,0020900060,1610612753,Magic,ORL,Orlando,240:00,0.591,0.273,0.151,0.311,0.494,0.227,0.182,0.321
0,0020900060,1610612756,Suns,PHX,Phoenix,240:00,0.494,0.227,0.182,0.302,0.591,0.273,0.151,0.356
0,0020900061,1610612761,Raptors,TOR,Toronto,240:00,0.487,0.618,0.068,0.269,0.494,0.301,0.117,0.347
1,0020900061,1610612765,Pistons,DET,Detroit,240:00,0.494,0.301,0.117,0.224,0.487,0.618,0.068,0.327
1,0020900062,1610612748,Heat,MIA,Miami,240:00,0.542,0.264,0.19,0.211,0.409,0.341,0.156,0.377
0,0020900062,1610612764,Wizards,WAS,Washington,240:00,0.409,0.341,0.156,0.245,0.542,0.264,0.19,0.211
1,0020900063,1610612743,Nuggets,DEN,Denver,240:00,0.59,0.373,0.146,0.209,0.391,0.304,0.138,0.283
0,0020900063,1610612751,Nets,NJN,New Jersey,240:00,0.391,0.304,0.138,0.288,0.59,0.373,0.146,0.25
0,0020900064,1610612752,Knicks,NYK,New York,240:00,0.436,0.209,0.19,0.241,0.494,0.341,0.213,0.32
1,0020900064,1610612754,Pacers,IND,Indiana,240:00,0.494,0.341,0.213,0.26,0.436,0.209,0.19,0.259
1,0020900065,1610612738,Celtics,BOS,Boston,240:00,0.476,0.229,0.107,0.16,0.533,0.16,0.195,0.216
0,0020900065,1610612750,Timberwolves,MIN,Minnesota,240:00,0.533,0.16,0.195,0.162,0.476,0.229,0.107,0.24
1,0020900066,1610612745,Rockets,HOU,Houston,265:00,0.494,0.279,0.201,0.333,0.446,0.301,0.092,0.345
0,0020900066,1610612747,Lakers,LAL,Los Angeles,265:00,0.446,0.301,0.092,0.293,0.494,0.279,0.201,0.392
0,0020900067,1610612740,Hornets,NOH,New Orleans,265:00,0.543,0.185,0.149,0.298,0.524,0.282,0.169,0.333
1,0020900067,1610612742,Mavericks,DAL,Dallas,265:00,0.524,0.282,0.169,0.25,0.543,0.185,0.149,0.383
1,0020900068,1610612737,Hawks,ATL,Atlanta,240:00,0.576,0.224,0.173,0.286,0.443,0.281,0.083,0.367
0,0020900068,1610612758,Kings,SAC,Sacramento,240:00,0.443,0.281,0.083,0.317,0.576,0.224,0.173,0.405
1,0020900069,1610612744,Warriors,GSW,Golden State,240:00,0.58,0.195,0.138,0.163,0.506,0.45,0.179,0.326
0,0020900069,1610612763,Grizzlies,MEM,Memphis,240:00,0.506,0.45,0.179,0.283,0.58,0.195,0.138,0.233
0,0020900070,1610612739,Cavaliers,CLE,Cleveland,240:00,0.451,0.247,0.129,0.176,0.426,0.159,0.074,0.204
1,0020900070,1610612741,Bulls,CHI,Chicago,240:00,0.426,0.159,0.074,0.111,0.451,0.247,0.129,0.235
1,0020900071,1610612759,Spurs,SAS,San Antonio,240:00,0.469,0.383,0.132,0.327,0.536,0.361,0.118,0.465
0,0020900071,1610612762,Jazz,UTA,Utah,240:00,0.536,0.361,0.118,0.326,0.469,0.383,0.132,0.367
1,0020900072,1610612737,Hawks,ATL,Atlanta,240:00,0.41,0.277,0.075,0.127,0.536,0.217,0.16,0.348
0,0020900072,1610612766,Bobcats,CHA,Charlotte,240:00,0.536,0.217,0.16,0.261,0.41,0.277,0.075,0.182
1,0020900073,1610612754,Pacers,IND,Indiana,240:00,0.441,0.424,0.13,0.259,0.423,0.31,0.191,0.333
0,0020900073,1610612764,Wizards,WAS,Washington,240:00,0.423,0.31,0.191,0.263,0.441,0.424,0.13,0.37
0,0020900074,1610612753,Magic,ORL,Orlando,240:00,0.526,0.461,0.118,0.209,0.541,0.5,0.117,0.302
1,0020900074,1610612765,Pistons,DET,Detroit,240:00,0.541,0.5,0.117,0.163,0.526,0.461,0.118,0.326
1,0020900075,1610612751,Nets,NJN,New Jersey,240:00,0.494,0.229,0.168,0.25,0.556,0.347,0.18,0.262
0,0020900075,1610612755,76ers,PHI,Philadelphia,240:00,0.556,0.347,0.18,0.238,0.494,0.229,0.168,0.333
1,0020900076,1610612738,Celtics,BOS,Boston,240:00,0.54,0.207,0.126,0.261,0.588,0.405,0.166,0.238
0,0020900076,1610612756,Suns,PHX,Phoenix,240:00,0.588,0.405,0.166,0.167,0.54,0.207,0.126,0.283
1,0020900077,1610612743,Nuggets,DEN,Denver,240:00,0.486,0.333,0.203,0.195,0.533,0.32,0.201,0.372
0,0020900077,1610612748,Heat,MIA,Miami,240:00,0.533,0.32,0.201,0.326,0.486,0.333,0.203,0.293
1,0020900078,1610612749,Bucks,MIL,Milwaukee,240:00,0.457,0.22,0.215,0.34,0.419,0.23,0.23,0.234
0,0020900078,1610612750,Timberwolves,MIN,Minnesota,240:00,0.419,0.23,0.23,0.17,0.457,0.22,0.215,0.34
1,0020900079,1610612740,Hornets,NOH,New Orleans,240:00,0.52,0.253,0.157,0.186,0.597,0.299,0.123,0.317
0,0020900079,1610612761,Raptors,TOR,Toronto,240:00,0.597,0.299,0.123,0.22,0.52,0.253,0.157,0.233
1,0020900080,1610612739,Cavaliers,CLE,Cleveland,240:00,0.585,0.366,0.231,0.231,0.494,0.148,0.163,0.174
0,0020900080,1610612752,Knicks,NYK,New York,240:00,0.494,0.148,0.163,0.087,0.585,0.366,0.231,0.231
1,0020900081,1610612745,Rockets,HOU,Houston,240:00,0.577,0.244,0.195,0.205,0.446,0.185,0.145,0.37
0,0020900081,1610612760,Thunder,OKC,Oklahoma City,240:00,0.446,0.185,0.145,0.204,0.577,0.244,0.195,0.231
1,0020900082,1610612744,Warriors,GSW,Golden State,240:00,0.387,0.393,0.185,0.263,0.618,0.421,0.17,0.222
0,0020900082,1610612746,Clippers,LAC,Los Angeles,240:00,0.618,0.421,0.17,0.194,0.387,0.393,0.185,0.333
1,0020900083,1610612747,Lakers,LAL,Los Angeles,240:00,0.553,0.116,0.089,0.375,0.481,0.367,0.132,0.298
0,0020900083,1610612763,Grizzlies,MEM,Memphis,240:00,0.481,0.367,0.132,0.277,0.553,0.116,0.089,0.396
1,0020900084,1610612757,Trail Blazers,POR,Portland,240:00,0.466,0.405,0.155,0.25,0.405,0.329,0.109,0.226
0,0020900084,1610612759,Spurs,SAS,San Antonio,240:00,0.405,0.329,0.109,0.17,0.466,0.405,0.155,0.318
1,0020900085,1610612737,Hawks,ATL,Atlanta,240:00,0.563,0.345,0.08,0.182,0.423,0.526,0.104,0.255
0,0020900085,1610612743,Nuggets,DEN,Denver,240:00,0.423,0.526,0.104,0.196,0.563,0.345,0.08,0.318
1,0020900086,1610612738,Celtics,BOS,Boston,240:00,0.457,0.42,0.132,0.075,0.465,0.194,0.258,0.227
0,0020900086,1610612751,Nets,NJN,New Jersey,240:00,0.465,0.194,0.258,0.205,0.457,0.42,0.132,0.125
0,0020900087,1610612741,Bulls,CHI,Chicago,240:00,0.526,0.289,0.229,0.349,0.465,0.163,0.191,0.426
1,0020900087,1610612766,Bobcats,CHA,Charlotte,240:00,0.465,0.163,0.191,0.296,0.526,0.289,0.229,0.465
1,0020900088,1610612742,Mavericks,DAL,Dallas,240:00,0.682,0.247,0.093,0.167,0.488,0.329,0.146,0.255
0,0020900088,1610612761,Raptors,TOR,Toronto,240:00,0.488,0.329,0.146,0.235,0.682,0.247,0.093,0.25
1,0020900089,1610612749,Bucks,MIL,Milwaukee,240:00,0.511,0.182,0.2,0.306,0.463,0.213,0.173,0.163
0,0020900089,1610612752,Knicks,NYK,New York,240:00,0.463,0.213,0.173,0.122,0.511,0.182,0.2,0.347
1,0020900090,1610612758,Kings,SAC,Sacramento,240:00,0.575,0.478,0.146,0.132,0.52,0.342,0.131,0.205
0,0020900090,1610612762,Jazz,UTA,Utah,240:00,0.52,0.342,0.131,0.182,0.575,0.478,0.146,0.158
1,0020900091,1610612746,Clippers,LAC,Los Angeles,240:00,0.536,0.393,0.127,0.2,0.472,0.36,0.17,0.431
0,0020900091,1610612763,Grizzlies,MEM,Memphis,240:00,0.472,0.36,0.17,0.294,0.536,0.393,0.127,0.289
0,0020900092,1610612755,76ers,PHI,Philadelphia,240:00,0.455,0.205,0.184,0.298,0.463,0.259,0.188,0.48
1,0020900092,1610612765,Pistons,DET,Detroit,240:00,0.463,0.259,0.188,0.42,0.455,0.205,0.184,0.362
1,0020900093,1610612756,Suns,PHX,Phoenix,240:00,0.545,0.159,0.206,0.26,0.414,0.31,0.167,0.31
0,0020900093,1610612764,Wizards,WAS,Washington,240:00,0.414,0.31,0.167,0.241,0.545,0.159,0.206,0.3
0,0020900094,1610612753,Magic,ORL,Orlando,240:00,0.39,0.5,0.169,0.173,0.636,0.214,0.19,0.194
1,0020900094,1610612760,Thunder,OKC,Oklahoma City,240:00,0.636,0.214,0.19,0.129,0.39,0.5,0.169,0.192
1,0020900095,1610612750,Timberwolves,MIN,Minnesota,240:00,0.488,0.253,0.163,0.189,0.543,0.366,0.144,0.341
0,0020900095,1610612757,Trail Blazers,POR,Portland,240:00,0.543,0.366,0.144,0.273,0.488,0.253,0.163,0.264
1,0020900096,1610612744,Warriors,GSW,Golden State,240:00,0.542,0.337,0.145,0.149,0.523,0.437,0.136,0.383
0,0020900096,1610612758,Kings,SAC,Sacramento,240:00,0.523,0.437,0.136,0.319,0.542,0.337,0.145,0.213
0,0020900097,1610612740,Hornets,NOH,New Orleans,240:00,0.406,0.271,0.14,0.263,0.543,0.222,0.129,0.273
1,0020900097,1610612747,Lakers,LAL,Los Angeles,240:00,0.543,0.222,0.129,0.182,0.406,0.271,0.14,0.316
1,0020900098,1610612755,76ers,PHI,Philadelphia,240:00,0.567,0.329,0.116,0.244,0.63,0.377,0.134,0.256
0,0020900098,1610612756,Suns,PHX,Phoenix,240:00,0.63,0.377,0.134,0.154,0.567,0.329,0.116,0.293
1,0020900099,1610612752,Knicks,NYK,New York,240:00,0.481,0.284,0.116,0.143,0.506,0.247,0.204,0.313
0,0020900099,1610612762,Jazz,UTA,Utah,240:00,0.506,0.247,0.204,0.25,0.481,0.284,0.116,0.163
1,0020900100,1610612759,Spurs,SAS,San Antonio,240:00,0.563,0.506,0.062,0.314,0.664,0.382,0.125,0.286
0,0020900100,1610612761,Raptors,TOR,Toronto,240:00,0.664,0.382,0.125,0.143,0.563,0.506,0.062,0.412
1,0020900101,1610612744,Warriors,GSW,Golden State,240:00,0.637,0.418,0.11,0.244,0.473,0.213,0.255,0.473
0,0020900101,1610612750,Timberwolves,MIN,Minnesota,240:00,0.473,0.213,0.255,0.382,0.637,0.418,0.11,0.289
0,0020900102,1610612740,Hornets,NOH,New Orleans,240:00,0.558,0.233,0.152,0.244,0.462,0.253,0.181,0.265
1,0020900102,1610612746,Clippers,LAC,Los Angeles,240:00,0.462,0.253,0.181,0.224,0.558,0.233,0.152,0.356
0,0020900103,1610612753,Magic,ORL,Orlando,240:00,0.525,0.173,0.152,0.2,0.455,0.182,0.186,0.295
1,0020900103,1610612766,Bobcats,CHA,Charlotte,240:00,0.455,0.182,0.186,0.205,0.525,0.173,0.152,0.289
1,0020900104,1610612748,Heat,MIA,Miami,240:00,0.473,0.351,0.153,0.19,0.431,0.292,0.233,0.267
0,0020900104,1610612764,Wizards,WAS,Washington,240:00,0.431,0.292,0.233,0.2,0.473,0.351,0.153,0.214
1,0020900105,1610612741,Bulls,CHI,Chicago,240:00,0.46,0.149,0.143,0.3,0.446,0.226,0.189,0.392
0,0020900105,1610612743,Nuggets,DEN,Denver,240:00,0.446,0.226,0.189,0.294,0.46,0.149,0.143,0.32
0,0020900106,1610612757,Trail Blazers,POR,Portland,240:00,0.521,0.329,0.174,0.237,0.378,0.359,0.153,0.34
1,0020900106,1610612763,Grizzlies,MEM,Memphis,240:00,0.378,0.359,0.153,0.26,0.521,0.329,0.174,0.263
1,0020900107,1610612742,Mavericks,DAL,Dallas,240:00,0.596,0.277,0.151,0.237,0.463,0.415,0.131,0.288
0,0020900107,1610612745,Rockets,HOU,Houston,240:00,0.463,0.415,0.131,0.212,0.596,0.277,0.151,0.289
0,0020900108,1610612758,Kings,SAC,Sacramento,240:00,0.461,0.474,0.223,0.333,0.436,0.449,0.158,0.22
1,0020900108,1610612760,Thunder,OKC,Oklahoma City,240:00,0.436,0.449,0.158,0.16,0.461,0.474,0.223,0.378
1,0020900109,1610612744,Warriors,GSW,Golden State,240:00,0.424,0.261,0.13,0.158,0.488,0.4,0.177,0.308
0,0020900109,1610612754,Pacers,IND,Indiana,240:00,0.488,0.4,0.177,0.308,0.424,0.261,0.13,0.263
1,0020900110,1610612741,Bulls,CHI,Chicago,240:00,0.409,0.239,0.136,0.273,0.438,0.261,0.147,0.358
