GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
21900036,1610612760,Thunder,OKC,Oklahoma City,240:00,26.0,12.0,18.0,46.0,21.0,10.0,3.0,40.0,5,2,26,15
21900036,1610612744,Warriors,GSW,Golden State,240:00,21.0,10.0,3.0,40.0,26.0,12.0,18.0,46.0,2,5,15,26
21900037,1610612751,Nets,BKN,Brooklyn,265:00,16.0,19.0,18.0,56.0,18.0,11.0,18.0,54.0,5,10,22,29
21900037,1610612763,Grizzlies,MEM,Memphis,265:00,18.0,11.0,18.0,54.0,16.0,19.0,18.0,56.0,10,5,29,22
21900038,1610612757,Trail Blazers,POR,Portland,240:00,16.0,9.0,24.0,48.0,21.0,17.0,8.0,34.0,4,3,30,22
21900038,1610612742,Mavericks,DAL,Dallas,240:00,21.0,17.0,8.0,34.0,16.0,9.0,24.0,48.0,3,4,22,30
21900039,1610612748,Heat,MIA,Miami,240:00,7.0,8.0,3.0,46.0,24.0,21.0,9.0,48.0,9,1,23,17
21900039,1610612750,Timberwolves,MIN,Minnesota,240:00,24.0,21.0,9.0,48.0,7.0,8.0,3.0,46.0,1,9,17,23
21900040,1610612766,Hornets,CHA,Charlotte,240:00,9.0,22.0,26.0,44.0,11.0,15.0,16.0,74.0,4,8,20,22
21900040,1610612747,Lakers,LAL,Los Angeles,240:00,11.0,15.0,16.0,74.0,9.0,22.0,26.0,44.0,8,4,22,20
21900041,1610612765,Pistons,DET,Detroit,240:00,7.0,15.0,3.0,40.0,23.0,20.0,16.0,54.0,3,4,18,18
21900041,1610612754,Pacers,IND,Indiana,240:00,23.0,20.0,16.0,54.0,7.0,15.0,3.0,40.0,4,3,18,18
21900042,1610612752,Knicks,NYK,New York,240:00,14.0,26.0,8.0,50.0,18.0,13.0,13.0,46.0,6,5,19,22
21900042,1610612741,Bulls,CHI,Chicago,240:00,18.0,13.0,13.0,46.0,14.0,26.0,8.0,50.0,5,6,22,19
21900043,1610612755,76ers,PHI,Philadelphia,240:00,24.0,14.0,8.0,46.0,17.0,8.0,2.0,42.0,11,3,29,25
21900043,1610612737,Hawks,ATL,Atlanta,240:00,17.0,8.0,2.0,42.0,24.0,14.0,8.0,46.0,3,11,25,29
21900044,1610612761,Raptors,TOR,Toronto,240:00,13.0,4.0,21.0,36.0,18.0,11.0,12.0,36.0,2,6,20,20
21900044,1610612753,Magic,ORL,Orlando,240:00,18.0,11.0,12.0,36.0,13.0,4.0,21.0,36.0,6,2,20,20
21900045,1610612760,Thunder,OKC,Oklahoma City,240:00,13.0,20.0,12.0,54.0,18.0,14.0,10.0,56.0,3,6,27,24
21900045,1610612745,Rockets,HOU,Houston,240:00,18.0,14.0,10.0,56.0,13.0,20.0,12.0,54.0,6,3,24,27
21900046,1610612739,Cavaliers,CLE,Cleveland,240:00,9.0,13.0,11.0,50.0,22.0,16.0,24.0,58.0,3,7,22,15
21900046,1610612749,Bucks,MIL,Milwaukee,240:00,22.0,16.0,24.0,58.0,9.0,13.0,11.0,50.0,7,3,15,22
21900047,1610612740,Pelicans,NOP,New Orleans,240:00,21.0,13.0,19.0,62.0,20.0,30.0,15.0,66.0,7,2,20,22
21900047,1610612744,Warriors,GSW,Golden State,240:00,20.0,30.0,15.0,66.0,21.0,13.0,19.0,62.0,2,7,22,20
21900048,1610612759,Spurs,SAS,San Antonio,240:00,16.0,14.0,22.0,54.0,16.0,15.0,18.0,46.0,9,8,19,27
21900048,1610612757,Trail Blazers,POR,Portland,240:00,16.0,15.0,18.0,46.0,16.0,14.0,22.0,54.0,8,9,27,19
21900049,1610612762,Jazz,UTA,Utah,240:00,18.0,9.0,17.0,32.0,13.0,2.0,11.0,34.0,5,3,26,31
21900049,1610612756,Suns,PHX,Phoenix,240:00,13.0,2.0,11.0,34.0,18.0,9.0,17.0,32.0,3,5,31,26
21900050,1610612743,Nuggets,DEN,Denver,240:00,16.0,20.0,4.0,44.0,7.0,10.0,18.0,38.0,5,8,18,21
21900050,1610612758,Kings,SAC,Sacramento,240:00,7.0,10.0,18.0,38.0,16.0,20.0,4.0,44.0,8,5,21,18
21900051,1610612746,Clippers,LAC,LA,240:00,33.0,18.0,15.0,50.0,24.0,10.0,9.0,42.0,8,3,24,23
21900051,1610612766,Hornets,CHA,Charlotte,240:00,24.0,10.0,9.0,42.0,33.0,18.0,15.0,50.0,3,8,23,24
21900052,1610612748,Heat,MIA,Miami,240:00,17.0,13.0,12.0,34.0,24.0,13.0,6.0,44.0,6,7,22,29
21900052,1610612737,Hawks,ATL,Atlanta,240:00,24.0,13.0,6.0,44.0,17.0,13.0,12.0,34.0,7,6,29,22
21900053,1610612742,Mavericks,DAL,Dallas,240:00,7.0,11.0,11.0,50.0,10.0,21.0,6.0,50.0,5,1,14,24
21900053,1610612743,Nuggets,DEN,Denver,240:00,10.0,21.0,6.0,50.0,7.0,11.0,11.0,50.0,1,5,24,14
21900054,1610612747,Lakers,LAL,Los Angeles,240:00,30.0,16.0,27.0,46.0,10.0,19.0,12.0,44.0,8,3,19,27
21900054,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,19.0,12.0,44.0,30.0,16.0,27.0,46.0,3,8,27,19
21900055,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,16.0,10.0,58.0,19.0,22.0,13.0,46.0,7,5,21,24
21900055,1610612741,Bulls,CHI,Chicago,240:00,19.0,22.0,13.0,46.0,11.0,16.0,10.0,58.0,5,7,24,21
21900056,1610612753,Magic,ORL,Orlando,240:00,13.0,15.0,11.0,32.0,13.0,13.0,0.0,26.0,6,10,17,15
21900056,1610612752,Knicks,NYK,New York,240:00,13.0,13.0,0.0,26.0,13.0,15.0,11.0,32.0,10,6,15,17
21900057,1610612750,Timberwolves,MIN,Minnesota,240:00,12.0,4.0,18.0,42.0,29.0,30.0,15.0,60.0,6,6,21,27
21900057,1610612755,76ers,PHI,Philadelphia,240:00,29.0,30.0,15.0,60.0,12.0,4.0,18.0,42.0,6,6,27,21
21900058,1610612738,Celtics,BOS,Boston,240:00,18.0,8.0,11.0,34.0,12.0,10.0,7.0,34.0,4,4,20,21
21900058,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,10.0,7.0,34.0,18.0,8.0,11.0,34.0,4,4,21,20
21900059,1610612754,Pacers,IND,Indiana,240:00,28.0,12.0,5.0,52.0,16.0,11.0,7.0,60.0,2,5,24,19
21900059,1610612751,Nets,BKN,Brooklyn,240:00,16.0,11.0,7.0,60.0,28.0,12.0,5.0,52.0,5,2,19,24
21900060,1610612765,Pistons,DET,Detroit,240:00,14.0,10.0,11.0,48.0,29.0,5.0,23.0,60.0,1,2,15,22
21900060,1610612761,Raptors,TOR,Toronto,240:00,29.0,5.0,23.0,60.0,14.0,10.0,11.0,48.0,2,1,22,15
21900061,1610612764,Wizards,WAS,Washington,240:00,14.0,13.0,9.0,54.0,26.0,28.0,21.0,60.0,4,5,27,24
21900061,1610612745,Rockets,HOU,Houston,240:00,26.0,28.0,21.0,60.0,14.0,13.0,9.0,54.0,5,4,24,27
21900062,1610612757,Trail Blazers,POR,Portland,240:00,9.0,7.0,18.0,26.0,18.0,16.0,5.0,48.0,8,2,30,21
21900062,1610612760,Thunder,OKC,Oklahoma City,240:00,18.0,16.0,5.0,48.0,9.0,7.0,18.0,26.0,2,8,21,30
21900063,1610612762,Jazz,UTA,Utah,240:00,27.0,6.0,11.0,52.0,13.0,12.0,7.0,48.0,5,4,18,22
21900063,1610612746,Clippers,LAC,LA,240:00,13.0,12.0,7.0,48.0,27.0,6.0,11.0,52.0,4,5,22,18
21900064,1610612758,Kings,SAC,Sacramento,240:00,29.0,26.0,19.0,54.0,17.0,12.0,8.0,60.0,5,3,19,17
21900064,1610612766,Hornets,CHA,Charlotte,240:00,17.0,12.0,8.0,60.0,29.0,26.0,19.0,54.0,3,5,17,19
21900065,1610612744,Warriors,GSW,Golden State,240:00,20.0,14.0,23.0,54.0,29.0,18.0,20.0,58.0,6,4,22,22
21900065,1610612756,Suns,PHX,Phoenix,240:00,29.0,18.0,20.0,58.0,20.0,14.0,23.0,54.0,4,6,22,22
21900066,1610612737,Hawks,ATL,Atlanta,240:00,26.0,17.0,16.0,54.0,17.0,14.0,14.0,48.0,5,9,15,18
21900066,1610612748,Heat,MIA,Miami,240:00,17.0,14.0,14.0,48.0,26.0,17.0,16.0,54.0,9,5,18,15
21900067,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,5.0,37.0,48.0,25.0,5.0,20.0,60.0,4,3,21,24
21900067,1610612743,Nuggets,DEN,Denver,240:00,25.0,5.0,20.0,60.0,17.0,5.0,37.0,48.0,3,4,24,21
21900068,1610612746,Clippers,LAC,LA,240:00,23.0,17.0,13.0,54.0,9.0,4.0,20.0,44.0,1,5,23,28
21900068,1610612759,Spurs,SAS,San Antonio,240:00,9.0,4.0,20.0,44.0,23.0,17.0,13.0,54.0,5,1,28,23
21900069,1610612745,Rockets,HOU,Houston,240:00,25.0,12.0,15.0,52.0,22.0,5.0,17.0,46.0,4,7,21,21
21900069,1610612751,Nets,BKN,Brooklyn,240:00,22.0,5.0,17.0,46.0,25.0,12.0,15.0,52.0,7,4,21,21
21900070,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,2.0,16.0,38.0,10.0,14.0,18.0,56.0,1,10,21,24
21900070,1610612754,Pacers,IND,Indiana,240:00,10.0,14.0,18.0,56.0,14.0,2.0,16.0,38.0,10,1,24,21
21900071,1610612753,Magic,ORL,Orlando,240:00,18.0,9.0,2.0,32.0,27.0,12.0,36.0,54.0,3,4,16,19
21900071,1610612749,Bucks,MIL,Milwaukee,240:00,27.0,12.0,36.0,54.0,18.0,9.0,2.0,32.0,4,3,19,16
21900072,1610612738,Celtics,BOS,Boston,240:00,6.0,5.0,16.0,34.0,12.0,20.0,17.0,38.0,4,4,16,23
21900072,1610612752,Knicks,NYK,New York,240:00,12.0,20.0,17.0,38.0,6.0,5.0,16.0,34.0,4,4,23,16
21900073,1610612765,Pistons,DET,Detroit,240:00,19.0,11.0,13.0,66.0,19.0,14.0,8.0,40.0,8,1,21,18
21900073,1610612741,Bulls,CHI,Chicago,240:00,19.0,14.0,8.0,40.0,19.0,11.0,13.0,66.0,1,8,18,21
21900074,1610612742,Mavericks,DAL,Dallas,265:00,15.0,17.0,6.0,46.0,30.0,10.0,19.0,66.0,1,7,21,21
21900074,1610612747,Lakers,LAL,Los Angeles,265:00,30.0,10.0,19.0,66.0,15.0,17.0,6.0,46.0,7,1,21,21
21900075,1610612758,Kings,SAC,Sacramento,240:00,28.0,13.0,10.0,52.0,14.0,8.0,5.0,38.0,3,5,23,18
21900075,1610612762,Jazz,UTA,Utah,240:00,14.0,8.0,5.0,38.0,28.0,13.0,10.0,52.0,5,3,18,23
21900076,1610612759,Spurs,SAS,San Antonio,240:00,14.0,23.0,14.0,40.0,10.0,8.0,16.0,44.0,2,2,19,22
21900076,1610612744,Warriors,GSW,Golden State,240:00,10.0,8.0,16.0,44.0,14.0,23.0,14.0,40.0,2,2,22,19
21900077,1610612740,Pelicans,NOP,New Orleans,240:00,15.0,21.0,7.0,52.0,21.0,14.0,8.0,46.0,5,11,25,20
21900077,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,14.0,8.0,46.0,15.0,21.0,7.0,52.0,11,5,20,25
21900078,1610612751,Nets,BKN,Brooklyn,240:00,9.0,16.0,13.0,58.0,14.0,13.0,8.0,54.0,4,7,24,18
21900078,1610612765,Pistons,DET,Detroit,240:00,14.0,13.0,8.0,54.0,9.0,16.0,13.0,58.0,7,4,18,24
21900079,1610612753,Magic,ORL,Orlando,240:00,21.0,9.0,11.0,48.0,18.0,13.0,3.0,30.0,7,3,25,14
21900079,1610612743,Nuggets,DEN,Denver,240:00,18.0,13.0,3.0,30.0,21.0,9.0,11.0,48.0,3,7,14,25
21900080,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,13.0,16.0,56.0,22.0,9.0,8.0,24.0,10,4,23,18
21900080,1610612764,Wizards,WAS,Washington,240:00,22.0,9.0,8.0,24.0,20.0,13.0,16.0,56.0,4,10,18,23
21900081,1610612756,Suns,PHX,Phoenix,240:00,24.0,17.0,17.0,48.0,14.0,15.0,14.0,62.0,2,8,20,23
21900081,1610612763,Grizzlies,MEM,Memphis,240:00,14.0,15.0,14.0,62.0,24.0,17.0,17.0,48.0,8,2,23,20
21900082,1610612749,Bucks,MIL,Milwaukee,240:00,19.0,18.0,14.0,50.0,11.0,5.0,16.0,30.0,7,6,22,22
21900082,1610612761,Raptors,TOR,Toronto,240:00,11.0,5.0,16.0,30.0,19.0,18.0,14.0,50.0,6,7,22,22
21900083,1610612744,Warriors,GSW,Golden State,240:00,11.0,8.0,10.0,34.0,15.0,15.0,7.0,56.0,5,1,22,15
21900083,1610612766,Hornets,CHA,Charlotte,240:00,15.0,15.0,7.0,56.0,11.0,8.0,10.0,34.0,1,5,15,22
21900084,1610612757,Trail Blazers,POR,Portland,240:00,11.0,5.0,14.0,40.0,24.0,19.0,23.0,84.0,4,8,21,23
21900084,1610612755,76ers,PHI,Philadelphia,240:00,24.0,19.0,23.0,84.0,11.0,5.0,14.0,40.0,8,4,23,21
21900085,1610612741,Bulls,CHI,Chicago,240:00,20.0,9.0,11.0,52.0,15.0,13.0,6.0,52.0,2,10,21,24
21900085,1610612754,Pacers,IND,Indiana,240:00,15.0,13.0,6.0,52.0,20.0,9.0,11.0,52.0,10,2,24,21
21900086,1610612748,Heat,MIA,Miami,240:00,27.0,11.0,25.0,52.0,22.0,7.0,6.0,30.0,7,5,21,24
21900086,1610612745,Rockets,HOU,Houston,240:00,22.0,7.0,6.0,30.0,27.0,11.0,25.0,52.0,5,7,24,21
21900087,1610612752,Knicks,NYK,New York,240:00,17.0,18.0,9.0,40.0,12.0,10.0,9.0,42.0,5,5,23,29
21900087,1610612758,Kings,SAC,Sacramento,240:00,12.0,10.0,9.0,42.0,17.0,18.0,9.0,40.0,5,5,29,23
21900088,1610612747,Lakers,LAL,Los Angeles,240:00,5.0,16.0,15.0,50.0,23.0,3.0,20.0,36.0,10,4,22,18
21900088,1610612759,Spurs,SAS,San Antonio,240:00,23.0,3.0,20.0,36.0,5.0,16.0,15.0,50.0,4,10,18,22
21900089,1610612739,Cavaliers,CLE,Cleveland,240:00,16.0,14.0,9.0,28.0,15.0,19.0,10.0,52.0,4,6,14,21
21900089,1610612742,Mavericks,DAL,Dallas,240:00,15.0,19.0,10.0,52.0,16.0,14.0,9.0,28.0,6,4,21,14
21900090,1610612762,Jazz,UTA,Utah,240:00,9.0,8.0,4.0,34.0,15.0,29.0,11.0,46.0,6,6,30,25
21900090,1610612746,Clippers,LAC,LA,240:00,15.0,29.0,11.0,46.0,9.0,8.0,4.0,34.0,6,6,25,30
21900091,1610612765,Pistons,DET,Detroit,240:00,12.0,11.0,11.0,34.0,17.0,19.0,7.0,48.0,9,7,20,23
21900091,1610612764,Wizards,WAS,Washington,240:00,17.0,19.0,7.0,48.0,12.0,11.0,11.0,34.0,7,9,23,20
21900092,1610612751,Nets,BKN,Brooklyn,240:00,32.0,20.0,23.0,58.0,22.0,13.0,16.0,48.0,3,5,18,26
21900092,1610612740,Pelicans,NOP,New Orleans,240:00,22.0,13.0,16.0,48.0,32.0,20.0,23.0,58.0,5,3,26,18
21900093,1610612745,Rockets,HOU,Houston,240:00,17.0,16.0,12.0,36.0,29.0,10.0,25.0,66.0,5,7,21,21
21900093,1610612763,Grizzlies,MEM,Memphis,240:00,29.0,10.0,25.0,66.0,17.0,16.0,12.0,36.0,7,5,21,21
21900094,1610612750,Timberwolves,MIN,Minnesota,240:00,15.0,9.0,10.0,38.0,20.0,21.0,14.0,62.0,4,6,23,20
21900094,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,21.0,14.0,62.0,15.0,9.0,10.0,38.0,6,4,20,23
21900095,1610612755,76ers,PHI,Philadelphia,240:00,19.0,6.0,8.0,32.0,23.0,4.0,15.0,48.0,2,5,29,24
21900095,1610612756,Suns,PHX,Phoenix,240:00,23.0,4.0,15.0,48.0,19.0,6.0,8.0,32.0,5,2,24,29
21900096,1610612757,Trail Blazers,POR,Portland,240:00,6.0,14.0,17.0,60.0,3.0,12.0,8.0,44.0,6,4,23,17
21900096,1610612744,Warriors,GSW,Golden State,240:00,3.0,12.0,8.0,44.0,6.0,14.0,17.0,60.0,4,6,17,23
21900097,1610612754,Pacers,IND,Indiana,265:00,19.0,7.0,10.0,58.0,20.0,17.0,12.0,60.0,7,4,34,17
21900097,1610612766,Hornets,CHA,Charlotte,265:00,20.0,17.0,12.0,60.0,19.0,7.0,10.0,58.0,4,7,17,34
21900098,1610612738,Celtics,BOS,Boston,240:00,5.0,7.0,6.0,60.0,11.0,15.0,11.0,44.0,12,6,23,18
21900098,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,15.0,11.0,44.0,5.0,7.0,6.0,60.0,6,12,18,23
21900099,1610612737,Hawks,ATL,Atlanta,240:00,15.0,10.0,11.0,50.0,14.0,11.0,8.0,34.0,5,8,20,17
21900099,1610612759,Spurs,SAS,San Antonio,240:00,14.0,11.0,8.0,34.0,15.0,10.0,11.0,50.0,8,5,17,20
21900100,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,14.0,14.0,52.0,23.0,13.0,26.0,48.0,10,4,18,21
21900100,1610612741,Bulls,CHI,Chicago,240:00,23.0,13.0,26.0,48.0,20.0,14.0,14.0,52.0,4,10,21,18
21900101,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,16.0,5.0,42.0,15.0,16.0,4.0,44.0,5,8,23,24
21900101,1610612753,Magic,ORL,Orlando,240:00,15.0,16.0,4.0,44.0,21.0,16.0,5.0,42.0,8,5,24,23
