GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21800001,1610612755,76ers,PHI,Philadelphia,240:00,0.42,0.264,0.149,0.105,0.49,0.144,0.141,0.25
21800001,1610612738,Celtics,BOS,Boston,240:00,0.49,0.144,0.141,0.214,0.42,0.264,0.149,0.175
21800002,1610612744,Warriors,GSW,Golden State,240:00,0.479,0.189,0.196,0.321,0.418,0.407,0.141,0.348
21800002,1610612760,Thunder,OKC,Oklahoma City,240:00,0.418,0.407,0.141,0.242,0.479,0.189,0.196,0.415
21800003,1610612749,Bucks,MIL,Milwaukee,240:00,0.576,0.235,0.202,0.239,0.533,0.239,0.106,0.193
21800003,1610612766,Hornets,CHA,Charlotte,240:00,0.533,0.239,0.106,0.158,0.576,0.235,0.202,0.304
21800004,1610612765,Pistons,DET,Detroit,240:00,0.457,0.239,0.162,0.255,0.518,0.268,0.18,0.261
21800004,1610612751,Nets,BKN,Brooklyn,240:00,0.518,0.268,0.18,0.109,0.457,0.239,0.162,0.345
21800005,1610612763,Grizzlies,MEM,Memphis,240:00,0.357,0.333,0.101,0.113,0.627,0.157,0.209,0.436
21800005,1610612754,Pacers,IND,Indiana,240:00,0.627,0.157,0.209,0.333,0.357,0.333,0.101,0.242
21800006,1610612748,Heat,MIA,Miami,240:00,0.438,0.227,0.155,0.226,0.452,0.33,0.114,0.322
21800006,1610612753,Magic,ORL,Orlando,240:00,0.452,0.33,0.114,0.237,0.438,0.227,0.155,0.355
21800007,1610612752,Knicks,NYK,New York,240:00,0.515,0.313,0.135,0.172,0.511,0.2,0.209,0.235
21800007,1610612737,Hawks,ATL,Atlanta,240:00,0.511,0.2,0.209,0.137,0.515,0.313,0.135,0.31
21800008,1610612739,Cavaliers,CLE,Cleveland,240:00,0.441,0.459,0.154,0.241,0.565,0.217,0.097,0.212
21800008,1610612761,Raptors,TOR,Toronto,240:00,0.565,0.217,0.097,0.154,0.441,0.459,0.154,0.362
21800009,1610612745,Rockets,HOU,Houston,240:00,0.511,0.261,0.113,0.148,0.582,0.224,0.114,0.347
21800009,1610612740,Pelicans,NOP,New Orleans,240:00,0.582,0.224,0.114,0.286,0.511,0.261,0.113,0.222
21800010,1610612759,Spurs,SAS,San Antonio,240:00,0.489,0.312,0.122,0.339,0.462,0.297,0.11,0.34
21800010,1610612750,Timberwolves,MIN,Minnesota,240:00,0.462,0.297,0.11,0.264,0.489,0.312,0.122,0.429
21800011,1610612762,Jazz,UTA,Utah,240:00,0.601,0.481,0.158,0.114,0.553,0.189,0.084,0.143
21800011,1610612758,Kings,SAC,Sacramento,240:00,0.553,0.189,0.084,0.102,0.601,0.481,0.158,0.205
21800012,1610612746,Clippers,LAC,LA,240:00,0.443,0.273,0.135,0.164,0.425,0.483,0.107,0.298
21800012,1610612743,Nuggets,DEN,Denver,240:00,0.425,0.483,0.107,0.246,0.443,0.273,0.135,0.2
21800013,1610612756,Suns,PHX,Phoenix,240:00,0.66,0.198,0.128,0.162,0.489,0.227,0.094,0.245
21800013,1610612742,Mavericks,DAL,Dallas,240:00,0.489,0.227,0.094,0.189,0.66,0.198,0.128,0.162
21800014,1610612755,76ers,PHI,Philadelphia,240:00,0.538,0.323,0.12,0.216,0.49,0.119,0.106,0.183
21800014,1610612741,Bulls,CHI,Chicago,240:00,0.49,0.119,0.106,0.083,0.538,0.323,0.12,0.275
21800015,1610612748,Heat,MIA,Miami,240:00,0.454,0.351,0.174,0.349,0.512,0.481,0.133,0.196
