GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21700001,1610612739,Cavaliers,CLE,Cleveland,240:00,0.488,0.301,0.167,0.188,0.455,0.284,0.118,0.232
21700001,1610612738,Celtics,BOS,Boston,240:00,0.455,0.284,0.118,0.161,0.488,0.301,0.167,0.229
21700002,1610612745,Rockets,HOU,Houston,240:00,0.562,0.196,0.12,0.185,0.638,0.263,0.17,0.154
21700002,1610612744,Warriors,GSW,Golden State,240:00,0.638,0.263,0.17,0.154,0.562,0.196,0.12,0.333
21700003,1610612766,Hornets,CHA,Charlotte,240:00,0.459,0.397,0.17,0.065,0.474,0.125,0.089,0.196
21700003,1610612765,Pistons,DET,Detroit,240:00,0.474,0.125,0.089,0.161,0.459,0.397,0.17,0.152
21700004,1610612751,Nets,BKN,Brooklyn,240:00,0.543,0.34,0.171,0.216,0.564,0.314,0.121,0.37
21700004,1610612754,Pacers,IND,Indiana,240:00,0.564,0.314,0.121,0.259,0.543,0.34,0.171,0.314
21700005,1610612753,Magic,ORL,Orlando,240:00,0.522,0.322,0.141,0.216,0.475,0.168,0.118,0.322
21700005,1610612748,Heat,MIA,Miami,240:00,0.475,0.168,0.118,0.186,0.522,0.322,0.141,0.314
21700006,1610612755,76ers,PHI,Philadelphia,240:00,0.543,0.204,0.158,0.212,0.464,0.392,0.093,0.328
21700006,1610612764,Wizards,WAS,Washington,240:00,0.464,0.392,0.093,0.276,0.543,0.204,0.158,0.269
21700007,1610612749,Bucks,MIL,Milwaukee,240:00,0.546,0.395,0.153,0.15,0.489,0.231,0.144,0.293
21700007,1610612738,Celtics,BOS,Boston,240:00,0.489,0.231,0.144,0.19,0.546,0.395,0.153,0.175
21700008,1610612763,Grizzlies,MEM,Memphis,240:00,0.473,0.304,0.118,0.246,0.424,0.367,0.192,0.347
21700008,1610612740,Pelicans,NOP,New Orleans,240:00,0.424,0.367,0.192,0.327,0.473,0.304,0.118,0.393
21700009,1610612742,Mavericks,DAL,Dallas,240:00,0.541,0.244,0.156,0.184,0.559,0.16,0.131,0.306
21700009,1610612737,Hawks,ATL,Atlanta,240:00,0.559,0.16,0.131,0.286,0.541,0.244,0.156,0.204
21700010,1610612762,Jazz,UTA,Utah,240:00,0.562,0.198,0.155,0.15,0.552,0.156,0.218,0.22
21700010,1610612743,Nuggets,DEN,Denver,240:00,0.552,0.156,0.218,0.171,0.562,0.198,0.155,0.2
21700011,1610612759,Spurs,SAS,San Antonio,240:00,0.506,0.213,0.114,0.245,0.482,0.271,0.134,0.24
21700011,1610612750,Timberwolves,MIN,Minnesota,240:00,0.482,0.271,0.134,0.22,0.506,0.213,0.114,0.347
21700012,1610612756,Suns,PHX,Phoenix,240:00,0.354,0.202,0.155,0.161,0.567,0.311,0.171,0.468
21700012,1610612757,Trail Blazers,POR,Portland,240:00,0.567,0.311,0.171,0.319,0.354,0.202,0.155,0.258
21700013,1610612745,Rockets,HOU,Houston,240:00,0.47,0.349,0.16,0.235,0.523,0.114,0.178,0.292
21700013,1610612758,Kings,SAC,Sacramento,240:00,0.523,0.114,0.178,0.188,0.47,0.349,0.16,0.314
21700014,1610612741,Bulls,CHI,Chicago,240:00,0.472,0.202,0.179,0.192,0.548,0.337,0.171,0.318
21700014,1610612761,Raptors,TOR,Toronto,240:00,0.548,0.337,0.171,0.295,0.472,0.202,0.179,0.288
21700015,1610612760,Thunder,OKC,Oklahoma City,240:00,0.494,0.244,0.187,0.241,0.449,0.241,0.254,0.292
21700015,1610612752,Knicks,NYK,New York,240:00,0.449,0.241,0.254,0.229,0.494,0.244,0.187,0.37
21700016,1610612746,Clippers,LAC,LA,240:00,0.449,0.121,0.135,0.262,0.429,0.253,0.183,0.259
21700016,1610612747,Lakers,LAL,Los Angeles,240:00,0.429,0.253,0.183,0.207,0.449,0.121,0.135,0.385
21700017,1610612766,Hornets,CHA,Charlotte,240:00,0.494,0.349,0.194,0.231,0.416,0.147,0.12,0.22
21700017,1610612737,Hawks,ATL,Atlanta,240:00,0.416,0.147,0.12,0.102,0.494,0.349,0.194,0.346
21700018,1610612754,Pacers,IND,Indiana,240:00,0.474,0.423,0.122,0.122,0.532,0.179,0.09,0.3
21700018,1610612757,Trail Blazers,POR,Portland,240:00,0.532,0.179,0.09,0.22,0.474,0.423,0.122,0.184
21700019,1610612738,Celtics,BOS,Boston,240:00,0.476,0.381,0.184,0.259,0.435,0.174,0.167,0.305
21700019,1610612755,76ers,PHI,Philadelphia,240:00,0.435,0.174,0.167,0.237,0.476,0.381,0.184,0.333
21700020,1610612765,Pistons,DET,Detroit,240:00,0.552,0.23,0.181,0.208,0.573,0.467,0.169,0.216
21700020,1610612764,Wizards,WAS,Washington,240:00,0.573,0.467,0.169,0.189,0.552,0.23,0.181,0.271
21700021,1610612739,Cavaliers,CLE,Cleveland,240:00,0.611,0.21,0.185,0.243,0.53,0.146,0.159,0.217
21700021,1610612749,Bucks,MIL,Milwaukee,240:00,0.53,0.146,0.159,0.174,0.611,0.21,0.185,0.351
21700022,1610612751,Nets,BKN,Brooklyn,240:00,0.549,0.38,0.163,0.294,0.607,0.169,0.203,0.244
21700022,1610612753,Magic,ORL,Orlando,240:00,0.607,0.169,0.203,0.2,0.549,0.38,0.163,0.353
21700023,1610612762,Jazz,UTA,Utah,240:00,0.539,0.221,0.197,0.163,0.488,0.321,0.163,0.313
21700023,1610612750,Timberwolves,MIN,Minnesota,240:00,0.488,0.321,0.163,0.208,0.539,0.221,0.197,0.209
