GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21600001,1610612739,Cavaliers,CLE,Cleveland,240:00,0.548,0.202,0.141,0.216,0.42,0.23,0.179,0.271
21600001,1610612752,Knicks,NYK,New York,240:00,0.42,0.23,0.179,0.22,0.548,0.202,0.141,0.353
21600002,1610612757,Trail Blazers,POR,Portland,240:00,0.607,0.293,0.14,0.139,0.537,0.195,0.144,0.262
21600002,1610612762,Jazz,UTA,Utah,240:00,0.537,0.195,0.144,0.143,0.607,0.293,0.14,0.222
21600003,1610612759,Spurs,SAS,San Antonio,240:00,0.541,0.265,0.137,0.396,0.512,0.212,0.159,0.208
21600003,1610612744,Warriors,GSW,Golden State,240:00,0.512,0.212,0.159,0.167,0.541,0.265,0.137,0.472
21600004,1610612748,Heat,MIA,Miami,240:00,0.505,0.165,0.12,0.302,0.416,0.315,0.113,0.321
21600004,1610612753,Magic,ORL,Orlando,240:00,0.416,0.315,0.113,0.268,0.505,0.165,0.12,0.415
21600005,1610612742,Mavericks,DAL,Dallas,265:00,0.519,0.173,0.128,0.164,0.559,0.366,0.138,0.216
21600005,1610612754,Pacers,IND,Indiana,265:00,0.559,0.366,0.138,0.157,0.519,0.173,0.128,0.246
21600006,1610612738,Celtics,BOS,Boston,240:00,0.601,0.202,0.183,0.279,0.521,0.206,0.15,0.345
21600006,1610612751,Nets,BKN,Brooklyn,240:00,0.521,0.206,0.15,0.273,0.601,0.202,0.183,0.326
21600007,1610612761,Raptors,TOR,Toronto,240:00,0.494,0.337,0.124,0.28,0.44,0.262,0.14,0.231
21600007,1610612765,Pistons,DET,Detroit,240:00,0.44,0.262,0.14,0.154,0.494,0.337,0.124,0.3
21600008,1610612749,Bucks,MIL,Milwaukee,240:00,0.44,0.217,0.081,0.179,0.489,0.27,0.101,0.288
21600008,1610612766,Hornets,CHA,Charlotte,240:00,0.489,0.27,0.101,0.212,0.44,0.217,0.081,0.25
21600009,1610612750,Timberwolves,MIN,Minnesota,240:00,0.453,0.337,0.116,0.278,0.519,0.338,0.138,0.333
21600009,1610612763,Grizzlies,MEM,Memphis,240:00,0.519,0.338,0.138,0.229,0.453,0.337,0.116,0.352
21600010,1610612740,Pelicans,NOP,New Orleans,240:00,0.429,0.283,0.101,0.091,0.494,0.398,0.224,0.292
21600010,1610612743,Nuggets,DEN,Denver,240:00,0.494,0.398,0.224,0.229,0.429,0.283,0.101,0.109
21600011,1610612755,76ers,PHI,Philadelphia,240:00,0.47,0.298,0.135,0.096,0.447,0.277,0.098,0.305
21600011,1610612760,Thunder,OKC,Oklahoma City,240:00,0.447,0.277,0.098,0.22,0.47,0.298,0.135,0.231
21600012,1610612758,Kings,SAC,Sacramento,240:00,0.547,0.302,0.138,0.217,0.494,0.351,0.186,0.267
21600012,1610612756,Suns,PHX,Phoenix,240:00,0.494,0.351,0.186,0.222,0.547,0.302,0.138,0.304
21600013,1610612747,Lakers,LAL,Los Angeles,240:00,0.573,0.247,0.154,0.239,0.552,0.314,0.146,0.283
21600013,1610612745,Rockets,HOU,Houston,240:00,0.552,0.314,0.146,0.217,0.573,0.247,0.154,0.326
21600014,1610612764,Wizards,WAS,Washington,240:00,0.457,0.191,0.174,0.207,0.568,0.205,0.204,0.362
21600014,1610612737,Hawks,ATL,Atlanta,240:00,0.568,0.205,0.204,0.298,0.457,0.191,0.174,0.293
21600015,1610612741,Bulls,CHI,Chicago,240:00,0.451,0.326,0.121,0.305,0.553,0.316,0.126,0.07
21600015,1610612738,Celtics,BOS,Boston,240:00,0.553,0.316,0.126,0.07,0.451,0.326,0.121,0.373
21600016,1610612758,Kings,SAC,Sacramento,240:00,0.443,0.543,0.165,0.133,0.494,0.342,0.109,0.222
21600016,1610612759,Spurs,SAS,San Antonio,240:00,0.494,0.342,0.109,0.2,0.443,0.543,0.165,0.289
21600017,1610612746,Clippers,LAC,LA,240:00,0.451,0.505,0.077,0.25,0.482,0.376,0.135,0.28
21600017,1610612757,Trail Blazers,POR,Portland,240:00,0.482,0.376,0.135,0.18,0.451,0.505,0.077,0.3
21600018,1610612761,Raptors,TOR,Toronto,240:00,0.411,0.2,0.184,0.327,0.494,0.278,0.184,0.234
21600018,1610612739,Cavaliers,CLE,Cleveland,240:00,0.494,0.278,0.184,0.191,0.411,0.2,0.184,0.382
21600019,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.23,0.16,0.24,0.413,0.204,0.123,0.313
21600019,1610612754,Pacers,IND,Indiana,240:00,0.413,0.204,0.123,0.219,0.494,0.23,0.16,0.26
21600020,1610612753,Magic,ORL,Orlando,240:00,0.389,0.126,0.094,0.222,0.542,0.063,0.119,0.333
21600020,1610612765,Pistons,DET,Detroit,240:00,0.542,0.063,0.119,0.188,0.389,0.126,0.094,0.27
21600021,1610612756,Suns,PHX,Phoenix,265:00,0.473,0.34,0.129,0.123,0.443,0.396,0.182,0.35
21600021,1610612760,Thunder,OKC,Oklahoma City,265:00,0.443,0.396,0.182,0.233,0.473,0.34,0.129,0.211
21600022,1610612748,Heat,MIA,Miami,240:00,0.453,0.233,0.193,0.193,0.418,0.261,0.082,0.288
