GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0022400061,1610612738,Celtics,BOS,Boston,240.000000:00,0.658,0.084,0.044,0.234,0.622,0.205,0.13,0.184
0022400061,1610612752,Knicks,NYK,New York,240.000000:00,0.622,0.205,0.13,0.132,0.658,0.084,0.044,0.298
0022400062,1610612747,Lakers,LAL,Los Angeles,240.000000:00,0.468,0.263,0.071,0.268,0.488,0.318,0.159,0.37
0022400062,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.488,0.318,0.159,0.222,0.468,0.263,0.071,0.375
0022400063,1610612754,Pacers,IND,Indiana,240.000000:00,0.56,0.301,0.147,0.163,0.483,0.318,0.137,0.321
0022400063,1610612765,Pistons,DET,Detroit,240.000000:00,0.483,0.318,0.137,0.226,0.56,0.301,0.147,0.256
0022400064,1610612737,Hawks,ATL,Atlanta,240.000000:00,0.544,0.575,0.153,0.261,0.533,0.275,0.174,0.321
0022400064,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.533,0.275,0.174,0.214,0.544,0.575,0.153,0.304
0022400065,1610612748,Heat,MIA,Miami,240.000000:00,0.457,0.354,0.114,0.173,0.521,0.229,0.138,0.39
0022400065,1610612753,Magic,ORL,Orlando,240.000000:00,0.521,0.229,0.138,0.305,0.457,0.354,0.114,0.192
0022400066,1610612749,Bucks,MIL,Milwaukee,240.000000:00,0.638,0.388,0.141,0.195,0.459,0.276,0.097,0.356
0022400066,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.459,0.276,0.097,0.288,0.638,0.388,0.141,0.22
0022400067,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,0.667,0.299,0.126,0.205,0.488,0.337,0.183,0.385
0022400067,1610612761,Raptors,TOR,Toronto,240.000000:00,0.488,0.337,0.183,0.269,0.667,0.299,0.126,0.282
0022400068,1610612745,Rockets,HOU,Houston,240.000000:00,0.432,0.194,0.077,0.239,0.535,0.282,0.174,0.4
0022400068,1610612766,Hornets,CHA,Charlotte,240.000000:00,0.535,0.282,0.174,0.3,0.432,0.194,0.077,0.373
0022400069,1610612740,Pelicans,NOP,New Orleans,240.000000:00,0.536,0.216,0.108,0.135,0.547,0.291,0.193,0.22
0022400069,1610612741,Bulls,CHI,Chicago,240.000000:00,0.547,0.291,0.193,0.18,0.536,0.216,0.108,0.231
0022400070,1610612762,Jazz,UTA,Utah,240.000000:00,0.529,0.529,0.158,0.286,0.566,0.352,0.124,0.296
0022400070,1610612763,Grizzlies,MEM,Memphis,240.000000:00,0.566,0.352,0.124,0.241,0.529,0.529,0.158,0.388
0022400071,1610612746,Clippers,LAC,LA,265.000000:00,0.5,0.326,0.193,0.224,0.583,0.436,0.198,0.136
0022400071,1610612756,Suns,PHX,Phoenix,265.000000:00,0.583,0.436,0.198,0.091,0.5,0.326,0.193,0.293
0022400072,1610612744,Warriors,GSW,Golden State,240.000000:00,0.624,0.323,0.165,0.306,0.435,0.326,0.163,0.271
0022400072,1610612757,Trail Blazers,POR,Portland,240.000000:00,0.435,0.326,0.163,0.22,0.624,0.323,0.165,0.388
0022400073,1610612738,Celtics,BOS,Boston,240.000000:00,0.561,0.3,0.135,0.24,0.468,0.189,0.139,0.286
0022400073,1610612764,Wizards,WAS,Washington,240.000000:00,0.468,0.189,0.139,0.179,0.561,0.3,0.135,0.3
0022400074,1610612742,Mavericks,DAL,Dallas,240.000000:00,0.505,0.225,0.095,0.27,0.523,0.279,0.183,0.286
0022400074,1610612759,Spurs,SAS,San Antonio,240.000000:00,0.523,0.279,0.183,0.245,0.505,0.225,0.095,0.302
0022400075,1610612743,Nuggets,DEN,Denver,240.000000:00,0.393,0.143,0.155,0.266,0.465,0.119,0.114,0.317
0022400075,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.465,0.119,0.114,0.217,0.393,0.143,0.155,0.391
0022400076,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,0.593,0.198,0.163,0.128,0.53,0.427,0.088,0.191
0022400076,1610612758,Kings,SAC,Sacramento,240.000000:00,0.53,0.427,0.088,0.085,0.593,0.198,0.163,0.17
0022400077,1610612751,Nets,BKN,Brooklyn,240.000000:00,0.506,0.253,0.184,0.157,0.62,0.44,0.133,0.175
0022400077,1610612753,Magic,ORL,Orlando,240.000000:00,0.62,0.44,0.133,0.125,0.506,0.253,0.184,0.255
0022400078,1610612755,76ers,PHI,Philadelphia,240.000000:00,0.441,0.697,0.152,0.182,0.5,0.605,0.257,0.523
